0_age_at_initial_pathologic_diagnosis,1_ADAMTS1.9510,1_ADCK5.203054,1_AKAP8L.26993,1_ALAD.210,1_ALDH1A1.216,1_ANKLE1.126549,1_APITD1.378708,1_ARHGAP39.80728,1_ARID1A.8289,1_ASPRV1.151516,1_ASTL.431705,1_ATP13A5.344905,1_ATP6V1A.523,1_ATPIF1.93974,1_AURKB.9212,1_AZIN1.51582,1_B3GNT5.84002,1_BNIP2.663,1_C10orf116.10974,1_C11orf46.120534,1_C12orf50.160419,1_C12orf61.283416,1_C16orf59.80178,1_C1orf50.79078,1_C1orf52.148423,1_C20orf152.140894,1_C22orf41.644186,1_C4orf14.84273,1_C6orf129.154467,1_C6orf134.79969,1_CALCOCO2.10241,1_CASP9.842,1_CAV3.859,1_CBLN3.643866,1_CBX3.11335,1_CCDC21.64793,1_CCDC69.26112,1_CCNB2.9133,1_CCNF.899,1_CCNJL.79616,1_CCPG1.9236,1_CCR7.1236,1_CD244.51744,1_CDC5L.988,1_CDCA3.83461,1_CDKN2AIPNL.91368,1_CENPQ.55166,1_CES4.51716,1_CHURC1.91612,1_COL2A1.1280,1_CPSF1.29894,1_CREG2.200407,1_CROCC.9696,1_CSMD2.114784,1_CXADRP3.440224,1_CXorf64.100130613,1_CYP24A1.1591,1_DAZAP1.26528,1_DCAF4.26094,1_DCAF8.50717,1_DFNB31.25861,1_DHH.50846,1_DHRS12.79758,1_DMPK.1760,1_DNA2.1763,1_DNAJC16.23341,1_DNAJC24.120526,1_DR1.1810,1_DTNA.1837,1_DUSP3.1845,1_EBP.10682,1_ENAM.10117,1_EPAS1.2034,1_EPHB2.2048,1_ESCO2.157570,1_ESD.2098,1_F8.2157,1_FAM120AOS.158293,1_FAM151B.167555,1_FAM64A.54478,1_FARP2.9855,1_FBXO43.286151,1_FIGN.55137,1_FKBP3.2287,1_FOLR4.390243,1_FSCB.84075,1_FZD2.2535,1_GALK2.2585,1_GALNT12.79695,1_GANC.2595,1_GCA.25801,1_GIMAP7.168537,1_GPC2.221914,1_GPR108.56927,1_GPR146.115330,1_H1FNT.341567,1_HDAC6.10013,1_HDC.3067,1_HIST1H2AH.85235,1_HIST1H2BA.255626,1_HMGB3.3149,1_HMMR.3161,1_HNMT.3176,1_HOXC5.3222,1_HPGD.3248,1_HPGDS.27306,1_HSP90AB1.3326,1_IGDCC4.57722,1_IL28A.282616,1_IL33.90865,1_ILK.3611,1_JAM3.83700,1_JMJD8.339123,1_KBTBD3.143879,1_KCNJ5.3762,1_KDM1A.23028,1_KIAA0748.9840,1_KRTAP19.6.337973,1_LACE1.246269,1_LACRT.90070,1_LIG1.3978,1_LIN7C.55327,1_LMOD1.25802,1_LOC100129935.100129935,1_LOC100240734.100240734,1_LOC145474.145474,1_LOC221710.221710,1_LOC401463.401463,1_LOC442308.442308,1_LRGUK.136332,1_LRRC52.440699,1_LTF.4057,1_LYRM5.144363,1_LYZL1.84569,1_MAP4K4.9448,1_MARCH2.51257,1_MARCKSL1.65108,1_MBD3.53615,1_MBNL2.10150,1_MCM10.55388,1_MDGA1.266727,1_MEA1.4201,1_MEF2C.4208,1_METTL5.29081,1_MITD1.129531,1_MMP9.4318,1_MOB2.81532,1_MRPL14.64928,1_MRPL2.51069,1_MRPS31.10240,1_MSH2.4436,1_MT1IP.644314,1_MTNR1B.4544,1_MUC2.4583,1_MYL10.93408,1_NAALADL1.10004,1_NDUFAF1.51103,1_NLE1.54475,1_NMU.10874,1_NMUR1.10316,1_NUP153.9972,1_OR7E156P.283491,1_PANK3.79646,1_PAQR4.124222,1_PCBD1.5092,1_PCNA.5111,1_PDE4C.5143,1_PEX11G.92960,1_PGK1.5230,1_PHKA2.5256,1_PIGB.9488,1_PITX2.5308,1_PLA2G4C.8605,1_PLEKHA3.65977,1_PLK4.10733,1_PNPLA2.57104,1_PPARD.5467,1_PPBP.5473,1_PPID.5481,1_PPP1R11.6992,1_PPP1R7.5510,1_PPP2R5B.5526,1_PRAME.23532,1_PREP.5550,1_PRF1.5551,1_PRINS.100169750,1_PRKAA1.5562,1_PRKCB.5579,1_PRKCDBP.112464,1_PSCA.8000,1_PTPN20B.26095,1_QSOX2.169714,1_RAB40A.142684,1_RAB40AL.282808,1_RBM22.55696,1_RECQL4.9401,1_RELA.5970,1_RELB.5971,1_RNF148.378925,1_RNF34.80196,1_RPL7L1.285855,1_RPL8.6132,1_RRP1B.23076,1_RTTN.25914,1_SALL4.57167,1_SCRIB.23513,1_SCXB.642658,1_SEC13.6396,1_SERPING1.710,1_SH3RF2.153769,1_SIGLEC6.946,1_SIRT5.23408,1_SIX4.51804,1_SLAMF9.89886,1_SLC10A4.201780,1_SLFNL1.200172,1_SNORA18.677805,1_SNRPD1.6632,1_SNTB1.6641,1_SOCS6.9306,1_SOD3.6649,1_SOX4.6659,1_SPDYE4.388333,1_STAP1.26228,1_STEAP2.261729,1_SURF1.6834,1_SYNPO2.171024,1_TADA2B.93624,1_TARDBP.23435,1_TERT.7015,1_TET1.80312,1_TFPT.29844,1_TGOLN2.10618,1_TH1L.51497,1_TMEM132A.54972,1_TMEM176A.55365,1_TMEM200A.114801,1_TOR1AIP1.26092,1_TPM1.7168,1_TRAM1.23471,1_TRAPPC9.83696,1_TRERF1.55809,1_TRIB1.10221,1_TRIP13.9319,1_TSPAN2.10100,1_TSPAN6.7105,1_TTC39A.22996,1_TTK.7272,1_TUBB.203068,1_TUBB4Q.56604,1_TXLNA.200081,1_TXNIP.10628,1_UCHL3.7347,1_USP48.84196,1_UTP3.57050,1_WDR67.93594,1_WNT8A.7478,1_XRCC3.7517,1_ZNF193.7746,1_ZNF394.84124,1_ZNF396.252884,1_ZNF436.80818
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
