0_race_WHITE,1_AARS2.57505,1_AASDHPPT.60496,1_ABCE1.6059,1_ABCF1.23,1_ADAP1.11033,1_ADIPOR1.51094,1_AHI1.54806,1_AK5.26289,1_ALCAM.214,1_ALDH3A2.224,1_ALS2CL.259173,1_AMD1.262,1_ANAPC16.119504,1_ANAPC5.51433,1_ANKRD33.341405,1_AP2A1.160,1_ARHGAP39.80728,1_ARL6IP1.23204,1_ART3.419,1_ASB3.51130,1_ATP9B.374868,1_B3GNT5.84002,1_BAT3.7917,1_BCL2L14.79370,1_BCL7A.605,1_BLOC1S1.2647,1_BOLA1.51027,1_C12orf23.90488,1_C14orf104.55172,1_C15orf24.56851,1_C16orf71.146562,1_C17orf56.146705,1_C17orf65.339201,1_C17orf85.55421,1_C1orf130.400746,1_C1orf97.84791,1_C20orf3.57136,1_C21orf67.84536,1_C22orf41.644186,1_C2orf69.205327,1_C2orf74.339804,1_C5orf49.134121,1_C6orf167.253714,1_CASC2.255082,1_CCNC.892,1_CCNDBP1.23582,1_CCNF.899,1_CD1C.911,1_CDCA4.55038,1_CELA3B.23436,1_CFP.5199,1_CMTM1.113540,1_CNTNAP1.8506,1_CSAG1.158511,1_CSPP1.79848,1_CUL2.8453,1_CYP24A1.1591,1_DCST2.127579,1_DHH.50846,1_DHRS12.79758,1_DLG1.1739,1_DOCK4.9732,1_DUSP22.56940,1_EIF1.10209,1_ELANE.1991,1_EPHB6.2051,1_ERRFI1.54206,1_EXOC5.10640,1_FAM164C.79696,1_FAM57A.79850,1_FAM82A2.55177,1_FAM90A1.55138,1_FANCE.2178,1_FCER1A.2205,1_FLJ36000.284124,1_FNBP1.23048,1_FOLR4.390243,1_FOXO1.2308,1_GALNT12.79695,1_GGPS1.9453,1_GIMAP2.26157,1_GMEB1.10691,1_GNPTG.84572,1_GOPC.57120,1_GRAP2.9402,1_GREM2.64388,1_GSTT2.2953,1_GTF2A2.2958,1_GTF2H3.2967,1_H2AFY.9555,1_HDAC2.3066,1_HIPK4.147746,1_HIST1H3I.8354,1_HNMT.3176,1_HNRNPA3.220988,1_HNRNPA3P1.10151,1_HNRNPD.3184,1_HNRNPH1.3187,1_HSPB8.26353,1_IDI1.3422,1_IDO2.169355,1_IDUA.3425,1_IER5.51278,1_IL6.3569,1_INCA1.388324,1_INSC.387755,1_ITFG3.83986,1_ITGA10.8515,1_ITGA7.3679,1_IVNS1ABP.10625,1_JUND.3727,1_KDM1B.221656,1_KIAA0664.23277,1_KIAA1529.57653,1_KIF19.124602,1_KIF20A.10112,1_KLHDC9.126823,1_KLHL4.56062,1_KLK2.3817,1_KLRB1.3820,1_KRCC1.51315,1_KRTAP1.1.81851,1_LACE1.246269,1_LARS.51520,1_LAX1.54900,1_LDLRAD2.401944,1_LGALS2.3957,1_LIPG.9388,1_LIPJ.142910,1_LOC145783.145783,1_LOC285548.285548,1_LOC400759.400759,1_LOC80154.80154,1_LRRC17.10234,1_LY75.4065,1_LY9.4063,1_MAGEA8.4107,1_MAP4K1.11184,1_MBD3L1.85509,1_MCHR2.84539,1_MCM9.254394,1_MEIS3P1.4213,1_MGAT1.4245,1_MOB2.81532,1_MORC4.79710,1_MSH6.2956,1_MTDH.92140,1_MYL10.93408,1_NCAPH.23397,1_NCF1C.654817,1_NCOA4.8031,1_NCRNA00167.440072,1_NCRNA00169.400508,1_NKAP.79576,1_NLE1.54475,1_NLRC3.197358,1_NLRP10.338322,1_NMD3.51068,1_NOC2L.26155,1_NR1H3.10062,1_NTRK2.4915,1_NUDT7.283927,1_ODZ1.10178,1_OR2A7.401427,1_OR2M3.127062,1_OR2M5.127059,1_OR51I1.390063,1_OR7A5.26659,1_OR7E5P.219445,1_OSGEPL1.64172,1_P2RY13.53829,1_PABPC1P2.728773,1_PEX11G.92960,1_PGK1.5230,1_PHYHIP.9796,1_PIK3C2B.5287,1_PKIG.11142,1_PLCG1.5335,1_PLEKHF1.79156,1_PMP22.5376,1_POLE.5426,1_POLR3GL.84265,1_PPP1R11.6992,1_PRF1.5551,1_PRKDC.5591,1_PRPF40A.55660,1_PRPF8.10594,1_PRPS1L1.221823,1_PSCA.8000,1_PSMD10.5716,1_PTPN20B.26095,1_PTPRK.5796,1_RAB10.10890,1_RAB40A.142684,1_RABL2A.11159,1_RAC3.5881,1_RAD18.56852,1_RAD51AP1.10635,1_RAD54B.25788,1_RAN.5901,1_RARS.5917,1_RASGRP1.10125,1_RASGRP2.10235,1_RBL1.5933,1_RBM41.55285,1_REM1.28954,1_RGMA.56963,1_RGPD1.400966,1_RLIM.51132,1_RNASEL.6041,1_RNASET2.8635,1_RNF11.26994,1_RNF133.168433,1_RNF144A.9781,1_RNF34.80196,1_RNF8.9025,1_RRM2.6241,1_RTDR1.27156,1_RUVBL2.10856,1_SCRIB.23513,1_SDC3.9672,1_SELM.140606,1_SEPW1.6415,1_SERPINB5.5268,1_SFRS9.8683,1_SH2D1B.117157,1_SH2D5.400745,1_SLC24A4.123041,1_SLC25A24.29957,1_SLC35F4.341880,1_SLC38A3.10991,1_SLCO3A1.28232,1_SLED1.643036,1_SNORA8.654320,1_SNORD97.692223,1_SPAG5.10615,1_SPAST.6683,1_SRPK1.6732,1_ST18.9705,1_STAM.8027,1_STAT3.6774,1_STH.246744,1_SULT1A1.6817,1_SURF1.6834,1_SYNCRIP.10492,1_TAAR1.134864,1_TAGLN.6876,1_TARDBP.23435,1_TBC1D10C.374403,1_TBC1D5.9779,1_TFF3.7033,1_THOC2.57187,1_TIFAB.497189,1_TIGD4.201798,1_TLE1.7088,1_TLX3.30012,1_TMEM47.83604,1_TOP1P1.7151,1_TRAPPC2.6399,1_TRIM50.135892,1_TRIM67.440730,1_TSPAN15.23555,1_TSPYL2.64061,1_TST.7263,1_TTF2.8458,1_TXNIP.10628,1_U2AF2.11338,1_UBA6.55236,1_UBE2CBP.90025,1_UBE2E1.7324,1_UBXN10.127733,1_UHRF2.115426,1_USP24.23358,1_UTP18.51096,1_VEGFB.7423,1_VPS35.55737,1_WISP1.8840,1_XPO1.7514,1_XPOT.11260,1_XYLB.9942,1_YSK4.80122,1_YWHAQ.10971,1_ZBTB33.10009,1_ZNF26.7574,1_ZNF292.23036,1_ZNF496.84838,1_ZNF688.146542,1_ZNF703.80139,1_ZNF749.388567,1_ZNF79.7633,1_ZWILCH.55055,1_ZWINT.11130
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
