0_race_WHITE,1_ABCF1.23,1_ACBD3.64746,1_ACCS.84680,1_ADAM15.8751,1_ADCY4.196883,1_ADIPOR1.51094,1_AK7.122481,1_ALAD.210,1_ALDH1A1.216,1_ALOX15.246,1_ANKRD28.23243,1_AOC3.8639,1_APCDD1L.164284,1_APOBEC3D.140564,1_ARFGEF1.10565,1_ARHGEF35.445328,1_ARL4D.379,1_ARL8A.127829,1_ASAH1.427,1_ASTL.431705,1_AZIN1.51582,1_B3GALT4.8705,1_BAT3.7917,1_BBS5.129880,1_BCCIP.56647,1_BNIP2.663,1_BRP44.25874,1_BRWD3.254065,1_BTG2.7832,1_C12orf23.90488,1_C12orf61.283416,1_C14orf50.145376,1_C15orf21.283651,1_C16orf87.388272,1_C17orf103.256302,1_C19orf26.255057,1_C19orf75.284369,1_C19orf76.199800,1_C22orf26.55267,1_C4orf10.317648,1_C5orf13.9315,1_C8G.733,1_CADM3.57863,1_CALCOCO1.57658,1_CALCOCO2.10241,1_CARTPT.9607,1_CASC2.255082,1_CASP12.120329,1_CAST.831,1_CCDC122.160857,1_CCDC23.374969,1_CCDC75.253635,1_CCL17.6361,1_CCNB1IP1.57820,1_CCPG1.9236,1_CD3D.915,1_CD3E.916,1_CD55.1604,1_CDC20.991,1_CDIPT.10423,1_CDKN2AIPNL.91368,1_CELA3B.23436,1_CEND1.51286,1_CFP.5199,1_CHCHD10.400916,1_CIITA.4261,1_CLEC10A.10462,1_CLTB.1212,1_CMAH.8418,1_COL11A2.1302,1_COL27A1.85301,1_COMMD2.51122,1_CPO.130749,1_CSAG1.158511,1_CSAG3.389903,1_CSPP1.79848,1_CTAGE4.100128553,1_CTSF.8722,1_CXADRP3.440224,1_CXCR3.2833,1_CXCR6.10663,1_CYC1.1537,1_CYFIP2.26999,1_CYP24A1.1591,1_DFFA.1676,1_DHRS12.79758,1_DHX16.8449,1_DHX30.22907,1_DLX1.1745,1_DMAP1.55929,1_DZIP1.22873,1_EIF3H.8667,1_ELSPBP1.64100,1_ENTPD1.953,1_ERGIC3.51614,1_ERI3.79033,1_FAM109B.150368,1_FAM13B.51306,1_FAM173A.65990,1_FBXO6.26270,1_FCN1.2219,1_FES.2242,1_FLJ42875.440556,1_FOXO3B.2310,1_FRMD5.84978,1_FUBP1.8880,1_FUS.2521,1_GALNT12.79695,1_GANC.2595,1_GATA1.2623,1_GGH.8836,1_GIMAP2.26157,1_GJA5.2702,1_GLIS1.148979,1_GLO1.2739,1_GNL3.26354,1_GPX7.2882,1_GREM2.64388,1_GRWD1.83743,1_GZMH.2999,1_HCG4.54435,1_HCST.10870,1_HDAC2.3066,1_HDAC7.51564,1_HNRNPA3.220988,1_HNRPLL.92906,1_HP1BP3.50809,1_HSH2D.84941,1_HSPB1.3315,1_HTATIP2.10553,1_IDI1.3422,1_INA.9118,1_JRK.8629,1_KCNC1.3746,1_KDM1A.23028,1_KDM1B.221656,1_KEAP1.9817,1_KIF1B.23095,1_KLF9.687,1_KPNA2.3838,1_KRCC1.51315,1_KREMEN2.79412,1_KRT7.3855,1_LACTB.114294,1_LAMP2.3920,1_LCE1A.353131,1_LILRA4.23547,1_LIPT1.51601,1_LOC100233209.100233209,1_LOC121838.121838,1_LOC283267.283267,1_LOC341056.341056,1_LOXL2.4017,1_LRFN5.145581,1_LRRC41.10489,1_LRRC42.115353,1_LRRC69.100130742,1_LYPLA2.11313,1_LYSMD2.256586,1_MAEL.84944,1_MAN2B1.4125,1_MAP4K4.9448,1_MARCH2.51257,1_MARCO.8685,1_MBD3L1.85509,1_MCEE.84693,1_MCHR2.84539,1_MEAF6.64769,1_MEF2D.4209,1_MFAP2.4237,1_MORN5.254956,1_MURC.347273,1_MX2.4600,1_MYCL1.4610,1_NBR1.4077,1_NEK8.284086,1_NGFRAP1.27018,1_NKX3.2.579,1_NOC2L.26155,1_NR6A1.2649,1_NUDT13.25961,1_NUFIP1.26747,1_NXT2.55916,1_OR7E5P.219445,1_OSBPL9.114883,1_P2RX1.5023,1_PABPC1.26986,1_PARP14.54625,1_PCBD2.84105,1_PCDH11Y.83259,1_PCDHB12.56124,1_PGK2.5232,1_PGM2L1.283209,1_PGM5.5239,1_PITX1.5307,1_PLAG1.5324,1_PLCB2.5330,1_PLCG1.5335,1_PLXNA1.5361,1_POLR1C.9533,1_POU2AF1.5450,1_PPP1R11.6992,1_PRDM14.63978,1_PRKCDBP.112464,1_PRM3.58531,1_PRRC1.133619,1_PURG.29942,1_RAB7L1.8934,1_RASAL3.64926,1_RBM12.10137,1_RCC2.55920,1_RELA.5970,1_RELL1.768211,1_RETSAT.54884,1_RFTN1.23180,1_RGS20.8601,1_RHOQ.23433,1_RNF11.26994,1_RPF2.84154,1_RPS8.6202,1_RUFY1.80230,1_RYR3.6263,1_S100A9.6280,1_SDPR.8436,1_SELE.6401,1_SERPINE1.5054,1_SH2D1B.117157,1_SIX4.51804,1_SKP2.6502,1_SLC12A3.6559,1_SLC39A2.29986,1_SMCP.4184,1_SMOX.54498,1_SNORA48.652965,1_SNRNP48.154007,1_SNRPC.6631,1_SNRPD1.6632,1_SOD3.6649,1_SOX9.6662,1_SP140L.93349,1_SPIN2B.474343,1_SQLE.6713,1_SQRDL.58472,1_SRPK1.6732,1_SSR1.6745,1_STARD5.80765,1_STAT3.6774,1_STT3A.3703,1_STX11.8676,1_SUMO1P1.391257,1_TADA2B.93624,1_TEC.7006,1_TEF.7008,1_TERT.7015,1_TFDP3.51270,1_TGIF2.60436,1_THAP6.152815,1_THEMIS.387357,1_THOC2.57187,1_TINAGL1.64129,1_TLR3.7098,1_TMEM151B.441151,1_TMEM92.162461,1_TNFSF12.8742,1_TNS4.84951,1_TOP1.7150,1_TOP1MT.116447,1_TPSB2.64499,1_TRAF3IP3.80342,1_TRAPPC9.83696,1_TRIM68.55128,1_TSPAN6.7105,1_TUBG2.27175,1_TXLNA.200081,1_UBR5.51366,1_UBXN6.80700,1_UHRF2.115426,1_UPK3B.80761,1_USP45.85015,1_WASF1.8936,1_WNT16.51384,1_WNT5A.7474,1_YBX1.4904,1_ZBTB12.221527,1_ZNF295.49854,1_ZNF469.84627,1_ZNF587.84914,1_ZUFSP.221302
0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
