gen,0_ABCA4,0_ABCB9,0_ABCC3,0_ABHD14B,0_ABHD3,0_ABR,0_ACACA,0_ACAD8,0_ACADM,0_ACAT2,0_ACMSD,0_ACSL4,0_ACSL6,0_ACSM2A,0_ACTN3,0_ACTR3B,0_ACVR1,0_ACVRL1,0_ACY3,0_ADAR,0_ADCK2,0_AGFG1,0_AGRN,0_AKAP7,0_AKR1C3,0_ALDH1A2,0_ALDH1L1,0_ALDH1L2,0_ALDH3B2,0_ALDH4A1,0_ALDH7A1,0_ALDH9A1,0_ALG9,0_ALOX5,0_ANGPTL4,0_ANK2,0_ANKRA2,0_ANO6,0_ANP32A,0_ANXA3,0_ANXA9,0_AOAH,0_AP1G2,0_AP1S1,0_AP2A2,0_APBB2,0_APEH,0_API5,0_APOLD1,0_APOO,0_APPL2,0_ARAP1,0_ARCN1,0_ARG2,0_ARHGAP18,0_ARHGAP30,0_ARHGAP6,0_ARHGDIA,0_ARHGEF10L,0_ARID5A,0_ARL6,0_ARMCX1,0_ARPC3,0_ATF4,0_ATG16L1,0_ATG3,0_ATM,0_ATP11A,0_ATP1A1,0_ATP1B3,0_ATP2B1,0_ATP2B2,0_ATP2B3,0_ATP6AP2,0_ATP6V1A,0_ATP6V1B1,0_ATP6V1B2,0_ATP6V1C2,0_ATP7B,0_ATP8A1,0_ATP8B1,0_AURKB,0_AUTS2,0_AVPI1,0_B3GALT4,0_B3GAT3,0_B4GALNT1,0_B4GALNT3,0_B4GALT3,0_BAIAP2L2,0_BAMBI,0_BARX2,0_BAX,0_BBOX1,0_BCHE,0_BCKDK,0_BCL2L11,0_BECN1,0_BEST3,0_BET1L,0_BHMT,0_BHMT2,0_BICD1,0_BICD2,0_BIK,0_BMP2K,0_BNIP3,0_BRI3BP,0_BRIP1,0_BST2,0_BTBD1,0_BTF3,0_BTG3,0_C15orf40,0_C19orf54,0_C1D,0_C1orf226,0_C1orf54,0_C21orf91,0_C3orf18,0_C5orf34,0_C6orf226,0_C9orf40,0_CA12,0_CA9,0_CAB39L,0_CABIN1,0_CACNA1C,0_CACNA1H,0_CAMK2D,0_CAMLG,0_CAND1,0_CAP2,0_CAPN10,0_CAV1,0_CAV2,0_CBLC,0_CBR1,0_CBWD2,0_CCDC124,0_CCDC125,0_CCDC127,0_CCDC152,0_CCDC58,0_CCDC59,0_CCDC68,0_CCDC96,0_CCNDBP1,0_CCNG1,0_CCNJL,0_CCNY,0_CCRL2,0_CCT6B,0_CCT7,0_CD1B,0_CD276,0_CD53,0_CD86,0_CDC14A,0_CDC27,0_CDC42EP2,0_CDC5L,0_CDC73,0_CDH1,0_CDK19,0_CDK20,0_CDKL5,0_CDKN1C,0_CDKN2A,0_CEACAM7,0_CEBPB,0_CELSR3,0_CEMP1,0_CEP57,0_CEP72,0_CES3,0_CFB,0_CHCHD6,0_CHD3,0_CHDH,0_CHFR,0_CHKA,0_CHMP1B,0_CHMP6,0_CHP2,0_CHRM3,0_CHST11,0_CHST15,0_CLEC4C,0_CLEC4D,0_CLOCK,0_CLPX,0_CLRN3,0_CLTA,0_CMIP,0_CNIH4,0_CNKSR3,0_CNN3,0_CNNM1,0_CNTN1,0_CNTN2,0_COL1A1,0_COL4A3,0_COMMD3,0_COPB2,0_COPS6,0_COQ2,0_CORO1C,0_COX8C,0_CP,0_CPNE5,0_CPNE8,0_CPT1A,0_CRHBP,0_CRIM1,0_CRIP2,0_CRISPLD2,0_CSGALNACT2,0_CSNK1D,0_CSTF1,0_CSTF2T,0_CTAGE1,0_CTBP2,0_CTNNA2,0_CTR9,0_CTTNBP2NL,0_CUEDC1,0_CUL1,0_CUL2,0_CX3CR1,0_CXCL12,0_CYFIP1,0_CYGB,0_CYHR1,0_CYP1B1,0_CYP2S1,0_CYP4X1,0_CYSLTR2,0_DAAM2,0_DACH2,0_DACT2,0_DARS2,0_DCAF12L2,0_DCAF4,0_DCLRE1A,0_DCP1B,0_DDB2,0_DDO,0_DDR1,0_DDX60,0_DENND2D,0_DHRS7,0_DHRS9,0_DIAPH1,0_DIDO1,0_DIP2C,0_DIRAS3,0_DIS3,0_DKK3,0_DLAT,0_DMP1,0_DNAJB12,0_DNAJB7,0_DNAJC16,0_DNAJC19,0_DNAJC21,0_DNAJC25,0_DOCK6,0_DOHH,0_DOLPP1,0_DPEP2,0_DPH2,0_DPPA4,0_DPY19L3,0_DPYSL3,0_DRG1,0_DSC2,0_DYNC2H1,0_DYNLT3,0_DYRK2,0_DYRK4,0_E2F1,0_ECE1,0_ECHS1,0_ECM2,0_EDIL3,0_EFCAB2,0_EFHC2,0_EFR3A,0_EGFR,0_EGLN1,0_EHBP1,0_EHMT1,0_EIF2AK1,0_EIF2AK4,0_EIF2B5,0_EIF3H,0_EIF4EBP1,0_ELAC2,0_ELF1,0_ELF4,0_ELK1,0_ELMO3,0_ELMOD2,0_ELOVL7,0_EML2,0_EML4,0_ENHO,0_ENOSF1,0_ENPEP,0_ENPP3,0_ENTPD1,0_ENTPD2,0_ENTPD4,0_EPHA7,0_EPS8,0_ERBB3,0_ERF,0_ERGIC1,0_ERH,0_ERP29,0_ESPL1,0_EVI5L,0_EXD3,0_EXOC4,0_EXOG,0_EXOSC1,0_F2RL1,0_FABP7,0_FADD,0_FAF2,0_FAHD1,0_FAHD2B,0_FAIM,0_FAM104B,0_FAM107B,0_FAM114A2,0_FAM13C,0_FAM160B2,0_FAM171A1,0_FAM174B,0_FAM50A,0_FAM53C,0_FAM83H,0_FAM98C,0_FANCC,0_FAS,0_FAT4,0_FBL,0_FBXL14,0_FBXO33,0_FBXO5,0_FBXW8,0_FECH,0_FGB,0_FGD4,0_FGFR4,0_FH,0_FICD,0_FIGN,0_FIS1,0_FLAD1,0_FLOT2,0_FLT4,0_FMO2,0_FMO4,0_FNIP1,0_FOXO1,0_FUS,0_FXYD3,0_FZD1,0_FZD8,0_FZR1,0_G3BP1,0_G6PD,0_GAB2,0_GAB3,0_GABARAPL1,0_GABRG3,0_GADD45B,0_GADD45GIP1,0_GALNT3,0_GAPDH,0_GBA2,0_GBP4,0_GCDH,0_GCNT2,0_GFER,0_GFRA3,0_GGT1,0_GGTA1,0_GGTLC1,0_GIMAP8,0_GJA4,0_GLA,0_GLB1L,0_GLRX,0_GLRX5,0_GMDS,0_GMEB2,0_GMFG,0_GNS,0_GPKOW,0_GPR107,0_GPR155,0_GPR176,0_GPRIN2,0_GRB10,0_GRB2,0_GREM2,0_GRK6,0_GSPT2,0_GSS,0_GSTA3,0_GSTA4,0_GSTZ1,0_GTF2H1,0_GTF2IRD1,0_GTF3C1,0_GTF3C6,0_GUF1,0_HAL,0_HAUS1,0_HAX1,0_HBS1L,0_HCCS,0_HCRTR1,0_HDAC4,0_HDAC5,0_HDDC2,0_HEATR5B,0_HEXA,0_HEXIM2,0_HEY2,0_HEYL,0_HIBADH,0_HIF1AN,0_HIF3A,0_HLA-DPB1,0_HLA-DQA1,0_HLA-DQB1,0_HLA-DRB5,0_HMGB1,0_HNF4A,0_HNRNPA1,0_HNRNPA2B1,0_HNRNPA3,0_HNRNPD,0_HNRNPH1,0_HOXA4,0_HOXB3,0_HP1BP3,0_HPCAL1,0_HPR,0_HPS1,0_HS1BP3,0_HSD17B7,0_HSD3B7,0_HSP90B1,0_HSPA6,0_HSPBP1,0_HTATIP2,0_HTR3B,0_HUNK,0_HUWE1,0_IDH3A,0_IDI1,0_IFI35,0_IFIH1,0_IFNB1,0_IFNG,0_IFRD1,0_IFRD2,0_IGFBP7,0_IK,0_IKBIP,0_IKZF2,0_IKZF4,0_IL11RA,0_IL17RD,0_INF2,0_ING5,0_INPP4B,0_INTS3,0_IP6K1,0_IPO11,0_IPO7,0_IRF2BP2,0_ITCH,0_ITGB3,0_ITIH3,0_ITM2B,0_ITSN2,0_JAZF1,0_KALRN,0_KCNE3,0_KCNE4,0_KCNJ1,0_KCNJ2,0_KCNS3,0_KCTD11,0_KCTD13,0_KHDRBS2,0_KIF13B,0_KIF21A,0_KIFAP3,0_KLC2,0_KLC4,0_KLF2,0_KLHDC4,0_KLHDC8B,0_KLHL20,0_KLHL25,0_KLK5,0_KMO,0_KPNA5,0_KPTN,0_KRBA1,0_KRI1,0_L3MBTL3,0_LACTB2,0_LAGE3,0_LAMB1,0_LAMB2,0_LAPTM5,0_LARS2,0_LAS1L,0_LATS1,0_LBP,0_LCA5,0_LDB2,0_LEMD2,0_LETM1,0_LGI4,0_LGR5,0_LGR6,0_LHPP,0_LIMD1,0_LIME1,0_LIMS1,0_LIN7C,0_LNX1,0_LRCH2,0_LRP2,0_LRRC24,0_LRRC28,0_LRRC40,0_LRRFIP1,0_LRRN1,0_LSM6,0_LSS,0_LY86,0_LYRM7,0_MAFG,0_MAML1,0_MAN2A1,0_MANBA,0_MAOB,0_MAP2K1,0_MAP2K2,0_MAP3K11,0_MAP3K2,0_MAP3K6,0_MAP7,0_MAP7D3,0_MAPK8,0_MAPK9,0_MATR3,0_MAZ,0_MBIP,0_MCM4,0_MCPH1,0_MCRS1,0_MDM2,0_MECP2,0_MED1,0_MEF2A,0_MEGF8,0_MEP1A,0_METTL7B,0_MFGE8,0_MFNG,0_MGAT3,0_MGAT5,0_MIB1,0_MICALL2,0_MID1,0_MIF4GD,0_MIPOL1,0_MKKS,0_MKS1,0_MLLT1,0_MMGT1,0_MMP14,0_MPI,0_MPND,0_MPST,0_MRI1,0_MRPL10,0_MRPL37,0_MRPL38,0_MRPL41,0_MRPL42,0_MRPS22,0_MRPS24,0_MRPS25,0_MRPS27,0_MRRF,0_MSRB2,0_MSTN,0_MTA3,0_MTOR,0_MTSS1,0_MTX2,0_MVK,0_MYO3A,0_MYO5B,0_MYO9A,0_MYOF,0_N6AMT1,0_NACC1,0_NAIP,0_NAPSA,0_NAT10,0_NAV2,0_NBAS,0_NCAM2,0_NCAPG2,0_NCOA7,0_NDRG1,0_NDRG2,0_NDUFA12,0_NDUFA13,0_NDUFA4L2,0_NDUFB4,0_NDUFC2,0_NDUFV3,0_NEDD1,0_NEDD4,0_NEK1,0_NELL1,0_NFIB,0_NGB,0_NHLRC2,0_NIPAL3,0_NKX2-2,0_NKX3-2,0_NKX6-1,0_NLGN1,0_NLN,0_NME3,0_NMI,0_NMT2,0_NMUR1,0_NNMT,0_NOL3,0_NOMO2,0_NOS1AP,0_NOSTRIN,0_NOXO1,0_NPC1,0_NPHP1,0_NPM3,0_NPRL2,0_NPTN,0_NQO2,0_NR3C1,0_NRBP1,0_NRP2,0_NSF,0_NSL1,0_NSUN5,0_NT5E,0_NTN1,0_NXF1,0_NXPH2,0_OCIAD2,0_OCLN,0_ODC1,0_OGFOD1,0_OLFML1,0_OMA1,0_ORM1,0_OTP,0_OTUD3,0_OXNAD1,0_OXR1,0_P4HA1,0_PABPN1,0_PACSIN2,0_PADI1,0_PAGE4,0_PAK1,0_PALB2,0_PALM3,0_PAM,0_PARP3,0_PARP6,0_PAXIP1,0_PBX2,0_PCDH10,0_PCDHGA12,0_PCDHGA3,0_PCDHGA6,0_PCDHGA7,0_PCDHGB4,0_PCDHGC4,0_PCK1,0_PCNA,0_PDCD2L,0_PDCD5,0_PDE10A,0_PDHX,0_PDIA6,0_PDK1,0_PDZK1IP1,0_PEA15,0_PER2,0_PEX26,0_PEX6,0_PFDN5,0_PFN1,0_PGM1,0_PGRMC1,0_PHACTR4,0_PHF10,0_PHF14,0_PHF20,0_PHF8,0_PIAS2,0_PIK3CG,0_PINX1,0_PIR,0_PITPNM2,0_PIWIL4,0_PLAU,0_PLCB4,0_PLCG2,0_PLEK2,0_PLEKHB2,0_PLEKHG1,0_PLEKHG3,0_PLS1,0_PLS3,0_PM20D2,0_PMM2,0_PMPCA,0_PMS2,0_PNCK,0_PNN,0_PNPLA2,0_PNPLA4,0_POLR1A,0_POLR3B,0_POLR3H,0_PON1,0_POR,0_POU5F1,0_PPAN,0_PPIE,0_PPIL3,0_PPM1D,0_PPP1R3B,0_PPP2R1B,0_PPP2R2A,0_PPP2R2B,0_PPP2R2C,0_PRC1,0_PRDM10,0_PRDM5,0_PRDX5,0_PREP,0_PREX2,0_PRMT1,0_PRODH,0_PRPF38B,0_PRPF40B,0_PRTFDC1,0_PSPC1,0_PTEN,0_PTGR1,0_PTHLH,0_PTOV1,0_PTPN12,0_PTPN9,0_PTPRE,0_PUS7,0_PXK,0_PXN,0_RAB11FIP4,0_RAB12,0_RAB14,0_RAB22A,0_RAB30,0_RAB34,0_RAB3D,0_RAD1,0_RAD9A,0_RADIL,0_RALA,0_RALBP1,0_RANBP1,0_RANBP3L,0_RANGRF,0_RAPGEF4,0_RASAL1,0_RBM17,0_RBM22,0_RBMS2,0_RBMX,0_RCBTB2,0_RCCD1,0_RCE1,0_REC8,0_REEP6,0_REN,0_REPS1,0_REST,0_RFXANK,0_RGS1,0_RGS7BP,0_RHOT2,0_RICTOR,0_RIMS2,0_RNF111,0_RNF130,0_RNF141,0_RNF167,0_RNF180,0_RNF19A,0_RNF213,0_RNF216,0_RNPEP,0_ROBO2,0_ROCK1,0_RPA4,0_RPAIN,0_RPE,0_RPL14,0_RPL19,0_RPL21,0_RPL31,0_RPP38,0_RPS16,0_RPS6KA1,0_RRAGA,0_RRAGB,0_RRAS2,0_RSAD2,0_RSPH3,0_RTN4IP1,0_RUFY1,0_RUFY2,0_RXRA,0_S100A13,0_SAA4,0_SALL1,0_SAP30,0_SBK2,0_SCAP,0_SCARB1,0_SCCPDH,0_SCGB1D2,0_SCGN,0_SCIN,0_SCN7A,0_SDC1,0_SDC3,0_SDR16C5,0_SDSL,0_SEC16A,0_SEC24D,0_SEC63,0_SEMA3F,0_SEMA5A,0_SEPHS1,0_SERPINA1,0_SERPINA6,0_SERPINB6,0_SFRP1,0_SFXN5,0_SGTA,0_SH2B3,0_SH3D19,0_SHC1,0_SHMT1,0_SIM2,0_SIRPA,0_SIRT5,0_SLC10A3,0_SLC12A2,0_SLC12A9,0_SLC13A1,0_SLC16A1,0_SLC16A10,0_SLC16A4,0_SLC26A11,0_SLC27A4,0_SLC2A2,0_SLC2A9,0_SLC35E1,0_SLC38A2,0_SLC43A2,0_SLC44A3,0_SLC46A2,0_SLC47A1,0_SLC4A10,0_SLC9A2,0_SLK,0_SMAD3,0_SMAD7,0_SMARCA2,0_SMC1A,0_SMC2,0_SNAP29,0_SNIP1,0_SNN,0_SNRNP48,0_SNRPB,0_SNRPD3,0_SNX10,0_SNX11,0_SNX15,0_SNX21,0_SNX9,0_SORCS1,0_SPATA18,0_SPNS1,0_SPOCK2,0_SPRY2,0_SPTBN2,0_SPTBN4,0_SPTY2D1,0_SQSTM1,0_SREBF2,0_SRF,0_SRM,0_SSR3,0_ST8SIA2,0_STARD5,0_STAT4,0_STC2,0_STEAP3,0_STIM1,0_STIP1,0_STK24,0_STK35,0_STK38,0_STX12,0_STX6,0_STXBP4,0_STXBP5,0_SUSD2,0_SYAP1,0_SYNCRIP,0_SYNGR3,0_SYNJ2BP,0_SYS1,0_SYT15,0_TACC1,0_TACC2,0_TAF12,0_TAF4,0_TAF5,0_TAF8,0_TBC1D1,0_TBC1D14,0_TBL3,0_TCF4,0_TCIRG1,0_TDRD5,0_TEC,0_TEK,0_TERF2,0_TESC,0_TF,0_TFDP1,0_TFG,0_TFPT,0_TGFA,0_TGOLN2,0_THAP8,0_THOC3,0_THTPA,0_THUMPD2,0_TIMM8A,0_TLCD1,0_TM9SF4,0_TMED4,0_TMED8,0_TMEFF2,0_TMEM109,0_TMEM116,0_TMEM139,0_TMEM176B,0_TMEM19,0_TMEM192,0_TMEM201,0_TMEM229B,0_TMEM30A,0_TMEM39A,0_TMEM43,0_TMEM45B,0_TMEM50B,0_TMEM51,0_TMEM88,0_TMTC1,0_TMX1,0_TMX4,0_TNC,0_TNFRSF10B,0_TNFRSF21,0_TNFRSF6B,0_TNK2,0_TNS1,0_TOMM20,0_TP53BP2,0_TP53I3,0_TPCN2,0_TPD52,0_TPP2,0_TPPP,0_TRAF3IP1,0_TRAFD1,0_TRAPPC1,0_TRAPPC2,0_TRAPPC2L,0_TREM1,0_TREM2,0_TRIM28,0_TRIM35,0_TRIM38,0_TRIM65,0_TRIM69,0_TRIM7,0_TRIM8,0_TRIP6,0_TSKU,0_TSPAN1,0_TSSC4,0_TTC17,0_TTC21B,0_TTC4,0_TTF1,0_TUBA1B,0_TUBB1,0_TUBG1,0_TYMP,0_UAP1,0_UBAC1,0_UBE2D2,0_UBE2D4,0_UBE2I,0_UBE2L3,0_UBE2N,0_UBE2Z,0_UBN1,0_UBOX5,0_UBXN11,0_UBXN2A,0_UBXN7,0_UCK1,0_UCP2,0_UFC1,0_UFM1,0_UGT2B4,0_UGT8,0_ULK3,0_UNC5CL,0_UPB1,0_UPK1B,0_UQCRFS1,0_UROC1,0_UROS,0_USF1,0_USP16,0_USP2,0_USP39,0_UTP6,0_VANGL1,0_VIM,0_VIPR1,0_VIPR2,0_VKORC1L1,0_VPS13A,0_VPS37B,0_VPS52,0_VTI1B,0_WBP2,0_WDR1,0_WDR18,0_WDR33,0_WDR44,0_WDR48,0_WDR53,0_WNK4,0_WRAP53,0_WT1,0_XKR9,0_XPA,0_XRCC1,0_XRCC4,0_XRCC6,0_YPEL5,0_YTHDC1,0_YWHAB,0_ZBED4,0_ZBTB37,0_ZBTB8OS,0_ZC3HC1,0_ZDHHC17,0_ZDHHC6,0_ZKSCAN4,0_ZMYM3,0_ZNF131,0_ZNF135,0_ZNF146,0_ZNF224,0_ZNF280D,0_ZNF343,0_ZNF358,0_ZNF436,0_ZNF44,0_ZNF443,0_ZNF473,0_ZNF518B,0_ZNF544,0_ZNF594,0_ZNF616,0_ZNF7,0_ZNF84,0_ZNHIT6,0_ZSCAN12,0_ZSCAN18
0,11,0,0,0,74,9,0,0,0,8,45,6,1,0,48,0,4,13,19,0,0,0,0,20,112,64,10,0,10,8,78,0,70,0,6,20,0,0,3,0,19,0,0,0,0,0,0,0,0,0,53,1,0,0,0,0,0,0,0,0,0,24,0,63,0,0,0,0,53,2,47,51,0,10,0,0,0,4,0,16,0,0,63,38,112,0,33,0,9,0,0,1,0,0,76,37,5,0,0,5,14,0,0,0,8,0,9,0,0,0,0,0,36,0,0,0,0,0,3,0,12,0,0,0,17,44,9,0,111,37,0,0,0,0,0,29,52,0,22,0,25,0,0,9,0,0,5,70,14,10,0,0,0,0,0,38,0,0,0,8,0,0,0,5,0,0,0,41,66,18,0,0,0,0,25,25,0,79,14,0,0,0,5,0,58,36,49,0,0,0,0,0,0,0,0,5,0,2,0,0,25,0,0,49,0,0,0,0,28,5,20,0,0,75,0,0,0,0,40,10,0,0,75,27,0,0,28,18,0,47,0,12,0,0,4,27,0,44,0,54,0,0,123,47,0,0,52,0,0,0,0,5,0,0,3,0,37,0,100,0,1,0,31,30,0,0,0,0,0,28,3,0,5,0,0,0,4,0,0,9,0,39,0,0,0,9,30,64,0,0,0,0,56,0,0,5,0,0,0,0,0,0,49,0,0,7,0,25,0,0,0,0,0,0,32,41,0,0,0,0,0,0,0,0,2,10,0,31,128,0,0,0,16,21,0,0,75,0,0,0,2,0,30,0,0,0,39,0,0,13,0,0,0,3,41,0,38,0,0,0,0,0,0,4,0,0,0,0,16,16,0,0,0,0,7,0,1,44,1,0,0,4,19,0,0,0,0,0,10,0,12,0,0,0,0,0,0,10,65,0,0,0,0,0,0,0,12,42,0,42,4,37,0,0,66,0,86,0,3,0,0,42,0,33,0,0,21,20,9,0,0,0,0,9,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,30,17,0,0,0,0,0,32,0,0,5,30,0,0,20,0,0,63,56,0,0,0,0,0,27,0,0,0,0,0,33,0,0,0,0,6,0,11,17,0,0,64,0,0,60,35,51,9,0,0,54,0,0,0,0,10,0,0,22,0,3,7,95,0,6,10,0,26,0,0,25,15,0,0,0,0,9,0,0,0,0,27,21,0,0,0,0,0,0,0,0,47,50,24,0,0,0,40,14,0,0,28,0,0,0,3,0,0,0,0,29,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,67,0,45,19,0,0,0,0,99,14,0,19,0,0,0,0,75,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,18,13,0,0,0,0,16,0,0,0,43,0,0,7,0,10,0,57,0,103,0,61,44,0,14,0,0,0,0,0,2,0,0,0,0,11,0,0,0,10,0,0,33,0,0,22,0,0,0,9,0,0,0,0,0,0,27,37,38,30,147,0,0,0,44,0,0,25,4,0,0,0,0,0,0,0,7,55,91,118,0,0,24,73,0,0,26,53,17,21,0,23,80,0,19,0,5,0,0,25,66,0,0,0,0,0,0,0,0,33,0,19,45,4,0,19,0,0,8,0,0,0,0,0,0,26,0,0,0,0,0,10,4,0,10,0,0,14,0,4,58,3,137,20,10,0,0,0,0,0,0,3,0,0,144,0,8,57,7,0,0,0,0,0,0,109,35,0,0,0,92,0,25,129,0,18,10,0,95,4,0,0,24,164,11,0,11,15,0,2,61,66,28,0,0,0,0,0,0,0,0,0,10,0,0,21,7,105,0,0,0,0,0,0,0,0,0,56,0,0,0,12,0,4,0,10,0,0,0,5,0,0,82,16,0,0,0,22,0,0,0,0,27,18,0,17,0,10,0,0,0,4,0,51,39,7,10,0,0,0,1,0,0,70,0,0,76,0,0,0,8,0,22,148,0,0,0,14,8,65,0,25,0,0,0,0,0,4,4,0,0,52,0,0,0,0,22,0,0,15,0,0,9,0,0,15,0,33,90,0,42,0,0,0,0,12,5,0,16,0,50,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,48,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,40,0,0,0,39,0,6,0,31,0,4,0,14,0,0,0,0,0,0,0,6,39,0,0,0,0,0,0,53,24,94,0,0,0,0,0,0,0,0,0,15,0,0,0,0,12,62,0,0,0,0,194,0,0,0,21,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,19,0,88,0,42,0,0,0,0,0,0,20,2,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,61,0,0,35,0,22,76,0,0,0,0,0,18,67,0,22,14,0,0,40,26,0,0,0,11,0,0,0,0,6,65,0,0,0,0,0,0,1,0,118,7,0,0,113,25,0,0,7,0,0,120,0
100,0,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,1,8,1,0,0,0,0,0,0,1,0,5,0,11,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,9,0,0,15,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,7,0,5,0,0,0,4,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,1,0,0,11,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,2,1,22,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,8,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,17,5,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,5,0,0,5,0,0,39,43,6,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,80,0,1,0,0,0,0,7,0,0,0,40,0,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,5,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,5,0,0,0,0,6,0,2,1,0,0,4,0,1,1,1,161,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,316,0,0,1,0,0,0,0,3,0,0,1,1,0,0,0,1,1,0,338,0,0,0,28,0,0,0,5,0,7,0,0,1,0,0,0,0,0,0,0,1,8,0,0,2,1,0,0,0,0,0,2,1,0,3,3,0,1,0,4,2,0,0,1,0,4,0,0,0,1,0,0,33,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,4,2,73,0,0,1,0,0,0,13,1,2,0,4,0,2,1,0,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,6,4,0,0,0,0,0,0,1,3,0,1,0,0,1,1,1,19,2,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,221,4,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,62,1,1,0,1,1,0,0,0,3,1,0,0,1,0,1,0,0,2,0,1,0,0,0,0,5,1,244,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,7,0,0,0,1,0,8,0,0,0,0,0,0,318,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,54,0,0,35,0,0,0,0,0,1,0,4,0,0,22,1,0,0,0,1,0,0,2,0,0,0,2,1,0,0,4,0,0,0,8,2,1,18,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,18,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,378,1,2,0,1,0,0,0,140,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,6,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,128,3,0,2,0,0,2,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,1,0,3,1,12,0,0,0,3,1,1,1,0,0,0,4,1,0,0,7,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,2,0,129,0
