gen,0_AAAS,0_AAGAB,0_AASDHPPT,0_ABCA4,0_ABCB8,0_ABCC3,0_ABCD1,0_ABHD11,0_ABHD14A,0_ABHD14B,0_ABHD3,0_ABI1,0_ABLIM3,0_ACAA2,0_ACACA,0_ACAP1,0_ACBD4,0_ACBD6,0_ACD,0_ACLY,0_ACOT9,0_ACSL6,0_ACSM2A,0_ACSS1,0_ACTG1,0_ACY1,0_ADA,0_ADAMTS13,0_ADCY4,0_ADCY6,0_ADSL,0_AFF3,0_AGA,0_AHNAK2,0_AHR,0_AK2,0_AKR1C3,0_AKR1E2,0_ALB,0_ALDH1A1,0_ALDH1A2,0_ALDH7A1,0_ALDOA,0_ALG9,0_ALKBH1,0_ALS2,0_AMBRA1,0_AMN,0_AMT,0_ANAPC2,0_ANAPC4,0_ANGPTL4,0_ANK2,0_ANO6,0_ANXA13,0_ANXA4,0_ANXA9,0_AP2A2,0_AP4M1,0_APBB2,0_APEH,0_APLP2,0_APOBEC3D,0_APOLD1,0_APOO,0_APTX,0_ARAP1,0_ARCN1,0_ARF6,0_ARGLU1,0_ARHGAP12,0_ARHGAP18,0_ARHGAP21,0_ARHGAP23,0_ARHGEF2,0_ARHGEF5,0_ARL1,0_ARL10,0_ARL5A,0_ARMC8,0_ARMC9,0_ARSA,0_ARSD,0_ARV1,0_ASB6,0_ASCC3,0_ASH1L,0_ASNSD1,0_ASRGL1,0_ATAD3B,0_ATP1B3,0_ATP2A3,0_ATP2B1,0_ATP6AP2,0_ATP6V0A1,0_ATP6V1B1,0_ATP6V1C2,0_ATP6V1H,0_ATXN2L,0_B3GALT4,0_B3GNT2,0_B3GNTL1,0_B4GALNT2,0_B4GALT1,0_B4GALT7,0_BAALC,0_BAD,0_BAG3,0_BAMBI,0_BARX2,0_BAX,0_BAZ1B,0_BCAP29,0_BCAS3,0_BCHE,0_BCL2L11,0_BCL7B,0_BCLAF1,0_BCO2,0_BICD2,0_BIN1,0_BMF,0_BMP2K,0_BNIP3L,0_BRD7,0_BRF1,0_BRIP1,0_BST2,0_C17orf97,0_C18orf32,0_C1D,0_C1orf116,0_C1orf43,0_C20orf96,0_C2CD2L,0_C4BPA,0_C5orf22,0_C5orf46,0_CA9,0_CACNA1C,0_CACNA1H,0_CAMK2D,0_CAMK4,0_CAMLG,0_CAND1,0_CAP2,0_CAPG,0_CARD6,0_CARD8,0_CASP10,0_CAST,0_CAV1,0_CAV2,0_CBFA2T2,0_CBFA2T3,0_CBWD5,0_CCDC102B,0_CCDC115,0_CCDC122,0_CCDC124,0_CCDC127,0_CCDC134,0_CCDC68,0_CCNG1,0_CCNH,0_CCNJL,0_CCR4,0_CCRL2,0_CD24,0_CD276,0_CD2BP2,0_CD47,0_CD81,0_CD86,0_CDC26,0_CDC37,0_CDCP1,0_CDH23,0_CDK11B,0_CDK18,0_CDK20,0_CDK2AP1,0_CDKN2A,0_CDKN2C,0_CDR2L,0_CDT1,0_CECR2,0_CEP350,0_CES3,0_CHAF1A,0_CHCHD10,0_CHD1L,0_CHD4,0_CHI3L2,0_CHMP4B,0_CHP2,0_CHPF2,0_CHRM3,0_CKS2,0_CLDN1,0_CLDN12,0_CLDN4,0_CLEC4D,0_CLIC4,0_CLTC,0_CLTCL1,0_CMAS,0_CMPK2,0_CMTM8,0_CNKSR3,0_CNNM1,0_CNTN2,0_CNTN5,0_COG1,0_COL1A2,0_COMMD3,0_COMMD8,0_CORO1B,0_COX5A,0_CP,0_CPNE5,0_CPNE8,0_CRIM1,0_CRP,0_CRYAB,0_CRYZL1,0_CSTF2,0_CTAGE1,0_CTAGE6,0_CTBP2,0_CTBS,0_CTNNA1,0_CTNNA2,0_CTSF,0_CTSZ,0_CTTN,0_CTTNBP2NL,0_CWC25,0_CWC27,0_CX3CL1,0_CYB5R3,0_CYFIP2,0_CYP1B1,0_CYP2S1,0_DAAM2,0_DAB2,0_DACT2,0_DCAF11,0_DCAF12L2,0_DCAF8,0_DCBLD2,0_DCLK3,0_DCP1B,0_DDB2,0_DDC,0_DDX27,0_DDX3X,0_DDX41,0_DDX43,0_DDX47,0_DEK,0_DGKD,0_DHCR7,0_DHRS7,0_DIP2C,0_DIRAS3,0_DIS3L,0_DNAJB12,0_DNAJC14,0_DNAJC28,0_DNASE2,0_DNMT3A,0_DOCK6,0_DOHH,0_DOK1,0_DOLPP1,0_DPEP2,0_DPM3,0_DPP9,0_DPYSL4,0_DRG2,0_DUOXA1,0_DUSP10,0_DYNLT3,0_DYRK2,0_DZIP1L,0_EBAG9,0_EBPL,0_ECHDC2,0_ECM2,0_EDIL3,0_EEF1B2,0_EEF1G,0_EFCAB2,0_EFHC1,0_EFHC2,0_EFNB2,0_EGR1,0_EGR4,0_EHMT1,0_EI24,0_EIF2AK3,0_EIF2S1,0_EIF3CL,0_EIF4ENIF1,0_ELMO3,0_ELMOD2,0_EMCN,0_EMX1,0_ENAH,0_ENGASE,0_ENHO,0_ENO3,0_ENPP3,0_ENTPD6,0_EPHA3,0_EPSTI1,0_ERAP2,0_ERH,0_ERI3,0_ERP29,0_ETV5,0_EXOC6,0_EXOC7,0_EXOSC1,0_EZR,0_F11R,0_F2RL1,0_F8,0_FABP7,0_FADS1,0_FAF2,0_FAH,0_FAM104B,0_FAM114A2,0_FAM122A,0_FAM136A,0_FAM171B,0_FAM189A2,0_FAM20A,0_FAM53B,0_FAM53C,0_FAR1,0_FASTKD1,0_FASTKD3,0_FBLL1,0_FBXL12,0_FBXO21,0_FBXW5,0_FCF1,0_FCHO1,0_FEM1B,0_FER,0_FGB,0_FGF9,0_FGFR1,0_FGFR4,0_FHOD1,0_FIP1L1,0_FKBP15,0_FKBP3,0_FLRT3,0_FLT4,0_FOXP4,0_FOXRED2,0_FPR2,0_FRY,0_FTO,0_FTSJ3,0_FUCA1,0_FUS,0_FZD1,0_FZD6,0_FZD7,0_FZD8,0_G6PD,0_GABARAPL1,0_GABRG3,0_GADD45B,0_GAS2L1,0_GATAD2A,0_GBGT1,0_GBP5,0_GCC2,0_GCNT3,0_GDI1,0_GEN1,0_GFRA3,0_GGTA1,0_GIGYF1,0_GIMAP8,0_GJA4,0_GLB1L,0_GLMN,0_GLOD5,0_GLT8D2,0_GLUD1,0_GLYAT,0_GLYR1,0_GM2A,0_GMIP,0_GMPR,0_GNAI1,0_GNB1L,0_GOLGB1,0_GPAA1,0_GPATCH1,0_GPI,0_GPR132,0_GPR176,0_GPR27,0_GPRIN2,0_GPSM1,0_GRB10,0_GREM2,0_GRK6,0_GRPEL2,0_GRSF1,0_GSPT1,0_GSR,0_GSTA3,0_GSTA4,0_GSTK1,0_GSTO2,0_GSTZ1,0_GTF3C1,0_GTPBP2,0_GUK1,0_GYG1,0_H6PD,0_HADH,0_HARS2,0_HAUS5,0_HAX1,0_HDAC6,0_HGD,0_HINT1,0_HLA-DMA,0_HLA-DRB5,0_HMG20A,0_HMGA1,0_HNF1B,0_HNRNPUL2,0_HPCAL1,0_HPRT1,0_HPS3,0_HSD3B7,0_HSPA12A,0_HSPA1B,0_HSPA6,0_HSPBAP1,0_HSPG2,0_HTATSF1,0_HTN1,0_HTR1E,0_HTRA3,0_HTRA4,0_HTT,0_HUNK,0_ID1,0_ID3,0_IDH3B,0_IDI1,0_IDO1,0_IFI30,0_IFIT3,0_IFNB1,0_IFT20,0_IGF1R,0_IK,0_IKZF2,0_IL18R1,0_IL23A,0_INF2,0_ING4,0_INPPL1,0_INTS1,0_IQCE,0_IQCK,0_ITGA3,0_ITIH3,0_ITIH5,0_JAK1,0_JARID2,0_JKAMP,0_JUN,0_KALRN,0_KCNA4,0_KCNE3,0_KCNJ1,0_KCNK10,0_KCNQ5,0_KCNS3,0_KIF13B,0_KIF21A,0_KIF26B,0_KIF7,0_KIFAP3,0_KLHDC8B,0_KLHL20,0_KLK5,0_KPNA4,0_KRT19,0_KRT4,0_KTN1,0_LACTB2,0_LARP4,0_LARP4B,0_LASP1,0_LAYN,0_LBH,0_LBP,0_LDB2,0_LDHB,0_LDOC1,0_LEFTY2,0_LEO1,0_LGALS3,0_LGI4,0_LGR6,0_LHX6,0_LILRB5,0_LIME1,0_LIMS3,0_LINGO2,0_LIPH,0_LIPT2,0_LMAN1,0_LMAN2,0_LMNB1,0_LPAR2,0_LPCAT1,0_LRIT3,0_LRP5,0_LRRC28,0_LRRC45,0_LRRC56,0_LRRFIP1,0_LSR,0_LY75,0_LZTS2,0_MAF,0_MAFG,0_MAGED2,0_MAGEE1,0_MAN1B1,0_MANBA,0_MAOB,0_MAP2K1,0_MAP7D3,0_MAPK1,0_MBNL1,0_MCFD2,0_MCM3AP,0_MED15,0_MET,0_MFGE8,0_MFNG,0_MGAM,0_MIF4GD,0_MKS1,0_MLLT1,0_MLLT6,0_MLPH,0_MN1,0_MOSPD1,0_MOXD1,0_MPI,0_MPP6,0_MPZL1,0_MRI1,0_MRM1,0_MRPL42,0_MRPL50,0_MRPS27,0_MRRF,0_MS4A7,0_MSN,0_MST1R,0_MT1A,0_MTAP,0_MTHFR,0_MUS81,0_MVK,0_MXD1,0_MYL5,0_MYO10,0_MYO5B,0_MYOM2,0_NAB2,0_NAGK,0_NAV1,0_NCBP1,0_NDRG1,0_NDUFA12,0_NDUFA4L2,0_NDUFB1,0_NDUFB4,0_NDUFS6,0_NECAB3,0_NEDD4L,0_NELL1,0_NEURL1B,0_NEUROD1,0_NFAT5,0_NFIL3,0_NFX1,0_NGB,0_NHEJ1,0_NIF3L1,0_NIPA2,0_NIT2,0_NKAP,0_NKX2-2,0_NLGN1,0_NLRX1,0_NME5,0_NME7,0_NMT2,0_NOL3,0_NOMO1,0_NONO,0_NOTCH1,0_NPR3,0_NPRL2,0_NPTN,0_NRG2,0_NRP2,0_NSF,0_NSMCE1,0_NSMCE2,0_NSUN4,0_NSUN5,0_NT5C,0_NUDT1,0_NUDT10,0_NUDT17,0_NUDT9,0_NUP50,0_NUP85,0_OAS2,0_OBSL1,0_OCIAD1,0_OCLN,0_OGFOD1,0_OPTN,0_OTP,0_OTUD3,0_OXSM,0_P2RX6,0_P2RY1,0_P2RY11,0_P4HA3,0_PAG1,0_PAK1,0_PALB2,0_PALMD,0_PAM,0_PAPOLA,0_PAPOLG,0_PAPSS2,0_PAQR7,0_PARN,0_PARP16,0_PARP4,0_PARVA,0_PATL1,0_PCBP3,0_PCDH10,0_PCDH11X,0_PCDHB4,0_PCDHB5,0_PCDHGA11,0_PCDHGA12,0_PCDHGA2,0_PCDHGA5,0_PCDHGA7,0_PCDHGB3,0_PCDHGB4,0_PCDHGB5,0_PCDHGB7,0_PCDHGC3,0_PCDHGC4,0_PCK1,0_PCTP,0_PDAP1,0_PDCD1,0_PDCD2L,0_PDE12,0_PDE1A,0_PDE3A,0_PDE5A,0_PDIA5,0_PDSS2,0_PDZK1IP1,0_PER3,0_PEX26,0_PFN2,0_PGAM2,0_PGAP3,0_PGLYRP2,0_PGRMC2,0_PHC2,0_PI16,0_PIBF1,0_PICK1,0_PIGH,0_PIK3C3,0_PIN1,0_PITPNM2,0_PKLR,0_PLA2G4C,0_PLCB4,0_PLCG2,0_PLD2,0_PLEC,0_PLEK2,0_PLEKHG1,0_PLEKHG3,0_PLS3,0_PLXDC1,0_PLXNA2,0_PLXNB1,0_PNKD,0_PNPO,0_POLR3E,0_POP4,0_POR,0_PPA2,0_PPARA,0_PPARD,0_PPIP5K2,0_PPM1G,0_PPP1R7,0_PPP2CB,0_PPP2R2A,0_PRCC,0_PRDM1,0_PRDM11,0_PRDX3,0_PREX2,0_PRKAB1,0_PRKACA,0_PRKCB,0_PRKCH,0_PRKCI,0_PRMT1,0_PRPF39,0_PRPF4,0_PRPF4B,0_PRPSAP2,0_PRTFDC1,0_PSME1,0_PTAFR,0_PTBP1,0_PTEN,0_PTGR1,0_PTHLH,0_PTK2B,0_PTPN11,0_PTPN12,0_PTPN3,0_PTPRM,0_PTRH2,0_PTTG2,0_PVR,0_PXDN,0_PYCARD,0_RAB11A,0_RAB11FIP4,0_RAB27B,0_RAB30,0_RAB35,0_RAB3D,0_RAB9A,0_RABEP2,0_RABGAP1,0_RABGGTA,0_RAD1,0_RALGAPB,0_RANBP1,0_RANBP3L,0_RAP1GAP2,0_RAP1GDS1,0_RAPGEF4,0_RARG,0_RASD2,0_RASGRF1,0_RB1,0_RB1CC1,0_RBL2,0_RBM17,0_RBMS2,0_RBMX,0_RCCD1,0_RCE1,0_REN,0_RENBP,0_REPIN1,0_REXO1,0_RILPL2,0_RIMS2,0_RIN3,0_RNASEL,0_RNF10,0_RNF115,0_RNF167,0_RNF180,0_RNF213,0_RNMT,0_RPA1,0_RPAIN,0_RPL10,0_RPL21,0_RPL28,0_RPL31,0_RPP38,0_RPS15,0_RPS27A,0_RPS29,0_RPS6KB1,0_RPTOR,0_RRAGA,0_RRP15,0_RSBN1,0_S100A1,0_S100A6,0_S1PR1,0_SAA4,0_SAFB,0_SAFB2,0_SAMD4B,0_SAP30,0_SBDS,0_SBK2,0_SCARA5,0_SCFD1,0_SCGB1D2,0_SCIN,0_SCRN2,0_SDC1,0_SDC3,0_SDCCAG8,0_SDR16C5,0_SDR39U1,0_SEC14L2,0_SEL1L,0_SENP8,0_SEPHS1,0_SERPINA4,0_SERPINA5,0_SERPINA7,0_SETD3,0_SETD7,0_SF3A2,0_SGK1,0_SH2B1,0_SH2B3,0_SH3BP2,0_SH3GL1,0_SH3PXD2B,0_SHISA5,0_SHROOM3,0_SIK1,0_SIKE1,0_SIM2,0_SIPA1L1,0_SIRPA,0_SIRT3,0_SIRT6,0_SIRT7,0_SLA,0_SLC13A3,0_SLC15A4,0_SLC16A1,0_SLC16A10,0_SLC16A4,0_SLC25A10,0_SLC25A12,0_SLC25A46,0_SLC26A11,0_SLC27A4,0_SLC29A3,0_SLC31A2,0_SLC35E1,0_SLC35F2,0_SLC36A1,0_SLC38A2,0_SLC39A6,0_SLC43A1,0_SLC43A2,0_SLC46A3,0_SLC6A2,0_SLC9A2,0_SLTM,0_SMARCA2,0_SMARCD1,0_SMPD3,0_SMU1,0_SMURF2,0_SNAP91,0_SNAPIN,0_SNRPD3,0_SNX10,0_SNX21,0_SNX33,0_SOCS5,0_SOCS6,0_SORBS1,0_SOS2,0_SOX9,0_SPATA18,0_SPEN,0_SPHKAP,0_SPOCK2,0_SPP1,0_SPRY1,0_SPRY4,0_SPTBN2,0_SRA1,0_SRCAP,0_SRF,0_SRPX2,0_SRRM1,0_SS18L1,0_SSX2IP,0_ST13,0_ST3GAL2,0_ST8SIA1,0_STAG2,0_STIM2,0_STIP1,0_STK35,0_STK39,0_STOM,0_STRADA,0_STRBP,0_STX3,0_SUCLA2,0_SUDS3,0_SURF6,0_SYNGR3,0_SYNJ2BP,0_SYT15,0_SYTL1,0_SYVN1,0_TAB2,0_TACC2,0_TAF1,0_TAF4,0_TAF8,0_TANK,0_TAOK3,0_TAP1,0_TAP2,0_TAPT1,0_TBC1D1,0_TBC1D14,0_TBC1D25,0_TBC1D9B,0_TBCD,0_TBCE,0_TBL1XR1,0_TBL3,0_TCF20,0_TCF4,0_TCFL5,0_TCTA,0_TCTN1,0_TDRD3,0_TDRD5,0_TDRKH,0_TEC,0_TEK,0_THAP2,0_THAP5,0_THEM4,0_THRSP,0_TJP2,0_TLCD1,0_TLK1,0_TLN1,0_TM4SF18,0_TMCO1,0_TMED7-TICAM2,0_TMEFF2,0_TMEM106C,0_TMEM107,0_TMEM109,0_TMEM126A,0_TMEM132E,0_TMEM168,0_TMEM33,0_TMEM43,0_TMEM50B,0_TMEM70,0_TMEM87A,0_TMOD1,0_TMPRSS2,0_TNFRSF10B,0_TNFRSF11B,0_TNFRSF21,0_TNFSF13B,0_TOLLIP,0_TOMM5,0_TOR1B,0_TPK1,0_TPST2,0_TRA2B,0_TRAF3IP2,0_TRAF6,0_TRAFD1,0_TRAPPC2,0_TRDMT1,0_TRH,0_TRIM11,0_TRIM35,0_TRIM7,0_TRMT61B,0_TSPAN1,0_TSPAN6,0_TSPYL1,0_TSPYL2,0_TTC1,0_TTC30A,0_TTC32,0_TTLL11,0_TUBA1A,0_TUBG2,0_TUFT1,0_TWF1,0_TXNDC5,0_UBA2,0_UBA5,0_UBAC1,0_UBE2E3,0_UBE2L3,0_UBE2N,0_UBOX5,0_UBTF,0_UBXN11,0_UCHL5,0_UCP2,0_UNC5B,0_UNC5CL,0_UPK1B,0_UQCRC1,0_URB1,0_UROC1,0_UROS,0_USE1,0_USO1,0_USP25,0_USP7,0_VANGL1,0_VAPB,0_VARS2,0_VBP1,0_VCAN,0_VEGFA,0_VIM,0_VIPR2,0_VPS4A,0_VTA1,0_VTI1A,0_VTI1B,0_WASF2,0_WDR17,0_WDR19,0_WDR24,0_WDR35,0_WDR48,0_WNK4,0_XPNPEP1,0_XPNPEP3,0_XRCC5,0_XYLT1,0_YAF2,0_YAP1,0_YWHAG,0_ZBED4,0_ZBTB34,0_ZCCHC24,0_ZDHHC24,0_ZDHHC6,0_ZFPL1,0_ZFPM2,0_ZFY,0_ZFYVE1,0_ZKSCAN3,0_ZKSCAN4,0_ZNF131,0_ZNF135,0_ZNF148,0_ZNF3,0_ZNF436,0_ZNF443,0_ZNF630,0_ZNF703,0_ZNF707,0_ZNF740,0_ZNF763,0_ZNF830,0_ZNF84,0_ZNFX1,0_ZSCAN12
0,0,0,0,99,0,23,0,0,0,0,45,0,0,0,0,0,0,25,0,0,0,84,16,22,25,0,0,0,0,0,6,0,4,45,0,8,82,107,0,0,18,10,0,120,0,32,0,0,32,0,3,0,0,0,49,116,38,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,48,0,0,72,0,46,24,0,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,44,0,22,0,8,0,40,0,0,0,0,0,29,13,0,45,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,37,50,0,0,0,13,0,0,0,0,12,3,0,0,0,0,0,4,0,0,64,1,11,0,0,25,0,0,0,0,106,0,0,9,36,0,2,0,0,5,0,0,3,0,11,0,0,11,38,0,82,0,0,76,9,0,0,7,59,0,149,0,14,0,0,0,1,0,0,0,3,0,6,1,0,0,54,3,30,0,24,0,0,0,9,153,0,0,1,0,0,2,34,64,2,0,43,5,1,0,0,0,0,0,0,0,41,7,4,0,0,0,0,7,31,38,32,0,46,50,62,0,0,0,0,0,0,65,0,0,94,0,8,0,0,0,0,19,0,0,0,0,0,0,47,0,6,0,0,0,27,0,0,0,0,48,0,0,44,0,0,158,9,22,120,7,0,0,19,0,51,0,0,6,0,0,97,0,0,0,65,0,24,0,0,0,4,0,0,0,0,41,0,0,0,5,0,0,0,11,0,0,0,0,22,24,31,0,24,0,10,0,0,0,0,16,0,0,12,0,0,0,0,0,0,0,0,56,4,0,0,0,0,0,0,0,0,0,9,17,24,9,18,0,11,0,0,1,7,3,0,0,0,0,0,1,0,41,3,0,67,88,0,0,0,0,0,70,39,0,0,71,0,0,0,10,0,0,0,0,38,0,0,0,0,0,52,0,0,0,2,0,0,0,9,0,22,17,25,20,0,0,0,0,0,10,10,0,20,0,0,0,0,14,10,5,0,68,43,9,0,14,0,8,6,22,0,0,0,0,35,43,0,0,0,20,3,26,0,0,4,0,0,1,38,43,29,0,0,0,0,0,22,0,0,27,1,19,13,13,0,8,28,11,0,14,84,75,13,0,0,7,0,0,31,0,41,0,0,0,0,0,20,11,17,0,0,0,0,0,23,0,0,0,0,0,28,47,39,0,0,0,12,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,51,41,0,63,0,0,40,11,0,33,35,0,0,0,0,0,0,0,0,0,12,0,30,0,0,0,0,0,48,0,120,20,0,0,0,35,33,24,0,0,0,35,0,0,2,0,0,0,0,71,13,0,0,0,0,28,62,0,0,43,0,5,12,21,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,57,0,0,9,0,0,29,20,0,0,0,14,0,0,0,41,0,0,0,3,0,96,10,3,67,11,28,1,136,61,25,6,0,18,65,0,18,18,11,70,0,19,0,0,0,0,0,0,0,0,0,0,21,0,11,13,6,23,5,0,0,0,0,0,0,0,24,0,0,0,0,0,15,0,37,0,0,7,0,0,31,23,0,0,0,0,0,0,3,80,9,0,58,0,0,80,0,0,0,0,0,0,0,0,0,15,0,0,0,60,15,0,18,0,0,0,0,0,1,0,66,0,0,1,0,30,0,8,0,0,0,0,69,5,25,0,3,0,1,0,0,61,0,0,0,86,0,0,0,0,37,0,0,0,0,0,0,0,0,7,0,83,15,0,0,0,0,71,0,0,0,0,0,0,0,0,0,29,0,18,0,0,13,34,2,0,0,0,6,2,0,0,0,39,1,0,19,6,0,0,0,0,0,17,0,16,7,30,0,3,0,0,8,0,0,0,0,36,12,10,0,17,3,0,0,0,28,132,21,0,59,0,0,0,0,0,0,0,16,0,0,0,0,18,50,39,0,0,0,11,0,0,0,0,10,25,11,0,49,18,0,25,0,2,0,36,0,0,54,31,4,0,0,0,0,0,8,0,15,0,0,31,9,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,33,54,0,0,1,0,0,0,37,52,44,41,0,51,0,0,0,12,0,0,0,65,0,11,0,0,0,49,75,23,0,0,0,2,17,1,105,4,0,0,0,13,0,0,0,0,13,0,29,0,0,30,0,34,0,0,8,0,0,32,0,26,1,14,12,82,0,23,0,29,0,4,0,0,0,0,10,36,33,0,8,41,19,0,0,0,0,46,0,8,1,0,0,0,0,0,54,0,0,78,0,0,0,0,0,0,0,0,16,0,0,0,4,0,0,0,25,0,0,14,0,0,0,119,0,0,35,0,74,0,0,9,29,0,0,21,0,0,0,31,0,125,0,0,0,45,90,0,0,0,0,0,0,0,0,0,109
100,1,0,0,8,0,2,1,0,0,1,17,0,0,0,0,1,0,0,0,0,3,0,0,11,0,0,0,0,0,1,0,0,0,176,0,0,26,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4,0,0,0,2,0,4,0,13,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,13,11,0,0,0,0,0,0,12,0,0,1,0,4,0,2,0,0,0,18,0,0,0,0,1,0,0,1,0,0,1,0,1,1,6,0,11,1,0,0,0,1,0,0,1,0,1,0,0,3,1,0,0,0,0,0,0,2,0,1,0,0,0,1,7,0,1,0,0,1,0,6,18,0,4,0,0,0,2,0,0,0,0,0,1,34,0,0,0,0,1,0,0,0,0,0,0,0,0,75,0,5,0,1,0,0,0,0,20,0,0,0,0,0,0,89,1,0,0,0,2,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,307,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,0,0,0,31,1,1,2,3,0,0,0,0,1,50,25,0,0,0,0,0,0,0,3,0,0,11,1,0,1,0,0,2,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,0,1,357,0,0,0,0,0,0,28,1,0,18,0,0,0,0,0,0,0,2,56,9,0,0,0,0,0,0,0,8,2,0,0,26,0,0,1,4,0,0,0,0,1,12,0,0,0,0,0,0,0,4,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,0,0,0,0,2,0,0,0,0,31,0,0,0,0,0,0,0,0,0,21,0,0,0,0,7,0,1,6,0,0,0,0,2,0,163,1,0,0,0,0,0,1,44,0,22,0,0,0,0,1,4,2,1,0,0,0,194,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,7,0,0,4,0,0,0,0,0,0,0,1,2,0,25,0,0,0,0,0,0,0,0,0,1,0,0,5,13,0,0,0,0,0,1,0,0,0,2,0,0,0,2,3,1,0,19,0,1,0,0,0,0,77,0,0,1,0,11,0,7,0,0,5,1,1,1,36,0,0,0,3,0,1,5,5,0,1,1,11,2,0,3,1,0,0,1,20,2,0,9,1,0,30,30,0,10,1,2,27,0,2,15,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,29,0,0,0,1,0,0,6,0,2,0,0,0,0,7,2,0,0,3,2,1,30,0,0,1,0,0,0,10,3,1,0,1,4,0,0,1,3,0,3,0,0,1,0,0,0,0,0,1,0,0,8,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,1,10,0,2,0,0,0,0,0,0,0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,2,0,0,27,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,2,1,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0,6,2,22,0,0,0,1,0,0,101,0,0,0,0,0,4,4,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,1,2,0,0,1,0,0,5,0,3,0,0,0,0,0,0,0,0,48,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,215,0,2,60,0,0,0,0,0,0,0,0,0,0,1,1,43,0,0,0,0,0,0,1,1,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,2,0,0,0,3,1,0,1,0,1,0,0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,33,0,274,8,1,0,1,0,2,0,5,0,0,0,0,0,11,1,2,0,33,0,2,0,1,30,0,0,0,0,1,0,0,0,1,2,0,0,0,22,0,0,0,0,0,74,0,0,0,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,12,0,1,0,0,2,0,0,1,0,0,0,2,214,1,11,0,0,0,0,0,0,3,1,0,4,1,11,0,0,2,1,0,0,2,0,75,0,1,0,33,0,1,0,0,56,2,0,0,0,0,12,0,0,0,2,81,4,210,0,1,0,27,0,0,1,3,8,0,0,3,0,0,0
