gen,0_AASDH,0_ABCA2,0_ABCA4,0_ABHD3,0_ABTB2,0_ACBD3,0_ACLY,0_ACOX1,0_ACSL6,0_ACSM2A,0_ADAM33,0_ADAM8,0_ADAMTSL2,0_ADCY8,0_ADI1,0_ADM,0_ADSL,0_AFAP1,0_AGA,0_AHNAK2,0_AHR,0_AK2,0_AK7,0_AKAP7,0_AKR1C3,0_AKR1E2,0_AKT1,0_AKTIP,0_ALB,0_ALDH16A1,0_ALDH18A1,0_ALDH1A3,0_ALDH4A1,0_ALG1L2,0_ALG2,0_ALG3,0_ALG9,0_ALK,0_ALKBH3,0_AMACR,0_AMT,0_ANAPC4,0_ANGPTL1,0_ANGPTL4,0_ANK3,0_ANKRA2,0_ANKRD6,0_ANKS6,0_ANP32E,0_ANXA1,0_ANXA13,0_ANXA3,0_ANXA4,0_ANXA5,0_ANXA9,0_APLP2,0_APOBEC3A,0_APOD,0_APOL2,0_APOLD1,0_APPL2,0_ARFGAP2,0_ARFIP1,0_ARFRP1,0_ARL6IP5,0_ARL6IP6,0_ARMCX1,0_ARMCX2,0_ARNT,0_ARPC3,0_ARRDC4,0_ARSD,0_ASB13,0_ASF1B,0_ASMTL,0_ASRGL1,0_ATF3,0_ATF4,0_ATF7IP2,0_ATG16L1,0_ATG3,0_ATG4B,0_ATP11A,0_ATP1B3,0_ATP2B1,0_ATP6V1B1,0_ATP6V1C2,0_ATP7A,0_ATP8B4,0_ATPAF2,0_AWAT2,0_AXIN2,0_B3GNTL1,0_B4GALT7,0_BAALC,0_BAG4,0_BAHCC1,0_BAIAP2L2,0_BAMBI,0_BARX2,0_BCLAF1,0_BDH1,0_BDKRB1,0_BEX1,0_BEX2,0_BHMT2,0_BIRC2,0_BLVRA,0_BLZF1,0_BMP6,0_BRAP,0_BRIP1,0_BSDC1,0_BST2,0_BTG3,0_BTRC,0_BVES,0_BYSL,0_C19orf12,0_C1orf116,0_C1orf35,0_C3orf14,0_C4BPA,0_C5orf22,0_C5orf24,0_C5orf34,0_C6orf118,0_C7orf50,0_C8B,0_C9orf116,0_C9orf78,0_CA12,0_CA9,0_CAB39,0_CADM4,0_CAMK2G,0_CAP1,0_CAPG,0_CAPN1,0_CAPN10,0_CASP4,0_CBWD2,0_CBWD6,0_CBX3,0_CBX4,0_CC2D2B,0_CCDC102A,0_CCDC102B,0_CCDC115,0_CCDC89,0_CCDC93,0_CCNG1,0_CCR6,0_CCRL2,0_CD276,0_CD2AP,0_CD47,0_CD63,0_CDC16,0_CDC34,0_CDC42BPA,0_CDC6,0_CDH2,0_CDH23,0_CDK1,0_CDK16,0_CDK18,0_CDK19,0_CDKN1C,0_CDR2L,0_CDT1,0_CEACAM7,0_CECR2,0_CELSR3,0_CES3,0_CFC1B,0_CFHR1,0_CFI,0_CFL2,0_CHCHD10,0_CHCHD6,0_CHDH,0_CHIA,0_CHMP2A,0_CHP2,0_CHRM3,0_CHST15,0_CHUK,0_CIB2,0_CLCN6,0_CLDN2,0_CLDN4,0_CLDN7,0_CLEC4C,0_CLPB,0_CLTCL1,0_CMTM8,0_CNKSR3,0_CNTN2,0_CNTN5,0_CNTNAP1,0_COMMD3,0_COPA,0_COQ9,0_COX5B,0_CP,0_CPNE5,0_CPSF2,0_CREB1,0_CRIP1,0_CRP,0_CRTC2,0_CRYZL1,0_CSNK1D,0_CSNK2B,0_CSTF1,0_CTAGE1,0_CTAGE6,0_CTCF,0_CTDSPL2,0_CTNNA2,0_CTSC,0_CTSO,0_CUBN,0_CWC15,0_CX3CL1,0_CYB561D2,0_CYP27A1,0_DAAM2,0_DAB2,0_DACT2,0_DALRD3,0_DAPK1,0_DAPK3,0_DCLK3,0_DDB2,0_DDIT4,0_DDO,0_DDX11,0_DDX23,0_DDX43,0_DDX47,0_DEAF1,0_DEXI,0_DHCR7,0_DHODH,0_DHRS3,0_DHRS7,0_DHRS9,0_DHX32,0_DIP2C,0_DIRAS3,0_DLGAP4,0_DLX5,0_DMAP1,0_DNA2,0_DNAJB14,0_DNAJC10,0_DNAJC2,0_DNAJC25,0_DNASE1L3,0_DNMT3L,0_DOK4,0_DPH2,0_DPM1,0_DPP3,0_DPP4,0_DPPA4,0_DPY19L4,0_DPYS,0_DPYSL4,0_DRD2,0_DTX4,0_DUSP14,0_DUT,0_DVL1,0_DYNC2LI1,0_DYNLT3,0_DYRK4,0_DZIP1L,0_EBAG9,0_ECE1,0_ECH1,0_ECHS1,0_EDAR,0_EEA1,0_EFCAB2,0_EFNA1,0_EFNB2,0_EHF,0_EHMT1,0_EIF2AK3,0_EIF2B5,0_EIF3B,0_EIF3E,0_EIF3L,0_EIF4ENIF1,0_EIF4H,0_EIF5A2,0_EIF6,0_ELF4,0_ELOVL1,0_ELP2,0_EML2,0_EMX1,0_ENHO,0_ENO1,0_ENO3,0_ENPP3,0_EPN1,0_EPS15,0_EPSTI1,0_ERAP1,0_ERAP2,0_ERCC3,0_ERCC5,0_ERGIC1,0_ERGIC2,0_ERLIN1,0_ESCO1,0_ESPL1,0_ESRP1,0_ESYT2,0_ETNK2,0_ETV4,0_EVI5L,0_EXD3,0_EXOC7,0_EXTL2,0_EZR,0_F11R,0_F2RL1,0_F8,0_FAF1,0_FAH,0_FAM104A,0_FAM114A2,0_FAM13C,0_FAM171B,0_FAM172A,0_FAM174B,0_FAM20A,0_FAM50A,0_FAM53B,0_FAM8A1,0_FAS,0_FBP1,0_FCF1,0_FCN3,0_FETUB,0_FGD1,0_FGD4,0_FGF9,0_FIGN,0_FLAD1,0_FMO2,0_FMO4,0_FOXK1,0_FPR2,0_FSD1L,0_FTO,0_FTSJ3,0_FXN,0_FZD1,0_FZD6,0_G3BP2,0_G6PD,0_GABARAPL1,0_GABRG3,0_GALNT3,0_GAS2L1,0_GBA,0_GBP4,0_GBP5,0_GCC1,0_GCHFR,0_GDAP2,0_GEM,0_GGT1,0_GGTA1,0_GGTLC2,0_GHR,0_GJA4,0_GLE1,0_GLRX5,0_GLT8D1,0_GLUD1,0_GM2A,0_GMDS,0_GMEB1,0_GMPR,0_GNB1L,0_GPAA1,0_GPATCH1,0_GPATCH8,0_GPBP1L1,0_GPC6,0_GPI,0_GPKOW,0_GPRASP1,0_GPRIN2,0_GPSM1,0_GRAMD1C,0_GRB10,0_GREM2,0_GRINA,0_GRK6,0_GRPEL2,0_GRSF1,0_GSTA1,0_GSTA4,0_GSTM1,0_GTF2H1,0_GTF3C1,0_GTF3C6,0_HADHA,0_HAND2,0_HAUS5,0_HAX1,0_HBB,0_HDAC10,0_HDAC5,0_HDAC6,0_HERC2,0_HESX1,0_HEXIM1,0_HGD,0_HIRIP3,0_HLA-B,0_HLA-DQB1,0_HLA-DRB1,0_HMGCR,0_HMGN3,0_HMGXB4,0_HMOX1,0_HNF1B,0_HNRNPA3,0_HOXA6,0_HPCA,0_HPCAL1,0_HPRT1,0_HPS3,0_HSD17B11,0_HSD3B7,0_HSDL2,0_HSPA1A,0_HSPA1B,0_HSPA6,0_HSPA9,0_HSPB2,0_HSPB8,0_HTATIP2,0_HTATSF1,0_HTR3B,0_HUNK,0_HUS1,0_HYLS1,0_ICA1,0_ID1,0_ID3,0_IFIT1,0_IFNB1,0_IFNG,0_IFRD1,0_IGF2BP2,0_IL15,0_IL23A,0_IL4I1,0_IMMP1L,0_IMMT,0_ING2,0_INPP4B,0_IQCG,0_IQCK,0_ISCU,0_ISY1,0_ITFG1,0_ITIH3,0_ITIH5,0_IWS1,0_JAK2,0_JARID2,0_KATNAL2,0_KBTBD8,0_KCNA4,0_KCNE3,0_KCNE4,0_KCNJ2,0_KCNQ5,0_KCTD18,0_KDM3B,0_KDM6A,0_KHDRBS2,0_KIAA0232,0_KIAA0753,0_KIAA0895L,0_KIAA1841,0_KIF13B,0_KIF16B,0_KIF21A,0_KIF7,0_KISS1R,0_KLHDC8B,0_KLK5,0_KPTN,0_KRT18,0_KRT19,0_KRT7,0_L3MBTL3,0_LAP3,0_LARP4,0_LARS2,0_LATS1,0_LAYN,0_LBP,0_LBR,0_LCA5,0_LDB2,0_LGI4,0_LGR5,0_LGR6,0_LIG1,0_LIG3,0_LIMS3,0_LINGO2,0_LIPH,0_LIPT2,0_LONRF2,0_LPCAT1,0_LPIN1,0_LRBA,0_LRRFIP1,0_LRRN3,0_LSM6,0_LYPD6,0_LZTS1,0_MAF,0_MANBA,0_MAP2,0_MAP3K1,0_MAP7,0_MAPK3,0_MARK3,0_MARK4,0_MBIP,0_MBTD1,0_MCM7,0_MCPH1,0_METTL7B,0_MGAM,0_MGLL,0_MICAL3,0_MIER1,0_MKKS,0_MKS1,0_MLF2,0_MLLT1,0_MLLT6,0_MLPH,0_MME,0_MORC3,0_MPI,0_MPND,0_MRPL11,0_MRPL33,0_MRPS18A,0_MRPS25,0_MRPS6,0_MS4A6A,0_MSN,0_MTX2,0_MVP,0_MYNN,0_MYO1B,0_MYO1E,0_MYOM2,0_NAA15,0_NAAA,0_NAB2,0_NACC1,0_NAGA,0_NAV1,0_NAV2,0_NBR1,0_NCBP2,0_NCL,0_NDRG1,0_NDRG4,0_NDST2,0_NDUFA10,0_NDUFA12,0_NDUFA2,0_NDUFA4L2,0_NDUFAB1,0_NDUFC1,0_NDUFS3,0_NECAB3,0_NEDD4,0_NEDD4L,0_NELL1,0_NGB,0_NGRN,0_NHEJ1,0_NID2,0_NIPAL3,0_NKX2-2,0_NKX6-1,0_NLGN1,0_NLK,0_NLRX1,0_NME7,0_NMI,0_NOL3,0_NOMO2,0_NONO,0_NOP16,0_NOS1AP,0_NOSIP,0_NOSTRIN,0_NOTCH1,0_NPAS3,0_NPM3,0_NPTN,0_NQO2,0_NR2C2,0_NR3C2,0_NRP2,0_NRSN2,0_NT5E,0_NTN1,0_NUDCD3,0_NUDT11,0_NUDT12,0_NUDT9,0_NUP88,0_NUS1,0_OBSL1,0_OCIAD2,0_ODC1,0_OPTN,0_OTP,0_OXA1L,0_OXR1,0_P2RX6,0_P2RY1,0_P4HB,0_P4HTM,0_PABPC1,0_PADI1,0_PAFAH2,0_PAICS,0_PALM3,0_PAQR7,0_PARVA,0_PATL1,0_PATZ1,0_PAX5,0_PBX2,0_PCBP3,0_PCDH11X,0_PCDH18,0_PCDHB5,0_PCDHB7,0_PCDHGA11,0_PCDHGA3,0_PCDHGA6,0_PCDHGA7,0_PCDHGA9,0_PCDHGB2,0_PCDHGB3,0_PCDHGB5,0_PCDHGB6,0_PCDHGC4,0_PCK1,0_PCMTD2,0_PCYT2,0_PDCD11,0_PDCD1LG2,0_PDCD2,0_PDCD5,0_PDCD6IP,0_PDCL2,0_PDE12,0_PDE1A,0_PDF,0_PDK1,0_PDK4,0_PDS5B,0_PEA15,0_PEX11B,0_PEX13,0_PEX14,0_PFAS,0_PFDN1,0_PFKM,0_PGAM2,0_PGAM5,0_PGAP3,0_PGK2,0_PGRMC2,0_PHACTR4,0_PHB2,0_PHC2,0_PI16,0_PI4K2A,0_PIAS1,0_PIGN,0_PIGQ,0_PILRB,0_PIP4K2A,0_PIR,0_PIWIL4,0_PKD2,0_PLCG1,0_PLEK2,0_PLEKHA1,0_PLEKHG1,0_PLIN2,0_PLSCR3,0_PLXDC1,0_PLXNB1,0_PMPCB,0_PNKP,0_PNMA1,0_PNN,0_POC5,0_POF1B,0_POLA1,0_POLR3D,0_POU2F1,0_PPIC,0_PPIG,0_PPIL3,0_PPP1R12A,0_PPP1R16B,0_PPP1R7,0_PPP2R2A,0_PPP2R3C,0_PPT1,0_PRDM10,0_PREX1,0_PREX2,0_PRKAR1B,0_PRKCI,0_PROM1,0_PROS1,0_PRR12,0_PRRT3,0_PRTFDC1,0_PRTN3,0_PSMB10,0_PSMB9,0_PSMC3,0_PSMD10,0_PSMD2,0_PSMD9,0_PSMF1,0_PSTK,0_PTEN,0_PTGES2,0_PTGR1,0_PTPN21,0_PTPRJ,0_PTTG2,0_PUM1,0_PXK,0_PYGL,0_R3HDM2,0_RAB11FIP1,0_RAB11FIP4,0_RAB11FIP5,0_RAB1B,0_RAB25,0_RAB27B,0_RAB3D,0_RAB43,0_RABEP2,0_RAD1,0_RADIL,0_RAF1,0_RALGAPB,0_RANBP1,0_RANBP3L,0_RAPGEF1,0_RAPGEF3,0_RAPGEF4,0_RARG,0_RASSF4,0_RBM14,0_RBM15,0_RBM22,0_RBM26,0_RBM38,0_RBM5,0_RBM7,0_RBMX2,0_RBMXL1,0_RBP7,0_RCC1,0_RCC2,0_RECQL,0_REEP6,0_RELL1,0_REN,0_REPIN1,0_RFC1,0_RFC5,0_RFX5,0_RGMA,0_RGPD6,0_RHPN1,0_RIC3,0_RIC8A,0_RICTOR,0_RILPL2,0_RIN2,0_RIOK1,0_RNF180,0_RNF20,0_RNF31,0_RNF38,0_RNF7,0_RNPEP,0_ROBO2,0_RPA1,0_RPA4,0_RPL21,0_RPL37A,0_RPL5,0_RPL9,0_RPP38,0_RPS15,0_RPS3A,0_RPS6KB1,0_RPUSD4,0_RRP15,0_RSAD2,0_RSBN1,0_RSL1D1,0_RUVBL1,0_RXRA,0_S100A1,0_S1PR1,0_SAFB,0_SAMD9,0_SAR1A,0_SAT1,0_SCARB1,0_SCARB2,0_SCARF2,0_SCGB1D2,0_SCP2,0_SEC31A,0_SEMA4B,0_SEMA6A,0_SENP7,0_SEPHS1,0_SERPINA4,0_SERTAD2,0_SET,0_SETD7,0_SEZ6L2,0_SFPQ,0_SFRP1,0_SFT2D2,0_SGK3,0_SGPP1,0_SGSM2,0_SH3BGRL2,0_SH3BP5L,0_SH3GLB1,0_SH3RF3,0_SHC1,0_SIKE1,0_SIPA1L1,0_SIPA1L2,0_SIRPA,0_SLBP,0_SLC15A4,0_SLC16A1,0_SLC16A4,0_SLC1A4,0_SLC22A23,0_SLC25A11,0_SLC25A36,0_SLC25A5,0_SLC26A11,0_SLC26A2,0_SLC29A2,0_SLC2A2,0_SLC35D2,0_SLC37A4,0_SLC38A10,0_SLC39A8,0_SLC43A1,0_SLC43A2,0_SLC46A3,0_SLC47A1,0_SLC4A10,0_SLC7A1,0_SMAD7,0_SMARCA2,0_SMARCD1,0_SMO,0_SMPD3,0_SMURF2,0_SNAP29,0_SNAPIN,0_SNIP1,0_SNRPA1,0_SNRPB2,0_SNX10,0_SNX21,0_SNX33,0_SOCS1,0_SOCS4,0_SON,0_SORCS1,0_SOX9,0_SPATA18,0_SPHKAP,0_SPNS1,0_SPOCK2,0_SPRY4,0_SPTBN2,0_SQLE,0_SQSTM1,0_SRA1,0_SRCAP,0_SRD5A1,0_SRPK1,0_SRPX2,0_SRRM2,0_SSB,0_SSBP1,0_ST13,0_ST6GALNAC6,0_ST8SIA2,0_ST8SIA5,0_STAP2,0_STBD1,0_STC2,0_STEAP3,0_STIM2,0_STK35,0_STK36,0_STK39,0_STOM,0_STUB1,0_STX12,0_STX3,0_STX8,0_SUCLG2,0_SUMO4,0_SURF2,0_SYMPK,0_SYNE1,0_SYNGR3,0_SYT15,0_TAB1,0_TAF1A,0_TAF4,0_TAF5,0_TAF8,0_TAP2,0_TATDN2,0_TBC1D1,0_TBC1D14,0_TBC1D9B,0_TBKBP1,0_TBP,0_TBX2,0_TCP1,0_TCTN1,0_TEC,0_TEKT2,0_TEKT3,0_TELO2,0_TESC,0_TF,0_TGFA,0_THAP2,0_THOC3,0_TIGD1,0_TIMM44,0_TLCD1,0_TLE1,0_TM4SF18,0_TMBIM1,0_TMC5,0_TMCO1,0_TMEM104,0_TMEM106C,0_TMEM132E,0_TMEM184B,0_TMEM223,0_TMEM47,0_TMEM50B,0_TMEM70,0_TMPRSS2,0_TMTC1,0_TNFAIP3,0_TNFRSF14,0_TNFSF13B,0_TNPO1,0_TOE1,0_TOPORS,0_TOR1AIP1,0_TP53BP2,0_TPCN2,0_TPD52,0_TPMT,0_TPST2,0_TRAF3IP1,0_TRAPPC4,0_TRDMT1,0_TREM2,0_TRH,0_TRIB2,0_TRIB3,0_TRIM21,0_TRIM35,0_TSHZ1,0_TSKU,0_TSNAX,0_TSPAN1,0_TSPAN6,0_TSTD1,0_TTC1,0_TTC19,0_TTC21B,0_TTC30A,0_TTC32,0_TTC4,0_TTF1,0_TUBA1A,0_TUBA8,0_TUBB,0_TUBG2,0_TUFT1,0_TWF1,0_TXNDC16,0_TXNDC5,0_UAP1,0_UBA2,0_UBA3,0_UBAC1,0_UBAC2,0_UBE2D3,0_UBE2G2,0_UBE2L3,0_UBE2N,0_UBOX5,0_UBTF,0_UBXN2A,0_UBXN8,0_UNC5CL,0_UPK1B,0_UQCRC2,0_UROC1,0_USP15,0_USP25,0_UTY,0_VAPA,0_VCAN,0_VEGFA,0_VIPR1,0_VPREB3,0_VPS26A,0_VPS37A,0_VRK3,0_VTI1A,0_VTI1B,0_VWF,0_WARS2,0_WASF2,0_WDFY1,0_WDR19,0_WDR26,0_WDR33,0_WDR54,0_WDR5B,0_WDR6,0_WIPF1,0_WNK2,0_WNK4,0_WRAP53,0_WRNIP1,0_WTAP,0_XPC,0_XRCC1,0_XRCC4,0_XRCC5,0_YAF2,0_YKT6,0_YPEL5,0_YTHDC1,0_YTHDF2,0_YWHAE,0_ZBTB49,0_ZDHHC20,0_ZDHHC3,0_ZDHHC5,0_ZDHHC6,0_ZFPM2,0_ZMAT3,0_ZMIZ2,0_ZNF143,0_ZNF37A,0_ZNF436,0_ZNF44,0_ZNF540,0_ZNF677,0_ZNF69,0_ZNF75D,0_ZNF763,0_ZNF768,0_ZNHIT3,0_ZSCAN12,0_ZSCAN2
0,0,0,96,0,7,0,0,41,92,19,52,1,0,0,70,0,36,0,44,63,53,19,0,16,79,48,3,0,0,0,0,0,0,38,0,0,12,29,24,0,0,29,0,8,0,0,0,0,0,0,75,20,17,0,57,0,89,0,0,0,49,0,0,0,0,0,47,9,0,0,50,7,0,0,10,0,2,0,0,0,0,0,51,0,7,0,0,0,0,0,5,94,3,0,0,0,16,0,0,14,0,16,0,23,0,0,0,0,0,0,0,0,7,8,23,0,33,0,0,0,0,0,57,23,0,0,33,0,2,0,0,0,13,5,0,0,0,4,0,0,2,0,28,0,0,0,0,0,44,0,0,0,0,14,12,0,0,0,0,0,10,0,0,63,0,0,0,0,15,0,66,0,100,0,58,12,0,0,0,0,81,26,0,0,119,45,15,0,12,0,19,46,0,45,5,4,0,0,124,76,19,1,18,0,0,0,103,0,0,0,56,16,0,0,0,19,0,1,0,0,44,0,6,0,0,0,0,24,0,0,0,0,0,0,51,35,0,0,41,0,45,0,0,0,19,0,21,0,0,0,0,11,0,0,2,0,0,0,0,0,0,21,0,0,0,28,10,40,19,0,43,16,0,0,0,0,0,0,0,68,16,0,0,0,0,0,39,0,132,0,102,0,0,0,0,0,22,60,0,0,0,0,0,12,1,96,5,0,0,0,23,0,0,3,0,0,0,0,0,0,0,0,0,3,53,0,0,0,0,0,9,0,0,10,0,0,44,0,19,0,0,0,0,4,0,0,0,1,0,30,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,24,16,2,0,35,0,0,18,0,0,1,0,0,0,0,0,0,0,9,0,28,0,0,0,0,70,0,46,0,0,30,0,0,99,0,0,0,0,0,0,44,30,0,0,86,0,0,26,0,0,0,13,57,0,0,37,40,13,19,9,0,0,19,0,0,10,0,0,0,0,0,0,15,26,0,0,0,0,39,5,35,38,0,0,11,0,107,0,5,0,0,46,12,0,10,39,64,0,8,34,3,0,0,0,45,0,0,0,0,0,0,0,43,0,0,0,0,0,17,2,0,5,54,0,0,0,86,0,0,0,0,3,18,0,0,4,6,17,0,0,0,0,0,9,1,0,0,11,41,6,0,0,0,0,42,0,0,44,0,37,11,0,0,0,0,35,0,31,0,0,21,0,0,0,0,0,0,0,12,0,0,35,0,32,21,50,0,0,0,0,43,0,0,15,0,90,0,0,45,0,0,0,0,0,9,0,0,0,0,76,10,19,37,0,0,0,1,18,0,0,25,0,32,0,10,0,0,0,0,0,110,0,0,32,61,0,9,38,19,19,0,112,0,0,11,0,0,0,62,0,0,0,0,10,0,0,0,61,0,0,0,54,0,0,2,0,0,0,26,0,2,0,36,0,101,4,0,37,0,0,87,0,36,0,0,0,71,0,0,0,0,0,63,47,0,10,6,11,11,71,0,11,0,53,7,51,24,25,30,0,0,0,0,0,0,6,0,14,0,0,32,0,2,0,0,0,0,0,0,20,0,45,23,37,0,0,95,17,0,0,0,0,0,0,112,25,0,0,19,32,0,27,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,30,61,6,0,0,0,0,0,0,0,12,0,0,17,0,0,0,0,0,0,0,61,0,27,0,70,8,0,49,32,0,0,0,4,0,0,0,0,0,0,18,0,61,26,0,24,74,0,0,7,0,26,0,0,27,22,0,34,0,0,0,0,0,0,0,0,21,0,82,0,8,0,0,0,0,5,15,0,0,0,0,0,42,0,29,0,1,3,0,0,13,82,0,0,5,0,0,0,0,8,16,0,0,0,9,0,55,0,23,0,57,24,0,25,0,0,0,87,4,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,7,0,26,0,5,27,34,0,0,0,4,37,0,2,0,0,75,10,0,55,0,0,0,0,0,23,0,0,0,0,12,28,0,20,0,38,7,0,27,0,0,0,24,24,25,0,30,20,0,0,76,0,0,24,0,0,0,0,0,0,24,1,0,0,1,0,0,0,33,0,0,81,0,32,0,0,0,50,0,0,15,0,0,0,0,0,0,68,0,1,0,0,19,0,0,0,0,0,40,0,0,0,0,2,0,0,31,23,0,0,0,20,0,4,13,0,0,33,4,0,19,3,5,0,0,0,4,17,24,13,0,0,0,0,0,0,0,31,9,0,0,75,0,0,0,127,1,48,0,0,23,0,0,0,0,24,45,0,56,3,8,0,12,24,52,0,0,0,0,26,0,0,0,4,35,0,0,10,4,0,0,47,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,112,0,0,0,2,0,2,55,48,0,0,0,42,39,0,0,0,0,51,2,0,0,0,0,12,12,0,29,2,0,0,0,0,22,2
100,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,0,0,9,0,0,0,2,0,1,0,1,0,0,150,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,36,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,0,0,0,1,0,0,0,3,0,0,0,0,13,0,0,0,0,7,0,0,0,0,0,1,0,6,0,1,5,0,5,0,0,3,0,31,1,0,0,2,1,266,0,0,0,0,0,0,11,1,0,0,0,23,0,0,1,0,2,30,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,2,2,0,167,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,2,0,0,0,3,0,3,0,0,0,0,1,269,0,0,0,0,0,0,0,0,0,0,2,0,21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,18,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,58,0,0,1,0,0,2,0,0,0,1,0,2,2,0,2,1,0,0,56,0,0,3,0,0,0,0,1,0,0,31,0,0,0,0,3,1,0,0,2,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,1,0,10,1,0,4,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,1,0,0,96,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,46,3,1,1,0,3,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,17,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,45,3,2,0,3,0,0,0,1,0,1,3,0,0,0,0,0,1,2,0,3,0,0,0,1,6,0,0,3,1,0,11,41,0,0,7,0,18,8,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,114,0,0,0,0,1,0,0,0,0,0,370,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,2,0,0,3,0,0,1,0,0,0,77,11,0,0,3,0,1,12,7,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,2,4,2,0,0,0,5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,4,3,0,0,1,65,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,51,31,0,0,0,0,1,0,1,0,1,220,0,4,1,2,162,0,0,0,0,0,25,0,0,8,2,0,0,1,3,1,0,2,0,40,0,8,4,0,1,0,0,0,0,153,0,0,0,0,11,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,393,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,10,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,1,2,0,6,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,4,0,73,0,0,0,1,0,0,0,169,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,390,0,0,1,0,0,1,6,24,0,0,0,0,0,3,0,0,0,1,2,10,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,3,2,0,0,2,0,2,0,0,0,8,2,2,1,0,0,0,0,0,0,0,3,3,24,0
