gen,0_AARSD1,0_AASDH,0_ABAT,0_ABCA4,0_ABCC10,0_ABHD13,0_ABLIM3,0_ABR,0_ABTB2,0_ACAA1,0_ACAA2,0_ACAT2,0_ACBD4,0_ACE2,0_ACMSD,0_ACOX1,0_ACSL6,0_ACVRL1,0_ACY3,0_ADAL,0_ADAM10,0_ADAM33,0_ADAMTS13,0_ADCY4,0_ADI1,0_ADPGK,0_ADPRH,0_AFF4,0_AFM,0_AFTPH,0_AGRN,0_AHNAK2,0_AKAP1,0_AKAP7,0_AKAP9,0_AKR1A1,0_AKR1C1,0_AKR1E2,0_AKTIP,0_ALDH1A2,0_ALDH1L2,0_ALDH4A1,0_ALDH5A1,0_ALG8,0_ALG9,0_ALKBH7,0_AMPD2,0_ANK3,0_ANKHD1,0_ANKRD6,0_ANKS6,0_ANO10,0_ANP32B,0_ANXA1,0_ANXA13,0_ANXA3,0_ANXA4,0_ANXA9,0_AP1G2,0_AP2B1,0_AP3B1,0_APC,0_APEH,0_API5,0_APLP2,0_APOBEC3D,0_APOL2,0_APOLD1,0_APOO,0_APOOL,0_APPL2,0_ARAF,0_ARAP1,0_ARCN1,0_ARFIP1,0_ARHGEF11,0_ARHGEF7,0_ARIH1,0_ARL2,0_ARMCX2,0_ARRDC4,0_ARSB,0_ASB6,0_ASH1L,0_ASMTL,0_ASNSD1,0_ASS1,0_ATG3,0_ATP13A3,0_ATP1A1,0_ATP2B2,0_ATP2B3,0_ATP6V1A,0_ATP6V1B1,0_ATP6V1E1,0_ATRIP,0_AURKB,0_AVPI1,0_AZIN1,0_B3GNT3,0_B4GALNT3,0_B4GALT7,0_BAALC,0_BACE1,0_BAD,0_BAG3,0_BARX2,0_BAX,0_BBOX1,0_BCAP29,0_BCAR1,0_BCAR3,0_BCAT2,0_BCKDHA,0_BCKDK,0_BCL2L10,0_BCL2L14,0_BCL7B,0_BDH1,0_BEST3,0_BEX2,0_BHMT2,0_BICD1,0_BIRC5,0_BMI1,0_BNIP3,0_BSCL2,0_C11orf80,0_C17orf97,0_C1D,0_C1QBP,0_C2CD2L,0_C4BPA,0_C4orf3,0_C5orf34,0_C5orf46,0_C6orf226,0_C9orf116,0_CA12,0_CACNA1H,0_CADM4,0_CALM2,0_CAND2,0_CAPN1,0_CARHSP1,0_CASK,0_CASP1,0_CBWD3,0_CCDC125,0_CCDC127,0_CCDC134,0_CCDC159,0_CCDC58,0_CCDC88B,0_CCNYL1,0_CCRL2,0_CD24,0_CD276,0_CD47,0_CD53,0_CDC23,0_CDC37L1,0_CDC42EP2,0_CDC6,0_CDH1,0_CDH6,0_CDK20,0_CDK5RAP3,0_CDK7,0_CDKN1C,0_CDKN2C,0_CDR2L,0_CDS2,0_CDT1,0_CDYL2,0_CEACAM7,0_CECR2,0_CEMP1,0_CENPA,0_CEP55,0_CEP72,0_CES3,0_CFB,0_CFI,0_CGGBP1,0_CHAC1,0_CHCHD5,0_CHD3,0_CHD9,0_CHM,0_CHP2,0_CHPF,0_CHRM3,0_CHST10,0_CHST11,0_CIDEB,0_CISD3,0_CITED1,0_CLDN2,0_CLEC3B,0_CLEC4C,0_CLEC4D,0_CLIP2,0_CLPB,0_CLRN3,0_CNNM3,0_CNOT2,0_CNOT3,0_CNTN1,0_CNTN2,0_CNTN5,0_CNTROB,0_COBLL1,0_COG1,0_COL6A2,0_COMMD8,0_COPA,0_COPS2,0_COQ2,0_CORO1C,0_CP,0_CPM,0_CPNE5,0_CPSF2,0_CPSF6,0_CREB1,0_CRHBP,0_CRP,0_CRYAB,0_CSDE1,0_CTNNA2,0_CTPS2,0_CTSF,0_CTSH,0_CTTN,0_CUL4B,0_CUL5,0_CWC25,0_CX3CR1,0_CYB561D2,0_CYB5A,0_CYB5R3,0_CYFIP2,0_CYP27A1,0_CYSLTR2,0_DACH2,0_DACT2,0_DCAF11,0_DCAF12L1,0_DCAF12L2,0_DCTN5,0_DDX10,0_DDX11,0_DDX19B,0_DDX58,0_DEDD,0_DHCR7,0_DHX32,0_DIAPH2,0_DIRAS3,0_DNAJB7,0_DNAJC10,0_DNAJC9,0_DNAL1,0_DNASE1L3,0_DNMT3B,0_DNMT3L,0_DOK4,0_DOLPP1,0_DPH1,0_DPY19L4,0_DPYS,0_DPYSL2,0_DPYSL4,0_DR1,0_DRG2,0_DSTN,0_DUOXA1,0_DUSP7,0_DUSP8,0_DVL2,0_DYNC2LI1,0_DZIP1L,0_E2F1,0_EBPL,0_ECD,0_ECE1,0_ECM2,0_ECSIT,0_EDIL3,0_EDN1,0_EDNRB,0_EFCAB2,0_EFHC2,0_EFNA5,0_EHBP1L1,0_EHF,0_EIF2AK3,0_EIF2S2,0_EIF3CL,0_EIF4E,0_EIF4ENIF1,0_ELF1,0_ELMOD2,0_EMCN,0_EML2,0_ENAH,0_ENHO,0_ENO1,0_ENPEP,0_ENPP3,0_ENTPD2,0_EPB41L2,0_EPPK1,0_EPS8L2,0_ERCC5,0_ESCO1,0_ESRP1,0_ETV3,0_ETV5,0_EVI5L,0_EXOC4,0_EXOC6,0_EXOC7,0_EXOSC4,0_EYA4,0_F2,0_F2RL1,0_FABP7,0_FAM104A,0_FAM107B,0_FAM13C,0_FAM20A,0_FAM53B,0_FAM83H,0_FAM89B,0_FAM91A1,0_FAM98C,0_FANCC,0_FANCE,0_FAS,0_FBXO16,0_FBXO21,0_FBXO33,0_FBXO38,0_FBXO44,0_FBXO5,0_FECH,0_FEN1,0_FETUB,0_FGB,0_FGF19,0_FGF9,0_FGFR4,0_FGR,0_FIGN,0_FKBP4,0_FKBP8,0_FLOT2,0_FLRT3,0_FLT4,0_FNBP1L,0_FNDC3A,0_FOXK2,0_FOXP2,0_FPR2,0_FSTL3,0_FTH1,0_FTO,0_FZD1,0_FZD4,0_FZD7,0_G3BP1,0_G6PD,0_GAA,0_GAB2,0_GABARAPL1,0_GABPA,0_GABPB1,0_GABRG3,0_GALNT3,0_GALNT7,0_GAPDH,0_GAR1,0_GAS1,0_GBE1,0_GBP5,0_GCHFR,0_GCSH,0_GDF15,0_GFER,0_GFRA3,0_GGH,0_GGPS1,0_GGTLC2,0_GHITM,0_GIT1,0_GLB1L,0_GLI2,0_GLOD4,0_GLRX,0_GLRX2,0_GLRX5,0_GLT8D1,0_GLYATL1,0_GMPR,0_GNB1L,0_GNL3L,0_GNS,0_GOLM1,0_GPD2,0_GPRC5D,0_GPS2,0_GPX1,0_GRB10,0_GRB7,0_GRHL3,0_GRPEL1,0_GRSF1,0_GRTP1,0_GSPT2,0_GSS,0_GSTA2,0_GSTA4,0_GSTZ1,0_GTF2H1,0_GTPBP8,0_GUK1,0_HAAO,0_HADHA,0_HAL,0_HAND2,0_HAUS2,0_HAX1,0_HBD,0_HBP1,0_HCK,0_HDAC10,0_HDAC3,0_HDAC4,0_HDAC5,0_HDDC2,0_HELZ,0_HERPUD2,0_HEXIM1,0_HGF,0_HGSNAT,0_HIBADH,0_HIBCH,0_HIF1A,0_HINT2,0_HIP1,0_HIVEP1,0_HLA-DQB1,0_HMG20B,0_HMGA1,0_HMGCR,0_HMOX1,0_HMOX2,0_HNF1B,0_HNF4A,0_HNRNPC,0_HNRNPD,0_HNRNPK,0_HNRNPU,0_HOXB3,0_HOXD4,0_HPRT1,0_HS1BP3,0_HS2ST1,0_HSD17B10,0_HSD3B7,0_HSF1,0_HSPA6,0_HSPB8,0_HSPBP1,0_HSPG2,0_HTATIP2,0_HTATSF1,0_HUNK,0_ICA1,0_ICOSLG,0_IDUA,0_IFIH1,0_IFIT3,0_IFNG,0_IFNGR2,0_IFRD2,0_IGF2BP2,0_IGFBP7,0_IL18R1,0_IL20RA,0_IL4I1,0_IMMP1L,0_INO80D,0_INO80E,0_INPP5A,0_INPPL1,0_INTS8,0_IP6K1,0_ISYNA1,0_ITGB3,0_JARID2,0_KANK2,0_KATNB1,0_KCNA4,0_KCNA5,0_KCNE3,0_KCNJ1,0_KCNK1,0_KCTD13,0_KHDRBS2,0_KIAA1328,0_KIF21A,0_KIF9,0_KISS1R,0_KLC2,0_KLC4,0_KLF2,0_KLHL32,0_KLK5,0_KNTC1,0_KTN1,0_L3MBTL3,0_LAGE3,0_LAMB1,0_LARS2,0_LASP1,0_LATS1,0_LBP,0_LDB2,0_LDHB,0_LGALS3,0_LGALS8,0_LHX6,0_LIMA1,0_LIME1,0_LIMK1,0_LIMK2,0_LMNB2,0_LPCAT1,0_LPIN1,0_LPIN2,0_LRRC28,0_LRRC61,0_LRRN1,0_LRRN3,0_LSM6,0_LSS,0_LTA4H,0_LUC7L3,0_LXN,0_LYRM7,0_LYSMD3,0_LZTS1,0_MAEA,0_MAGEE1,0_MAGT1,0_MAOB,0_MAP2K2,0_MAP2K6,0_MAP3K1,0_MAP3K9,0_MAP4K2,0_MAP7D3,0_MAPK1,0_MAPK12,0_MAPK13,0_MAPKAPK2,0_MARK3,0_MBTD1,0_MBTPS2,0_MCFD2,0_MDM2,0_MDM4,0_MED4,0_MED8,0_MEP1A,0_METTL7B,0_MFGE8,0_MFSD8,0_MGAM,0_MGLL,0_MGST1,0_MICAL3,0_MIPOL1,0_MKKS,0_MKRN2,0_MKS1,0_MLF2,0_MLLT1,0_MLXIP,0_MORF4L2,0_MPEG1,0_MPG,0_MPI,0_MPZL1,0_MRPL1,0_MRPL11,0_MRPL28,0_MRPL33,0_MRPL44,0_MRPL55,0_MRPS11,0_MRPS27,0_MRPS34,0_MRPS9,0_MS4A7,0_MSH6,0_MSRA,0_MSRB3,0_MST1R,0_MSTN,0_MT1A,0_MTAP,0_MTHFD1L,0_MVK,0_MYD88,0_MYEF2,0_MYNN,0_MYO1B,0_MYO3A,0_MYO3B,0_MYOCD,0_N4BP3,0_N6AMT1,0_NAAA,0_NACC1,0_NAV2,0_NCBP2,0_NCOA3,0_NCSTN,0_NDRG1,0_NDST2,0_NDUFA4,0_NDUFA4L2,0_NDUFA7,0_NDUFAB1,0_NDUFAF1,0_NDUFS3,0_NEDD4L,0_NEK1,0_NEK8,0_NELL1,0_NEURL1B,0_NEXN,0_NFAT5,0_NFIB,0_NFS1,0_NGB,0_NGEF,0_NHEJ1,0_NLGN1,0_NME5,0_NNT,0_NOMO1,0_NOP10,0_NOTCH3,0_NPC1,0_NPHP1,0_NPTN,0_NQO2,0_NR2C2AP,0_NR3C1,0_NR3C2,0_NRBP1,0_NRP2,0_NSL1,0_NSMCE1,0_NT5E,0_NTN1,0_NUCB1,0_NXPH2,0_OGDHL,0_OSBPL9,0_OTP,0_OXER1,0_OXNAD1,0_P2RX4,0_P2RY1,0_P4HA2,0_P4HA3,0_PABPC5,0_PADI1,0_PAFAH2,0_PAGE4,0_PAIP2,0_PANK3,0_PAPOLG,0_PAQR7,0_PARP1,0_PCDH10,0_PCDHGA6,0_PCDHGA9,0_PCDHGB2,0_PCDHGB3,0_PCDHGB6,0_PCDHGB7,0_PCDHGC3,0_PCMTD2,0_PCYOX1,0_PDCD4,0_PDE12,0_PDE3A,0_PDE9A,0_PDHA1,0_PDIA6,0_PDK1,0_PDLIM1,0_PDSS2,0_PDZD11,0_PDZK1,0_PDZK1IP1,0_PEBP1,0_PECR,0_PEG3,0_PELI1,0_PER2,0_PEX16,0_PEX26,0_PEX6,0_PGAM1,0_PGAP3,0_PHB,0_PHLDA3,0_PHPT1,0_PI16,0_PI4KA,0_PIK3CB,0_PILRB,0_PIN1,0_PIP5K1A,0_PIR,0_PIWIL4,0_PKD1,0_PKP4,0_PLAU,0_PLCE1,0_PLCG2,0_PLCXD1,0_PLEC,0_PLEK2,0_PLEKHA1,0_PLEKHA2,0_PLEKHG1,0_PLOD2,0_PLTP,0_PLXNA2,0_PM20D2,0_PML,0_PMPCA,0_PNKD,0_PNKP,0_PNN,0_PNPLA4,0_PNPT1,0_POFUT1,0_POLA1,0_POLD1,0_POLR2C,0_POR,0_POU2F1,0_PPARA,0_PPID,0_PPIL4,0_PPM1B,0_PPP1R12A,0_PPP2R2A,0_PPP2R2B,0_PPP2R2C,0_PPP2R3C,0_PRAM1,0_PRCC,0_PRDX2,0_PREX2,0_PRKG1,0_PRMT7,0_PROM1,0_PSENEN,0_PSMA4,0_PSMB2,0_PSMF1,0_PTEN,0_PTER,0_PTGR1,0_PTHLH,0_PTMA,0_PTPN12,0_PTPRM,0_PUS10,0_PUS7,0_PYGL,0_RAB11FIP4,0_RAB31,0_RAB32,0_RAB34,0_RAB5A,0_RABGGTA,0_RADIL,0_RALA,0_RANBP1,0_RANBP3L,0_RAP1GAP2,0_RAP1GDS1,0_RAPGEF4,0_RAPH1,0_RBBP4,0_RBBP8,0_RBKS,0_RBM15,0_RBP5,0_RCOR3,0_REEP6,0_RELL1,0_REM1,0_REN,0_RFC1,0_RFC4,0_RFFL,0_RGL1,0_RGPD4,0_RIC3,0_RILPL1,0_RIOK1,0_RIT1,0_RNASEL,0_RNF115,0_RNF181,0_ROCK1,0_RPA4,0_RPL21,0_RPL28,0_RPL7,0_RPS28,0_RPS6KA1,0_RPS6KA2,0_RPS6KB2,0_RUVBL2,0_S100A1,0_S1PR1,0_S1PR2,0_SAA4,0_SACM1L,0_SAMD4A,0_SAR1A,0_SARS2,0_SBDS,0_SBNO2,0_SCAMP4,0_SCAP,0_SCARA5,0_SCARB1,0_SCARB2,0_SCGN,0_SCN7A,0_SCP2,0_SCRN3,0_SDC4,0_SDCBP2,0_SDHD,0_SEC14L2,0_SENP2,0_SERINC2,0_SERPINA4,0_SERPINC1,0_SERPINH1,0_SETD2,0_SETDB2,0_SFXN4,0_SGSM1,0_SH2D4A,0_SH3BGRL2,0_SH3GLB1,0_SH3RF3,0_SHPRH,0_SIK2,0_SIM2,0_SIRPA,0_SIRT6,0_SIRT7,0_SLC10A1,0_SLC12A2,0_SLC12A7,0_SLC13A3,0_SLC16A1,0_SLC16A4,0_SLC17A4,0_SLC1A1,0_SLC1A4,0_SLC22A23,0_SLC22A3,0_SLC25A10,0_SLC25A12,0_SLC25A38,0_SLC25A42,0_SLC25A46,0_SLC26A11,0_SLC26A2,0_SLC26A6,0_SLC27A2,0_SLC27A4,0_SLC2A2,0_SLC2A5,0_SLC35B3,0_SLC43A1,0_SLC43A2,0_SLC9A2,0_SLTM,0_SMAD2,0_SMAGP,0_SMC2,0_SMC3,0_SMYD3,0_SNAI1,0_SNAP29,0_SNAP47,0_SNAPC2,0_SNN,0_SNRNP40,0_SNRPB,0_SNX10,0_SNX15,0_SNX33,0_SORBS1,0_SORCS1,0_SOX30,0_SP3,0_SPAG5,0_SPATA18,0_SPNS1,0_SPOCK2,0_SPPL2A,0_SPRED2,0_SPTBN2,0_SQLE,0_SQSTM1,0_SRBD1,0_SRPX2,0_SS18,0_SS18L1,0_SSBP2,0_SSR1,0_SSU72,0_ST6GALNAC6,0_ST8SIA5,0_STAM2,0_STARD13,0_STBD1,0_STC2,0_STK11,0_STOM,0_STRADB,0_STX12,0_STX18,0_SUMO3,0_SUMO4,0_SUSD2,0_SYNGR1,0_SYNGR3,0_SYS1,0_SYTL2,0_TACC2,0_TACC3,0_TAF10,0_TAF8,0_TARDBP,0_TATDN2,0_TAX1BP3,0_TBC1D1,0_TBC1D14,0_TBC1D4,0_TBC1D9B,0_TBX2,0_TCEA3,0_TCFL5,0_TDG,0_TEK,0_TFAM,0_TFAP4,0_TFEC,0_TFPT,0_TGFA,0_TGFBI,0_TGS1,0_THOC3,0_TIFA,0_TIGD1,0_TIMM17B,0_TIMM44,0_TIMM8A,0_TIMP2,0_TIPRL,0_TM4SF18,0_TMCC3,0_TMED7-TICAM2,0_TMEM106C,0_TMEM115,0_TMEM116,0_TMEM165,0_TMEM175,0_TMEM176B,0_TMEM201,0_TMEM45B,0_TMEM50B,0_TMEM72,0_TNFAIP8L3,0_TNFRSF10B,0_TNS1,0_TOE1,0_TOMM5,0_TOP3A,0_TOPBP1,0_TOPORS,0_TP53BP2,0_TP53I3,0_TPCN2,0_TPD52L1,0_TPM2,0_TPM4,0_TPX2,0_TRAF3IP1,0_TRAK1,0_TRIB2,0_TRIM21,0_TRIM25,0_TRIM26,0_TRIM38,0_TRIM69,0_TRIP6,0_TRPC1,0_TSHR,0_TSKU,0_TSTD1,0_TTC21B,0_TTC4,0_TTF1,0_TTLL11,0_TTR,0_TUBA1A,0_TUBB6,0_TUBG1,0_TWF1,0_TXN,0_TXNDC17,0_TXNDC5,0_TXNRD1,0_TYW3,0_UBA5,0_UBC,0_UBE2E3,0_UBE2L3,0_UBE2N,0_UBE2Z,0_UBXN4,0_UCN,0_UFC1,0_UGT1A6,0_UNC5B,0_UPK3B,0_UQCRC2,0_UQCRFS1,0_UROC1,0_USO1,0_USP10,0_USP14,0_USP25,0_VAPB,0_VASP,0_VDAC1,0_VHL,0_VIM,0_VIPR1,0_VIPR2,0_VPS11,0_VRK3,0_VSIG2,0_VWF,0_WBP4,0_WDFY1,0_WDR17,0_WDR31,0_WDR77,0_WDR90,0_WNK4,0_WRNIP1,0_WSCD2,0_WWP1,0_XK,0_XPC,0_XPNPEP1,0_XPNPEP3,0_YBX1,0_YIPF2,0_YIPF4,0_YME1L1,0_YWHAE,0_ZBTB17,0_ZBTB37,0_ZBTB42,0_ZCCHC17,0_ZDHHC3,0_ZFAND2A,0_ZFPM2,0_ZKSCAN4,0_ZMIZ2,0_ZNF207,0_ZNF234,0_ZNF317,0_ZNF343,0_ZNF346,0_ZNF384,0_ZNF433,0_ZNF436,0_ZNF44,0_ZNF608,0_ZNF689,0_ZNHIT3,0_ZNHIT6
0,0,0,0,80,15,0,0,0,10,0,0,32,0,0,9,0,25,0,0,2,0,49,0,0,9,0,30,0,0,0,0,0,5,137,0,0,36,4,0,38,0,0,0,0,0,0,0,93,0,46,0,0,0,0,21,0,25,24,0,0,0,0,0,0,0,0,0,0,0,0,39,55,2,0,0,0,7,0,17,16,8,0,0,0,0,0,0,0,0,0,25,0,9,0,0,18,0,0,64,0,0,0,23,0,0,0,43,3,0,0,0,25,0,0,1,0,39,2,0,0,18,0,26,0,36,10,0,0,8,0,0,64,8,10,0,0,0,0,0,28,0,3,6,0,0,13,0,48,0,0,8,0,0,0,0,10,15,54,1,0,35,20,0,0,0,0,0,0,0,10,0,0,6,12,0,33,171,0,0,0,95,119,12,81,0,74,11,0,0,0,96,18,0,12,0,0,44,69,0,0,24,53,36,14,0,0,2,0,0,76,13,0,0,12,0,0,8,0,0,0,31,9,59,0,0,0,72,64,0,0,130,31,5,4,0,0,0,0,27,0,0,0,0,4,20,0,0,0,0,26,0,0,29,0,0,4,16,16,26,14,14,0,0,8,0,0,60,0,0,31,0,0,0,35,3,0,0,37,0,17,0,0,0,66,0,10,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,7,0,0,0,15,4,10,0,0,0,0,0,67,0,0,0,0,0,19,13,0,11,0,0,21,0,27,39,0,12,0,35,0,0,0,0,0,27,38,0,0,0,0,0,0,0,57,0,34,0,6,0,0,0,0,53,0,0,0,0,0,0,0,1,3,0,0,0,0,2,45,0,0,0,28,26,0,0,49,15,0,27,0,16,0,12,0,0,26,0,0,0,0,0,0,0,0,0,15,0,0,18,16,0,0,7,0,0,47,0,0,0,0,57,0,25,0,0,23,0,0,0,140,7,35,9,0,33,0,41,3,0,37,0,0,0,0,1,82,55,2,0,0,98,0,11,0,0,0,0,0,0,8,0,8,45,0,0,26,0,0,29,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,80,31,38,0,0,0,37,0,0,0,41,0,16,28,9,0,0,0,16,0,0,0,12,1,0,0,21,0,1,0,41,0,69,0,5,50,51,1,2,0,0,20,0,0,0,10,43,0,0,0,5,0,7,0,0,0,8,0,0,0,0,0,0,33,79,6,60,39,20,23,0,0,65,0,0,0,0,0,0,9,0,22,33,0,0,0,6,0,26,0,0,3,0,0,0,0,0,0,0,0,80,35,32,16,4,12,0,10,0,0,35,1,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,25,32,0,0,0,0,0,0,0,0,0,0,7,3,0,41,0,0,1,30,23,59,25,0,0,0,0,0,0,0,87,0,0,0,0,0,66,0,0,0,0,0,50,0,0,4,0,0,38,0,0,0,0,26,0,0,0,52,0,0,0,0,115,0,0,0,0,0,16,18,1,0,27,0,0,53,23,0,13,0,18,54,0,55,2,0,36,89,0,0,2,13,0,0,18,0,0,0,6,29,31,0,0,0,0,16,0,34,0,75,0,0,0,20,0,0,0,0,0,2,0,0,0,59,24,0,0,0,1,0,0,7,0,31,0,0,0,0,0,0,0,0,23,0,0,13,0,18,21,0,43,0,0,0,57,4,79,5,3,19,0,16,0,2,0,0,0,0,0,28,0,38,77,0,0,0,0,0,0,0,13,0,0,0,0,143,51,25,22,115,0,0,0,0,0,0,9,0,0,9,10,0,72,4,0,0,0,0,3,0,0,0,27,19,0,0,48,51,0,0,0,0,0,0,0,42,0,0,53,0,0,6,0,0,0,12,0,29,22,58,0,0,0,0,0,21,0,5,0,0,36,65,0,0,0,0,40,0,0,0,18,0,0,61,0,0,0,0,0,0,39,30,50,0,25,20,0,0,0,27,18,0,0,142,0,0,0,0,0,0,74,0,20,0,0,0,88,0,0,0,0,102,35,8,36,22,0,42,0,0,0,6,0,0,5,7,0,11,0,0,0,21,169,0,0,0,0,9,0,96,17,0,0,0,76,38,0,19,0,0,24,0,33,0,0,0,0,0,7,0,0,61,0,0,0,0,25,0,26,4,8,0,0,0,0,0,0,0,0,0,0,59,13,26,2,0,27,0,14,36,44,19,0,0,0,91,0,0,0,0,11,0,19,41,0,78,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,4,0,0,85,27,0,133,18,0,0,0,0,0,0,0,0,0,36,0,0,0,3,12,0,11,0,63,15,4,0,0,3,0,10,0,0,0,25,0,0,0,0,6,0,0,12,0,0,123,23,0,0,21,36,22,17,0,0,0,52,0,0,0,0,35,8,10,0,0,0,0,5,0,0,0,2,0,0,21,24,0,0,31,0,9,0,0,17,1,80,0,0,0,0
100,2,0,0,10,0,0,0,5,0,0,1,0,0,4,0,0,0,1,1,0,3,0,0,0,0,1,0,4,0,139,0,0,0,27,0,0,0,0,1,0,8,0,2,1,3,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,38,1,0,0,3,0,15,0,4,0,2,0,0,1,0,0,0,0,1,0,2,0,0,0,11,0,0,0,1,0,0,1,3,4,1,0,0,0,0,0,1,0,0,13,14,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,17,0,0,1,0,0,0,0,0,5,0,0,0,0,1,2,0,2,1,0,9,0,1,0,0,0,284,1,0,0,0,79,1,153,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,2,7,0,2,0,0,2,0,0,0,0,0,1,0,14,0,0,2,20,0,0,0,264,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,5,0,0,0,1,2,0,0,4,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,9,0,0,0,0,108,9,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,2,0,0,0,0,0,0,12,4,0,0,0,0,2,0,0,0,1,2,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,1,0,0,0,0,0,1,1,0,33,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,245,0,0,18,3,2,0,0,0,0,0,0,0,7,0,0,0,2,1,0,1,0,0,1,0,0,0,1,2,51,0,0,0,0,10,0,12,2,0,0,1,0,0,0,3,0,2,0,0,11,1,0,0,0,6,0,2,4,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,1,4,0,1,1,15,0,0,1,0,0,15,0,5,0,0,0,0,0,0,4,2,0,0,0,0,0,0,3,0,0,4,13,6,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,73,0,0,0,0,1,3,0,1,0,0,0,0,1,0,0,1,1,15,0,29,0,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,3,0,0,0,1,0,11,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,6,0,0,0,2,1,0,0,19,1,0,0,1,0,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,92,0,20,0,0,28,1,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,177,0,0,0,0,0,7,0,37,0,1,0,6,0,2,0,2,0,0,0,13,0,0,1,1,0,15,0,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,1,0,2,14,1,0,2,4,0,0,0,1,0,0,6,17,1,13,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,1,0,63,0,9,0,1,0,0,0,0,1,0,0,0,0,81,7,0,0,0,1,2,6,0,0,0,1,10,0,0,0,0,0,21,0,0,1,4,0,0,0,0,0,0,4,0,0,22,0,1,3,1,1,0,0,3,3,0,4,0,0,0,0,2,0,0,0,92,0,1,1,0,0,11,15,0,0,0,0,24,0,1,0,1,0,0,0,0,0,0,0,0,8,0,1,0,2,0,0,0,0,15,0,0,0,0,0,0,0,47,0,0,27,0,0,0,0,0,1,16,4,0,0,0,0,24,1,0,0,6,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,5,0,412,2,2,0,2,15,0,0,0,4,0,0,17,428,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,8,0,0,4,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,2,1,2,0,0,2,0,0,5,1,0,0,1,2,0,0,5,1,0,1,0,278,0,0,0,2,0,0,0,0,0,0,0,1,54,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,322,2,1,3,1,0,0,0,3,2,0,0,0,0,2,3,1,0,0,0,1,2,0,1,0,0,0,0,0,1,1,0,0,0,28,0,0,1,0,0,0,0,2,0,0,0
