gen,evals,gen_feats,explored,type svm balanced accuracy_min,type svm balanced accuracy_avg,type svm balanced accuracy_max,type svm balanced accuracy_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std
0,500,418,418,0.2,0.8028445892303917,0.9287510778066288,0.15919016257586488,0.14002800840280097,0.27205845980754867,1.0,0.1808675558477396
1,535,637,638,0.2,0.8170185519419543,0.932617554039928,0.12369521209480533,0.13483997249264842,0.2771085157036813,1.0,0.13686266462642652
2,539,708,875,0.2,0.825962734410545,0.9386870070961144,0.11557659431042543,0.13483997249264842,0.28284597965048974,1.0,0.13514131259842233
3,534,734,1084,0.2,0.8385448985494395,0.9386870070961144,0.1104998844737804,0.13018891098082386,0.27867997833145347,1.0,0.134956710835998
4,541,725,1275,0.2,0.8480027337795655,0.9386870070961144,0.10485014202964699,0.12403473458920845,0.2762705544488116,1.0,0.13409418461268668
5,547,742,1476,0.2,0.8493163263802381,0.9393080891652474,0.10467542137658781,0.12403473458920845,0.28253029877767216,1.0,0.13576716199704514
6,534,796,1669,0.2,0.8561957774911821,0.9393080891652474,0.10068688677477991,0.12403473458920845,0.27924744268132157,1.0,0.13526784177596668
7,542,791,1839,0.2,0.8603897417825127,0.9393080891652474,0.09888750060009942,0.12403473458920845,0.27799970741664287,1.0,0.13622750811070253
8,550,789,1995,0.2,0.8634802960233774,0.9393080891652474,0.09706788083841976,0.12403473458920845,0.27838617419160716,1.0,0.13610938750512538
9,549,792,2151,0.2,0.8655909136573041,0.9405215519213135,0.09546725779325713,0.12309149097933274,0.2798681259458515,1.0,0.1357717502555919
10,555,820,2314,0.2,0.864473838632371,0.9405215519213135,0.09618873440484946,0.12309149097933274,0.2867384161377685,1.0,0.13542928060189074
11,556,808,2451,0.2,0.8630004596670255,0.9405215519213135,0.09685856447463254,0.12309149097933274,0.29364605244766184,1.0,0.13594182273808467
12,553,818,2577,0.2,0.8647241424353855,0.9405215519213135,0.09602128825389104,0.12309149097933274,0.2954114652670911,1.0,0.1343145224010961
13,567,851,2722,0.2,0.8654069817306286,0.9405215519213135,0.09744107755668409,0.12309149097933274,0.29601567837923076,1.0,0.13671097556548523
14,548,848,2851,0.2,0.8673784308401952,0.9461174548176416,0.09748434520598384,0.12309149097933274,0.29626644763884513,1.0,0.137957405871624
15,550,865,2989,0.2,0.8710048174578711,0.9461174548176416,0.09501161021467526,0.12216944435630522,0.29388598607003996,1.0,0.1364682528187666
16,537,891,3128,0.2,0.8722238261095943,0.9461174548176416,0.09506832172539711,0.12309149097933274,0.29366158131341236,1.0,0.13664101003523885
17,551,841,3231,0.2,0.874892471510316,0.9461174548176416,0.0942072722652204,0.12309149097933274,0.2926186856080193,1.0,0.1366519148842371
18,542,831,3335,0.2,0.8770832840197363,0.9504652809045983,0.09319173055379087,0.12403473458920845,0.2918041017692616,1.0,0.13667336628224844
19,541,799,3435,0.2,0.8757842983059738,0.9504652809045983,0.09493461696668237,0.13736056394868904,0.29639546858702354,1.0,0.13788097835945481
20,558,815,3525,0.2,0.8790936329829151,0.9504652809045983,0.09244182529530245,0.13483997249264842,0.29319168016776975,1.0,0.13633400243660476
21,564,806,3613,0.2,0.8743867917985817,0.9504652809045983,0.09620471405403357,0.13736056394868904,0.3041883701580526,1.0,0.13856665852633632
22,547,829,3710,0.2,0.8782266107964053,0.9504652809045983,0.09322270655559459,0.13736056394868904,0.301557645392087,1.0,0.13600634711775716
23,556,781,3779,0.2,0.8768432873962445,0.9504652809045983,0.0945665030454994,0.13736056394868904,0.30690568588467326,1.0,0.1370321728773001
24,555,809,3868,0.2,0.8779745028668513,0.9504652809045983,0.09418605899405146,0.1386750490563073,0.3064306548951196,1.0,0.13764109009031036
25,546,783,3934,0.2,0.8803085947625028,0.9504652809045983,0.0929428898370304,0.13483997249264842,0.30338083736143,1.0,0.13879877693296885
26,550,789,4013,0.2,0.8829933046510434,0.9504652809045983,0.09063457776291581,0.13483997249264842,0.30051769670986356,1.0,0.13821735214335396
27,555,835,4087,0.2,0.8842191752764231,0.9504652809045983,0.09006589989368975,0.1386750490563073,0.2989530659953316,1.0,0.13936979894696264
28,563,824,4170,0.2,0.8846543286569595,0.9504652809045983,0.09141003646918505,0.1386750490563073,0.2981133549546707,1.0,0.1414445526341123
29,546,843,4246,0.2,0.8869650373939362,0.952976782307914,0.08987715990851,0.12598815766974242,0.295096028642223,1.0,0.14137753905282194
30,548,848,4314,0.2,0.8877693786992572,0.952976782307914,0.0899092913009472,0.13483997249264842,0.2947911785792946,1.0,0.14177210184773462
31,540,807,4364,0.2,0.8911735063788729,0.9535959773543536,0.08823781146943964,0.13483997249264842,0.2887618896202501,1.0,0.1408113945234017
32,563,838,4432,0.2,0.889182825346445,0.9535959773543536,0.09012420451453408,0.1386750490563073,0.2945851304098504,1.0,0.14142003176882517
33,540,856,4502,0.2,0.8906559584004975,0.9535959773543536,0.08992900491699994,0.1386750490563073,0.2914935655634535,1.0,0.1417203320104599
34,544,849,4560,0.2,0.8923998047822741,0.9535959773543536,0.08729065497882865,0.1386750490563073,0.2924087578230854,1.0,0.13781557927828852
35,560,822,4606,0.2,0.8934914310592057,0.9535959773543536,0.08675279239006392,0.1386750490563073,0.2911219557809779,1.0,0.13826466411378505
