gen,evals,gen_feats,explored,type naive Bayes balanced accuracy_min,type naive Bayes balanced accuracy_avg,type naive Bayes balanced accuracy_max,type naive Bayes balanced accuracy_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std,survival SKSurv Cox model concordance index_min,survival SKSurv Cox model concordance index_avg,survival SKSurv Cox model concordance index_max,survival SKSurv Cox model concordance index_std
0,500,410,410,0.25,0.783732784866693,0.9310990122670919,0.13390026013133283,0.14002800840280097,0.2596165690451403,1.0,0.14476557006842353,0.4541703752347533,0.7168148160782115,0.8074827747339325,0.05917360494719241
1,612,657,663,0.25,0.7611997713114868,0.9264261150708302,0.15348636170052896,0.14002800840280097,0.3056834745197227,1.0,0.14908476841409288,0.4714577459075728,0.7184043410574666,0.8152942609926145,0.06116670088519597
2,675,659,865,0.25,0.7565166558430771,0.9264261150708302,0.15297243770217336,0.14002800840280097,0.32253152441463057,1.0,0.15203066486905484,0.4714577459075728,0.7214896343202917,0.8152942609926145,0.05914233395778385
3,672,728,1103,0.25,0.7570336482890693,0.9264261150708302,0.14544306580354316,0.14002800840280097,0.33419856144593507,1.0,0.15577890677542366,0.4714577459075728,0.7270467127523325,0.8131865771729201,0.06130259082691966
4,661,731,1316,0.25,0.7634242895813843,0.9264261150708302,0.1393286732934827,0.1414213562373095,0.33564408008329566,1.0,0.15296782506740517,0.4714577459075728,0.7279246845353284,0.8194574283631549,0.060705690350102856
5,654,725,1505,0.25,0.7471137804654573,0.9272001088788797,0.1447036491138349,0.14285714285714285,0.3565271435162488,1.0,0.15362136077733787,0.4714577459075728,0.7281599461918313,0.8194574283631549,0.05956846217405139
6,654,732,1683,0.25,0.7503184731344579,0.9272001088788797,0.14122681904313714,0.14285714285714285,0.36026717609633896,1.0,0.1528475305623371,0.47978129211196485,0.7305830610816687,0.8194574283631549,0.05816667137493779
7,649,737,1839,0.25,0.7641826702545259,0.9272001088788797,0.1240135713284395,0.14285714285714285,0.34884067838823357,1.0,0.14110020516401472,0.4913544864414068,0.7356536965050181,0.8194574283631549,0.05615586849521646
8,642,760,1993,0.25,0.7635416244171604,0.9272001088788797,0.12777522354759271,0.14433756729740643,0.356551366300792,1.0,0.14285819940387282,0.4913544864414068,0.7334983381271217,0.8213984968786262,0.05581608235971886
9,652,768,2160,0.25,0.7724200222472987,0.9272001088788797,0.12361503623004576,0.14433756729740643,0.35187544886768796,1.0,0.1434078589824676,0.4913544864414068,0.7335776167920549,0.8213984968786262,0.05757805269819415
10,657,753,2297,0.25,0.7618093173422837,0.921876349599795,0.1247378281225275,0.14433756729740643,0.36878261059576145,1.0,0.1449510769533181,0.462217170526086,0.729854492047298,0.8213984968786262,0.059628253498505195
11,648,774,2442,0.25,0.7612481116051383,0.921876349599795,0.12142315307424137,0.14433756729740643,0.36880215200524896,1.0,0.1424915027149211,0.4736423499286854,0.7321401423704186,0.8213984968786262,0.061411554824595524
12,664,775,2608,0.25,0.7693142077293288,0.921876349599795,0.1242692966058362,0.14433756729740643,0.36060041448798047,1.0,0.14601527007083495,0.4736423499286854,0.7345010619830356,0.8213984968786262,0.058931696311966576
13,645,781,2748,0.25,0.7673815426722692,0.9221724176362353,0.12359119853045478,0.14285714285714285,0.3668427605166717,1.0,0.14826003162141985,0.4736423499286854,0.7345383112006997,0.8213984968786262,0.059449978575943134
14,662,764,2871,0.25,0.7673665987781133,0.9221724176362353,0.12409624127433871,0.14744195615489714,0.3744472488134416,1.0,0.14411866034300394,0.4736423499286854,0.7296076923641649,0.8213984968786262,0.06070905715705202
15,641,791,2983,0.25,0.7612198294052276,0.9279597694682618,0.13013834952611675,0.1414213562373095,0.3856325220170864,1.0,0.14793217587005453,0.4736423499286854,0.7279415007447692,0.8213984968786262,0.060134512972805115
16,648,772,3098,0.25,0.7632226475035552,0.9279597694682618,0.13206091634516814,0.1414213562373095,0.3784641829590009,1.0,0.15223457841958318,0.497675933899205,0.7318948442952737,0.8213984968786262,0.06016534266425984
17,645,776,3201,0.25,0.7613691249074368,0.9279597694682618,0.13232385759946796,0.1414213562373095,0.3785466007615579,1.0,0.1530906441636932,0.497675933899205,0.7320727785358624,0.8220744787382389,0.06207757988025008
18,644,801,3326,0.25,0.7658481452547133,0.9279597694682618,0.13237471573360365,0.14433756729740643,0.3716538832615834,1.0,0.15468782871466003,0.497675933899205,0.7344348379395911,0.8220744787382389,0.0603323101387574
19,625,745,3411,0.25,0.7738917017361681,0.9224042139127062,0.12863381244013514,0.15075567228888181,0.3653482660527886,1.0,0.1519682544625044,0.5,0.73524229402108,0.8213984968786262,0.05826937257672714
20,654,757,3511,0.25,0.764770742283906,0.9224042139127062,0.13053080016726462,0.14002800840280097,0.3759048183727932,1.0,0.1495658406545784,0.462217170526086,0.7353854248390305,0.8213984968786262,0.05944130582905055
21,624,793,3610,0.25,0.7561570312073018,0.9271857756602122,0.13746303747744715,0.14002800840280097,0.38591276575467975,1.0,0.1526249355293198,0.5,0.7328350047236931,0.8213984968786262,0.06014930440090365
22,618,808,3706,0.25,0.7646006650613463,0.9271857756602122,0.13425907423113376,0.14002800840280097,0.3774665787605128,1.0,0.15336338128947175,0.5,0.7352397780131976,0.8214993285319031,0.06010173653936249
23,621,793,3803,0.25,0.7701331917693568,0.9271857756602122,0.12806225787424624,0.14002800840280097,0.3754528733566277,1.0,0.14598248912059925,0.5,0.7383854365850234,0.8234388014754462,0.05847503443377036
24,643,803,3887,0.25,0.7723958446525575,0.9279597694682618,0.1298185412206947,0.1386750490563073,0.37291452480636444,1.0,0.15126304135920016,0.5,0.7372407250119527,0.8234388014754462,0.05906170436217414
25,638,843,3977,0.25,0.771866980175685,0.9279597694682618,0.13023765235105159,0.1386750490563073,0.37258207126084203,1.0,0.1509719746239006,0.5,0.7403246830143563,0.8230764664043456,0.05880192146289465
26,645,811,4064,0.25,0.7650500361143527,0.9279597694682618,0.1379745558954957,0.1386750490563073,0.3802514919595625,1.0,0.1575366036639699,0.5,0.7364465625766982,0.8278792770975993,0.06098886777277815
27,640,816,4142,0.25,0.762501989022094,0.9279597694682618,0.1386542709505084,0.1386750490563073,0.38826822317594745,1.0,0.15957084894648854,0.5,0.7331584649961636,0.8278792770975993,0.06247948529002372
28,644,813,4206,0.25,0.7724528347623686,0.9279597694682618,0.1302944095376567,0.14002800840280097,0.3769673922130439,1.0,0.1528127183248193,0.5,0.7381442600930178,0.8278792770975993,0.06044490162236785
29,638,795,4271,0.25,0.7686811777779922,0.9279597694682618,0.1279991916264339,0.14002800840280097,0.38890829696520907,1.0,0.15059526009204108,0.5,0.7347564725748457,0.8242844991675495,0.06006420450894151
30,639,805,4332,0.25,0.7685450652469547,0.9279597694682618,0.1302255545678285,0.14002800840280097,0.3884658323635964,1.0,0.14876401953861013,0.5,0.7340500264839074,0.8242844991675495,0.060811530108092565
31,625,797,4397,0.25,0.7644057229996988,0.9279597694682618,0.13515865030587895,0.1414213562373095,0.3916729201788909,1.0,0.15152111049377448,0.5,0.7344480058087542,0.8254722945195447,0.06199616628436776
32,633,793,4466,0.25,0.7712115341419947,0.9279597694682618,0.13607823699946864,0.1414213562373095,0.3823517567037163,1.0,0.1548500926490713,0.48956387088626263,0.735370575071629,0.8253271820837619,0.06176816921716173
33,606,850,4523,0.25,0.7773856168963732,0.9279597694682618,0.12969456449763303,0.14744195615489714,0.3771954900361534,1.0,0.14923465023883556,0.48956387088626263,0.7395654700411943,0.8269480634725636,0.05867395167116114
34,619,792,4565,0.25,0.7748006303937106,0.9279597694682618,0.13590102488836447,0.14586499149789456,0.3803417043943207,1.0,0.15619988813977356,0.48956387088626263,0.735608699446956,0.8269480634725636,0.06154644291453931
35,618,832,4618,0.25,0.7705119609772093,0.9279597694682618,0.1327846289134983,0.14285714285714285,0.3804578760542029,1.0,0.15120564727607952,0.48956387088626263,0.739449772268617,0.8269480634725636,0.06107465233160643
36,629,848,4670,0.25,0.7748247994153119,0.9286250987250669,0.12563881149336747,0.14433756729740643,0.381489687886831,1.0,0.14852146617651787,0.48956387088626263,0.7381552262547837,0.8368073212633002,0.06028793667057489
37,652,830,4726,0.25,0.7749800513745422,0.9286250987250669,0.12456568868992118,0.14433756729740643,0.38162588178483486,1.0,0.14464781479140623,0.48956387088626263,0.7374821356988933,0.8333651449366969,0.062249447467455615
38,637,834,4766,0.25,0.7760237461514639,0.9286250987250669,0.12741254413762979,0.14002800840280097,0.38053325161864976,1.0,0.1487818488235953,0.48956387088626263,0.7371756142358049,0.8333468289974341,0.0608003983893596
