Optimizer,Objective,Fold0,Fold1,Fold2,Fold3,Fold4
NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,0.19999999999999998,0.3333333333333334,0.0,-0.3333333333333334,0.33333333333333337
NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.41880341880341887,-0.341991341991342,-0.42539682539682544,-0.17142857142857143,-0.4565217391304348
NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.6363636363636365,-0.463768115942029,-0.39031339031339035,-0.2681159420289855,-0.3684210526315789
NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.6638176638176639,-0.2962962962962963,-0.455026455026455,-0.36758893280632415,-0.5978835978835979
NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
Sw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.40666666666666657,-0.2105263157894737,-0.4761904761904762,-0.2205882352941176,-0.45263157894736844
Sw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
Sw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.5032679738562092,0.2424242424242424,0.1272727272727273,-0.411764705882353,-0.39999999999999997
Sw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
Sw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.1948051948051948,-0.08421052631578947,-0.3596059113300492,-0.36231884057971014,-0.2380952380952381
Sw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
SwT NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.3230769230769231,-0.48571428571428577,-0.17733990147783246,-0.5019762845849802,-0.43478260869565216
SwT NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
SwT NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.4502923976608187,-0.28063241106719367,-0.1341991341991342,-0.4502923976608187,-0.34502923976608185
SwT NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
SwT NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.645021645021645,-0.06521739130434782,-0.37999999999999995,-0.40259740259740256,-0.557312252964427
SwT NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
CSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.5335968379446641,-0.391304347826087,-0.2173913043478261,-0.5586206896551724,-0.5144927536231884
CSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
CSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.5263157894736842,-0.5731225296442688,-0.17647058823529413,-0.5238095238095238,-0.1515151515151515
CSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
CSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.4017094017094018,-0.6091954022988506,-0.0761904761904762,-0.6159420289855072,-0.543859649122807
CSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
LCSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.43333333333333324,-0.5866666666666666,-0.10144927536231883,-0.3533333333333333,-0.2813852813852814
LCSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
LCSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.5789473684210525,-0.34285714285714286,-0.40350877192982454,-0.43809523809523815,-0.2727272727272727
LCSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
LCSw NSGA3-CHS ANOVA 0.05,SKSurvCox_c-index,-0.4805194805194805,-0.37681159420289856,-0.10526315789473685,-0.39855072463768115,-0.41991341991341985
LCSw NSGA3-CHS ANOVA 0.05,root_leanness,,,,,
