1_hsa.miR.219a.1.3p,1_hsa.miR.301a.3p,1_hsa.miR.3170,1_hsa.miR.3678.5p,1_hsa.miR.3681.5p,1_hsa.miR.4661.5p,1_hsa.miR.373.3p,1_hsa.miR.512.3p,1_hsa.miR.522.3p,2_ABAT.18,2_ADAMTS15.170689,2_ADI1.55256,2_AK2.204,2_AKR1E2.83592,2_ALDH18A1.5832,2_ALDH1A1.216,2_ANO4.121601,2_AP3S2.10239,2_APOBEC3D.140564,2_ARHGDIB.397,2_ARHGEF37.389337,2_ARMC2.84071,2_ARPC1B.10095,2_ATP13A5.344905,2_ATP6V0E2.155066,2_B3GALT4.8705,2_B4GALT2.8704,2_BCDIN3D.144233,2_BCL3.602,2_BEND3.57673,2_BIN2.51411,2_BNIP2.663,2_BPHL.670,2_BRWD3.254065,2_BTN3A3.10384,2_C16orf53.79447,2_C17orf103.256302,2_C17orf44.284029,2_C1orf163.65260,2_C20orf135.140701,2_C6orf124.653483,2_C7orf64.84060,2_C8orf31.286122,2_C8orf42.157695,2_CAB39.51719,2_CAMK2G.818,2_CBLN2.147381,2_CCDC64.92558,2_CCL5.6352,2_CCNDBP1.23582,2_CD40LG.959,2_CELA3B.23436,2_CFLAR.8837,2_CHRAC1.54108,2_CHURC1.91612,2_CLC.1178,2_CLDN23.137075,2_CST3.1471,2_CTSW.1521,2_CXCL1.2919,2_CXCR3.2833,2_CYP4F11.57834,2_CYSLTR1.10800,2_DBP.1628,2_DFFA.1676,2_DGCR8.54487,2_DHX58.79132,2_DMRTC2.63946,2_DNAJC6.9829,2_DNASE2.1777,2_DOCK2.1794,2_DOCK7.85440,2_DRAM1.55332,2_DVL1.1855,2_EBNA1BP2.10969,2_EDARADD.128178,2_EIF2C2.27161,2_EIF4G3.8672,2_ENOSF1.55556,2_ESRRB.2103,2_EYA3.2140,2_F8.2157,2_FAM13B.51306,2_FAM160A1.729830,2_FAM179A.165186,2_FAM83B.222584,2_FCER1A.2205,2_FGF5.2250,2_FGL2.10875,2_FLJ22536.401237,2_FUZ.80199,2_FYB.2533,2_GALNT12.79695,2_GATAD1.57798,2_GCH1.2643,2_GIMAP2.26157,2_GJA1.2697,2_GLIS1.148979,2_GMEB1.10691,2_GNPNAT1.64841,2_GPBP1L1.60313,2_GRM5.2915,2_GRWD1.83743,2_GUSBP1.728411,2_GUSBP3.653188,2_GZMM.3004,2_HBP1.26959,2_HELB.92797,2_HIST1H2BA.255626,2_HMGA2.8091,2_HPVC1.3262,2_HSD3B7.80270,2_HTR3A.3359,2_IGFBP6.3489,2_IGFL1.374918,2_IL10RA.3587,2_IL16.3603,2_IL1A.3552,2_IL2RG.3561,2_INPP5D.3635,2_INTS8.55656,2_ITGA10.8515,2_ITGA7.3679,2_ITGB2.3689,2_ITPRIPL1.150771,2_KIAA1370.56204,2_KPNA6.23633,2_KRCC1.51315,2_KRT84.3890,2_LAIR1.3903,2_LAX1.54900,2_LEF1.51176,2_LILRA3.11026,2_LIME1.54923,2_LIPT2.387787,2_LOC100133161.100133161,2_LOC100287718.100287718,2_LOC145783.145783,2_LOC283999.283999,2_LOC285740.285740,2_LOC401010.401010,2_LPPR3.79948,2_LRRC1.55227,2_LRRC25.126364,2_LRRC41.10489,2_LUZP1.7798,2_LYSMD2.256586,2_MAGOH.4116,2_MAT2B.27430,2_MBD3L5.284428,2_MCHR2.84539,2_MEAF6.64769,2_MGAT1.4245,2_MGC2889.84789,2_MLLT11.10962,2_MRPS36.92259,2_MX2.4600,2_MYBPC2.4606,2_MYCL1.4610,2_NALCN.259232,2_NDUFAF1.51103,2_NFE2.4778,2_NINJ1.4814,2_NOX4.50507,2_NR1D1.9572,2_NR1H3.10062,2_NR6A1.2649,2_NT5DC2.64943,2_NUDT16P1.152195,2_OCEL1.79629,2_OR10A6.390093,2_OR2J2.26707,2_OR2M5.127059,2_OR6F1.343169,2_P2RY13.53829,2_PABPC1L2B.645974,2_PARS2.25973,2_PCBD2.84105,2_PEX11G.92960,2_PGPEP1.54858,2_PILRA.29992,2_PLA2G16.11145,2_PLEKHO2.80301,2_PMEPA1.56937,2_PNMA2.10687,2_POLD2.5425,2_POPDC2.64091,2_PRKACA.5566,2_PSCA.8000,2_PTBP1.5725,2_PTER.9317,2_PTPN6.5777,2_PTPRG.5793,2_RAB22A.57403,2_RAB3IP.117177,2_RAB5B.5869,2_RBBP4.5928,2_RCSD1.92241,2_RHOB.388,2_RILP.83547,2_RIPPLY2.134701,2_RPGRIP1L.23322,2_RPS8.6202,2_RYK.6259,2_SBDS.51119,2_SCGN.10590,2_SEPP1.6414,2_SEPT1.1731,2_SEPW1.6415,2_SIGLEC15.284266,2_SLC19A1.6573,2_SLC25A20.788,2_SLC2A6.11182,2_SLC2A7.155184,2_SLC35D2.11046,2_SLC5A3.6526,2_SLC7A4.6545,2_SLC9A5.6553,2_SMARCA4.6597,2_SMOC1.64093,2_SMOC2.64094,2_SNORA8.654320,2_SOCS6.9306,2_SOX11.6664,2_SPANXA2.728712,2_SPIN2B.474343,2_SQLE.6713,2_SRPK1.6732,2_SSR1.6745,2_STX11.8676,2_SULT1A2.6799,2_SYT16.83851,2_TAC1.6863,2_TARDBP.23435,2_TARP.445347,2_TAS2R10.50839,2_TFAP2D.83741,2_TIMD4.91937,2_TMEM176B.28959,2_TMEM65.157378,2_TMEM79.84283,2_TMSB15B.286527,2_TNFAIP8L2.79626,2_TOLLIP.54472,2_TOP2B.7155,2_TOR1AIP1.26092,2_TPSAB1.7177,2_TRIM22.10346,2_TRIM67.440730,2_TRIML1.339976,2_TRIP4.9325,2_TSPAN5.10098,2_TXNDC2.84203,2_UBD.10537,2_UBE2O.63893,2_UBE2R2.54926,2_UBR5.51366,2_UGT2B11.10720,2_USP48.84196,2_VAMP8.8673,2_VMAC.400673,2_VPS24.51652,2_VTN.7448,2_WDR43.23160,2_XPO5.57510,2_ZDHHC12.84885,2_ZNF295.49854,2_ZNF396.252884,2_ZNF697.90874,2_ZNF8.7554,2_ZNRF3.84133,2_ZW10.9183
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
