1_hsa.let.7e.3p,1_hsa.miR.1269a,1_hsa.miR.1306.5p,1_hsa.miR.210.3p,1_hsa.miR.33a.3p,1_hsa.miR.3648,1_hsa.miR.455.5p,1_hsa.miR.371a.5p,1_hsa.miR.498,1_hsa.miR.520e,2_A4GALT.53947,2_ABCD2.225,2_ABHD12B.145447,2_ACLY.47,2_ADAM15.8751,2_ADAMTS15.170689,2_ADIPOR1.51094,2_AG2.387763,2_AHRR.57491,2_ALAD.210,2_ALDH1A1.216,2_ALDH3A2.224,2_ALG6.29929,2_AMD1.262,2_ANKRD33.341405,2_ANKRD34B.340120,2_ANP32E.81611,2_APOL2.23780,2_ARHGAP20.57569,2_ARHGAP27.201176,2_ARHGEF35.445328,2_ASGR2.433,2_ASXL1.171023,2_ATP2B4.493,2_ATXN10.25814,2_AZIN1.51582,2_BTBD1.53339,2_C14orf39.317761,2_C17orf103.256302,2_C17orf44.284029,2_C20orf123.128506,2_C22orf41.644186,2_C6orf124.653483,2_C6orf204.387119,2_C7orf31.136895,2_C7orf64.84060,2_CA9.768,2_CASC2.255082,2_CASQ2.845,2_CBR4.84869,2_CCDC122.160857,2_CCDC23.374969,2_CCDC94.55702,2_CCNDBP1.23582,2_CD79B.974,2_CD96.10225,2_CDKN2AIPNL.91368,2_CELA3B.23436,2_CENPI.2491,2_CFP.5199,2_CLDN23.137075,2_CLEC10A.10462,2_CLSPN.63967,2_COL27A1.85301,2_COPB2.9276,2_CPA3.1359,2_CRHBP.1393,2_CTAGE4.100128553,2_CXCR6.10663,2_CYP2U1.113612,2_DBNDD2.55861,2_DCAF13.25879,2_DEGS2.123099,2_DHRS12.79758,2_DNASE1L3.1776,2_DUSP3.1845,2_EFHC1.114327,2_ELAVL2.1993,2_ENTPD1.953,2_EPHB6.2051,2_FAM109B.150368,2_FAM65B.9750,2_FANCE.2178,2_FCRLA.84824,2_FOLH1B.219595,2_FOXO3B.2310,2_FRG2.448831,2_FRG2B.441581,2_FRY.10129,2_FTSJD2.23070,2_GAL3ST4.79690,2_GALNT12.79695,2_GJA5.2702,2_GLMN.11146,2_GNL2.29889,2_GNLY.10578,2_GPR17.2840,2_GPR172A.79581,2_GSS.2937,2_GZMM.3004,2_HDAC2.3066,2_HMGCR.3156,2_HNRNPH1.3187,2_IARS.3376,2_IGFBP6.3489,2_IL1A.3552,2_IPO4.79711,2_ITK.3702,2_KAAG1.353219,2_KCNC1.3746,2_KCNK18.338567,2_KDELR1.10945,2_KDM1B.221656,2_KIAA0090.23065,2_KIAA0146.23514,2_KIAA1370.56204,2_KIAA1671.85379,2_KLHL26.55295,2_KPNA5.3841,2_LACE1.246269,2_LARGE.9215,2_LCE1A.353131,2_LOC100233209.100233209,2_LOC282997.282997,2_LOC284440.284440,2_LOC401431.401431,2_LOC646762.646762,2_LRRC1.55227,2_LRRC41.10489,2_LRRC4C.57689,2_LRRC69.100130742,2_LSM14A.26065,2_LTB.4050,2_MAGEA8.4107,2_MAN2B2.23324,2_MCHR2.84539,2_MCM10.55388,2_MDFI.4188,2_MEAF6.64769,2_MEI1.150365,2_METTL7A.25840,2_MIB1.57534,2_MKRN3.7681,2_MLLT4.4301,2_MORC4.79710,2_MRPL15.29088,2_MS4A6A.64231,2_MTDH.92140,2_MTF2.22823,2_MYH7B.57644,2_MYO1F.4542,2_NDST3.9348,2_NDUFAF1.51103,2_NETO1.81832,2_NFKBIL2.4796,2_NINJ1.4814,2_NTRK2.4915,2_NUDT13.25961,2_NYX.60506,2_ODZ1.10178,2_OR2M5.127059,2_OR9G4.283189,2_OSBPL9.114883,2_OSGEPL1.64172,2_PBOV1.59351,2_PBXIP1.57326,2_PCDHB2.56133,2_PDE4C.5143,2_PDZRN4.29951,2_PEX11B.8799,2_PEX11G.92960,2_PGRMC1.10857,2_PHF13.148479,2_PIK3C2B.5287,2_PLCG1.5335,2_PLEKHF1.79156,2_PMCHL1.5369,2_POU2AF1.5450,2_PPEF1.5475,2_PPL.5493,2_PPP1R11.6992,2_PPP1R14A.94274,2_PPP2R2B.5521,2_PREP.5550,2_PRKCDBP.112464,2_PTPN20B.26095,2_RAB8A.4218,2_RACGAP1.29127,2_RASGRP2.10235,2_RGS18.64407,2_RGS4.5999,2_RILP.83547,2_RMND5B.64777,2_RPL39.6170,2_RTN1.6252,2_SCFD2.152579,2_SCN4B.6330,2_SELP.6403,2_SERPINE1.5054,2_SERPING1.710,2_SFRS13A.10772,2_SIGLEC15.284266,2_SLC12A3.6559,2_SLC5A3.6526,2_SMOC2.64094,2_SMR3B.10879,2_SMYD2.56950,2_SNHG4.724102,2_SNORD17.692086,2_SOX6.55553,2_SP7.121340,2_SPATA20.64847,2_SPC25.57405,2_SPDYE4.388333,2_SPIC.121599,2_SPIN2B.474343,2_SQLE.6713,2_STIP1.10963,2_STRAP.11171,2_SUOX.6821,2_SYNCRIP.10492,2_SYNPO2.171024,2_TACR1.6869,2_TADA2B.93624,2_TARDBP.23435,2_TAS2R30.259293,2_TBC1D16.125058,2_TBC1D7.51256,2_TCP11.6954,2_TEKT3.64518,2_TERT.7015,2_TKT.7086,2_TLR7.51284,2_TMEM187.8269,2_TPSB2.64499,2_TRANK1.9881,2_TRIM47.91107,2_TRIM68.55128,2_TRIM69.140691,2_TTC30A.92104,2_TUBB4Q.56604,2_UNC93B1.81622,2_USP24.23358,2_USP45.85015,2_VASP.7408,2_WBSCR26.171022,2_WDR67.93594,2_WFDC10B.280664,2_WIF1.11197,2_XPO5.57510,2_XYLB.9942,2_ZC3H12A.80149,2_ZDHHC9.51114,2_ZFP64.55734,2_ZNF230.7773,2_ZNF280C.55609,2_ZNF329.79673,2_ZNF396.252884,2_ZNF496.84838
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
