1_hsa.miR.103a.2.5p,1_hsa.miR.106b.3p,1_hsa.miR.1287.3p,1_hsa.miR.138.1.3p,1_hsa.miR.155.3p,1_hsa.miR.17.5p,1_hsa.miR.21.3p,1_hsa.miR.301a.3p,1_hsa.miR.3170,1_hsa.miR.3605.3p,1_hsa.miR.3648,1_hsa.miR.3678.5p,1_hsa.miR.4662a.5p,1_hsa.miR.484,1_hsa.miR.491.3p,1_hsa.miR.548v,1_hsa.miR.590.5p,1_hsa.miR.629.5p,1_hsa.miR.498,2_ABCB1.5243,2_ABCB7.22,2_ABCC6P2.730013,2_ABCD1.215,2_ABHD12B.145447,2_ACLY.47,2_ADCY2.108,2_ADIPOR1.51094,2_AG2.387763,2_AGR2.10551,2_ALDH3A1.218,2_ALOX15.246,2_ALX4.60529,2_ANKRD29.147463,2_AP2A1.160,2_ARHGAP19.84986,2_ARL6IP1.23204,2_ARX.170302,2_ASB2.51676,2_ASNS.440,2_AZIN1.51582,2_B3GALT4.8705,2_BCL2L14.79370,2_BCL3.602,2_BCL7B.9275,2_BEND3.57673,2_BHLHE22.27319,2_BLMH.642,2_BNIP3.664,2_BRP44.25874,2_BTBD17.388419,2_BTN3A3.10384,2_C15orf42.90381,2_C16orf48.84080,2_C16orf54.283897,2_C17orf103.256302,2_C1orf230.284485,2_C1RL.51279,2_C22orf26.55267,2_C22orf41.644186,2_C22orf46.79640,2_C4orf26.152816,2_C5orf13.9315,2_CADM3.57863,2_CBX7.23492,2_CC2D1A.54862,2_CCDC122.160857,2_CCDC151.115948,2_CCDC41.51134,2_CCDC53.51019,2_CCDC69.26112,2_CCNA2.890,2_CCNDBP1.23582,2_CCNF.899,2_CD38.952,2_CD69.969,2_CDC25C.995,2_CDC40.51362,2_CDCA3.83461,2_CDCA4.55038,2_CDKN2AIPNL.91368,2_CDKN2B.1030,2_CELF2.10659,2_CEP78.84131,2_CKAP2L.150468,2_CLEC6A.93978,2_COL13A1.1305,2_COL9A3.1299,2_COQ10B.80219,2_CPSF6.11052,2_CPXM2.119587,2_CRH.1392,2_CSNK1E.1454,2_CTAGE4.100128553,2_CTAGE9.643854,2_CTDP1.9150,2_CXorf22.170063,2_CYP2R1.120227,2_DAZAP2.9802,2_DCLRE1B.64858,2_DEK.7913,2_DEPDC1.55635,2_DEPDC1B.55789,2_DFNB59.494513,2_DHCR24.1718,2_DHH.50846,2_DHRS12.79758,2_DHRS7B.25979,2_DHX58.79132,2_DLX1.1745,2_DLX2.1746,2_DNASE1L3.1776,2_DR1.1810,2_DSCR9.257203,2_DUSP3.1845,2_E2F3.1871,2_EDARADD.128178,2_EFEMP1.2202,2_EXOC6.54536,2_EXT2.2132,2_EYA4.2070,2_FCN1.2219,2_FGD3.89846,2_FHL5.9457,2_FOXI2.399823,2_FOXM1.2305,2_FUBP1.8880,2_FUT7.2529,2_FYB.2533,2_FZD9.8326,2_GALNT12.79695,2_GATAD2A.54815,2_GCET2.257144,2_GINS2.51659,2_GJA4.2701,2_GJA5.2702,2_GMEB1.10691,2_GMNN.51053,2_GPBAR1.151306,2_GPBP1L1.60313,2_GPR17.2840,2_GPR18.2841,2_GSDMC.56169,2_GSPT1.2935,2_HCST.10870,2_HDGFRP3.50810,2_HMGN2.3151,2_HNRNPH1.3187,2_HNRNPR.10236,2_HOXA13.3209,2_HSD11B1L.374875,2_HSP90B1.7184,2_IGF2BP1.10642,2_IKZF1.10320,2_IKZF2.22807,2_IL22RA1.58985,2_IL33.90865,2_IL7.3574,2_INA.9118,2_ITGA7.3679,2_KCNJ10.3766,2_KCNK7.10089,2_KDM1B.221656,2_KIAA0146.23514,2_KIF11.3832,2_KIF15.56992,2_KIF18B.146909,2_KIF20A.10112,2_KIF4A.24137,2_KLF2.10365,2_KLHL12.59349,2_KRTAP5.8.57830,2_LCP2.3937,2_LGALS8.3964,2_LIG1.3978,2_LOC284440.284440,2_LOC285548.285548,2_LOC341056.341056,2_LOC400804.400804,2_LOC440563.440563,2_LPCAT3.10162,2_LRTM2.654429,2_LZIC.84328,2_MAGEA3.4102,2_MAN2B2.23324,2_MCHR2.84539,2_MCM10.55388,2_MCOLN1.57192,2_MEI1.150365,2_MMP25.64386,2_MORC4.79710,2_MORN5.254956,2_MPEG1.219972,2_MRTO4.51154,2_MSH6.2956,2_NCRNA00167.440072,2_NCRNA00169.400508,2_NETO2.81831,2_NKAIN3.286183,2_NKX6.1.4825,2_NLRP10.338322,2_NME5.8382,2_NMI.9111,2_NMUR1.10316,2_NOC2L.26155,2_NOD1.10392,2_NRM.11270,2_NUDT13.25961,2_NUDT7.283927,2_OR2A7.401427,2_OR2A9P.441295,2_OR2M3.127062,2_OR4N2.390429,2_P4HA1.5033,2_PCOTH.542767,2_PEX11G.92960,2_PGRMC1.10857,2_PIK3C2B.5287,2_PLA2G16.11145,2_PLXNA1.5361,2_PMCHL1.5369,2_PNPLA2.57104,2_PODXL2.50512,2_POLD2.5425,2_PPIL1.51645,2_PPP1R14C.81706,2_PPP2R2B.5521,2_PRDM13.59336,2_PRKAG2.51422,2_PRKCDBP.112464,2_PRMT8.56341,2_PRPF4B.8899,2_PRPS1L1.221823,2_PRTG.283659,2_PTER.9317,2_RAB11B.9230,2_RAB5A.5868,2_RAB7L1.8934,2_RABL3.285282,2_RAD54B.25788,2_RASGRP2.10235,2_RASIP1.54922,2_RBMX.27316,2_RBPMS.11030,2_RELA.5970,2_REM1.28954,2_RIPPLY2.134701,2_RLIM.51132,2_RNASEH2C.84153,2_RNF8.9025,2_RPL21.6144,2_RPS8.6202,2_S1PR5.53637,2_SAMD9.54809,2_SBDSP1.155370,2_SERPING1.710,2_SFPQ.6421,2_SH3D20.201175,2_SLC25A24.29957,2_SLC37A1.54020,2_SLC39A2.29986,2_SLC5A6.8884,2_SLC9A9.285195,2_SMOC2.64094,2_SMPDL3B.27293,2_SMR3B.10879,2_SNORD115.26.100033802,2_SNX30.401548,2_SOX13.9580,2_SPAG5.10615,2_SPIC.121599,2_SPNS2.124976,2_SREBF2.6721,2_ST6GAL1.6480,2_STARD5.80765,2_STAT6.6778,2_TADA2B.93624,2_TAS2R30.259293,2_TFAP4.7023,2_THAP6.152815,2_THEMIS.387357,2_THOC2.57187,2_TIAL1.7073,2_TINAGL1.64129,2_TK1.7083,2_TMEM102.284114,2_TNF.7124,2_TNKS1BP1.85456,2_TPSB2.64499,2_TRA2B.6434,2_TRIM21.6737,2_TRIM69.140691,2_TSPAN9.10867,2_TSPYL2.64061,2_TXNIP.10628,2_UBASH3A.53347,2_UCN2.90226,2_UHRF1.29128,2_USP29.57663,2_VEGFB.7423,2_WDR4.10785,2_WHAMML1.339005,2_XCL2.6846,2_YTHDF2.51441,2_YWHAQ.10971,2_ZBTB33.10009,2_ZMAT1.84460,2_ZNF358.140467,2_ZNF490.57474,2_ZNF496.84838,2_ZNF703.80139,2_ZNF879.345462,2_ZNF883.169834
0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
