0_AURKA,0_CCDC102A,0_CLSTN2,0_FOXC1,0_FXYD1,0_IL20RB,0_MAG,0_MUC16,0_NXNL2,0_PCDHGA5,0_PTPRK,0_RGS14,0_SERPINB12,0_SH3TC2,0_SLC39A6
1,0,1,1,1,1,1,0,1,1,1,1,0,0,1
1,1,1,1,1,0,0,1,1,0,1,0,0,0,1
1,1,1,1,1,0,0,0,1,0,1,0,0,0,1
1,0,1,1,1,0,0,0,1,0,1,0,1,0,0
1,0,1,1,1,0,0,0,1,0,1,0,0,0,0
1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
