
OPTIMIZING ON FOLD NUMBER 0
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5893
Features active in total: 5893
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 64
Generations completed = 131
Generations completed = 194
Generations completed = 262
Generations completed = 331
Generations completed = 400
Generations completed = 469
   	     	         	        	            type naive Bayes balanced accuracy           	                 root leanness                  
   	     	         	        	---------------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max     	std      	min     	avg     	max	std     
0  	500  	428      	428     	0.2     	0.811297	0.915396	0.139864 	0.140028	0.245736	1  	0.143124
1  	525  	641      	651     	0.197523	0.799347	0.916008	0.146867 	0.133631	0.275686	1  	0.133982
2  	551  	667      	850     	0.2     	0.809406	0.920808	0.136909 	0.133631	0.282961	1  	0.137338
3  	554  	711      	1054    	0.2     	0.8196  	0.920808	0.12827  	0.133631	0.283281	1  	0.13721 
4  	538  	728      	1245    	0.2     	0.825322	0.92877 	0.123304 	0.133631	0.285604	1  	0.135849
5  	537  	775      	1451    	0.2     	0.831675	0.92877 	0.118253 	0.133631	0.2878  	1  	0.134622
6  	542  	772      	1629    	0.2     	0.839655	0.92877 	0.111603 	0.133631	0.285866	1  	0.134959
7  	561  	806      	1823    	0.2     	0.843156	0.93063 	0.109042 	0.133631	0.288012	1  	0.134755
8  	544  	798      	2003    	0.2     	0.845234	0.93063 	0.107842 	0.133631	0.290609	1  	0.134869
9  	546  	794      	2140    	0.2     	0.851106	0.93063 	0.106254 	0.13484 	0.287506	1  	0.134933
10 	550  	843      	2309    	0.2     	0.851301	0.934486	0.107865 	0.13484 	0.292809	1  	0.136101
11 	561  	825      	2470    	0.2     	0.853067	0.934486	0.105693 	0.142857	0.295722	1  	0.134474
12 	542  	824      	2617    	0.2     	0.852968	0.934486	0.105686 	0.142857	0.30123 	1  	0.135759
13 	527  	836      	2757    	0.2     	0.85582 	0.934486	0.10462  	0.142857	0.300977	1  	0.134996
14 	541  	842      	2895    	0.2     	0.858468	0.936201	0.103561 	0.141421	0.300666	1  	0.135502
15 	549  	842      	3032    	0.2     	0.856479	0.936201	0.105474 	0.141421	0.307278	1  	0.135344
16 	531  	876      	3178    	0.2     	0.858997	0.93682 	0.104838 	0.140028	0.306311	1  	0.135177
17 	546  	844      	3281    	0.2     	0.856833	0.938225	0.108167 	0.140028	0.311577	1  	0.136935
18 	533  	829      	3397    	0.2     	0.861075	0.938225	0.104486 	0.140028	0.309457	1  	0.134928
19 	544  	812      	3505    	0.2     	0.862569	0.938225	0.103606 	0.140028	0.308656	1  	0.135958
20 	535  	825      	3588    	0.2     	0.862897	0.938679	0.104112 	0.138675	0.309925	1  	0.138437
21 	539  	834      	3686    	0.2     	0.870084	0.938679	0.0986083	0.138675	0.300099	1  	0.137378
22 	555  	856      	3773    	0.2     	0.871425	0.938679	0.0981852	0.140028	0.299305	1  	0.137788
23 	560  	824      	3857    	0.2     	0.872854	0.938679	0.0975269	0.140028	0.298038	1  	0.138688
24 	549  	854      	3942    	0.2     	0.877039	0.938821	0.0950444	0.130189	0.29112 	1  	0.138125
25 	554  	853      	4027    	0.2     	0.878005	0.938821	0.094848 	0.130189	0.290605	1  	0.13848 
26 	543  	832      	4101    	0.2     	0.879498	0.938821	0.0947532	0.130189	0.290337	1  	0.137489
27 	571  	836      	4183    	0.2     	0.87676 	0.938821	0.0967318	0.130189	0.300131	1  	0.136287
28 	562  	816      	4245    	0.2     	0.876498	0.938821	0.0963702	0.128037	0.303502	1  	0.134794
29 	566  	838      	4316    	0.2     	0.875663	0.94069 	0.0985644	0.128037	0.304861	1  	0.13744 
30 	565  	790      	4375    	0.2     	0.875632	0.94069 	0.0981223	0.127   	0.306301	1  	0.138902
31 	546  	825      	4436    	0.2     	0.874475	0.94069 	0.101231 	0.125988	0.309114	1  	0.140221
32 	546  	839      	4503    	0.2     	0.877967	0.94069 	0.0979669	0.128037	0.30424 	1  	0.13898 
33 	553  	839      	4571    	0.2     	0.881009	0.94069 	0.0957365	0.128037	0.300015	1  	0.136789
34 	570  	815      	4623    	0.2     	0.8789  	0.941319	0.0983972	0.128037	0.30655 	1  	0.137259
35 	572  	814      	4677    	0.2     	0.877777	0.941319	0.099558 	0.128037	0.309185	1  	0.138114
36 	569  	810      	4721    	0.2     	0.876866	0.941319	0.0998166	0.128037	0.312983	1  	0.137188
37 	558  	809      	4767    	0.2     	0.874498	0.941319	0.102399 	0.128037	0.319267	1  	0.136877
38 	550  	821      	4808    	0.2     	0.875106	0.941319	0.101911 	0.128037	0.32194 	1  	0.134737
39 	553  	859      	4863    	0.2     	0.873881	0.941319	0.103983 	0.129099	0.323591	1  	0.13743 
40 	541  	875      	4900    	0.2     	0.874411	0.941319	0.103434 	0.127   	0.32249 	1  	0.138121
41 	540  	855      	4936    	0.2     	0.876958	0.943169	0.100994 	0.128037	0.319182	1  	0.137197
42 	552  	830      	4976    	0.2     	0.877142	0.943169	0.101003 	0.128037	0.320219	1  	0.136505
43 	567  	865      	5010    	0.2     	0.875578	0.943169	0.102184 	0.123091	0.322982	1  	0.138237
44 	548  	845      	5042    	0.2     	0.878211	0.943169	0.0998536	0.123091	0.318811	1  	0.137762
45 	546  	821      	5074    	0.2     	0.879549	0.943169	0.0991869	0.123091	0.31595 	1  	0.140005
46 	550  	859      	5109    	0.2     	0.880088	0.943169	0.0990396	0.122169	0.318087	1  	0.138275
47 	553  	856      	5146    	0.2     	0.880316	0.943169	0.0990074	0.122169	0.319195	1  	0.137771
48 	555  	846      	5181    	0.2     	0.881225	0.943169	0.0987214	0.122169	0.316554	1  	0.140035
49 	565  	839      	5209    	0.2     	0.880954	0.944419	0.0991661	0.122169	0.317697	1  	0.140449
50 	547  	836      	5229    	0.2     	0.882428	0.944419	0.0987874	0.125988	0.314898	1  	0.140608
51 	559  	854      	5261    	0.2     	0.882297	0.944419	0.0986613	0.125988	0.318511	1  	0.138256
52 	561  	844      	5296    	0.2     	0.882688	0.944419	0.0986733	0.125988	0.319621	1  	0.137058
53 	558  	844      	5319    	0.2     	0.880858	0.944419	0.10063  	0.125988	0.323766	1  	0.13794 
54 	559  	847      	5345    	0.2     	0.879364	0.944419	0.102971 	0.124035	0.326037	1  	0.139961
55 	548  	854      	5363    	0.2     	0.881312	0.944419	0.100681 	0.122169	0.328013	1  	0.13524 
56 	560  	832      	5383    	0.2     	0.877498	0.944419	0.10504  	0.122169	0.335988	1  	0.136607
57 	546  	834      	5406    	0.2     	0.87784 	0.944419	0.105009 	0.122169	0.337162	1  	0.135755
58 	544  	869      	5435    	0.2     	0.875918	0.944419	0.107401 	0.122169	0.341363	1  	0.136485
59 	545  	823      	5448    	0.2     	0.875739	0.944419	0.107439 	0.122169	0.343001	1  	0.136246
60 	543  	814      	5466    	0.2     	0.872246	0.946288	0.110781 	0.122169	0.349964	1  	0.138034
61 	533  	837      	5481    	0.2     	0.873014	0.946288	0.110591 	0.121268	0.346818	1  	0.141638
62 	539  	846      	5493    	0.2     	0.876112	0.946907	0.108146 	0.121268	0.343137	1  	0.140636
63 	549  	806      	5507    	0.2     	0.876583	0.947959	0.108258 	0.121268	0.340422	1  	0.143269
64 	551  	853      	5529    	0.2     	0.8764  	0.947959	0.108224 	0.121268	0.34264 	1  	0.142506
65 	543  	840      	5541    	0.2     	0.875533	0.947959	0.110124 	0.121268	0.343738	1  	0.144008
