gen,evals,gen_feats,explored,type naive Bayes balanced accuracy_min,type naive Bayes balanced accuracy_avg,type naive Bayes balanced accuracy_max,type naive Bayes balanced accuracy_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std
0,500,394,394,0.19629640346054802,0.8307957755431551,0.9392485477751287,0.15583861864095588,0.14002800840280097,0.25163860461356946,1.0,0.16460726865850003
1,528,601,610,0.19628482972136224,0.8230919634278033,0.9392485477751287,0.15942624591037646,0.14002800840280097,0.27089352505811,1.0,0.14067546288619553
2,543,691,853,0.2,0.8331822070052453,0.943443288048982,0.14320643204427796,0.13130643285972254,0.27833700609553536,1.0,0.13864615099943026
3,547,680,1055,0.2,0.8422472580740551,0.943443288048982,0.1335822327173257,0.13018891098082386,0.2815916361730988,1.0,0.1370392494607927
4,544,741,1265,0.2,0.8515902194940912,0.945467419763283,0.12353738601042302,0.1270001270001905,0.28314563190962067,1.0,0.13644964319661737
5,540,735,1459,0.2,0.8562074045513555,0.945467419763283,0.11934198872332312,0.13130643285972254,0.2862410759166936,1.0,0.13451648443895417
6,552,748,1651,0.2,0.856445500121547,0.9502504079114056,0.12082493778321966,0.13130643285972254,0.2920357904088859,1.0,0.1357160008192255
7,554,765,1829,0.2,0.8605043978777521,0.9502504079114056,0.11673066062583452,0.13130643285972254,0.29234286849154895,1.0,0.13606121845840216
8,545,792,2010,0.2,0.8680797762548688,0.9502504079114056,0.11157141291442998,0.1270001270001905,0.2882790515100572,1.0,0.13349280161158336
9,558,777,2153,0.2,0.8673449995417238,0.9502504079114056,0.11285519220496444,0.1270001270001905,0.29426813929954526,1.0,0.13490636783302298
10,558,790,2329,0.2,0.8693040522378245,0.9502504079114056,0.11339814927803693,0.14002800840280097,0.2970820190912779,1.0,0.13627704819506262
11,546,781,2468,0.2,0.8725485334739562,0.9502504079114056,0.11055580247668076,0.1386750490563073,0.297962478647657,1.0,0.13493467690312183
12,554,794,2614,0.2,0.8773937162833457,0.9502504079114056,0.10499343676618246,0.1386750490563073,0.2960340876040766,1.0,0.13376521551005674
13,542,804,2755,0.2,0.8797827763102939,0.9502504079114056,0.10218160637991884,0.14002800840280097,0.2978464713716984,1.0,0.1332302038335962
14,558,812,2884,0.2,0.8785920574767326,0.9502504079114056,0.10381871835008934,0.14002800840280097,0.30270506411983933,1.0,0.13454828452624953
15,551,814,3006,0.2,0.8815130460575711,0.9533906839134018,0.10208851777857036,0.13736056394868904,0.2999907240407842,1.0,0.13698552730855232
16,560,832,3136,0.2,0.8832804514973605,0.9564751925706659,0.10217064772325435,0.13736056394868904,0.29904907779954615,1.0,0.1377424832102425
17,540,823,3259,0.2,0.8880000149258456,0.9564751925706659,0.09889723970308861,0.13736056394868904,0.2935979679549094,1.0,0.13668911153843202
18,558,824,3373,0.2,0.8867110429596314,0.9589635464956101,0.1009087807079779,0.13736056394868904,0.29951720355162403,1.0,0.13728442885471998
19,549,825,3470,0.2,0.887555121266195,0.9589635464956101,0.10043207222106981,0.13736056394868904,0.3016207718107993,1.0,0.1358001903712375
20,574,788,3560,0.2,0.8865583186595514,0.9589635464956101,0.10067514574029261,0.13608276348795434,0.3064091681247648,1.0,0.13734229827326155
