gen,0_AAGAB,0_ABCA4,0_ABCA7,0_ABCB6,0_ABCB7,0_ABCC3,0_ABHD13,0_ABTB2,0_ACAA2,0_ACAD8,0_ACBD6,0_ACIN1,0_ACOT13,0_ACOX1,0_ACSL6,0_ACSM2A,0_ACTG1,0_ACTN4,0_ACVR2A,0_ACVRL1,0_ADAL,0_ADAM33,0_ADAM8,0_ADAMTSL2,0_ADI1,0_ADO,0_ADPRH,0_ADRM1,0_ADSL,0_AFG3L2,0_AGA,0_AHNAK2,0_AHR,0_AIG1,0_AK2,0_AKAP1,0_AKAP7,0_AKAP8,0_AKR1C3,0_AKR1E2,0_AKT1,0_ALCAM,0_ALDH18A1,0_ALDH6A1,0_ALG1,0_ALG10,0_ALG1L2,0_ALG9,0_ALK,0_ALKBH3,0_ALOX15,0_AMBP,0_AMDHD2,0_ANAPC4,0_ANAPC7,0_ANGPTL4,0_ANKRD22,0_ANKRD49,0_ANO9,0_ANXA13,0_ANXA3,0_ANXA4,0_ANXA9,0_AP1B1,0_APEH,0_APEX1,0_API5,0_APOBEC3A,0_APOLD1,0_APOO,0_APP,0_APPL2,0_APRT,0_ARFGAP2,0_ARHGAP30,0_ARL10,0_ARMC10,0_ARMC5,0_ARMCX1,0_ARMCX2,0_ARPC3,0_ARRDC4,0_ARSD,0_ASMTL,0_ASRGL1,0_ATF3,0_ATP11A,0_ATP1A1,0_ATP2B1,0_ATP6AP1,0_ATP6V1B1,0_ATP8B4,0_ATPAF1,0_ATRIP,0_AWAT2,0_AXIN1,0_AXIN2,0_AZI2,0_B3GNTL1,0_B4GALNT3,0_B4GALT1,0_B4GALT7,0_BAHCC1,0_BARX2,0_BCKDK,0_BCLAF1,0_BDH1,0_BEX1,0_BIRC6,0_BLM,0_BLVRA,0_BLVRB,0_BMI1,0_BMP6,0_BNIP3L,0_BSDC1,0_BST2,0_BTG3,0_BVES,0_BYSL,0_C16orf70,0_C18orf25,0_C1D,0_C1orf194,0_C2orf88,0_C4BPA,0_C5orf22,0_C6orf118,0_C7orf25,0_C8B,0_C9orf116,0_C9orf85,0_CA9,0_CAB39,0_CALHM2,0_CANX,0_CAPG,0_CAPZB,0_CARD11,0_CASP4,0_CBWD6,0_CCDC115,0_CCDC127,0_CCRL2,0_CCT3,0_CD276,0_CD9,0_CDC23,0_CDC34,0_CDC37,0_CDC42BPA,0_CDC42EP3,0_CDC42SE2,0_CDH23,0_CDK11A,0_CDK17,0_CDK18,0_CDK19,0_CDKN1C,0_CDT1,0_CDYL2,0_CECR2,0_CES3,0_CFB,0_CFC1B,0_CGGBP1,0_CHAF1A,0_CHCHD6,0_CHD9,0_CHDH,0_CHKB,0_CHMP4B,0_CHMP4C,0_CHP2,0_CHRM3,0_CHST15,0_CIB2,0_CIDEB,0_CIR1,0_CITED2,0_CLDN1,0_CLDN2,0_CLDN4,0_CLEC4C,0_CLK3,0_CLN5,0_CLPB,0_CLPP,0_CLTCL1,0_CNOT1,0_CNOT2,0_CNST,0_CNTN2,0_CNTN5,0_CNTNAP1,0_COASY,0_COBLL1,0_COG3,0_COMMD3,0_COMT,0_COPA,0_CORO1B,0_COX6B1,0_CP,0_CPNE5,0_CPT1A,0_CREB3L1,0_CRISPLD2,0_CRP,0_CRTC2,0_CRY1,0_CRYL1,0_CSF1R,0_CSNK2B,0_CSPG4,0_CSTF1,0_CSTF3,0_CTAGE1,0_CTAGE6,0_CTNNA2,0_CTSA,0_CTSO,0_CYB561D2,0_CYB5A,0_CYB5D2,0_CYC1,0_CYGB,0_CYHR1,0_CYP27A1,0_DALRD3,0_DAXX,0_DCLK3,0_DDB1,0_DDB2,0_DDC,0_DDHD2,0_DDX11,0_DDX43,0_DERL1,0_DGKD,0_DHCR7,0_DHRS3,0_DHX32,0_DHX36,0_DIRAS3,0_DMAP1,0_DMP1,0_DNAJA2,0_DNAJB11,0_DNAJB6,0_DNAJB9,0_DNAJC14,0_DNAJC16,0_DNAJC21,0_DNAL4,0_DNM1L,0_DNMT3L,0_DOK4,0_DPAGT1,0_DPM2,0_DPP3,0_DPP4,0_DPPA4,0_DPY19L4,0_DPYSL4,0_DRD2,0_DSTN,0_DTNA,0_DTNBP1,0_DUSP14,0_DUSP22,0_DUSP6,0_DUT,0_DYM,0_DYNLT3,0_DYRK2,0_DZIP1L,0_EAPP,0_EBAG9,0_ECHDC3,0_ECHS1,0_EEF1G,0_EFCAB2,0_EFNB2,0_EGR4,0_EHF,0_EHMT1,0_EI24,0_EIF2AK3,0_EIF2B5,0_EIF2S2,0_EIF2S3,0_EIF3CL,0_EIF3G,0_EIF3J,0_EIF4EBP1,0_EIF4ENIF1,0_EIF4H,0_ELK3,0_ELOVL1,0_ELOVL7,0_EML2,0_EMX1,0_ENGASE,0_ENHO,0_ENO1,0_ENTPD1,0_ENTPD4,0_EP300,0_EPS15,0_ERAP2,0_ERCC6L,0_ERGIC3,0_ERH,0_ESD,0_ESRRA,0_ESYT1,0_ETFB,0_ETNK2,0_ETV4,0_EWSR1,0_EXOC6,0_EXOSC1,0_F11R,0_F2RL1,0_F8,0_FAF1,0_FAHD2B,0_FAM104B,0_FAM114A2,0_FAM122B,0_FAM122C,0_FAM171B,0_FAM189A2,0_FAM20B,0_FAM3C,0_FAM53B,0_FANCE,0_FBXL14,0_FBXO6,0_FBXW5,0_FCAR,0_FCF1,0_FCHO2,0_FCRL1,0_FETUB,0_FGD1,0_FGF9,0_FGR,0_FLII,0_FNIP2,0_FOXO1,0_FPR2,0_FSD1L,0_FXYD6,0_FZD1,0_FZD7,0_G6PD,0_GAA,0_GABARAPL1,0_GABPA,0_GABRG3,0_GALT,0_GAS2L1,0_GATM,0_GBP4,0_GBP5,0_GCDH,0_GCNT3,0_GDAP2,0_GEMIN6,0_GIMAP8,0_GLA,0_GLRX5,0_GLT8D1,0_GLUD1,0_GNAI2,0_GNAI3,0_GNB1L,0_GNE,0_GORAB,0_GPATCH1,0_GPBP1,0_GPC6,0_GPD2,0_GPIHBP1,0_GPKOW,0_GPR176,0_GPRASP1,0_GRB10,0_GRK6,0_GRPEL2,0_GSK3A,0_GSN,0_GSTA4,0_GTF3C1,0_GUF1,0_HAGH,0_HAUS5,0_HAX1,0_HBA2,0_HBD,0_HDAC1,0_HDAC5,0_HDAC6,0_HECTD1,0_HERC2,0_HESX1,0_HEXIM1,0_HIBCH,0_HIRIP3,0_HLA-B,0_HMG20A,0_HMGCR,0_HMGN3,0_HNRNPC,0_HNRNPD,0_HOXC13,0_HPCA,0_HPCAL1,0_HSDL2,0_HSP90B1,0_HSPA1A,0_HSPA1B,0_HSPA6,0_HSPB8,0_HSPG2,0_HTATSF1,0_HUNK,0_ICA1,0_ID1,0_IER3,0_IER5,0_IFIT1,0_IFNB1,0_IFNG,0_IFNGR2,0_IFRD1,0_IFRD2,0_IGF2BP2,0_IK,0_IL10,0_IL15,0_IL23A,0_IL7,0_ING1,0_ING2,0_INO80D,0_INTS3,0_INTU,0_IPO11,0_IRAK3,0_ISCU,0_ITGB3,0_ITIH5,0_ITPR3,0_ITSN1,0_IVD,0_IWS1,0_JMJD1C,0_JPH2,0_JUN,0_KANK1,0_KAT5,0_KATNB1,0_KCNA4,0_KCNE3,0_KCNJ2,0_KCNK6,0_KCNQ5,0_KDM6A,0_KHDRBS2,0_KHDRBS3,0_KIAA1522,0_KIAA1755,0_KIF13B,0_KIF16B,0_KIF26B,0_KISS1R,0_KLC4,0_KLHDC4,0_KLHDC8B,0_KLK5,0_KMO,0_KRT7,0_KTN1,0_KYNU,0_L3MBTL3,0_LAMP2,0_LAP3,0_LAPTM5,0_LARP4,0_LARS2,0_LAYN,0_LBP,0_LBR,0_LDB2,0_LDHD,0_LDLRAD2,0_LEMD2,0_LGI4,0_LGR6,0_LHPP,0_LIG1,0_LIMA1,0_LIMK2,0_LIMS3,0_LIPH,0_LIPT2,0_LMNB1,0_LPCAT1,0_LRG1,0_LRP6,0_LRRC25,0_LRRC28,0_LRRFIP1,0_LRSAM1,0_LSM12,0_LSM2,0_LSM6,0_LSR,0_LTA4H,0_LYPD5,0_LYSMD2,0_MAF,0_MAGED2,0_MAGI2,0_MAML3,0_MAN2B1,0_MAP2,0_MAP2K2,0_MAP2K5,0_MAP2K7,0_MAP3K10,0_MAP3K12,0_MAP3K8,0_MAP3K9,0_MAPKAPK5,0_MAZ,0_MBIP,0_MCM6,0_MCM7,0_MCM9,0_MCPH1,0_MDC1,0_ME2,0_MECOM,0_MECP2,0_MED12L,0_MED25,0_METAP1,0_MFN1,0_MFSD8,0_MFSD9,0_MGAM,0_MGLL,0_MGRN1,0_MGST2,0_MICAL3,0_MLLT1,0_MLPH,0_MME,0_MMP14,0_MMP2,0_MORF4L2,0_MOXD1,0_MPEG1,0_MPHOSPH8,0_MPI,0_MPST,0_MPV17L,0_MRPL33,0_MRPL39,0_MRPL41,0_MRPL47,0_MRPS17,0_MT1E,0_MTG1,0_MTHFS,0_MTM1,0_MTOR,0_MTX2,0_MTX3,0_MYL5,0_MYO9B,0_MYOM2,0_MYSM1,0_N4BP2L1,0_N4BP3,0_NAA15,0_NAAA,0_NAB2,0_NAV2,0_NBR1,0_NCAM2,0_NCOA3,0_NDRG1,0_NDST2,0_NDUFA1,0_NDUFA12,0_NDUFA13,0_NDUFA2,0_NDUFA4L2,0_NDUFA5,0_NDUFA8,0_NECAB3,0_NEDD4L,0_NEK1,0_NELL1,0_NGB,0_NGEF,0_NHEJ1,0_NID2,0_NIPAL3,0_NIPSNAP3A,0_NKTR,0_NKX2-2,0_NLGN1,0_NLRP12,0_NME1-NME2,0_NME2,0_NME7,0_NMNAT3,0_NOL3,0_NOMO2,0_NONO,0_NOP58,0_NOS1AP,0_NOTCH1,0_NPRL2,0_NPTN,0_NQO2,0_NRSN2,0_NSL1,0_NSUN5,0_NTN1,0_NUCB1,0_NUDCD3,0_NUDT1,0_NUDT11,0_NUDT15,0_NUP35,0_NUP50,0_NUP88,0_OBSL1,0_OCLN,0_ODC1,0_OFD1,0_ONECUT2,0_OTP,0_OTUD5,0_OTUD6B,0_OXA1L,0_P2RX6,0_P4HB,0_P4HTM,0_PACSIN2,0_PADI1,0_PAF1,0_PAFAH2,0_PAQR7,0_PARN,0_PARVA,0_PAXIP1,0_PCBP3,0_PCDH11X,0_PCDHB5,0_PCDHB7,0_PCDHGA11,0_PCDHGA12,0_PCDHGA3,0_PCDHGA6,0_PCDHGA9,0_PCDHGB2,0_PCDHGB3,0_PCDHGB4,0_PCDHGB5,0_PCDHGB6,0_PCDHGC4,0_PCGF3,0_PCK1,0_PCLO,0_PCMTD2,0_PDCD4,0_PDCD7,0_PDCL2,0_PDE10A,0_PDE1A,0_PDE3A,0_PDE9A,0_PDHX,0_PDK4,0_PDZRN3,0_PEA15,0_PECR,0_PER3,0_PFKM,0_PFN1,0_PGAM2,0_PGAP2,0_PGAP3,0_PGK2,0_PGLS,0_PGP,0_PGRMC2,0_PGS1,0_PHC1,0_PHC2,0_PI16,0_PIK3C2B,0_PIK3CA,0_PIK3R2,0_PIR,0_PIWIL4,0_PLAA,0_PLCE1,0_PLCG1,0_PLCG2,0_PLD2,0_PLEC,0_PLEK2,0_PLEKHA1,0_PLEKHA7,0_PLIN2,0_PLS1,0_PLXNB1,0_PMPCB,0_PNKD,0_PNPLA8,0_POLD2,0_POLD3,0_POLG,0_POLR2B,0_POLR3D,0_PON2,0_POU2F1,0_PPAN,0_PPAN-P2RY11,0_PPIE,0_PPP1R11,0_PPP1R7,0_PPP1R9A,0_PPP2R2A,0_PPP2R3C,0_PPT1,0_PRC1,0_PRDM1,0_PRELID1,0_PREP,0_PRKAA2,0_PRKCD,0_PRKCI,0_PRKCSH,0_PROS1,0_PRTFDC1,0_PSIP1,0_PSKH1,0_PSMA6,0_PSMC2,0_PSMF1,0_PSPH,0_PTDSS2,0_PTEN,0_PTER,0_PTGIS,0_PTGR1,0_PTPN13,0_PTPN21,0_PTPN23,0_PTPN3,0_PTPRA,0_PTPRM,0_PTTG2,0_PUM1,0_PUS1,0_PUS10,0_PXN,0_PYCARD,0_PZP,0_QPCT,0_R3HDM2,0_RAB11FIP1,0_RAB1B,0_RAB43,0_RAB5B,0_RABEPK,0_RABGAP1,0_RAD1,0_RAD54L,0_RAD9B,0_RADIL,0_RAF1,0_RALGAPB,0_RALY,0_RANBP1,0_RANBP6,0_RAP1GAP2,0_RAP1GDS1,0_RAPGEF3,0_RARG,0_RASD2,0_RASEF,0_RAVER2,0_RBKS,0_RBM10,0_RBM15,0_RBM19,0_RBM22,0_RBM34,0_RBM38,0_RBM8A,0_RBPMS,0_RCC1,0_RCOR3,0_REC8,0_REEP6,0_RELA,0_REN,0_RENBP,0_REPIN1,0_RFC1,0_RFXANK,0_RGL1,0_RGPD5,0_RHPN1,0_RIC3,0_RIOK1,0_RMND1,0_RNASE3,0_RNF130,0_RNF14,0_RNF180,0_RNF31,0_RNF7,0_RNPEP,0_RPA4,0_RPL10,0_RPL21,0_RPL28,0_RPL41,0_RPL9,0_RPLP2,0_RPS17,0_RPS27A,0_RPS6KA2,0_RPUSD4,0_RRAS2,0_RRN3,0_RRP15,0_RRP1B,0_RUFY1,0_RUSC1,0_RUVBL1,0_S100A1,0_SACM1L,0_SAFB,0_SAP30,0_SAR1A,0_SAT1,0_SBK2,0_SCAF1,0_SCARB1,0_SCARB2,0_SCML4,0_SCO1,0_SDC1,0_SDC3,0_SDHB,0_SDSL,0_SEC14L1,0_SEC31A,0_SEMA4B,0_SEMA4F,0_SERGEF,0_SERPINA3,0_SERPINA4,0_SERPINA5,0_SETD5,0_SF1,0_SFPQ,0_SH3BGRL2,0_SH3GL1,0_SH3PXD2B,0_SH3RF3,0_SHMT2,0_SIDT1,0_SIRPA,0_SIRT5,0_SIRT6,0_SKA1,0_SLC12A9,0_SLC15A4,0_SLC16A4,0_SLC1A4,0_SLC22A23,0_SLC25A4,0_SLC26A11,0_SLC26A2,0_SLC26A6,0_SLC27A4,0_SLC2A2,0_SLC38A10,0_SLC39A6,0_SLC39A8,0_SLC43A2,0_SLC47A1,0_SLC9A2,0_SLC9A9,0_SLK,0_SMARCA2,0_SMPD3,0_SNAP29,0_SNAPIN,0_SNRNP48,0_SNRNP70,0_SNRPA1,0_SNRPD2,0_SNRPG,0_SNX10,0_SNX21,0_SOCS1,0_SOCS2,0_SOS2,0_SOX9,0_SP2,0_SPAG16,0_SPAST,0_SPATA18,0_SPG11,0_SPHKAP,0_SPOCK2,0_SPRY4,0_SPTBN1,0_SPTBN2,0_SPTY2D1,0_SQSTM1,0_SRCAP,0_SRD5A1,0_SREBF2,0_SRM,0_SS18L1,0_ST6GALNAC6,0_ST8SIA2,0_STAG2,0_STAM2,0_STARD5,0_STAT6,0_STBD1,0_STK35,0_STOM,0_STX12,0_SUCLG2,0_SUMO4,0_SUN1,0_SYNC,0_SYNE1,0_SYTL2,0_TAB2,0_TAF8,0_TATDN2,0_TBC1D1,0_TBC1D14,0_TBC1D15,0_TBC1D16,0_TBC1D9B,0_TBCA,0_TBL3,0_TCEA3,0_TCP1,0_TEC,0_TECPR1,0_TERF2IP,0_TF,0_TGDS,0_THAP8,0_THBS1,0_THOC2,0_THOC3,0_THUMPD3,0_TIFA,0_TIGD1,0_TIMM8A,0_TLK1,0_TLN1,0_TM4SF18,0_TM9SF1,0_TM9SF4,0_TMC5,0_TMCO1,0_TMED7-TICAM2,0_TMEM104,0_TMEM132E,0_TMEM14A,0_TMEM168,0_TMEM184B,0_TMEM223,0_TMEM33,0_TMEM39A,0_TMEM47,0_TMEM50B,0_TMEM70,0_TMEM88,0_TMEM8B,0_TMPO,0_TMPPE,0_TMPRSS2,0_TMX4,0_TNFAIP8L3,0_TNFRSF14,0_TNFSF13B,0_TNPO1,0_TNRC6B,0_TOE1,0_TOMM5,0_TOP3A,0_TOR3A,0_TPK1,0_TPM2,0_TPM4,0_TPP2,0_TRAF3IP1,0_TRAPPC4,0_TRH,0_TRIM35,0_TRIM38,0_TRIM41,0_TRIM7,0_TRIO,0_TRMT6,0_TRPT1,0_TSHZ1,0_TSKU,0_TSPAN6,0_TTC21B,0_TTC30A,0_TTC32,0_TTF1,0_TTLL1,0_TUBA1A,0_TUBA1B,0_TUBA1C,0_TUBA8,0_TUBB6,0_TUBD1,0_TUBG1,0_TUBG2,0_TUBGCP5,0_TUFT1,0_TULP4,0_TWF1,0_TXNDC16,0_TXNRD1,0_TYW1,0_UAP1,0_UBA3,0_UBAC2,0_UBASH3B,0_UBE2E3,0_UBE2F,0_UBE2G1,0_UBE2G2,0_UBE2I,0_UBE2K,0_UBE2L3,0_UBE2N,0_UBE3C,0_UBOX5,0_UBTF,0_UBXN2A,0_UCN,0_UEVLD,0_UGT8,0_UPK1B,0_UROC1,0_USE1,0_USP15,0_USP54,0_VAC14,0_VAMP7,0_VASP,0_VEGFA,0_VEZF1,0_VGLL4,0_VIM,0_VPS26A,0_VWF,0_WARS2,0_WDR13,0_WDR53,0_WDR59,0_WDR7,0_WNK1,0_WNK2,0_WNK4,0_WRNIP1,0_XAF1,0_XPA,0_XPC,0_XRCC4,0_XRCC5,0_YAF2,0_YPEL5,0_YTHDF2,0_YWHAE,0_YWHAG,0_ZBTB42,0_ZBTB44,0_ZBTB5,0_ZBTB8A,0_ZC3HC1,0_ZDHHC6,0_ZFAND2A,0_ZFC3H1,0_ZFPM2,0_ZFX,0_ZKSCAN3,0_ZNF219,0_ZNF267,0_ZNF268,0_ZNF3,0_ZNF354B,0_ZNF383,0_ZNF436,0_ZNF44,0_ZNF540,0_ZNF677,0_ZNF69,0_ZNF76,0_ZNF763,0_ZNF782,0_ZNRF2,0_ZSCAN12,0_ZSCAN2
0,0,95,0,0,0,0,0,7,0,0,0,0,0,37,93,21,0,0,0,0,0,50,2,0,67,0,0,0,32,0,44,65,57,0,13,0,14,0,79,47,4,0,0,0,0,0,42,15,28,27,0,0,0,29,0,8,0,0,0,72,16,14,58,0,0,0,0,90,0,0,0,45,0,0,0,0,0,0,51,7,0,49,6,9,0,1,50,0,6,0,0,0,0,0,3,0,95,0,4,0,0,0,15,12,0,0,16,20,0,0,0,0,0,0,0,7,10,22,33,0,0,0,0,0,0,53,22,32,0,2,0,0,11,7,0,0,4,0,0,2,29,41,0,18,0,13,0,0,0,0,13,0,0,63,0,0,0,0,11,65,0,112,62,0,10,0,0,79,0,24,0,0,0,120,45,18,11,0,0,0,0,21,43,40,0,0,8,0,7,0,0,0,123,78,17,0,0,0,2,0,17,0,0,0,98,0,0,0,55,16,0,0,0,0,0,16,0,0,1,51,0,5,0,0,0,0,0,0,20,0,0,55,0,35,0,0,42,44,0,0,15,21,0,0,12,2,0,0,0,0,0,0,0,0,0,0,23,0,0,0,24,9,40,17,46,17,0,0,0,0,0,0,0,0,0,0,66,0,17,0,0,0,43,123,0,0,105,0,0,0,0,0,0,0,0,0,20,64,0,0,0,11,2,0,100,4,0,0,0,23,2,0,0,0,0,0,0,0,3,47,0,0,0,8,0,0,10,0,0,46,0,0,23,0,0,0,4,1,0,0,0,0,1,0,0,33,0,0,0,0,0,0,4,0,0,0,0,32,0,14,0,2,0,36,0,0,16,0,0,1,0,0,0,9,0,26,0,0,70,0,0,46,0,27,0,0,0,0,106,0,43,32,0,0,93,24,0,0,9,60,0,0,0,34,33,0,13,24,5,0,0,15,0,12,0,0,0,0,13,30,38,0,6,36,41,13,0,112,3,45,12,0,0,7,37,65,0,0,0,8,0,0,34,4,0,0,44,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,19,3,5,0,61,0,91,0,0,0,1,20,0,3,0,0,8,16,0,0,0,0,0,0,12,0,2,0,9,41,6,0,0,0,0,0,38,0,0,0,0,44,34,16,0,1,0,0,0,0,36,0,0,0,26,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,35,0,0,0,0,0,0,0,0,0,0,32,20,0,0,56,43,0,16,0,0,0,0,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,10,0,0,0,72,0,0,0,8,17,33,1,18,0,0,28,33,0,9,0,0,1,0,0,112,0,0,31,64,0,11,42,19,0,0,17,114,0,0,0,9,0,0,1,59,0,0,14,0,0,62,49,0,0,0,0,2,0,0,0,0,0,26,2,0,40,0,0,106,0,0,4,35,0,84,0,40,0,0,64,0,0,0,66,51,10,8,13,0,9,69,12,0,48,0,7,53,23,0,27,0,28,0,0,6,0,17,0,0,0,33,0,2,0,0,0,0,20,0,49,20,0,0,34,0,0,99,18,0,0,0,104,21,0,0,0,0,0,0,19,30,0,29,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,27,0,59,5,0,0,0,0,0,0,0,0,0,11,20,0,0,0,0,59,0,0,27,0,0,70,0,8,0,0,0,0,43,35,0,0,0,0,0,0,0,6,0,21,0,0,0,59,0,0,27,0,26,0,75,0,0,0,5,25,0,0,0,0,0,21,0,21,0,33,0,0,0,0,0,17,0,83,0,0,5,0,0,0,5,16,0,0,0,0,0,35,28,1,1,13,0,83,0,0,5,0,0,0,0,8,0,0,16,0,0,0,8,52,0,25,0,50,25,0,0,0,23,0,0,0,0,0,0,0,100,4,0,0,0,65,0,0,0,0,0,0,0,49,0,0,7,0,0,0,0,23,5,26,37,0,5,34,0,0,2,79,0,8,54,0,0,0,0,25,0,13,27,0,0,16,0,0,37,6,26,0,0,24,0,0,0,28,0,29,27,20,0,0,0,74,0,23,0,0,0,19,1,0,0,0,0,2,39,81,30,0,51,0,0,14,0,0,69,1,0,0,0,0,17,0,0,0,0,40,0,0,2,0,0,0,0,33,0,0,22,0,0,0,20,0,0,4,13,0,0,29,0,0,5,0,0,0,24,3,7,0,0,0,0,0,0,0,7,19,27,0,13,0,0,0,0,0,0,0,33,11,71,126,0,0,0,0,0,0,1,48,20,0,18,48,56,0,3,0,0,7,0,0,0,14,0,26,0,53,0,0,0,0,25,0,0,0,0,0,4,0,0,38,0,0,0,12,4,0,0,0,49,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,122,0,0,0,1,2,55,48,0,40,34,0,0,0,0,0,0,51,0,0,2,0,0,0,0,0,0,0,0,11,11,0,29,3,0,0,0,0,23,3
100,2,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,2,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,38,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,170,9,4,8,0,0,1,0,0,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,6,0,0,270,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,3,2,78,1,2,5,1,0,0,0,0,7,2,0,5,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2,0,6,0,4,5,0,0,0,0,0,0,0,0,1,15,0,0,1,187,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,5,0,3,0,1,0,0,0,0,0,5,336,2,0,107,0,1,0,0,65,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,278,0,0,0,0,6,0,1,0,0,3,16,0,0,43,0,0,5,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,5,0,0,0,92,0,1,0,0,0,0,5,0,1,4,0,0,0,21,0,0,0,2,0,1,0,0,4,69,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,124,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,18,0,0,0,0,0,0,0,0,0,1,0,0,3,14,0,0,16,0,0,0,0,1,0,0,0,1,0,0,387,0,0,4,0,5,86,7,0,0,1,0,0,6,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,88,1,0,0,0,0,0,0,0,0,0,0,6,0,1,3,0,0,0,0,0,15,0,0,0,0,0,1,0,59,0,0,5,4,30,0,0,0,0,0,1,0,2,6,0,0,0,1,5,0,3,0,0,1,0,1,0,1,2,7,0,1,1,0,2,0,1,2,0,0,0,57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,239,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,1,0,10,0,3,0,0,9,0,0,0,0,0,0,0,0,5,0,1,1,1,43,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,1,0,4,2,0,0,0,1,0,0,3,0,0,0,0,0,4,15,0,2,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,3,14,0,0,0,0,0,0,0,1,0,20,0,0,0,0,1,14,1,0,0,0,2,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,3,266,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
