gen,0_A1CF,0_AAAS,0_AARS2,0_ABCA4,0_ABCC3,0_ABCF2,0_ABHD14B,0_ABHD15,0_ABHD3,0_ABTB2,0_ACAA1,0_ACADM,0_ACAT2,0_ACD,0_ACLY,0_ACMSD,0_ACSL4,0_ACSL6,0_ACSM2A,0_ACTR3,0_ACY3,0_ADAM33,0_ADAMTS13,0_ADCY2,0_ADCY3,0_ADCY4,0_ADCY8,0_ADM,0_ADPRH,0_ADRM1,0_AEBP1,0_AGA,0_AGL,0_AGPAT4,0_AHDC1,0_AHNAK2,0_AHR,0_AK3,0_AKAP9,0_AKR1C3,0_AKR1E2,0_ALDH1A1,0_ALDH1A2,0_ALDH1A3,0_ALDH3B2,0_ALDOA,0_ALG1,0_ALG1L2,0_ALG3,0_ALKBH5,0_ALOX5,0_ANAPC11,0_ANAPC2,0_ANGPTL4,0_ANK2,0_ANK3,0_ANKRD39,0_ANKRD54,0_ANO10,0_ANO9,0_ANXA13,0_ANXA3,0_ANXA4,0_ANXA9,0_AP3B1,0_AP3M2,0_APBA3,0_APBB2,0_APEH,0_APIP,0_APLP2,0_APOBEC3D,0_APOD,0_APOO,0_APPL2,0_APTX,0_ARAP1,0_ARGLU1,0_ARHGAP12,0_ARHGAP23,0_ARL13B,0_ARL2BP,0_ARMC1,0_ARMC5,0_ARMC8,0_ARMC9,0_ARMCX1,0_ARMCX2,0_ARPC1A,0_ARPC5,0_ASMTL,0_ASNSD1,0_ASRGL1,0_ASS1,0_ATAD3B,0_ATF3,0_ATG5,0_ATP10D,0_ATP11C,0_ATP13A3,0_ATP1B3,0_ATP2B1,0_ATP2B2,0_ATP6V1A,0_ATP6V1B1,0_ATP6V1C2,0_AUTS2,0_B3GALNT2,0_B4GALT3,0_B4GALT6,0_B4GALT7,0_B9D2,0_BAALC,0_BAX,0_BAZ1B,0_BBX,0_BCHE,0_BCL2L1,0_BCL2L12,0_BDH1,0_BET1L,0_BEX1,0_BEX2,0_BHMT,0_BIN3,0_BMI1,0_BNIP3,0_BRMS1,0_BRPF1,0_BSDC1,0_BSG,0_BZW2,0_C1GALT1C1,0_C1orf174,0_C2orf69,0_C6orf118,0_C8B,0_CA9,0_CAB39L,0_CACNA1H,0_CACNB4,0_CALHM2,0_CANX,0_CAP2,0_CAPRIN1,0_CARHSP1,0_CAV2,0_CBFA2T2,0_CBLB,0_CBLC,0_CBWD2,0_CC2D1A,0_CCDC102A,0_CCDC114,0_CCDC115,0_CCDC127,0_CCDC134,0_CCDC152,0_CCDC28A,0_CCDC68,0_CCDC96,0_CCNA2,0_CCNT1,0_CD151,0_CD74,0_CDC16,0_CDC27,0_CDC34,0_CDH1,0_CDH23,0_CDK11A,0_CDK16,0_CDK17,0_CDKN2A,0_CDR2L,0_CECR2,0_CEMP1,0_CENPB,0_CEP72,0_CES3,0_CHCHD10,0_CHCHD6,0_CHDH,0_CHI3L2,0_CHMP1B,0_CHMP2A,0_CHMP4A,0_CHP2,0_CHRDL1,0_CHST11,0_CHST15,0_CKAP5,0_CKS2,0_CLCN2,0_CLDN2,0_CLEC4D,0_CLIP2,0_CLK3,0_CLPB,0_CLTCL1,0_CLVS1,0_CLYBL,0_CMAS,0_CMTM8,0_CNN3,0_CNOT3,0_CNOT4,0_CNTN1,0_CNTN2,0_CNTN5,0_COG1,0_COG8,0_COL13A1,0_COL1A1,0_COPB1,0_COPS2,0_CORO1B,0_COX8C,0_CP,0_CPD,0_CPE,0_CPNE5,0_CPSF2,0_CREB1,0_CREB3L4,0_CRHBP,0_CRISPLD2,0_CRYAB,0_CS,0_CSTF2,0_CTNNA2,0_CTNNB1,0_CTNND1,0_CTSC,0_CTSH,0_CTTN,0_CTTNBP2NL,0_CUTC,0_CWC15,0_CWC27,0_CX3CR1,0_CYP1B1,0_CYP27A1,0_DACT2,0_DCAF11,0_DCAF12L1,0_DCAF12L2,0_DCAF4,0_DCAF8,0_DCBLD2,0_DCLK3,0_DCP1A,0_DCP2,0_DCPS,0_DDB1,0_DDB2,0_DDX3Y,0_DDX42,0_DDX43,0_DDX5,0_DEK,0_DERL3,0_DHCR7,0_DHRS3,0_DHX32,0_DIDO1,0_DIRAS3,0_DMAP1,0_DNAJB1,0_DNAJB4,0_DNAJB6,0_DNAJC9,0_DNAL4,0_DNASE1L3,0_DOK1,0_DOK4,0_DPEP2,0_DPH5,0_DPP9,0_DPPA4,0_DPYSL2,0_DSC2,0_DSG2,0_DTNA,0_DYM,0_DYRK2,0_DZIP1L,0_E2F1,0_EDIL3,0_EDN1,0_EFCAB2,0_EFHC1,0_EFHC2,0_EFNB2,0_EFR3A,0_EGR4,0_EHF,0_EHHADH,0_EHMT1,0_EI24,0_EIF2AK4,0_EIF2B5,0_EIF3E,0_EIF3H,0_EIF4E,0_EIF4ENIF1,0_ELF1,0_ELP2,0_EML2,0_ENAH,0_ENHO,0_ENOSF1,0_ENPP3,0_ENTPD2,0_EPHA3,0_EPHB2,0_EPS15,0_EPS15L1,0_ERAP2,0_ERF,0_ERLIN2,0_ESF1,0_EWSR1,0_EXOC6,0_EXOC7,0_EXOSC4,0_EXTL3,0_FABP3,0_FABP7,0_FAHD1,0_FAM107B,0_FAM122C,0_FAM13C,0_FAM50A,0_FAM81A,0_FAM89A,0_FANCG,0_FAT1,0_FBXL12,0_FBXL2,0_FBXL4,0_FCHO1,0_FGD4,0_FGF9,0_FIG4,0_FIGN,0_FKBP7,0_FLII,0_FLOT2,0_FLRT3,0_FLT4,0_FN3KRP,0_FOSB,0_FOXK1,0_FOXO3,0_FOXP4,0_FRK,0_FRRS1,0_FSD1L,0_FXR1,0_FZD8,0_GAA,0_GABARAPL1,0_GABPA,0_GABRG3,0_GALNT12,0_GALT,0_GANAB,0_GAS1,0_GAS2L1,0_GBA,0_GCC1,0_GCDH,0_GCNT3,0_GDAP2,0_GEM,0_GGCT,0_GGT1,0_GHITM,0_GIMAP2,0_GIMAP8,0_GK5,0_GLCCI1,0_GLIPR2,0_GLRX,0_GLRX2,0_GLRX5,0_GLYR1,0_GM2A,0_GNAI1,0_GNPTG,0_GOLT1B,0_GPATCH1,0_GPC6,0_GPHN,0_GPI,0_GPR63,0_GPT,0_GPX3,0_GRB10,0_GRHL1,0_GRK6,0_GSTA4,0_GSTZ1,0_GTF2H1,0_GTPBP8,0_GYS1,0_H6PD,0_HAGH,0_HAL,0_HAUS2,0_HAX1,0_HBA1,0_HBA2,0_HCCS,0_HDAC10,0_HDAC5,0_HDDC2,0_HERC3,0_HERPUD1,0_HESX1,0_HGF,0_HHLA2,0_HIF3A,0_HINT2,0_HIP1,0_HK1,0_HLA-DQB1,0_HMGA1,0_HMGB1,0_HNRNPA2B1,0_HNRNPL,0_HNRNPU,0_HOXA10,0_HOXA6,0_HOXD4,0_HPCAL1,0_HPS3,0_HPS5,0_HSD17B10,0_HSP90B1,0_HSPA12A,0_HSPA1A,0_HSPA1B,0_HSPA6,0_HSPBP1,0_HSPD1,0_HTATSF1,0_HTR1E,0_HUNK,0_ID1,0_IDH3A,0_IDI1,0_IDO1,0_IER3,0_IER3IP1,0_IFT57,0_IGF1R,0_IKZF4,0_IL15,0_IL23A,0_ILDR1,0_ILF2,0_ING2,0_INPP4B,0_INTS8,0_IPO11,0_IQCE,0_IRAK1,0_IRAK3,0_IRF2BP2,0_ISY1,0_ITCH,0_ITGA9,0_ITGB3,0_ITIH3,0_JARID2,0_JAZF1,0_JPH2,0_KCNA4,0_KCNE4,0_KCNK10,0_KCNQ5,0_KCTD16,0_KDM6A,0_KHDRBS1,0_KHDRBS2,0_KIAA1614,0_KIAA1841,0_KIF13B,0_KIF21A,0_KIF9,0_KISS1R,0_KLC2,0_KLC4,0_KLHDC1,0_KLHDC2,0_KLHL25,0_KLK5,0_KMO,0_KTN1,0_LACTB,0_LAMB2,0_LAPTM4A,0_LARS2,0_LDB2,0_LETM2,0_LGALS3,0_LGI4,0_LGR6,0_LHX6,0_LIG4,0_LIMA1,0_LINGO2,0_LMAN2L,0_LMCD1,0_LNPEP,0_LPIN1,0_LRP2,0_LRRC28,0_LRRC61,0_LRRN3,0_LRRN4CL,0_LSM14A,0_LSM14B,0_LSM2,0_LTA4H,0_LTBP4,0_LY75,0_LZTS1,0_LZTS2,0_MACROD2,0_MAD2L2,0_MAGOH,0_MAML2,0_MANF,0_MAP1LC3B2,0_MAP2,0_MAP2K2,0_MAP2K5,0_MAP2K6,0_MAP2K7,0_MAP4K2,0_MAPK1,0_MAPKBP1,0_MARK2,0_MARK3,0_MBIP,0_MCM5,0_MCPH1,0_MDH1B,0_MED12L,0_MED4,0_MEP1A,0_MGAM,0_MICAL2,0_MICALL1,0_MID1,0_MLF2,0_MORC3,0_MOXD1,0_MPDZ,0_MPG,0_MPI,0_MPP6,0_MPV17L,0_MRM1,0_MRPL12,0_MRPL19,0_MRPL28,0_MRPS23,0_MRPS25,0_MRPS36,0_MRPS9,0_MRRF,0_MS4A6A,0_MSH2,0_MTMR11,0_MTMR12,0_MTPAP,0_MVP,0_MX1,0_MXI1,0_MYL5,0_MYO3A,0_MYOM2,0_N4BP1,0_N4BP3,0_N6AMT1,0_NAA25,0_NBEA,0_NBN,0_NBR1,0_NCKAP5L,0_NCSTN,0_NDRG1,0_NDUFA12,0_NDUFA4L2,0_NDUFA5,0_NDUFA7,0_NDUFAF1,0_NDUFB6,0_NDUFS3,0_NDUFS5,0_NECAB3,0_NEDD4L,0_NELL1,0_NFE2L1,0_NFE2L2,0_NFS1,0_NFYA,0_NGB,0_NIP7,0_NKIRAS1,0_NKTR,0_NKX2-2,0_NLGN1,0_NMB,0_NME2,0_NOL3,0_NOP58,0_NOS1AP,0_NOSTRIN,0_NOTCH1,0_NQO2,0_NR3C1,0_NR3C2,0_NRP1,0_NRSN2,0_NSD1,0_NSL1,0_NSMCE1,0_NSMCE2,0_NTN1,0_NTRK3,0_NUCKS1,0_NUDT15,0_NUDT8,0_NUP50,0_NUP88,0_NYNRIN,0_OGT,0_OPHN1,0_OTP,0_OTUD3,0_P4HA3,0_PABPC5,0_PACSIN3,0_PAG1,0_PALB2,0_PAPOLG,0_PAPSS2,0_PARM1,0_PARP12,0_PARP3,0_PARVA,0_PCBP2,0_PCBP3,0_PCDH11X,0_PCDHB4,0_PCDHB5,0_PCDHGA12,0_PCDHGA2,0_PCDHGB2,0_PCDHGB4,0_PCDHGB6,0_PCDHGC4,0_PCMTD2,0_PCYOX1L,0_PDCD6IP,0_PDCL2,0_PDE11A,0_PDE8A,0_PDE9A,0_PDHA1,0_PDHX,0_PDK1,0_PDS5B,0_PDZK1IP1,0_PEG3,0_PER2,0_PEX14,0_PEX19,0_PEX6,0_PFKM,0_PFN1,0_PFN2,0_PGAP3,0_PGM1,0_PGP,0_PHLDB1,0_PHPT1,0_PIAS1,0_PICK1,0_PIGR,0_PIR,0_PIWIL4,0_PKN1,0_PKN2,0_PKNOX1,0_PLAA,0_PLAU,0_PLCG2,0_PLD2,0_PLEKHA2,0_PLEKHJ1,0_PLTP,0_PMS2,0_PNPLA2,0_PNPLA8,0_POFUT1,0_POLA1,0_POLD1,0_POLDIP3,0_POLE4,0_POLR1A,0_POLR2B,0_POLR3K,0_PON1,0_POTEE,0_POU2F1,0_POU2F2,0_PPIL4,0_PPP1R12A,0_PPP1R13B,0_PPP1R7,0_PPP1R8,0_PPP1R9B,0_PPP2CB,0_PPP2R2A,0_PPP2R2C,0_PPP2R3C,0_PPP3CA,0_PPP3R2,0_PPP5C,0_PPT1,0_PRC1,0_PRDM4,0_PRDX4,0_PRELID1,0_PRKAR1B,0_PRKCH,0_PRKCSH,0_PRMT5,0_PRMT7,0_PRPF4,0_PRPF6,0_PRTFDC1,0_PRTN3,0_PSAP,0_PSMA3,0_PSMA4,0_PSMB2,0_PSMB4,0_PSMD4,0_PSMF1,0_PSTK,0_PTER,0_PTGR1,0_PTGR2,0_PTHLH,0_PTK2B,0_PTPMT1,0_PTPN1,0_PTPN2,0_PTPN3,0_PTPN7,0_PTRH2,0_PUM1,0_PWWP2B,0_PXDN,0_PXN,0_PYGO2,0_QPRT,0_RAB11FIP4,0_RAB13,0_RAB1B,0_RAB30,0_RAB31,0_RAB6B,0_RAB9A,0_RAB9B,0_RABGAP1,0_RACGAP1,0_RALBP1,0_RALGAPB,0_RANBP1,0_RANBP3L,0_RASSF1,0_RAVER1,0_RBBP8,0_RBM17,0_RBM38,0_RBM5,0_RBMX,0_RBP7,0_RC3H1,0_RCBTB2,0_RCCD1,0_RCOR3,0_REC8,0_REEP6,0_REN,0_REPIN1,0_REXO1,0_RFX7,0_RGPD5,0_RILPL2,0_RIMS4,0_RING1,0_RIT1,0_RNASEL,0_RNASET2,0_RNF114,0_RNF115,0_RNF139,0_RNF14,0_RNF141,0_RNF149,0_RNF187,0_RNF4,0_RNF7,0_ROCK2,0_RPA4,0_RPL13A,0_RPL21,0_RPRD1B,0_RPS5,0_RPS6KA4,0_RPS6KB1,0_RRP15,0_RSAD2,0_RSRC2,0_RUNX1,0_RUSC1,0_S100A1,0_S100A11,0_S100A6,0_SAA4,0_SAR1A,0_SCAMP2,0_SCAMP4,0_SCARB1,0_SCARB2,0_SCGB1D2,0_SCIN,0_SDCBP2,0_SDCCAG8,0_SDHD,0_SDR16C5,0_SDR39U1,0_SEC31A,0_SELL,0_SENP2,0_SERGEF,0_SERINC5,0_SERPINA4,0_SF1,0_SFPQ,0_SFXN3,0_SGSM1,0_SH3BGRL2,0_SH3RF3,0_SHE,0_SIAH2,0_SIM2,0_SIRPA,0_SIX5,0_SLC10A3,0_SLC12A7,0_SLC16A1,0_SLC16A10,0_SLC16A3,0_SLC1A4,0_SLC25A36,0_SLC25A38,0_SLC25A4,0_SLC25A46,0_SLC25A5,0_SLC27A2,0_SLC35B3,0_SLC39A8,0_SLC3A1,0_SLC43A2,0_SLC48A1,0_SLC9A2,0_SMAD2,0_SMARCA5,0_SMC4,0_SMS,0_SMTN,0_SNAP29,0_SNAP91,0_SNAPC2,0_SNAPIN,0_SNIP1,0_SNN,0_SNRNP35,0_SNRPA1,0_SNW1,0_SNX10,0_SNX14,0_SNX15,0_SNX29,0_SNX8,0_SOCS6,0_SPATA13,0_SPPL2B,0_SPRY4,0_SPTBN2,0_SPTBN4,0_SQLE,0_SQSTM1,0_SSB,0_SSBP2,0_SSC5D,0_ST8SIA2,0_STAM2,0_STARD4,0_STARD7,0_STAU1,0_STBD1,0_STC2,0_STIM1,0_STOM,0_STOML1,0_STRN4,0_STUB1,0_STX11,0_STX18,0_SULT1B1,0_SUMO4,0_SUPT5H,0_SYNE2,0_SYNGR1,0_SYNGR3,0_SYNRG,0_SYTL1,0_SYTL2,0_TAB2,0_TAF4,0_TAF7,0_TAF8,0_TARBP2,0_TBC1D1,0_TBC1D13,0_TBC1D14,0_TBC1D25,0_TBCE,0_TBL1XR1,0_TCEA2,0_TCFL5,0_TDRD5,0_TF,0_TFG,0_TGFA,0_THAP7,0_THBS1,0_THYN1,0_TIAM2,0_TIFA,0_TJP2,0_TM2D1,0_TMBIM1,0_TMCC2,0_TMCO1,0_TMED10,0_TMEM104,0_TMEM107,0_TMEM18,0_TMEM184B,0_TMEM205,0_TMEM229B,0_TMEM33,0_TMEM43,0_TMEM47,0_TMEM50B,0_TMEM70,0_TMEM8B,0_TMPRSS2,0_TNC,0_TNFRSF10B,0_TNFRSF18,0_TNFSF13B,0_TNFSF4,0_TNIK,0_TNS1,0_TOE1,0_TOLLIP,0_TOP1,0_TOP1MT,0_TOP2B,0_TPM4,0_TPP1,0_TPRN,0_TRAF3IP1,0_TRAF6,0_TRAP1,0_TRAPPC2L,0_TREM2,0_TREX1,0_TRIB2,0_TRIB3,0_TRIM17,0_TRIM33,0_TRIM35,0_TRIM69,0_TRIOBP,0_TRIP4,0_TRIP6,0_TSEN34,0_TSHR,0_TSHZ3,0_TSSC4,0_TST,0_TTC30B,0_TTC33,0_TUBA8,0_TUFT1,0_TWF1,0_TXLNA,0_TXNRD2,0_TYW1B,0_UBA1,0_UBA2,0_UBA5,0_UBA52,0_UBAC1,0_UBE2E2,0_UBE2G2,0_UBE2L3,0_UBE2M,0_UBL4A,0_UBTF,0_UCP2,0_UFM1,0_UGCG,0_UGDH,0_UGT1A6,0_ULK2,0_ULK3,0_UNC45A,0_UNC5CL,0_UPK1B,0_URB1,0_UROC1,0_USO1,0_USP32,0_UTP6,0_VAMP7,0_VASP,0_VDAC1,0_VDAC2,0_VKORC1,0_VPS11,0_VPS13A,0_VPS35,0_VPS53,0_VRK2,0_WDFY1,0_WDR26,0_WDR41,0_WDR47,0_WNK1,0_WNK4,0_WTAP,0_WWTR1,0_XPA,0_XPC,0_XPNPEP1,0_XRCC4,0_XRCC6,0_YAF2,0_YPEL5,0_YWHAE,0_ZBTB17,0_ZBTB20,0_ZC3H12C,0_ZDHHC17,0_ZDHHC6,0_ZFP36,0_ZFPL1,0_ZFR,0_ZFY,0_ZKSCAN4,0_ZNF135,0_ZNF219,0_ZNF280D,0_ZNF343,0_ZNF384,0_ZNF420,0_ZNF436,0_ZNF512B,0_ZNF518B,0_ZNF521,0_ZNF638,0_ZNF677,0_ZNF69,0_ZNF782,0_ZNF800,0_ZNF83,0_ZNF853,0_ZXDA
0,0,0,14,73,0,0,0,0,28,42,0,0,10,0,0,12,0,1,12,0,0,22,0,41,0,0,10,0,0,0,48,8,0,26,0,3,2,0,0,43,51,67,0,82,31,2,0,40,0,0,0,0,0,1,3,41,0,0,0,0,45,4,28,76,0,0,13,0,0,0,18,7,0,0,3,0,0,0,0,0,0,0,0,0,0,3,95,0,0,0,0,0,0,0,0,17,0,0,0,0,0,23,24,36,6,0,54,0,28,16,0,0,22,9,0,0,8,0,0,0,2,1,10,0,0,0,31,0,22,9,0,0,0,8,0,22,4,29,0,9,0,0,0,28,0,0,11,0,0,10,51,0,0,45,31,0,17,0,25,39,21,1,0,0,0,0,0,0,0,46,0,0,0,46,6,38,0,0,17,23,0,88,11,0,28,0,0,82,0,28,0,0,0,0,19,40,44,0,54,10,8,0,0,15,4,0,0,0,80,21,0,0,0,0,0,0,0,13,2,0,0,85,0,0,0,66,2,0,0,0,11,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,38,51,0,24,13,0,0,0,2,67,0,0,23,0,0,0,0,49,0,13,57,0,0,26,35,0,0,0,0,0,0,0,0,35,0,0,0,0,9,0,7,63,28,0,74,0,0,12,0,5,0,39,70,0,0,0,5,0,17,99,0,39,7,0,79,0,0,0,0,0,22,0,0,0,0,5,0,0,0,0,0,0,59,0,10,0,0,0,0,0,0,0,0,0,0,0,24,22,20,17,0,0,0,0,13,4,0,0,0,0,0,0,0,0,1,0,3,0,0,13,0,0,41,6,0,0,0,0,0,0,0,0,0,28,0,12,0,0,0,0,0,0,2,102,0,0,30,0,42,0,11,4,9,54,0,59,1,0,14,0,22,0,0,17,0,100,34,1,0,0,21,0,0,0,80,0,0,0,0,0,1,0,5,0,0,0,2,0,11,0,14,4,52,0,0,0,0,56,29,0,0,0,11,100,28,0,0,8,0,2,0,9,0,67,5,0,0,0,16,0,0,0,21,0,0,0,0,0,47,21,16,26,0,20,19,0,51,0,0,0,29,0,0,5,15,65,21,0,7,0,0,66,71,36,0,0,34,0,0,0,0,1,23,0,0,0,14,13,0,39,0,0,38,3,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,18,1,0,95,29,0,0,17,0,0,61,0,0,62,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,19,10,0,20,0,0,0,0,0,0,2,27,15,0,0,0,0,0,0,58,0,111,0,0,0,0,58,0,0,0,43,38,0,0,37,35,0,60,59,55,0,0,0,19,0,0,0,5,1,10,0,0,0,0,46,0,0,0,36,9,14,25,0,21,0,0,0,0,0,124,0,1,0,1,62,15,30,101,40,0,25,0,0,23,0,8,0,0,0,0,2,94,0,27,0,0,0,0,12,0,0,0,14,4,0,10,0,0,0,0,109,90,0,0,0,0,2,0,0,0,0,38,0,8,0,11,0,0,0,0,0,0,0,2,1,60,29,0,0,0,0,0,0,40,38,85,2,0,1,0,2,73,0,0,0,0,0,0,0,0,0,0,95,42,0,0,0,0,0,0,12,0,0,1,0,108,35,0,0,0,0,0,0,0,0,0,0,0,19,11,0,0,71,30,0,0,13,0,0,0,47,61,0,0,0,18,96,0,0,0,3,0,76,0,0,70,0,76,0,0,0,0,0,0,0,3,69,16,0,53,0,0,0,0,0,0,0,0,0,0,95,0,0,2,26,66,72,0,0,0,38,0,71,44,6,0,0,11,39,0,48,18,12,0,34,0,27,3,0,4,0,0,0,0,0,13,0,11,0,0,69,34,0,22,0,44,0,0,33,0,0,0,0,0,0,0,47,0,23,16,0,52,0,0,24,1,4,36,0,7,0,0,0,0,0,0,41,7,0,0,0,0,0,0,0,11,10,90,0,38,0,8,0,0,0,0,0,11,0,0,0,0,0,0,23,1,53,0,3,0,0,0,0,0,0,0,0,64,0,0,0,7,56,0,0,0,6,58,28,0,0,0,31,0,0,18,11,0,0,135,66,0,0,0,0,88,0,0,0,3,0,54,5,0,0,0,80,62,39,0,0,0,36,0,0,0,11,0,28,0,31,0,0,0,6,0,0,0,0,0,111,18,39,0,0,36,65,0,0,0,0,0,0,50,79,2,0,0,0,9,0,0,0,0,21,151,0,0,46,3,0,23,0,37,0,0,0,0,34,0,50,0,0,0,0,0,0,0,0,23,0,0,0,32,49,0,22,0,0,39,0,0,0,78,0,0,0,73,0,0,0,0,0,0,43,0,0,0,0,59,29,0,0,25,0,0,103,0,3,10,0,21,0,0,0,0,0,0
100,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,2,0,0,0,5,2,0,0,2,0,0,0,0,0,110,0,1,0,0,0,0,1,41,0,0,42,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,0,2,0,1,0,0,1,2,0,21,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,0,0,34,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,82,1,1,0,0,11,0,0,0,0,15,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,40,0,0,0,0,0,22,0,1,0,4,0,1,0,0,0,1,3,0,1,2,68,1,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,78,0,0,0,0,2,0,0,0,0,0,0,0,1,1,4,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,1,19,0,0,0,0,0,4,4,0,0,0,0,0,6,0,0,4,0,0,219,0,0,1,2,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,22,0,0,0,0,0,4,0,1,0,88,0,0,0,0,49,0,1,0,0,0,6,0,0,0,1,0,0,0,0,5,0,0,1,1,5,0,0,1,0,0,0,0,0,2,0,0,0,0,0,20,0,0,0,1,0,2,0,0,0,117,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,353,0,0,0,0,0,0,0,0,1,58,0,0,0,0,1,0,0,0,9,3,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,39,0,1,0,3,1,1,80,0,0,2,0,0,0,0,1,2,0,0,333,5,0,304,0,3,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,83,0,114,0,6,0,0,0,3,1,3,1,36,0,0,0,0,0,7,0,0,1,0,0,3,0,0,0,2,0,0,0,0,2,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,1,4,0,34,0,0,4,0,0,0,0,0,3,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,39,0,0,1,1,0,0,20,76,0,0,0,0,40,0,0,0,0,0,0,0,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,40,0,0,0,0,0,126,0,3,17,0,0,0,0,0,89,0,3,0,1,0,0,0,0,0,2,0,0,0,84,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,70,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,2,0,0,1,0,0,1,0,1,0,277,0,1,0,0,0,0,1,0,0,0,0,13,0,0,1,0,0,0,0,5,0,0,0,0,1,10,0,0,0,0,0,12,0,0,3,0,0,0,393,0,0,0,0,0,2,0,0,0,302,0,2,0,0,0,0,0,0,27,3,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,7,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,1,0,7,3,1,0,0,0,0,33,58,10,0,0,0,7,0,0,0,0,0,75,0,4,1,0,0,1,0,0,0,0,28,0,0,0,0,1,0,0,2,0,0,1,0,361,0,0,1,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,40,0,0,0,0,0,0,3,2,1,0,0,2,0,0,0,0,8,0,7,0,0,0,1,23,0,0,0,0,0,0,0,1,0,0
