gen,0_AAGAB,0_AASDH,0_ABCA3,0_ABCA4,0_ABCA7,0_ABCC3,0_ABHD10,0_ABHD14B,0_ABHD3,0_ABTB2,0_ACAD8,0_ACAP2,0_ACAT2,0_ACBD6,0_ACMSD,0_ACOT1,0_ACSL6,0_ACSM2A,0_ACTL6A,0_ACTN3,0_ACYP1,0_ADAMTS9,0_ADCY4,0_ADI1,0_ADPRH,0_AFG3L2,0_AGTPBP1,0_AHDC1,0_AHNAK2,0_AK2,0_AKAP1,0_AKAP7,0_AKAP9,0_AKR1C3,0_AKR1E2,0_AKT1,0_ALAS1,0_ALDH1A2,0_ALDH1B1,0_ALDH4A1,0_ALDH7A1,0_ALG1,0_ALG13,0_ALG2,0_ALG8,0_ALG9,0_AMACR,0_AMBP,0_AMDHD2,0_AMFR,0_AMIGO1,0_ANAPC10,0_ANGPTL4,0_ANK3,0_ANKHD1-EIF4EBP3,0_ANKRD12,0_ANKRD31,0_ANKRD54,0_ANKS6,0_ANP32B,0_ANXA4,0_ANXA9,0_APBB2,0_APEH,0_APOBEC3A,0_APOD,0_APPL2,0_AQP1,0_ARAF,0_ARFGEF2,0_ARHGAP21,0_ARHGAP23,0_ARHGEF10L,0_ARHGEF7,0_ARIH1,0_ARL3,0_ARMC5,0_ARMCX1,0_ARNTL,0_ARPC1A,0_ARSD,0_ASCC3,0_ASS1,0_ATF3,0_ATIC,0_ATP11A,0_ATP1A1,0_ATP2B2,0_ATP2B4,0_ATP8A1,0_ATP8B1,0_ATXN2L,0_AURKAIP1,0_AWAT2,0_AXIN2,0_B2M,0_B3GALNT2,0_B3GALT4,0_B3GNT2,0_B4GALNT3,0_B4GALT2,0_B9D2,0_BAALC,0_BAG3,0_BAIAP2L2,0_BAK1,0_BARX2,0_BBS4,0_BCAP31,0_BCAR3,0_BCAT2,0_BCHE,0_BCL2,0_BCL2L14,0_BDH1,0_BDKRB1,0_BET1L,0_BEX2,0_BHMT,0_BHMT2,0_BIK,0_BIN3,0_BIRC2,0_BLMH,0_BLOC1S3,0_BMP6,0_BNIP3L,0_BRAF,0_BSDC1,0_BTF3,0_BTG3,0_BZW2,0_C11orf80,0_C17orf49,0_C18orf32,0_C19orf12,0_C19orf54,0_C1orf194,0_C1orf198,0_C21orf91,0_C2CD3,0_C2orf49,0_C3orf14,0_C4BPA,0_C5orf22,0_C6orf62,0_C7,0_C7orf50,0_C8orf33,0_CA9,0_CAB39,0_CACNA1C,0_CACNA1H,0_CALM2,0_CAMLG,0_CAMSAP1,0_CANX,0_CAPN1,0_CARHSP1,0_CAST,0_CAV1,0_CAV2,0_CBLC,0_CBWD6,0_CBX1,0_CCDC125,0_CCDC127,0_CCDC59,0_CCDC89,0_CCNG1,0_CCNJL,0_CCNK,0_CCNY,0_CCNYL1,0_CCR6,0_CCT2,0_CCT3,0_CD47,0_CD63,0_CD74,0_CDC16,0_CDC23,0_CDC42BPB,0_CDC42EP3,0_CDC42EP4,0_CDC5L,0_CDCA7L,0_CDK11A,0_CDK18,0_CDK19,0_CDK7,0_CDKN1C,0_CDKN2A,0_CDT1,0_CDYL,0_CECR2,0_CENPV,0_CEP76,0_CES3,0_CFB,0_CHCHD5,0_CHCHD6,0_CHDH,0_CHI3L2,0_CHP2,0_CHRD,0_CHRDL1,0_CHRNB1,0_CHST11,0_CHST15,0_CHURC1,0_CISD3,0_CITED4,0_CLCN7,0_CLEC4C,0_CLINT1,0_CLK2,0_CLMN,0_CLPTM1,0_CLTCL1,0_CLVS1,0_CMAS,0_CMPK2,0_CMTM3,0_CMTM8,0_CNDP2,0_CNIH4,0_CNOT3,0_CNPY2,0_COG1,0_COMMD3,0_COPA,0_COPB1,0_COQ2,0_COX10,0_COX11,0_COX17,0_COX5B,0_COX6B1,0_CP,0_CPNE5,0_CPSF7,0_CREB3L4,0_CRHBP,0_CRIM1,0_CRP,0_CSNK1D,0_CSPG4,0_CTAGE6,0_CTBP2,0_CTCF,0_CTNNA2,0_CTSA,0_CTSC,0_CTTN,0_CUEDC1,0_CUL3,0_CUTC,0_CWC25,0_CYB5B,0_CYP2R1,0_CYSLTR2,0_DACT1,0_DAPK3,0_DCAF12L2,0_DCDC2,0_DCLK3,0_DCP1B,0_DDA1,0_DDB1,0_DDB2,0_DDHD2,0_DDR1,0_DDTL,0_DDX11,0_DDX3Y,0_DDX41,0_DDX42,0_DDX58,0_DECR1,0_DEF8,0_DERL3,0_DEXI,0_DHCR7,0_DHTKD1,0_DHX16,0_DHX29,0_DHX32,0_DHX36,0_DIRAS3,0_DLD,0_DLG2,0_DMGDH,0_DNAJA1,0_DNAJA2,0_DNAJB7,0_DNAJC16,0_DNAJC25,0_DNAJC8,0_DNMT3L,0_DPYSL2,0_DPYSL4,0_DR1,0_DTX4,0_DUOXA1,0_DUS4L,0_DUSP8,0_DUT,0_DYNC2LI1,0_DYNLT3,0_DZIP1L,0_EAPP,0_ECHDC2,0_EDIL3,0_EDN1,0_EEFSEC,0_EFCAB2,0_EFNB2,0_EGR4,0_EHBP1,0_EHF,0_EIF4E3,0_EIF4G2,0_ELF1,0_ELMO3,0_EMCN,0_ENHO,0_ENO3,0_ENOSF1,0_ENPP2,0_ENTPD5,0_EPS15,0_EPSTI1,0_ERCC3,0_ERCC4,0_ERGIC3,0_ERN2,0_ESRP1,0_ETF1,0_ETNK2,0_ETV4,0_ETV5,0_EVPL,0_EXOC5,0_EXOC7,0_F11R,0_F2RL1,0_FABP7,0_FAM104B,0_FAM107B,0_FAM114A2,0_FAM117A,0_FAM13C,0_FAM172A,0_FAM189A2,0_FAM20A,0_FAM47E,0_FAM53B,0_FAM53C,0_FAM89A,0_FANCI,0_FAS,0_FASTKD5,0_FBL,0_FBP1,0_FBXO21,0_FBXO31,0_FBXO33,0_FBXO38,0_FBXO44,0_FGFR1OP2,0_FGFR4,0_FIGNL1,0_FKBP7,0_FLRT3,0_FLVCR2,0_FN3KRP,0_FOSL2,0_FOXO1,0_FOXO3,0_FOXP4,0_FRAS1,0_FRAT1,0_FRRS1,0_FUCA1,0_FZD3,0_FZD7,0_G3BP1,0_G6PC,0_G6PD,0_GABARAPL1,0_GABRG3,0_GADD45GIP1,0_GBA,0_GBP1,0_GBP4,0_GCC2,0_GCDH,0_GCH1,0_GEN1,0_GGH,0_GHR,0_GIMAP8,0_GLB1L,0_GLCCI1,0_GLIS3,0_GLMN,0_GLRX5,0_GLS,0_GLUD1,0_GMCL1,0_GNB1L,0_GPC4,0_GPIHBP1,0_GPR143,0_GPR155,0_GPR176,0_GPR27,0_GPRIN2,0_GRB10,0_GRB7,0_GRK5,0_GRPEL2,0_GRSF1,0_GSTA4,0_GSTZ1,0_GTF2H1,0_GTPBP8,0_HAAO,0_HADH,0_HAPLN3,0_HARS2,0_HBA1,0_HCRTR1,0_HDAC1,0_HDAC3,0_HDAC4,0_HDAC6,0_HDDC3,0_HDGF,0_HEBP2,0_HERPUD1,0_HEY2,0_HINT3,0_HIP1,0_HIPK3,0_HM13,0_HMGCR,0_HMGN5,0_HNF1B,0_HNMT,0_HNRNPD,0_HNRNPK,0_HPCAL1,0_HPR,0_HPRT1,0_HS1BP3,0_HS2ST1,0_HSBP1L1,0_HSD17B11,0_HSDL2,0_HSP90B1,0_HSPA12A,0_HSPBAP1,0_HUNK,0_HYI,0_IARS2,0_ICA1,0_ICA1L,0_ICOSLG,0_IER3IP1,0_IFI30,0_IFIT1,0_IFIT3,0_IFNB1,0_IFNG,0_IK,0_IKZF2,0_IL18,0_IL18R1,0_IL23A,0_ILDR1,0_ILVBL,0_IMMP1L,0_IMPA1,0_ING2,0_ING4,0_ING5,0_INTS12,0_INTS8,0_IRF2BP1,0_IRF2BP2,0_IRF3,0_ISCA2,0_ISLR,0_ITPA,0_IWS1,0_JAK1,0_JAK2,0_JARID2,0_JDP2,0_JMJD6,0_JUN,0_JUP,0_KANK1,0_KAT2B,0_KCMF1,0_KCNA4,0_KCND1,0_KCNE3,0_KCNE4,0_KCNJ1,0_KCNJ2,0_KCNK1,0_KCNS3,0_KCTD20,0_KDM1A,0_KDM6B,0_KDSR,0_KEAP1,0_KHDRBS2,0_KIAA1614,0_KIF4B,0_KIFAP3,0_KLF2,0_KLHDC10,0_KLK5,0_KRT19,0_KRT7,0_LAMB1,0_LAMB2,0_LAP3,0_LAPTM4A,0_LARP1,0_LBP,0_LENG8,0_LEO1,0_LETM1,0_LGALS8,0_LGI4,0_LILRB5,0_LIMK2,0_LINGO2,0_LIPH,0_LIPT2,0_LMBRD2,0_LMNB2,0_LNX1,0_LPCAT1,0_LPCAT4,0_LPIN2,0_LPIN3,0_LRIT3,0_LRP5,0_LRPPRC,0_LRRC28,0_LRRC56,0_LRRC61,0_LRRFIP1,0_LRTOMT,0_LSS,0_LTV1,0_LY86,0_LYSMD2,0_LYSMD3,0_LZTS1,0_MAF,0_MAFG,0_MAGI2,0_MAOB,0_MAP2K1,0_MAP2K5,0_MAP3K8,0_MAPK13,0_MAPK6,0_MAPK8,0_MAPRE1,0_MATN2,0_MBIP,0_MCM3AP,0_MCM5,0_MDH1B,0_MEP1A,0_METAP1,0_MFGE8,0_MFSD9,0_MGAM,0_MGRN1,0_MGST2,0_MICAL3,0_MID1,0_MIF4GD,0_MIPEP,0_MKNK2,0_MLLT1,0_MLXIP,0_MLYCD,0_MME,0_MN1,0_MOGS,0_MON1B,0_MORF4L1,0_MPEG1,0_MPG,0_MPI,0_MPP6,0_MRM1,0_MRPL3,0_MRPL33,0_MRPL47,0_MRPS25,0_MRPS26,0_MSI2,0_MSTN,0_MT1A,0_MTOR,0_MTSS1,0_MVK,0_MYB,0_MYO10,0_MYO1B,0_MYO3B,0_MYOM2,0_N4BP1,0_NACC1,0_NAGPA,0_NAV2,0_NCAM2,0_NCBP2,0_NCL,0_NDUFA2,0_NDUFA4L2,0_NDUFAF2,0_NDUFC1,0_NDUFS2,0_NDUFS3,0_NECAB3,0_NEDD4,0_NEDD4L,0_NEIL1,0_NEK7,0_NEK8,0_NELL1,0_NEXN,0_NGB,0_NIF3L1,0_NIPA2,0_NIPAL3,0_NKTR,0_NKX2-2,0_NKX6-1,0_NLGN1,0_NLRP1,0_NME1,0_NME7,0_NNT,0_NOP58,0_NPM3,0_NQO2,0_NR3C2,0_NR4A1,0_NSA2,0_NSF,0_NT5C,0_NUDCD3,0_NUDT9,0_NUP85,0_NUP88,0_OGDH,0_ORM1,0_ORM2,0_OTP,0_OTUD3,0_OTUD5,0_OTUD7B,0_OXER1,0_OXNAD1,0_P2RY1,0_P4HA1,0_P4HTM,0_PAF1,0_PAG1,0_PAGE4,0_PALB2,0_PALMD,0_PANK3,0_PAQR7,0_PARL,0_PARM1,0_PARP3,0_PBXIP1,0_PCBP3,0_PCDH10,0_PCDH11X,0_PCDHB5,0_PCDHGA2,0_PCDHGA6,0_PCDHGB1,0_PCDHGB2,0_PCDHGB4,0_PCDHGB5,0_PCDHGB7,0_PCDHGC4,0_PCK1,0_PCK2,0_PCNT,0_PCYOX1,0_PCYT2,0_PDCD2L,0_PDE9A,0_PDIA3,0_PDIA5,0_PDS5B,0_PDZD11,0_PDZK1IP1,0_PEG3,0_PEPD,0_PER2,0_PEX26,0_PEX5,0_PFKM,0_PFN2,0_PGAM1,0_PGAM2,0_PGM1,0_PGRMC1,0_PGRMC2,0_PHACTR4,0_PHC3,0_PHF1,0_PHIP,0_PHLDA3,0_PI16,0_PI4KA,0_PIBF1,0_PIK3CG,0_PIK3R4,0_PIP5K1C,0_PIR,0_PLA2G5,0_PLAA,0_PLAU,0_PLCG2,0_PLD6,0_PLEKHA1,0_PLEKHJ1,0_PLXDC1,0_PLXNB1,0_PNKD,0_PNPT1,0_POC1A,0_PODNL1,0_POF1B,0_POLD2,0_POLR3H,0_PPARA,0_PPIB,0_PPIC,0_PPID,0_PPIL3,0_PPM1D,0_PPM1E,0_PPP1R7,0_PPP1R8,0_PPP1R9B,0_PPP2CA,0_PPP2CB,0_PPP2R2A,0_PPP2R2B,0_PPWD1,0_PRAM1,0_PRCP,0_PRDM4,0_PRKAB2,0_PRKCD,0_PRKG1,0_PRKG2,0_PRKX,0_PRMT7,0_PRPF19,0_PRPF4B,0_PRR16,0_PRTFDC1,0_PSAP,0_PSMB1,0_PSMB6,0_PSMB7,0_PSMD1,0_PSMD10,0_PSMD12,0_PSME3,0_PSMG3,0_PSPC1,0_PSPH,0_PSTK,0_PTAFR,0_PTEN,0_PTGR1,0_PTHLH,0_PTMA,0_PTOV1,0_PTPN3,0_PTPRU,0_PUM1,0_PXK,0_PXMP4,0_PYCR1,0_PYROXD2,0_RAB11FIP1,0_RAB30,0_RAB3D,0_RAB3GAP1,0_RAB9A,0_RAB9B,0_RAD1,0_RAD23A,0_RADIL,0_RAI1,0_RANBP3,0_RANBP3L,0_RAP1GAP2,0_RAPGEF3,0_RASAL1,0_RASSF3,0_RBM8A,0_RBMX,0_RCN1,0_RDX,0_REC8,0_REEP6,0_REM1,0_REN,0_REPIN1,0_RFC3,0_RHOBTB1,0_RIC3,0_RIC8B,0_RIMS2,0_RIN2,0_RING1,0_RIOK1,0_RNASEL,0_RNF113A,0_RNF180,0_RNF220,0_RNF31,0_RPA4,0_RPL14,0_RPL9,0_RPN1,0_RPS21,0_RPS23,0_RPS29,0_RPS4Y1,0_RPS6KA1,0_RPS6KA3,0_RRP15,0_RSAD2,0_RSL1D1,0_RTKN,0_RUFY2,0_RUNX1,0_S100A1,0_S100A13,0_SAA4,0_SACM1L,0_SALL1,0_SAMD9L,0_SAR1A,0_SARS2,0_SCAMP4,0_SCARA5,0_SCCPDH,0_SCO1,0_SDCCAG8,0_SDHB,0_SDR16C5,0_SDR39U1,0_SEC14L1,0_SEC23IP,0_SEC31A,0_SECTM1,0_SEMA4B,0_SENP2,0_SEPHS1,0_SERPINA1,0_SERPINA4,0_SERPINA6,0_SFXN1,0_SGSM3,0_SH3BGRL2,0_SH3D19,0_SH3PXD2B,0_SH3RF3,0_SHMT1,0_SIDT1,0_SIRT6,0_SLC13A1,0_SLC13A3,0_SLC13A5,0_SLC15A4,0_SLC16A1,0_SLC16A4,0_SLC17A4,0_SLC1A4,0_SLC1A5,0_SLC22A3,0_SLC25A10,0_SLC25A23,0_SLC25A24,0_SLC25A38,0_SLC26A11,0_SLC26A2,0_SLC29A3,0_SLC2A9,0_SLC31A2,0_SLC35A2,0_SLC35B3,0_SLC38A10,0_SLC38A7,0_SLC43A1,0_SLC43A2,0_SLC46A3,0_SLC4A10,0_SLC9A7,0_SMARCA2,0_SMC3,0_SNAP29,0_SNAPC2,0_SND1,0_SNN,0_SNRNP27,0_SNRPB2,0_SNX11,0_SNX12,0_SNX17,0_SNX2,0_SNX33,0_SNX5,0_SOCS3,0_SORCS1,0_SOX4,0_SP1,0_SPATA13,0_SPATA18,0_SPHKAP,0_SPOCK2,0_SPRY2,0_SPRY4,0_SPRYD3,0_SPTBN1,0_SPTBN2,0_SRD5A1,0_SRPX2,0_SSR4,0_ST3GAL2,0_ST6GALNAC6,0_STARD4,0_STC1,0_STC2,0_STK35,0_STRADA,0_STX6,0_STX8,0_SUCLG1,0_SUCLG2,0_SULT1B1,0_SUMO1,0_SUMO3,0_SVEP1,0_SYNGR2,0_SYT15,0_TACC1,0_TAF8,0_TAF9B,0_TARS2,0_TATDN2,0_TAX1BP3,0_TBC1D20,0_TBC1D23,0_TBC1D4,0_TBL1X,0_TBL1XR1,0_TCF4,0_TCF7L2,0_TCOF1,0_TDP1,0_TDRD5,0_TDRKH,0_TEC,0_TEKT3,0_TF,0_TGDS,0_TGFA,0_THAP8,0_THEM4,0_THOC3,0_THRA,0_TIGD1,0_TIMM44,0_TIMM8A,0_TIMP2,0_TLCD1,0_TMCC3,0_TMEFF2,0_TMEM104,0_TMEM107,0_TMEM14A,0_TMEM165,0_TMEM169,0_TMEM176A,0_TMEM176B,0_TMEM19,0_TMEM192,0_TMEM50B,0_TMEM59L,0_TMEM8B,0_TMOD3,0_TNC,0_TNFRSF10B,0_TNFRSF11B,0_TNFRSF14,0_TNFRSF18,0_TOB1,0_TOR1B,0_TP53I3,0_TP53RK,0_TPK1,0_TPPP,0_TRAF6,0_TRAP1,0_TRAPPC2,0_TRAPPC4,0_TRDMT1,0_TREM2,0_TREX1,0_TRH,0_TRIM17,0_TRIM35,0_TRIM44,0_TRIM7,0_TRIP11,0_TRIP12,0_TRMT61B,0_TRPC1,0_TSC1,0_TSHZ3,0_TSKU,0_TSNAX,0_TSPAN17,0_TSPAN6,0_TSPYL1,0_TSPYL2,0_TTC32,0_TTF1,0_TUBA1B,0_TUBB1,0_TUBD1,0_TUBG2,0_TUBGCP3,0_TUBGCP6,0_TUFT1,0_TUSC1,0_TWF1,0_TXNDC17,0_TXNL1,0_TYW1,0_TYW3,0_U2AF2,0_UBA1,0_UBAC1,0_UBE2H,0_UBE2L3,0_UBE2Z,0_UBE3C,0_UBR4,0_UBR7,0_UBXN7,0_UEVLD,0_UFM1,0_UNC5CL,0_UPK1B,0_URM1,0_UROC1,0_USE1,0_USF1,0_USO1,0_USP14,0_USP16,0_UTP3,0_VANGL1,0_VARS2,0_VBP1,0_VEGFA,0_VEZT,0_VGLL4,0_VIM,0_VIPR2,0_VKORC1L1,0_VPS26A,0_VPS35,0_VPS36,0_VPS37B,0_VRK2,0_VRK3,0_VTI1B,0_WAS,0_WASF2,0_WBP11,0_WBP4,0_WDR1,0_WDR19,0_WDR41,0_WDR77,0_WIPI1,0_WNK4,0_WT1,0_XRCC5,0_XRN1,0_YIPF2,0_YTHDF2,0_ZBTB1,0_ZBTB34,0_ZBTB37,0_ZBTB44,0_ZBTB8A,0_ZDHHC6,0_ZFAND3,0_ZFC3H1,0_ZFPM2,0_ZFYVE27,0_ZKSCAN4,0_ZNF143,0_ZNF234,0_ZNF382,0_ZNF415,0_ZNF473,0_ZNF518B,0_ZNF521,0_ZNF532,0_ZNF544,0_ZNF580,0_ZNF672,0_ZNF677,0_ZNF700,0_ZRANB2,0_ZSCAN12,0_ZW10,0_ZXDB
0,0,0,0,59,0,19,0,33,13,0,0,0,13,23,22,9,150,38,23,14,0,0,0,4,0,0,0,0,47,0,22,42,0,98,69,2,0,104,0,0,31,0,0,0,24,33,4,0,0,0,0,0,1,22,0,10,0,0,0,0,25,22,0,0,0,36,39,0,48,0,0,0,0,16,0,0,0,0,0,0,17,0,2,2,0,74,25,0,0,16,0,0,0,15,0,6,0,63,0,0,0,0,12,0,34,10,14,0,0,12,0,34,0,32,28,24,36,24,0,3,0,0,0,0,14,0,0,0,0,0,20,0,0,0,0,0,0,30,0,0,0,0,0,40,2,6,0,0,0,0,11,0,132,0,0,0,0,0,12,0,0,0,15,46,0,32,38,0,0,81,76,1,0,0,0,0,0,4,0,0,22,0,15,0,0,0,0,0,3,0,0,10,6,78,0,0,0,0,72,7,10,1,0,38,98,0,0,19,2,0,0,0,0,0,4,8,0,0,0,3,0,0,1,0,14,0,23,0,0,23,1,0,0,0,6,0,0,0,0,3,119,0,0,0,0,26,0,0,9,0,0,83,0,50,0,52,0,0,0,0,0,5,0,0,44,0,0,0,0,0,27,0,0,0,29,17,0,0,0,0,0,41,0,2,0,0,0,64,0,2,0,0,0,31,7,10,8,9,0,56,0,54,0,0,62,0,13,0,0,0,3,0,0,39,0,0,91,0,0,0,0,45,0,0,17,0,26,0,0,0,0,0,0,0,22,0,41,5,0,35,14,0,0,0,0,35,53,0,32,0,0,0,0,0,17,6,0,16,33,0,0,50,16,0,18,1,0,0,0,0,0,19,0,0,0,0,0,13,0,25,51,0,0,0,0,0,0,0,0,27,28,62,0,0,0,0,0,0,21,22,0,0,0,0,0,6,0,25,14,16,0,0,0,0,0,0,0,14,6,0,0,0,0,3,37,2,32,0,38,6,0,0,1,0,0,22,15,50,0,39,51,0,0,0,0,0,0,33,0,0,0,18,1,48,15,0,0,0,0,0,0,0,47,44,36,12,0,0,0,23,19,0,63,2,143,30,0,2,0,0,1,2,0,20,7,5,16,0,0,0,0,23,0,0,0,0,0,0,22,0,0,0,5,0,0,0,0,24,12,37,23,0,18,1,41,0,0,0,0,0,91,16,0,7,0,0,68,32,0,106,0,0,0,0,87,0,21,0,0,0,0,72,0,17,57,0,0,37,46,0,0,0,42,39,0,32,0,0,12,0,1,8,0,0,0,0,34,59,0,0,0,28,0,0,0,0,0,19,23,4,0,0,91,0,94,9,19,0,0,13,140,0,0,11,50,0,0,27,13,0,0,0,0,0,95,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,66,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,28,0,76,28,0,14,0,40,22,92,0,0,24,0,0,0,51,0,0,15,0,0,0,0,0,17,0,18,20,137,2,0,15,0,0,0,25,0,0,0,135,0,54,0,64,38,47,0,0,77,104,50,15,3,27,0,0,0,27,5,9,13,0,0,94,0,0,46,32,102,0,0,9,8,0,0,0,3,0,0,0,42,0,6,5,0,0,0,0,0,5,0,0,0,0,0,64,0,0,25,0,0,0,2,7,0,44,0,0,35,16,0,7,0,0,0,23,71,0,0,0,0,0,0,2,105,35,0,0,0,0,0,0,0,0,58,66,33,0,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,65,79,0,21,0,0,0,0,0,0,11,0,7,13,0,2,0,0,85,0,8,0,0,0,21,0,0,0,0,0,0,0,0,39,23,6,0,0,0,38,0,0,0,0,0,39,0,24,0,4,52,0,27,0,0,0,0,13,0,0,17,0,0,0,1,0,5,6,66,0,19,0,3,0,1,3,18,0,0,0,89,0,0,0,9,0,40,0,2,0,56,23,0,0,0,0,26,6,0,0,0,0,0,0,55,40,67,0,31,37,52,0,0,0,0,144,18,0,0,0,0,0,0,0,0,119,4,18,0,32,0,16,10,0,0,0,6,0,0,10,0,9,0,0,10,0,0,0,43,80,38,20,16,0,0,0,0,6,0,0,20,0,0,0,22,0,4,0,0,0,0,0,0,0,0,32,0,59,0,0,3,0,0,0,2,0,5,11,0,0,0,16,0,10,58,0,0,0,0,76,62,11,4,21,0,61,18,23,27,52,0,0,1,0,3,0,15,0,0,33,0,0,0,0,1,0,0,43,0,8,0,0,0,0,0,0,0,0,0,0,46,0,41,0,0,0,0,27,0,0,0,110,0,0,15,0,0,4,12,42,30,11,24,0,0,27,0,54,0,0,0,5,0,0,0,0,0,22,0,1,0,0,0,48,0,0,0,58,0,0,0,0,0,0,0,0,40,0,0,0,0,29,39,0,0,0,0,21,35,1,0,0,0,0,0,0,0,0,0,104,0,0,0,0,2,107,3,0,0,0,0,0,0,17,17,41,0,51,13,8,0,0,0,1,25,0,0,21,0,0,7,0,0
100,0,0,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,1,3,1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,13,2,0,0,0,0,0,155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,50,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,3,4,2,0,0,0,0,0,0,0,0,0,0,30,0,0,2,0,1,0,0,0,0,0,0,0,56,0,0,1,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,106,0,0,0,4,0,2,0,0,0,0,0,0,55,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,103,0,0,1,0,0,7,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,116,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,10,0,1,0,0,0,0,0,1,0,0,1,0,2,0,139,0,10,1,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,4,0,0,27,0,0,0,0,0,0,0,0,0,1,0,0,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,200,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,2,34,1,0,0,0,0,1,0,39,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,370,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,276,0,4,0,0,0,47,0,4,0,0,1,0,0,0,3,0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,18,0,0,0,0,1,0,1,0,0,0,61,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,233,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,243,0,5,0,1,0,1,0,38,0,0,1,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,21,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,112,2,0,4,0,0,1,8,3,0,0,0,2,0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,3,0,2,0,0,22,2,0,0,0,0,0,11,0,0,0,0,0,1,289,0,1,0,5,73,0,0,2,0,0,0,0,0,8,0,0,1,1,0,0,0,2,0,0,0,294,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,1,0,0,4,0,0,0,0,1,1,0,0,1,0,1,0,6,2,4,0,92,0,0,0,0,0,0,0,1,83,0,0,3,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,91,0,0,0,0,1,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,47,0,1,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,47,1,0,0,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,8,0,0,0,1,0,17,0,0,0,0,0,0,1,3,2,0,0,0,0,283,0,0,5,1,1,0,0,0,0,0,0,0,0,0,1,0,4,7,0,0,5,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,4,0,5,2,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0,0,0,0
