gen,evals,gen_feats,explored,type naive Bayes balanced accuracy_min,type naive Bayes balanced accuracy_avg,type naive Bayes balanced accuracy_max,type naive Bayes balanced accuracy_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std
0,500,433,433,0.2,0.7891560753661815,0.9170069459606569,0.1581666670493994,0.14002800840280097,0.2577972464847522,1.0,0.16320930538936249
1,524,667,672,0.2,0.790450257043646,0.9170069459606569,0.14732004548762312,0.14002800840280097,0.27426832636387216,1.0,0.1379423437162779
2,527,687,874,0.2,0.8080243833814164,0.9170069459606569,0.12896385393040957,0.13608276348795434,0.2757920954643931,1.0,0.13931494736886352
3,534,728,1094,0.2,0.8142846689310342,0.9231985217311225,0.12352822397078263,0.13608276348795434,0.28135678380104806,1.0,0.13816099752975958
4,524,756,1302,0.2,0.8203546775537197,0.9231985217311225,0.11892753136263655,0.13608276348795434,0.2874862953777417,1.0,0.1378781380811313
5,534,774,1499,0.2,0.8270943536601192,0.9231985217311225,0.11445810318209512,0.13608276348795434,0.28748844777610644,1.0,0.13756261475545994
6,548,800,1696,0.2,0.8296043412784045,0.930489213164045,0.11491827256010712,0.1336306209562122,0.291695906565837,1.0,0.13814094632924892
7,539,772,1854,0.2,0.833097614029187,0.930489213164045,0.11444672270912669,0.1336306209562122,0.2954851914538747,1.0,0.13932641129792941
8,539,802,2022,0.2,0.8361794845089603,0.930489213164045,0.11304812395223986,0.13245323570650439,0.2985631129634105,1.0,0.13820486579918131
9,536,799,2176,0.2,0.8429625917470465,0.930489213164045,0.1086451355978575,0.13245323570650439,0.29623881613760966,1.0,0.1392112139657759
10,545,801,2326,0.2,0.8494667170461377,0.930489213164045,0.10439858905339304,0.1336306209562122,0.2926401135985874,1.0,0.13722352203945204
11,552,793,2464,0.2,0.8495815729841676,0.930489213164045,0.10546051946438763,0.13130643285972254,0.2963468786405101,1.0,0.13962181554733868
12,541,806,2585,0.2,0.8558302776146746,0.930489213164045,0.09898593702289725,0.1336306209562122,0.2921604865401407,1.0,0.13759725847639326
13,559,813,2726,0.2,0.854694724946694,0.930489213164045,0.10153880574886172,0.12598815766974242,0.2980954030654035,1.0,0.13831492593907546
14,539,813,2852,0.2,0.860156702412774,0.930489213164045,0.09735874979730502,0.13245323570650439,0.29329026056650426,1.0,0.1364068430466749
15,545,830,2965,0.2,0.8616789197124578,0.930489213164045,0.09706938854485449,0.13245323570650439,0.29481493537198794,1.0,0.13519930468591956
16,555,856,3095,0.2,0.8601661617885255,0.930489213164045,0.09875977299825105,0.13245323570650439,0.302536716247663,1.0,0.13516565336471223
17,548,842,3217,0.2,0.8617360850793624,0.9323841077852182,0.09884960576278976,0.13130643285972254,0.3016996714553162,1.0,0.13555291052021437
18,549,853,3331,0.2,0.8621499037514216,0.9323841077852182,0.10056673397413199,0.14285714285714285,0.3034601037132696,1.0,0.13736774676657834
19,553,817,3434,0.2,0.8640907617380753,0.9323841077852182,0.09957333363243916,0.14285714285714285,0.30515393352677317,1.0,0.13708275096016567
20,558,827,3535,0.2,0.8655872766751527,0.9373061750534708,0.0991234352564136,0.14285714285714285,0.3057897057042635,1.0,0.1374123299279704
21,546,808,3631,0.2,0.8701023293262928,0.9398102514569182,0.09625379662332753,0.14285714285714285,0.301013443603675,1.0,0.1354304590457597
22,549,811,3732,0.2,0.8710817240754755,0.9398102514569182,0.0962177028719383,0.15249857033260467,0.30299539383495777,1.0,0.1340344918494259
23,560,858,3832,0.2,0.8701581165473363,0.9398102514569182,0.09905991421711598,0.15249857033260467,0.30637501605738077,1.0,0.13658413939863956
24,542,812,3909,0.2,0.8720439335838882,0.9398102514569182,0.09782820222989431,0.15249857033260467,0.30651511800908826,1.0,0.13631112045225283
25,543,828,4002,0.2,0.8719660595693085,0.9398102514569182,0.09742689504945982,0.14907119849998599,0.30953619593589915,1.0,0.136836492042359
26,546,841,4092,0.2,0.8725459957977069,0.9398102514569182,0.09894754316493332,0.14907119849998599,0.31051824163528297,1.0,0.13819804017831652
27,544,837,4159,0.2,0.8736346814022499,0.939818353625261,0.0970903720487034,0.15249857033260467,0.31239711729844205,1.0,0.13701244100121734
28,552,834,4252,0.2,0.8719293303204573,0.9428536284406835,0.09888556688678801,0.14744195615489714,0.31814550577008766,1.0,0.13751554597957738
29,540,802,4329,0.2,0.8753325144490632,0.9428536284406835,0.0961382933210926,0.15075567228888181,0.31399527687324064,1.0,0.1360198182434022
30,547,824,4397,0.2,0.8765133664344594,0.9428536284406835,0.09600527725201874,0.14907119849998599,0.3137082449982552,1.0,0.1367594799247725
31,546,797,4452,0.2,0.8777243419520148,0.9428536284406835,0.09544825750648785,0.14907119849998599,0.3127884371935282,1.0,0.13675407428431438
32,543,820,4516,0.2,0.8789060398838658,0.9428536284406835,0.095145073582892,0.14586499149789456,0.31202373950159096,1.0,0.13704639740765887
33,559,816,4572,0.2,0.8798382803194799,0.942931611810983,0.09515362442948389,0.14586499149789456,0.3105698433204218,1.0,0.1381878698754282
34,562,800,4624,0.2,0.8786873540932554,0.942931611810983,0.09716725896741409,0.14586499149789456,0.3130766802079935,1.0,0.1395562504684709
35,556,809,4670,0.2,0.8790529394972935,0.942931611810983,0.09760617169881593,0.14586499149789456,0.31289632647627197,1.0,0.14026460500427262
36,551,770,4706,0.2,0.8812560400840647,0.945400747613452,0.0954194142530817,0.14586499149789456,0.31033904700034387,1.0,0.1388431928258614
37,549,822,4768,0.2,0.8843651358985646,0.9472875400662822,0.09361215741545884,0.14744195615489714,0.3048480904748715,1.0,0.13847819251349242
38,551,806,4812,0.2,0.8846239108177372,0.9472875400662822,0.0934297710292887,0.14744195615489714,0.3066878992300835,1.0,0.13641704992106435
39,558,822,4858,0.2,0.8849313490322267,0.9472875400662822,0.09309966629600062,0.15075567228888181,0.30818404823114404,1.0,0.13570844728344622
40,558,812,4897,0.2,0.8828998161231737,0.9472875400662822,0.0952565423397741,0.14907119849998599,0.31425967876719807,1.0,0.13627259739612207
41,560,814,4937,0.2,0.882569046089797,0.9472875400662822,0.0966977618618762,0.14907119849998599,0.3155985187587381,1.0,0.13737756960402672
42,557,783,4979,0.2,0.8826700806942993,0.9472875400662822,0.09614157129995939,0.14907119849998599,0.3173944594788481,1.0,0.13798330420017407
