0_ajcc_pathologic_tumor_stage_Stage I,0_ajcc_pathologic_tumor_stage_Stage IV,1_ADH5.128,1_APP.351,1_AQP1.358,1_ATP5J2.9551,1_ATXN7L2.127002,1_C19orf48.84798,1_C19orf53.28974,1_C1orf77.26097,1_C3orf31.132001,1_C6orf186.728464,1_C8orf59.401466,1_CCT3.7203,1_CEP55.55165,1_CLTB.1212,1_CYP3A4.1576,1_DAZAP1.26528,1_DBF4.10926,1_DKFZp686O24166.374383,1_DSCR9.257203,1_DUSP9.1852,1_EIF3B.8662,1_EIF4EBP1.1978,1_EYA3.2140,1_F2RL1.2150,1_FAM63B.54629,1_FLAD1.80308,1_GYG2.8908,1_HIPK3.10114,1_IRF3.3661,1_KIAA1614.57710,1_KIAA1671.85379,1_KLHL5.51088,1_LIFR.3977,1_LIMCH1.22998,1_LOC339674.339674,1_LPP.4026,1_LRFN1.57622,1_MKS1.54903,1_MNX1.3110,1_MRPL14.64928,1_MRPL51.51258,1_NARF.26502,1_NECAB3.63941,1_NME1.NME2.654364,1_NUP160.23279,1_OST4.100128731,1_OTUD7A.161725,1_PA2G4P4.647033,1_PCGF5.84333,1_PCNX.22990,1_PIK3C2A.5286,1_PIPSL.266971,1_PKP2.5318,1_PLCL1.5334,1_PLK1.5347,1_PNKD.25953,1_PODXL.5420,1_PRKRIP1.79706,1_PSMD3.5709,1_PTTG2.10744,1_RB1.5925,1_RBM47.54502,1_RC3H2.54542,1_REPIN1.29803,1_RNF152.220441,1_RYR2.6262,1_SAA1.6288,1_SGCB.6443,1_SHROOM4.57477,1_SIPA1L1.26037,1_SNAPC2.6618,1_SNRNP35.11066,1_SNRPC.6631,1_SPATA6.54558,1_SPTBN1.6711,1_SRP19.6728,1_SSFA2.6744,1_STRA13.201254,1_SUV420H2.84787,1_TAGLN2.8407,1_TBCE.6905,1_TFAP2E.339488,1_TMEM200C.645369,1_TMEM63C.57156,1_TNFRSF19.55504,1_TRHDE.29953,1_UBE2J2.118424,1_UBE2S.27338,1_WDR44.54521,1_ZGPAT.84619,1_ZNF555.148254,1_ZNF570.148268,1_ZNF598.90850,1_ZNF614.80110
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
