0_age_at_initial_pathologic_diagnosis,1_hsa.let.7g.3p,1_hsa.miR.1197,1_hsa.miR.1251.5p,1_hsa.miR.155.3p,1_hsa.miR.301a.3p,1_hsa.miR.3065.3p,1_hsa.miR.3170,1_hsa.miR.3605.3p,1_hsa.miR.3622a.3p,1_hsa.miR.3648,1_hsa.miR.3677.3p,1_hsa.miR.3678.5p,1_hsa.miR.3687,1_hsa.miR.421,1_hsa.miR.4661.5p,1_hsa.miR.671.5p,1_hsa.miR.766.3p,1_hsa.miR.93.5p,1_hsa.miR.512.3p,1_hsa.miR.520f.3p,2_ABCB1.5243,2_ABCD1.215,2_ABHD12B.145447,2_ACTL6A.86,2_ADCY2.108,2_ADIPOR1.51094,2_AK7.122481,2_AMD1.262,2_ANKLE1.126549,2_ANKRD28.23243,2_ARMCX1.51309,2_ARMCX5.64860,2_AURKA.6790,2_BBS5.129880,2_BCL2L14.79370,2_BCL7A.605,2_BLVRB.645,2_BMX.660,2_BNIP3.664,2_BRP44.25874,2_C10orf111.221060,2_C10orf128.170371,2_C10orf54.64115,2_C10orf78.119392,2_C12orf61.283416,2_C14orf39.317761,2_C17orf103.256302,2_C17orf44.284029,2_C17orf62.79415,2_C1orf109.54955,2_C1orf115.79762,2_C1orf131.128061,2_C1orf175.374977,2_C20orf3.57136,2_C20orf85.128602,2_C4orf26.152816,2_C5orf20.140947,2_C5orf56.441108,2_C7orf31.136895,2_CASP5.838,2_CASQ2.845,2_CC2D1B.200014,2_CCDC122.160857,2_CCDC53.51019,2_CCDC76.54482,2_CCL8.6355,2_CCNB1.891,2_CCPG1.9236,2_CCT8L2.150160,2_CD74.972,2_CD8B.926,2_CDC14B.8555,2_CDCA5.113130,2_CDKN2AIPNL.91368,2_CDKN2B.1030,2_CEND1.51286,2_CHRDL2.25884,2_CLDN23.137075,2_CLEC10A.10462,2_CLNK.116449,2_CNP.1267,2_CPEB3.22849,2_CPSF4.10898,2_CPSF6.11052,2_CPT1A.1374,2_CPXM2.119587,2_CREBL2.1389,2_CSRP1.1465,2_CTAGE9.643854,2_CTDP1.9150,2_CTSS.1520,2_CXCL10.3627,2_CXCR3.2833,2_CXCR6.10663,2_CXorf59.286464,2_DHH.50846,2_DHRS12.79758,2_DLEC1.9940,2_DNAH6.1768,2_DOCK7.85440,2_DOK4.55715,2_DPEP3.64180,2_DPPA4.55211,2_DSCC1.79075,2_DZIP1.22873,2_EFCAB3.146779,2_ELOVL4.6785,2_EPHA1.2041,2_ESRRA.2101,2_EZH1.2145,2_FAIM2.23017,2_FAM101B.359845,2_FAM109B.150368,2_FAM124B.79843,2_FASLG.356,2_FBXL22.283807,2_FCER2.2208,2_FHOD1.29109,2_FLJ35390.255031,2_FUBP1.8880,2_GABRG2.2566,2_GALK2.2585,2_GALNT12.79695,2_GDI2.2665,2_GGPS1.9453,2_GINS4.84296,2_GLMN.11146,2_GMEB1.10691,2_GNPTAB.79158,2_GPBP1L1.60313,2_GPN1.11321,2_GSPT1.2935,2_GZMH.2999,2_HBBP1.3044,2_HDC.3067,2_HHIP.64399,2_HIST1H4F.8361,2_HLA.DMA.3108,2_HLA.DQB2.3120,2_HMGN1.3150,2_HMGN2.3151,2_HNRNPR.10236,2_HOXA3.3200,2_HSD11B1L.374875,2_HSP90B1.7184,2_HTR1A.3350,2_IGF2BP1.10642,2_IL12RB1.3594,2_IL18RAP.8807,2_IL34.146433,2_ITPK1.3705,2_KCNA4.3739,2_KCNC1.3746,2_KCNMB1.3779,2_KDELR1.10945,2_KHDRBS1.10657,2_KIAA0146.23514,2_KIAA0748.9840,2_KIAA1524.57650,2_KLC3.147700,2_KLHL12.59349,2_KLHL32.114792,2_LAMB1.3912,2_LIPG.9388,2_LOC100128811.100128811,2_LOC283267.283267,2_LOC285548.285548,2_LOC388387.388387,2_LOC401463.401463,2_LOC441294.441294,2_LPCAT3.10162,2_LRFN5.145581,2_LTF.4057,2_LY75.4065,2_LZTFL1.54585,2_MAGED1.9500,2_MAN2B2.23324,2_MANSC1.54682,2_MCHR2.84539,2_MEI1.150365,2_MGAT1.4245,2_MMGT1.93380,2_MMP13.4322,2_MMP25.64386,2_MON1B.22879,2_MORC4.79710,2_MPP4.58538,2_MRPS36.92259,2_MYO5C.55930,2_NAALADL1.10004,2_NANP.140838,2_NCAPD2.9918,2_NCCRP1.342897,2_NCRNA00169.400508,2_NENF.29937,2_NFYA.4800,2_NKX6.1.4825,2_NME5.8382,2_NMRAL1.57407,2_NSL1.25936,2_NTRK2.4915,2_NUDT13.25961,2_NUDT16P1.152195,2_OCIAD2.132299,2_OR51E1.143503,2_OR6F1.343169,2_OTUD6B.51633,2_OTX1.5013,2_P2RX1.5023,2_P2RY10.27334,2_PAICS.10606,2_PAX8.7849,2_PBOV1.59351,2_PDIA4.9601,2_PDLIM5.10611,2_PECR.55825,2_PFKFB2.5208,2_PGRMC1.10857,2_PLA2G4C.8605,2_PLEKHB1.58473,2_PLEKHM1.9842,2_PLOD1.5351,2_PLOD2.5352,2_POU5F2.134187,2_PPFIBP2.8495,2_PRG2.5553,2_PRKCH.5583,2_PRPF38A.84950,2_PRPS1.5631,2_PRPS1L1.221823,2_PTCRA.171558,2_PTGER3.5733,2_PTPLAD2.401494,2_PYHIN1.149628,2_RACGAP1.29127,2_RASAL3.64926,2_RASGRP1.10125,2_RBM47.54502,2_RFX5.5993,2_RNASEH2B.79621,2_RPL7L1.285855,2_RPN2.6185,2_RPS15AP10.728963,2_RPS8.6202,2_RPSAP52.204010,2_SAMD9.54809,2_SCAP.22937,2_SCPEP1.59342,2_SCXB.642658,2_SERPINE1.5054,2_SERPING1.710,2_SH2D1A.4068,2_SH3D20.201175,2_SH3RF2.153769,2_SIGLEC6.946,2_SIPA1.6494,2_SIX1.6495,2_SLAIN1.122060,2_SLC25A17.10478,2_SLC25A28.81894,2_SLC2A1.6513,2_SLC46A1.113235,2_SNAPC5.10302,2_SNORA40.677822,2_SNX30.401548,2_SOAT2.8435,2_SOX2.6657,2_SPIB.6689,2_SRD5A1.6715,2_SRRM1.10250,2_ST6GALNAC1.55808,2_SYBU.55638,2_TADA2B.93624,2_TAPBPL.55080,2_TCP11.6954,2_TFAP2D.83741,2_TFAP4.7023,2_TFRC.7037,2_THOC2.57187,2_TIMM8A.1678,2_TK1.7083,2_TLX1.3195,2_TM2D1.83941,2_TMEM201.199953,2_TMEM79.84283,2_TNFSF13.8741,2_TNFSF14.8740,2_TP53INP2.58476,2_TRIP4.9325,2_TRPM8.79054,2_TSPAN6.7105,2_TSPYL2.64061,2_TTK.7272,2_USP46.64854,2_UTP3.57050,2_VDAC1.7416,2_VEGFA.7422,2_VNN2.8875,2_VPS39.23339,2_WDHD1.11169,2_WDR43.23160,2_WIF1.11197,2_YTHDF2.51441,2_ZFP3.124961,2_ZNF555.148254,2_ZNF556.80032,2_ZNF703.80139,2_ZYG11A.440590
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
