0_race_WHITE,1_hsa.miR.1271.5p,1_hsa.miR.1306.3p,1_hsa.miR.148b.5p,1_hsa.miR.151a.5p,1_hsa.miR.155.3p,1_hsa.miR.196b.3p,1_hsa.miR.301a.3p,1_hsa.miR.30e.5p,1_hsa.miR.3170,1_hsa.miR.335.3p,1_hsa.miR.3648,1_hsa.miR.3677.3p,1_hsa.miR.766.3p,1_hsa.miR.527,2_ABCD1.215,2_ABCD3.5825,2_ABHD12B.145447,2_ADAM6.8755,2_ADAMTSL1.92949,2_ALDH1A1.216,2_ALG11.440138,2_ALG13.79868,2_AMMECR1.9949,2_ANKRD33.341405,2_AP3S2.10239,2_ARHGEF5.7984,2_ARRB1.408,2_ARRDC2.27106,2_ARV1.64801,2_BATF2.116071,2_BEND3.57673,2_BLMH.642,2_BNIP2.663,2_BRP44.25874,2_C10orf116.10974,2_C11orf41.25758,2_C17orf69.147081,2_C1orf115.79762,2_C1orf97.84791,2_C20orf160.140706,2_C21orf45.54069,2_C2orf81.388963,2_C3orf74.100128378,2_C5orf13.9315,2_C6orf182.285753,2_C8G.733,2_C9orf78.51759,2_CA9.768,2_CASQ1.844,2_CASQ2.845,2_CC2D2B.387707,2_CCDC115.84317,2_CCDC122.160857,2_CCDC138.165055,2_CCDC69.26112,2_CCDC75.253635,2_CCNJ.54619,2_CCR2.729230,2_CDKN2AIPNL.91368,2_CECR1.51816,2_CES1.1066,2_CFB.629,2_CHRAC1.54108,2_CLCN4.1183,2_CNOT4.4850,2_CNP.1267,2_COL24A1.255631,2_CRABP1.1381,2_CSE1L.1434,2_CSRP1.1465,2_CTAGE4.100128553,2_CTDP1.9150,2_DDA1.79016,2_DEFB106A.245909,2_DEGS2.123099,2_DHCR24.1718,2_DHRS7B.25979,2_DNAJC8.22826,2_DOCK7.85440,2_DPF3.8110,2_DR1.1810,2_DYRK2.8445,2_DZIP1.22873,2_EEF1E1.9521,2_EP400NL.347918,2_ETV4.2118,2_ETV6.2120,2_FAM164A.51101,2_FAM179A.165186,2_FBXO33.254170,2_FCER2.2208,2_FKBP4.2288,2_FOLH1B.219595,2_FTSJD2.23070,2_G2E3.55632,2_GALNT12.79695,2_GAS2L3.283431,2_GBA.2629,2_GCET2.257144,2_GINS4.84296,2_GNAS.2778,2_GSDMC.56169,2_GSS.2937,2_GSTK1.373156,2_GTF3C1.2975,2_HAPLN1.1404,2_HBBP1.3044,2_HDAC7.51564,2_HIGD2A.192286,2_HLTF.6596,2_HMGA2.8091,2_HOXC6.3223,2_HPGDS.27306,2_HSP90AB1.3326,2_IDO2.169355,2_IER5.51278,2_IGJ.3512,2_IL1A.3552,2_IL2RB.3560,2_ITCH.83737,2_ITM2B.9445,2_JRK.8629,2_KCNC3.3748,2_KCNK18.338567,2_KDELR2.11014,2_KDM4A.9682,2_KEAP1.9817,2_KIAA1370.56204,2_KLRD1.3824,2_KLRF1.51348,2_LACE1.246269,2_LCORL.254251,2_LMO2.4005,2_LOC283267.283267,2_LOC286467.286467,2_LOC339524.339524,2_LOC442421.442421,2_LRRC42.115353,2_LRRC69.100130742,2_LUZP1.7798,2_MAGEA12.4111,2_MAGEA2.4101,2_MAN1C1.57134,2_MAP3K7.6885,2_MARCH2.51257,2_MARCH5.54708,2_MCHR2.84539,2_MEAF6.64769,2_MEF2D.4209,2_MIB1.57534,2_MKL1.57591,2_MMRN2.79812,2_MORC4.79710,2_MTL5.9633,2_MYCL1.4610,2_MYL5.4636,2_MYSM1.114803,2_NCOA6.23054,2_NCR3.259197,2_NCRNA00169.400508,2_NDUFA7.4701,2_NFU1.27247,2_NLE1.54475,2_NLRP10.338322,2_NPC1L1.29881,2_NT5DC2.64943,2_NUDT13.25961,2_OLIG3.167826,2_OR2A7.401427,2_PABPC3.5042,2_PEG10.23089,2_PEX11B.8799,2_PIK3C2B.5287,2_PION.54103,2_PLA2G2D.26279,2_PLEKHF1.79156,2_PNMA2.10687,2_PPP1R11.6992,2_PRDM14.63978,2_PREP.5550,2_PRKAG1.5571,2_PRKCDBP.112464,2_PSAT1.29968,2_PSCA.8000,2_PTK2.5747,2_PTK2B.2185,2_PTPN20B.26095,2_PYROXD1.79912,2_RAB3B.5865,2_RANGAP1.5905,2_RARRES1.5918,2_RARS2.57038,2_RBM12B.389677,2_RETSAT.54884,2_RGL3.57139,2_RGS14.10636,2_RGS3.5998,2_RNASEL.6041,2_RPF2.84154,2_RPL39.6170,2_RPP40.10799,2_SBDS.51119,2_SDR42E1.93517,2_SERP2.387923,2_SERPING1.710,2_SFRS2.6427,2_SH3BGR.6450,2_SHROOM2.357,2_SIKE1.80143,2_SLC12A3.6559,2_SLC17A6.57084,2_SLC25A12.8604,2_SLC2A6.11182,2_SLC35D1.23169,2_SLC9A8.23315,2_SLITRK6.84189,2_SLMO2.51012,2_SMCP.4184,2_SPIC.121599,2_SPR.6697,2_SPTA1.6708,2_SRPK1.6732,2_STIL.6491,2_SVOPL.136306,2_SYNCRIP.10492,2_SYVN1.84447,2_TACR1.6869,2_TADA2B.93624,2_TAS2R30.259293,2_TBC1D10C.374403,2_TBC1D5.9779,2_THOP1.7064,2_THTPA.79178,2_TMCO4.255104,2_TMEM37.140738,2_TMEM62.80021,2_TMEM97.27346,2_TPX2.22974,2_TRIM69.140691,2_TSPYL2.64061,2_UBXN10.127733,2_UPK3A.7380,2_USP33.23032,2_VPS39.23339,2_WISP1.8840,2_WRNIP1.56897,2_XYLB.9942,2_YBX1.4904,2_ZAN.7455,2_ZNF550.162972,2_ZNF555.148254,2_ZNF761.388561
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
