0_age_at_initial_pathologic_diagnosis,0_race_WHITE,1_ABAT.18,1_ACER3.55331,1_ACLY.47,1_ADIPOR1.51094,1_AFTPH.54812,1_AHRR.57491,1_AIG1.51390,1_AK7.122481,1_ALAD.210,1_AMD1.262,1_ANKLE1.126549,1_ANKRD28.23243,1_ANKRD33.341405,1_AOAH.313,1_AP2A1.160,1_AP2B1.163,1_APOA1BP.128240,1_ARHGEF35.445328,1_ARHGEF4.50649,1_ARL5C.390790,1_ASPA.443,1_ASPRV1.151516,1_ATP6V0A1.535,1_AURKA.6790,1_B3GALT4.8705,1_B3GNT8.374907,1_BCCIP.56647,1_BCL7A.605,1_BIRC3.330,1_BRP44.25874,1_BSPRY.54836,1_BTBD1.53339,1_BTG2.7832,1_C10orf11.83938,1_C11orf70.85016,1_C13orf31.144811,1_C14orf159.80017,1_C15orf24.56851,1_C17orf103.256302,1_C17orf62.79415,1_C17orf65.339201,1_C18orf19.125228,1_C1orf21.81563,1_C20orf152.140894,1_C22orf46.79640,1_C2orf74.339804,1_C4orf10.317648,1_C4orf26.152816,1_C5orf15.56951,1_C5orf20.140947,1_C7orf31.136895,1_C7orf46.340277,1_C9orf103.414328,1_C9orf140.89958,1_CARNS1.57571,1_CASC2.255082,1_CASKIN1.57524,1_CASP5.838,1_CBWD3.445571,1_CCDC18.343099,1_CCDC64.92558,1_CCDC69.26112,1_CCDC75.253635,1_CCDC76.54482,1_CCL23.6368,1_CCNA1.8900,1_CD244.51744,1_CD3D.915,1_CD48.962,1_CD59.966,1_CD6.923,1_CDCA5.113130,1_CDCA8.55143,1_CDK19.23097,1_CDKN2AIPNL.91368,1_CDKN3.1033,1_CHSY1.22856,1_CITED1.4435,1_CKAP5.9793,1_CLEC9A.283420,1_CLIC5.53405,1_COL15A1.1306,1_CREBL2.1389,1_CSNK1G2.1455,1_CSNK2A1.1457,1_CSTF2.1478,1_CTHRC1.115908,1_CXADRP3.440224,1_CXCL11.6373,1_CXorf22.170063,1_CYP2R1.120227,1_DDA1.79016,1_DENR.8562,1_DFNB59.494513,1_DHCR24.1718,1_DHCR7.1717,1_DHH.50846,1_DHRS12.79758,1_DHRS7B.25979,1_DHX58.79132,1_DPPA4.55211,1_DRAM1.55332,1_DUSP22.56940,1_DYRK2.8445,1_EPM2A.7957,1_ESCO2.157570,1_EXOSC2.23404,1_FBXL21.26223,1_FBXL5.26234,1_FBXO24.26261,1_FCRL2.79368,1_FIP1L1.81608,1_FMO4.2329,1_FZD2.2535,1_FZD9.8326,1_GALNT12.79695,1_GATAD2A.54815,1_GGPS1.9453,1_GIMAP1.170575,1_GJA5.2702,1_GPR108.56927,1_GPR17.2840,1_GTF2A2.2958,1_HMGCS1.3157,1_HNRNPH3.3189,1_HOXA3.3200,1_HS2ST1.9653,1_HSD11B1.3290,1_HSD11B1L.374875,1_HSH2D.84941,1_HSP90B1.7184,1_IDO2.169355,1_IL18RAP.8807,1_ILF3.3609,1_ILK.3611,1_IRF9.10379,1_ITGB7.3695,1_JAKMIP1.152789,1_JRK.8629,1_KCNE1.3753,1_KIAA0146.23514,1_KIAA1370.56204,1_KIAA1524.57650,1_KIF18A.81930,1_KLHL10.317719,1_KLHL32.114792,1_KLHL9.55958,1_KRTAP5.8.57830,1_LAX1.54900,1_LEPRE1.64175,1_LGI4.163175,1_LILRA4.23547,1_LMNB1.4001,1_LMNB2.84823,1_LMOD1.25802,1_LOC145783.145783,1_LOC283050.283050,1_LOC283867.283867,1_LOC285696.285696,1_LOC286467.286467,1_LOC388387.388387,1_LOC400940.400940,1_LOC654433.654433,1_LRRC17.10234,1_LRTM2.654429,1_LTA.4049,1_LTBP3.4054,1_LTF.4057,1_MARCH10.162333,1_MCFD2.90411,1_MCHR2.84539,1_MCM10.55388,1_MCOLN1.57192,1_MEIS3P1.4213,1_MIB1.57534,1_MLX.6945,1_NAALAD2.10003,1_NEK8.284086,1_NFE2.4778,1_NINJ1.4814,1_NIT1.4817,1_NKAP.79576,1_NKX3.2.579,1_NLRC3.197358,1_NMI.9111,1_NONO.4841,1_NOTUM.147111,1_NPPC.4880,1_NRD1.4898,1_NSL1.25936,1_NUDT13.25961,1_ODC1.4953,1_ODF2.4957,1_ODF3B.440836,1_ONECUT2.9480,1_OR2A7.401427,1_OR2A9P.441295,1_OR2B11.127623,1_OR5T2.219464,1_OR6F1.343169,1_ORC1L.4998,1_P2RX5.5026,1_PC.5091,1_PCDP1.200373,1_PDE1B.5153,1_PDE8A.5151,1_PEX11G.92960,1_PFKFB2.5208,1_PIK3C2B.5287,1_PIK3IP1.113791,1_PITX2.5308,1_PLA2G16.11145,1_PLCG1.5335,1_PLEKHG4B.153478,1_PLEKHM1.9842,1_PLOD1.5351,1_PMCHL1.5369,1_PNPLA2.57104,1_PPARD.5467,1_PPBP.5473,1_PRKAG2.51422,1_PRKCDBP.112464,1_PRPS1.5631,1_PRTG.283659,1_PTGFRN.5738,1_PTPRCAP.5790,1_RABGAP1L.9910,1_RASGRP2.10235,1_RBM34.23029,1_RFWD2.64326,1_RFX5.5993,1_RGMA.56963,1_RHOF.54509,1_RIPK3.11035,1_RNPEPL1.57140,1_RPL7L1.285855,1_RTN1.6252,1_RUVBL2.10856,1_SAE1.10055,1_SAMD9L.219285,1_SAR1B.51128,1_SCN5A.6331,1_SCXB.642658,1_SELE.6401,1_SELL.6402,1_SEPX1.51734,1_SERPINF2.5345,1_SERPING1.710,1_SFTA2.389376,1_SFTPD.6441,1_SGOL1.151648,1_SH3BGR.6450,1_SIPA1.6494,1_SLC16A1.6566,1_SLC25A14.9016,1_SLC25A17.10478,1_SLC7A7.9056,1_SLFN13.146857,1_SNORA40.677822,1_SNRNP48.154007,1_SOX2.6657,1_SPNS3.201305,1_SPTBN4.57731,1_SRPK1.6732,1_STARD5.80765,1_SUV39H2.79723,1_TAGLN.6876,1_TAPBPL.55080,1_TARDBP.23435,1_TCEB3.6924,1_TCP11.6954,1_TENC1.23371,1_THEMIS.387357,1_THOC2.57187,1_THUMPD2.80745,1_TIMD4.91937,1_TLR7.51284,1_TMEM140.55281,1_TMEM176B.28959,1_TMEM79.84283,1_TNFRSF13B.23495,1_TOR1AIP1.26092,1_TRAF5.7188,1_TRAPPC5.126003,1_TRIM11.81559,1_TRIM21.6737,1_TSPAN6.7105,1_TTC4.7268,1_UBE2C.11065,1_UBE2CBP.90025,1_UHRF1.29128,1_USF1.7391,1_VASP.7408,1_VBP1.7411,1_VGLL4.9686,1_VHL.7428,1_VMAC.400673,1_VNN2.8875,1_XYLB.9942,1_YWHAQ.10971,1_ZCCHC11.23318,1_ZDHHC8.29801,1_ZFP2.80108,1_ZFYVE28.57732,1_ZMPSTE24.10269,1_ZMYM4.9202,1_ZNF396.252884,1_ZNF556.80032,1_ZNF697.90874,1_ZNF703.80139,1_ZNF883.169834,1_ZSCAN1.284312
1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
