0_race_WHITE,1_ABCB7.22,1_ABCD1.215,1_ACACA.31,1_ADAM15.8751,1_ADAMTS15.170689,1_ADIPOR1.51094,1_ADRA1A.148,1_ADSS.159,1_AK5.26289,1_AK7.122481,1_ALAD.210,1_ALDH1A1.216,1_ALG13.79868,1_ALG6.29929,1_AMD1.262,1_ANKRD33.341405,1_ANO4.121601,1_ARHGEF35.445328,1_ARRDC2.27106,1_ASPRV1.151516,1_BACH1.571,1_BAT2.7916,1_BAT3.7917,1_BCL2L14.79370,1_BRP44.25874,1_C11orf1.64776,1_C11orf35.256329,1_C16orf59.80178,1_C17orf108.201229,1_C17orf56.146705,1_C17orf62.79415,1_C19orf35.374872,1_C1orf130.400746,1_C1orf66.51093,1_C1orf97.84791,1_C1RL.51279,1_C20orf152.140894,1_C20orf85.128602,1_C21orf45.54069,1_C21orf67.84536,1_C22orf41.644186,1_C5orf20.140947,1_C7orf52.375607,1_C9orf106.414318,1_CALR.811,1_CBLN3.643866,1_CBR4.84869,1_CCDC122.160857,1_CCDC88A.55704,1_CCL1.6346,1_CCNJ.54619,1_CD160.11126,1_CD200R1.131450,1_CD3EAP.10849,1_CD69.969,1_CDCA5.113130,1_CDKN2AIPNL.91368,1_CEBPD.1052,1_CERK.64781,1_CFP.5199,1_CHAF1B.8208,1_CHRAC1.54108,1_CIDEB.27141,1_CLEC14A.161198,1_COL13A1.1305,1_CSNK1G2.1455,1_CSNK2A1P.283106,1_CUL2.8453,1_CXADRP3.440224,1_CXCL2.2920,1_DBP.1628,1_DEDD2.162989,1_DENND2D.79961,1_DHH.50846,1_DHRS12.79758,1_DHX16.8449,1_DHX9.1660,1_DLGAP5.9787,1_DMPK.1760,1_DNAJC11.55735,1_DNAJC16.23341,1_DSE.29940,1_DUSP27.92235,1_DZIP1.22873,1_E2F3.1871,1_EIF3I.8668,1_ELMOD3.84173,1_ELOVL4.6785,1_EMID2.136227,1_EPHA1.2041,1_ESRRA.2101,1_FAM13B.51306,1_FAM92A3.403315,1_FASLG.356,1_FBXL12.54850,1_FBXO33.254170,1_FBXO8.26269,1_FCER1A.2205,1_FHAD1.114827,1_FLJ36000.284124,1_FLJ36777.730971,1_FUBP1.8880,1_GALNT12.79695,1_GATM.2628,1_GCET2.257144,1_GCH1.2643,1_GDF5.8200,1_GIMAP1.170575,1_GLIS1.148979,1_GLMN.11146,1_GLO1.2739,1_GOPC.57120,1_GPAA1.8733,1_GPR114.221188,1_GPR141.353345,1_GPR173.54328,1_GPR78.27201,1_GSDMC.56169,1_GUCY1B3.2983,1_GYPC.2995,1_HAPLN1.1404,1_HBBP1.3044,1_HDAC2.3066,1_HIGD2A.192286,1_HIST1H2BA.255626,1_HLA.DOB.3112,1_HMGA2.8091,1_HNRNPA3.220988,1_HOXA13.3209,1_HOXC6.3223,1_HPRT1.3251,1_HS1BP3.64342,1_HSCB.150274,1_HSP90B1.7184,1_HSPB8.26353,1_HTR3E.285242,1_IER5.51278,1_IGSF6.10261,1_IGSF9.57549,1_ITGB7.3695,1_ITPRIPL1.150771,1_KCNC3.3748,1_KCND3.3752,1_KCNJ10.3766,1_KDM1A.23028,1_KHDRBS1.10657,1_KIAA1377.57562,1_KIAA1524.57650,1_KIAA1529.57653,1_KIAA1586.57691,1_KRCC1.51315,1_LAX1.54900,1_LCE1A.353131,1_LCE2B.26239,1_LCP2.3937,1_LECT2.3950,1_LGALS2.3957,1_LIPT1.51601,1_LMCD1.29995,1_LMOD1.25802,1_LOC653786.653786,1_LOC729678.729678,1_LRRC17.10234,1_LRRC42.115353,1_LRRC69.100130742,1_LSM14A.26065,1_MAGOH.4116,1_MAN2B2.23324,1_MAP4K4.9448,1_MARCH5.54708,1_MARCH6.10299,1_MARCO.8685,1_MARVELD3.91862,1_MAST2.23139,1_MCEE.84693,1_MCHR2.84539,1_MEAF6.64769,1_MGAT1.4245,1_MIB1.57534,1_MLLT4.4301,1_MLLT6.4302,1_MMP16.4325,1_MORC4.79710,1_MR1.3140,1_MRPS36.92259,1_MTFR1.9650,1_MTOR.2475,1_MYCL1.4610,1_MYL10.93408,1_MYL6.4637,1_MYL9.10398,1_NAPSB.256236,1_NCRNA00167.440072,1_NCRNA00169.400508,1_NET1.10276,1_NKG7.4818,1_NKX3.2.579,1_NOD1.10392,1_NOL9.79707,1_NPS.594857,1_NR6A1.2649,1_NRM.11270,1_NTSR1.4923,1_NUDT13.25961,1_NXT2.55916,1_OAZ2.4947,1_ODC1.4953,1_ODZ1.10178,1_OPRD1.4985,1_PABPC1.26986,1_PANK3.79646,1_PDCL2.132954,1_PDE1B.5153,1_PDIA4.9601,1_PEX11G.92960,1_PFN3.345456,1_PGBD1.84547,1_PGM1.5236,1_PHYHD1.254295,1_PLCG1.5335,1_PLEKHM1.9842,1_POLR1C.9533,1_PPAT.5471,1_PPP6C.5537,1_PRKAG1.5571,1_PRKAG2.51422,1_PRKCDBP.112464,1_PRPF8.10594,1_PRRC1.133619,1_PSMB9.5698,1_PTBP1.5725,1_PTPN20B.26095,1_PUM1.9698,1_PYHIN1.149628,1_RAB40A.142684,1_RACGAP1.29127,1_RANGAP1.5905,1_RASGRP2.10235,1_RASL10B.91608,1_RASL11A.387496,1_RBL1.5933,1_RBM12.10137,1_RCSD1.92241,1_RGS4.5999,1_RIPPLY2.134701,1_RNASET2.8635,1_RNF213.57674,1_RNF39.80352,1_RPS17.6218,1_RPS6KL1.83694,1_RRP9.9136,1_RTP4.64108,1_RYR3.6263,1_SCOC.60592,1_SECTM1.6398,1_SELE.6401,1_SERBP1.26135,1_SERPINF2.5345,1_SERPING1.710,1_SHISA4.149345,1_SIRT5.23408,1_SLAMF6.114836,1_SLC12A3.6559,1_SLC25A5.292,1_SLC29A3.55315,1_SLC48A1.55652,1_SLC7A10.56301,1_SMYD2.56950,1_SNORD17.692086,1_SNX20.124460,1_SOCS6.9306,1_SPC25.57405,1_SPNS2.124976,1_SPOCK2.9806,1_SQLE.6713,1_SRM.6723,1_STAM.8027,1_SUMO1P1.391257,1_SUV39H2.79723,1_SYNCRIP.10492,1_SYNPO2.171024,1_SYT6.148281,1_TACR1.6869,1_TAF1A.9015,1_TAPBPL.55080,1_TARP.445347,1_TAS2R30.259293,1_TBC1D5.9779,1_TERT.7015,1_TFDP3.51270,1_THTPA.79178,1_TLR4.7099,1_TMED2.10959,1_TMEFF1.8577,1_TMEM176B.28959,1_TMEM189.387521,1_TMEM90A.646658,1_TOP1MT.116447,1_TPI1.7167,1_TPSB2.64499,1_TSPAN6.7105,1_UBASH3A.53347,1_USP1.7398,1_USP46.64854,1_WBP5.51186,1_WDHD1.11169,1_WDR4.10785,1_XRCC2.7516,1_YWHAQ.10971,1_ZAP70.7535,1_ZNF131.7690,1_ZNF207.7756,1_ZNF326.284695,1_ZNF329.79673,1_ZNF473.25888,1_ZNF490.57474,1_ZNF679.168417,1_ZZZ3.26009
1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
