0_age_at_initial_pathologic_diagnosis,0_race_WHITE,1_ACAP3.116983,1_ACOT7.11332,1_ACTR1B.10120,1_ADAM6.8755,1_ADAMTS1.9510,1_ADRB1.153,1_AGBL2.79841,1_AHNAK.79026,1_AKR7A2.8574,1_ALDH1A1.216,1_ALDH9A1.223,1_ARL15.54622,1_ARX.170302,1_ASTL.431705,1_ATAD3A.55210,1_ATG2A.23130,1_ATP13A5.344905,1_AVPR2.554,1_AZIN1.51582,1_B3GNT8.374907,1_BCL3.602,1_BNIP2.663,1_BTBD9.114781,1_C10orf116.10974,1_C10orf75.90271,1_C11orf46.120534,1_C12orf49.79794,1_C14orf145.145508,1_C15orf42.90381,1_C15orf52.388115,1_C16orf53.79447,1_C19orf51.352909,1_C1orf50.79078,1_C1RL.51279,1_C20orf152.140894,1_C21orf71.282566,1_C22orf41.644186,1_C9orf140.89958,1_CAMK2G.818,1_CASP9.842,1_CAV3.859,1_CBFB.865,1_CCDC23.374969,1_CCDC83.220047,1_CCNDBP1.23582,1_CCPG1.9236,1_CDCA2.157313,1_CECR1.51816,1_CENPM.79019,1_CHD4.1108,1_CLEC18A.348174,1_CLSPN.63967,1_CMAH.8418,1_CMTM1.113540,1_CNKSR3.154043,1_COL2A1.1280,1_CTTNBP2.83992,1_CXorf59.286464,1_DARC.2532,1_DDX31.64794,1_DEFB106A.245909,1_DFFB.1677,1_DHDDS.79947,1_DHH.50846,1_DLEC1.9940,1_DLGAP5.9787,1_DMAP1.55929,1_DNAH8.1769,1_DNAJC24.120526,1_DNASE1L3.1776,1_DTNB.1838,1_DUSP19.142679,1_DUSP3.1845,1_EHBP1L1.254102,1_ELSPBP1.64100,1_EML2.24139,1_ENPP3.5169,1_EPHB3.2049,1_ERCC3.2071,1_ESCO2.157570,1_EYA3.2140,1_F8.2157,1_FAM180A.389558,1_FAM72D.728833,1_FAM91A1.157769,1_FBXO8.26269,1_FHAD1.114827,1_FIGN.55137,1_FLJ10038.55056,1_GALK2.2585,1_GALNT12.79695,1_GANC.2595,1_GIMAP5.55340,1_GIMAP8.155038,1_GJA5.2702,1_GMPR.2766,1_GNPDA2.132789,1_GPC2.221914,1_GPR108.56927,1_GPR137C.283554,1_GPR155.151556,1_GRIN3A.116443,1_GSG1.83445,1_GTPBP4.23560,1_GUCY1B3.2983,1_H1FNT.341567,1_HIC2.23119,1_HIST1H4B.8366,1_HIST1H4C.8364,1_HMGA2.8091,1_HNMT.3176,1_HNRNPR.10236,1_HPGD.3248,1_HSP90AB1.3326,1_HTR3E.285242,1_IL1RAPL2.26280,1_ILK.3611,1_JRK.8629,1_KDM1B.221656,1_KDM2A.22992,1_KIAA0146.23514,1_KIAA0748.9840,1_KIAA1244.57221,1_KIF15.56992,1_LACTB.114294,1_LARP7.51574,1_LAS1L.81887,1_LCORL.254251,1_LIAS.11019,1_LIN7C.55327,1_LOC100240735.100240735,1_LOC221710.221710,1_LOC339674.339674,1_LOC400804.400804,1_LOC550112.550112,1_LOC729603.729603,1_LPPR3.79948,1_LRFN5.145581,1_LRGUK.136332,1_LTF.4057,1_LYPLA2P1.653639,1_MAEL.84944,1_MANSC1.54682,1_MAPKAP1.79109,1_MARCKSL1.65108,1_MATN1.4146,1_MCAM.4162,1_MCM10.55388,1_MEA1.4201,1_MEF2D.4209,1_MMP10.4319,1_MRO.83876,1_MRPS31.10240,1_MYL10.93408,1_MYLK2.85366,1_MYT1.4661,1_NAALADL1.10004,1_NAPSB.256236,1_NCF1C.654817,1_NDUFAF1.51103,1_NEFH.4744,1_NID2.22795,1_NKAP.79576,1_NKD2.85409,1_NMI.9111,1_NMU.10874,1_NOSTRIN.115677,1_NOTUM.147111,1_NPHP4.261734,1_NSUN6.221078,1_NUDCD1.84955,1_NUDT7.283927,1_OLFML1.283298,1_OLIG3.167826,1_OR2T6.254879,1_OTUD3.23252,1_P2RY14.9934,1_PADI3.51702,1_PATE2.399967,1_PCOTH.542767,1_PDLIM5.10611,1_PELI3.246330,1_PGK1.5230,1_PHKA2.5256,1_PIK3IP1.113791,1_PLEKHJ1.55111,1_PPARD.5467,1_PPBP.5473,1_PPEF1.5475,1_PPP1R11.6992,1_PPP1R3B.79660,1_PPP2R5D.5528,1_PRF1.5551,1_PRKAG1.5571,1_PRKCDBP.112464,1_PRMT2.3275,1_PRPS1L1.221823,1_PRSS35.167681,1_PTK7.5754,1_PTOV1.53635,1_PTPN20B.26095,1_PUM1.9698,1_RAD51AP1.10635,1_RANBP9.10048,1_RB1.5925,1_RDH16.8608,1_RDH5.5959,1_RELA.5970,1_RELB.5971,1_RNF24.11237,1_RPN2.6185,1_RPS15AP10.728963,1_RWDD2B.10069,1_SAMD5.389432,1_SC65.10609,1_SCPEP1.59342,1_SCXB.642658,1_SDR42E1.93517,1_SELP.6403,1_SETDB2.83852,1_SFRS11.9295,1_SFRS13A.10772,1_SFXN1.94081,1_SH2D1A.4068,1_SHOX.6473,1_SLC15A2.6565,1_SLC7A7.9056,1_SNAPC5.10302,1_SNHG3.8420,1_SOCS6.9306,1_SOX11.6664,1_SOX4.6659,1_SPAST.6683,1_SPATA20.64847,1_SSR1.6745,1_STIL.6491,1_STK19.8859,1_TARDBP.23435,1_TATDN2.9797,1_TBC1D28.254272,1_TBL1XR1.79718,1_TDRD7.23424,1_TET1.80312,1_TFDP3.51270,1_THOP1.7064,1_TLR5.7100,1_TLX3.30012,1_TMEM182.130827,1_TMEM62.80021,1_TMSB15A.11013,1_TRAPPC9.83696,1_TRDMT1.1787,1_TRIM22.10346,1_TRIM29.23650,1_TRIM53.642569,1_TRIM61.391712,1_TTC39A.22996,1_TUBB.203068,1_UCHL3.7347,1_UQCRH.7388,1_UTP3.57050,1_WIF1.11197,1_WISP1.8840,1_ZDHHC18.84243,1_ZFP64.55734,1_ZMAT4.79698,1_ZNF280C.55609,1_ZNF362.149076,1_ZNF695.57116,1_ZNF697.90874
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
