0_age_at_initial_pathologic_diagnosis,0_race_WHITE,1_ACOT2.10965,1_ACSS1.84532,1_ACTL6A.86,1_ADAP1.11033,1_ADCYAP1.116,1_ADIPOR1.51094,1_AG2.387763,1_AGXT2L2.85007,1_AK5.26289,1_ALAD.210,1_ALDH9A1.223,1_AMD1.262,1_AMICA1.120425,1_AMZ2P1.201283,1_ANAPC16.119504,1_ANKLE1.126549,1_ANKRD33.341405,1_ANO4.121601,1_APOL3.80833,1_APOM.55937,1_AQP1.358,1_ARL8A.127829,1_ART3.419,1_ATP2B4.493,1_ATP6V0E2.155066,1_ATP6V1G3.127124,1_B3GALT4.8705,1_B3GNT5.84002,1_BAT2.7916,1_BCL2L14.79370,1_BLMH.642,1_BYSL.705,1_C11orf82.220042,1_C15orf57.90416,1_C16orf71.146562,1_C17orf44.284029,1_C17orf55.284185,1_C17orf56.146705,1_C18orf45.85019,1_C1orf130.400746,1_C1orf135.79000,1_C1orf66.51093,1_C1orf97.84791,1_C21orf119.84996,1_C5orf20.140947,1_C6orf129.154467,1_C6orf64.55776,1_C8orf30A.51236,1_CACNB4.785,1_CCDC102A.92922,1_CCDC123.84902,1_CCDC69.26112,1_CCDC76.54482,1_CCL19.6363,1_CCNDBP1.23582,1_CCPG1.9236,1_CD160.11126,1_CD1C.911,1_CD2.914,1_CD40LG.959,1_CDCA2.157313,1_CDK19.23097,1_CDK1.983,1_CDKN2AIPNL.91368,1_CEMP1.752014,1_CENPI.2491,1_CERK.64781,1_CHD4.1108,1_CHEK1.1111,1_CHRNA10.57053,1_CIDEB.27141,1_CLEC4C.170482,1_CMA1.1215,1_CNTD1.124817,1_COPB2.9276,1_CPA4.51200,1_CREBL2.1389,1_CTHRC1.115908,1_CYB5D2.124936,1_DBNDD2.55861,1_DCST2.127579,1_DGKH.160851,1_DHCR24.1718,1_DHRS12.79758,1_DKC1.1736,1_DLK2.65989,1_DNAH8.1769,1_E2F6.1876,1_EFHC1.114327,1_EIF2AK2.5610,1_ELAVL2.1993,1_ERCC6L.54821,1_ERRFI1.54206,1_ETV6.2120,1_FAM113B.91523,1_FAM120AOS.158293,1_FAM164C.79696,1_FAM81B.153643,1_FAM91A1.157769,1_FANCD2.2177,1_FHOD1.29109,1_FIP1L1.81608,1_FLJ42875.440556,1_FOXO1.2308,1_G2E3.55632,1_GALNT12.79695,1_GAPT.202309,1_GAS2L2.246176,1_GDF5.8200,1_GJB7.375519,1_GMCL1L.64396,1_GPBP1L1.60313,1_GPR155.151556,1_GPR37L1.9283,1_GSTT2.2953,1_GUSBL2.375513,1_HBS1L.10767,1_HDAC2.3066,1_HIST1H2BH.8345,1_HIST1H3I.8354,1_HMGCR.3156,1_HNRNPA3P1.10151,1_HOXA11.3207,1_HS1BP3.64342,1_HSPD1.3329,1_IER5.51278,1_IFI35.3430,1_IGDCC3.9543,1_IL18BP.10068,1_IL1RAPL2.26280,1_INCA1.388324,1_ITFG3.83986,1_KCNK7.10089,1_KIAA0664.23277,1_KIF19.124602,1_KLHL35.283212,1_KLHL4.56062,1_KLHL9.55958,1_KLK2.3817,1_KLK3.354,1_KLRB1.3820,1_LACE1.246269,1_LAMP2.3920,1_LBP.3929,1_LDLRAD2.401944,1_LIPJ.142910,1_LMAN2.10960,1_LOC29034.29034,1_LOC341056.341056,1_LOC645431.645431,1_LRRC10B.390205,1_LRRC1.55227,1_LRRC17.10234,1_LRRC29.26231,1_LSM14A.26065,1_LY75.4065,1_MAD2L1.4085,1_MANSC1.54682,1_MAP1LC3A.84557,1_MCHR2.84539,1_MCM10.55388,1_MCM4.4173,1_MEIS3P1.4213,1_MGC29506.51237,1_MOSPD1.56180,1_MR1.3140,1_MTFMT.123263,1_MTSS1.9788,1_MURC.347273,1_MYH7B.57644,1_MYT1.4661,1_N4BP2L1.90634,1_NCRNA00169.400508,1_NCRNA00189.193629,1_NDRG3.57446,1_NFE2.4778,1_NFKB2.4791,1_NFYA.4800,1_NKAP.79576,1_NLRP10.338322,1_NMNAT3.349565,1_NOC2L.26155,1_NTF3.4908,1_NUDT13.25961,1_OR2A7.401427,1_OR2M5.127059,1_OSTalpha.200931,1_PABPC1P2.728773,1_PDE1B.5153,1_PDE8A.5151,1_PEBP4.157310,1_PEX11G.92960,1_PGCP.10404,1_PHYHIP.9796,1_PIK3C2B.5287,1_PIPOX.51268,1_PIR.8544,1_PITX3.5309,1_PLA2G4C.8605,1_PLA2G4E.123745,1_PLCG1.5335,1_PLEKHG3.26030,1_PNN.5411,1_POLD2.5425,1_POU4F1.5457,1_PPP2R2B.5521,1_PRKAG1.5571,1_PRKAR2A.5576,1_PRKCDBP.112464,1_PRKDC.5591,1_PSCA.8000,1_PSMD10.5716,1_PTPN20B.26095,1_PXMP2.5827,1_PYROXD1.79912,1_QPCTL.54814,1_RAD54L.8438,1_RAD9B.144715,1_RAN.5901,1_RBM34.23029,1_RGMA.56963,1_RGS13.6003,1_RGS4.5999,1_RMND5B.64777,1_RNASEL.6041,1_RNF11.26994,1_RNF128.79589,1_RNF24.11237,1_RNF8.9025,1_RPP40.10799,1_RPS10.6204,1_RPS15AP10.728963,1_RTDR1.27156,1_RYR3.6263,1_S1PR4.8698,1_SCRIB.23513,1_SLC12A3.6559,1_SLC19A1.6573,1_SLC38A3.10991,1_SLC45A4.57210,1_SLED1.643036,1_SNORA38.677820,1_SNORA5A.654319,1_SNORD17.692086,1_SNORD97.692223,1_SNRNP40.9410,1_SNX1.6642,1_SOD3.6649,1_SRPK1.6732,1_SS18L1.26039,1_SSR1.6745,1_ST6GALNAC1.55808,1_STARD5.80765,1_STH.246744,1_TARDBP.23435,1_TAS2R30.259293,1_TBX21.30009,1_TENC1.23371,1_TFF3.7033,1_THOC2.57187,1_TIMELESS.8914,1_TINAGL1.64129,1_TK1.7083,1_TLR5.7100,1_TMC8.147138,1_TMEM181.57583,1_TMEM47.83604,1_TMEM65.157378,1_TNF.7124,1_TNFSF14.8740,1_TNPO1.3842,1_TNS4.84951,1_TOMM34.10953,1_TOP1P1.7151,1_TPSB2.64499,1_TPX2.22974,1_TRIM27.5987,1_TRIM69.140691,1_TTC15.51112,1_TTF2.8458,1_TXNDC11.51061,1_TXNIP.10628,1_UBE2CBP.90025,1_USF1.7391,1_USP20.10868,1_USP24.23358,1_VGLL4.9686,1_VPS35.55737,1_WFDC10B.280664,1_WFDC12.128488,1_YWHAE.7531,1_YWHAQ.10971,1_ZBTB9.221504,1_ZNF295.49854,1_ZNF473.25888,1_ZNF678.339500,1_ZNF679.168417,1_ZNF695.57116,1_ZNF703.80139,1_ZNF765.91661,1_ZNF839.55778,1_ZP4.57829,1_ZWINT.11130,1_ZYG11B.79699
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
