0_age_at_initial_pathologic_diagnosis,0_race_WHITE,1_..653553,1_ABCD3.5825,1_ACLY.47,1_ADRA1B.147,1_ADRB2.154,1_AKAP4.8852,1_ALDH1A1.216,1_ALG13.79868,1_AMMECR1.9949,1_AMPD2.271,1_ANKRD13C.81573,1_ANKRD26.22852,1_ANKRD33.341405,1_ANP32E.81611,1_ANXA4.307,1_APC2.10297,1_APH1B.83464,1_APOL2.23780,1_APOL3.80833,1_APOL6.80830,1_ARF3.377,1_ARHGAP15.55843,1_ARHGEF3.50650,1_ARMCX6.54470,1_ART3.419,1_ASPA.443,1_ASTL.431705,1_BACH1.571,1_BFSP2.8419,1_BST1.683,1_C10orf116.10974,1_C10orf12.26148,1_C12orf61.283416,1_C13orf18.80183,1_C15orf39.56905,1_C17orf55.284185,1_C18orf54.162681,1_C18orf62.284274,1_C1orf106.55765,1_C1orf135.79000,1_C1orf66.51093,1_C20orf152.140894,1_C20orf56.140828,1_C22orf26.55267,1_C2orf27A.29798,1_C3orf21.152002,1_C4orf10.317648,1_C5orf60.285679,1_C8orf40.114926,1_C9orf106.414318,1_CACNA2D4.93589,1_CAMSAP1.157922,1_CAPS.828,1_CARTPT.9607,1_CCDC122.160857,1_CCDC152.100129792,1_CCDC96.257236,1_CCNDBP1.23582,1_CCR7.1236,1_CD40.958,1_CD63.967,1_CD74.972,1_CD96.10225,1_CDH2.1000,1_CDHR4.389118,1_CECR1.51816,1_CHCHD3.54927,1_CHRNA10.57053,1_CHSY1.22856,1_CNKSR3.154043,1_COL15A1.1306,1_CRYZ.1429,1_CSGALNACT1.55790,1_CSNK2A1P.283106,1_CST3.1471,1_CUL4B.8450,1_CXCL9.4283,1_CYTH4.27128,1_DHH.50846,1_DHRS7B.25979,1_DLK2.65989,1_DMAP1.55929,1_DNAH8.1769,1_DNM1L.10059,1_E2F3.1871,1_EFCAB3.146779,1_EXTL2.2135,1_F13A1.2162,1_FAM120AOS.158293,1_FAM123B.139285,1_FAM129C.199786,1_FAM149A.25854,1_FAM164A.51101,1_FAM170B.170370,1_FAM196B.100131897,1_FAM71F2.346653,1_FAM82A1.151393,1_FASN.2194,1_FCER1A.2205,1_FCGRT.2217,1_FCRL2.79368,1_FLJ35220.284131,1_FOLH1B.219595,1_FOXG1.2290,1_FOXO3B.2310,1_FRAT1.10023,1_GABPB1.2553,1_GALNT12.79695,1_GATA1.2623,1_GCOM1.145781,1_GDF5.8200,1_GGT1.2678,1_GHDC.84514,1_GHRL.51738,1_GJB7.375519,1_GLIS1.148979,1_GMEB1.10691,1_GMFB.2764,1_GPR18.2841,1_GPX5.2880,1_GTF2B.2959,1_HAX1.10456,1_HDAC2.3066,1_HLA.DMB.3109,1_HLA.DOB.3112,1_HOXA13.3209,1_HTRA4.203100,1_IFIT1.3434,1_IFNG.3458,1_IGFL3.388555,1_IL16.3603,1_IL3RA.3563,1_INA.9118,1_INMT.11185,1_ITPA.3704,1_KCNC1.3746,1_KDM4B.23030,1_KIAA0146.23514,1_KIAA1908.114796,1_KIAA1958.158405,1_KIF18B.146909,1_KRTAP19.6.337973,1_LAIR1.3903,1_LARP1.23367,1_LBP.3929,1_LCE1C.353133,1_LGMN.5641,1_LIPC.3990,1_LOC100131691.100131691,1_LOC152225.152225,1_LOC221710.221710,1_LOC285830.285830,1_LOC348926.348926,1_LOC442421.442421,1_LOC642826.642826,1_LOC645752.645752,1_LOC727924.727924,1_LSM14B.149986,1_LTF.4057,1_LYL1.4066,1_MAP3K8.1326,1_MARCH2.51257,1_MCHR2.84539,1_MFAP4.4239,1_MGC87042.256227,1_MLLT4.4301,1_MRAP2.112609,1_MRPL54.116541,1_MTFR1.9650,1_MUC2.4583,1_NAT8B.51471,1_NCR3.259197,1_NCRNA00169.400508,1_NDRG3.57446,1_NKAP.79576,1_NKX3.2.579,1_NLRP10.338322,1_NSUN5.55695,1_NUDCD1.84955,1_NXPH4.11247,1_OR2A9P.441295,1_OR2J2.26707,1_OR2M5.127059,1_OSGIN1.29948,1_PFKFB4.5210,1_PFN2.5217,1_PGAM5.192111,1_PGBD1.84547,1_PHF13.148479,1_PHF6.84295,1_PKD2L1.9033,1_PLCG1.5335,1_PLTP.5360,1_PNMA2.10687,1_POLR3D.661,1_PPP1R11.6992,1_PPP1R16B.26051,1_PRDM15.63977,1_PRM3.58531,1_PRRC1.133619,1_PRSS22.64063,1_PSMD10.5716,1_PSRC1.84722,1_PTPN20B.26095,1_PTPRF.5792,1_PTPRN2.5799,1_PUM1.9698,1_PYCRL.65263,1_QSOX2.169714,1_RAB3IL1.5866,1_RAB4B.53916,1_RAB7L1.8934,1_RASA4P.401331,1_RBL1.5933,1_RCC2.55920,1_RCOR2.283248,1_REEP3.221035,1_RELL1.768211,1_RFX3.5991,1_RHOH.399,1_RILP.83547,1_RIMBP3C.150221,1_RIOK1.83732,1_RIPPLY2.134701,1_RNF135.84282,1_RNF24.11237,1_RPA1.6117,1_RPGRIP1.57096,1_RPL21.6144,1_RPS15AP10.728963,1_RPS4X.6191,1_RPSAP58.388524,1_SASH3.54440,1_SERP2.387923,1_SF3B2.10992,1_SF3B3.23450,1_SHROOM2.357,1_SIGLECP3.284367,1_SIKE1.80143,1_SLC25A22.79751,1_SLC35F4.341880,1_SLC38A10.124565,1_SLC5A3.6526,1_SLC5A6.8884,1_SMOC1.64093,1_SNHG1.23642,1_SNX33.257364,1_SOX12.6666,1_SPAG8.26206,1_SPRYD5.84767,1_SQLE.6713,1_SQRDL.58472,1_STRAP.11171,1_SUGT1L1.283507,1_SUPT4H1.6827,1_SUV39H2.79723,1_SYBU.55638,1_SYNCRIP.10492,1_TCEA1.6917,1_TCTEX1D4.343521,1_TERT.7015,1_TFE3.7030,1_TGS1.96764,1_THOC2.57187,1_TLR10.81793,1_TMEFF1.8577,1_TMEM149.79713,1_TMEM150B.284417,1_TMEM88.92162,1_TOMM34.10953,1_TRA2B.6434,1_TRIM29.23650,1_TRIM53.642569,1_TRMT12.55039,1_TSKS.60385,1_TST.7263,1_UBA7.7318,1_UBQLN4.56893,1_UBR5.51366,1_UGT2B28.54490,1_UHRF1BP1.54887,1_USP24.23358,1_USP33.23032,1_USP4.7375,1_UTP3.57050,1_VAMP8.8673,1_VPREB3.29802,1_VWA5A.4013,1_WDFY4.57705,1_WDR38.401551,1_YARS2.51067,1_YARS.8565,1_YPEL2.388403,1_ZAP70.7535,1_ZBTB12.221527,1_ZBTB33.10009,1_ZFAND3.60685,1_ZMAT4.79698,1_ZNF251.90987,1_ZNF563.147837,1_ZNF8.7554
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
