gen,evals,gen_feats,explored,root separation_min,root separation_avg,root separation_max,root separation_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std
0,500,4998,4998,0.0,0.5599169059278521,0.6152520224238243,0.06533810637279705,0.14002800840280097,0.24744769887717355,1.0,0.13389127547536023
1,377,3940,5069,0.0,0.5618869947512629,0.6152520224238243,0.06901997758069843,0.12909944487358055,0.2801696135397861,1.0,0.14052579462886325
2,373,2673,5130,0.0,0.5605628850719093,0.6241239268061975,0.06760156488586457,0.1386750490563073,0.31735113992284786,1.0,0.1438515836102486
3,390,1980,5193,0.0,0.56315794538651,0.6275773647545282,0.07710042438505862,0.14002800840280097,0.3296119094364538,1.0,0.15349496054930267
4,385,1590,5253,0.0,0.5605791206365023,0.6275773647545282,0.08376161711150432,0.13736056394868904,0.35836381187666827,1.0,0.16085340843558413
5,367,1313,5304,0.0,0.5630976449406332,0.6303350572327711,0.09115211505220175,0.13736056394868904,0.3724197586989715,1.0,0.1642510067425314
6,377,1153,5347,0.0,0.5620849340183607,0.6303350572327711,0.0895503975849996,0.13736056394868904,0.39810023011871964,1.0,0.16561061127402588
7,363,1108,5400,0.0,0.5587472043787841,0.6303350572327711,0.1036692034298034,0.13483997249264842,0.411150418947008,1.0,0.1820486254194837
8,375,982,5446,0.0,0.5684306853632074,0.6315694458312493,0.09286966605059824,0.13608276348795434,0.40809266040074205,1.0,0.18266064024995343
9,370,894,5487,0.0,0.5653941501458553,0.6369730611217216,0.0956111227869439,0.14907119849998599,0.4313257324641094,1.0,0.1823560068611135
10,379,881,5521,0.0,0.5632254968926417,0.6392718213549641,0.10790488819430298,0.14907119849998599,0.4491574169508175,1.0,0.18266830452261545
11,392,814,5543,0.0,0.5790579825791393,0.6394160500651995,0.0995461760645421,0.14907119849998599,0.4290963023502247,1.0,0.17511359170548912
12,373,784,5570,0.0,0.5777435966667338,0.6394160500651995,0.11109768541701734,0.14744195615489714,0.44227113041727495,1.0,0.17576084349510396
13,364,777,5603,0.0,0.5841164194605726,0.6421297333994387,0.10484248677515037,0.14907119849998599,0.4390247097118832,1.0,0.17549925299511185
14,371,721,5627,0.0,0.5825002005564475,0.6447088520999342,0.11331493898593688,0.18569533817705186,0.457864009918945,1.0,0.17299498920857564
15,381,704,5648,0.0,0.5805997166366033,0.6447088520999342,0.11955072466293368,0.1767766952966369,0.47017964196719825,1.0,0.1815805905969956
16,371,701,5672,0.0,0.5824437859332897,0.6489176387181981,0.13073204430359078,0.18569533817705186,0.4608317877639611,1.0,0.18784127862404876
17,350,642,5694,0.0,0.5781429415469315,0.6489176387181981,0.13046752958353322,0.1796053020267749,0.489030412504276,1.0,0.19493204395964536
18,354,613,5710,0.0,0.5732306764512859,0.6489176387181981,0.14544878569501396,0.2041241452319315,0.49224933164456275,1.0,0.20363541182796746
19,373,608,5725,0.0,0.5675570000086438,0.6507886409565424,0.1626100935622664,0.21821789023599236,0.49617398358512294,1.0,0.2105659772225432
20,369,604,5740,0.0,0.5724344947085874,0.6507886409565424,0.14988190752044153,0.21821789023599236,0.5103731184202203,1.0,0.2023030257313569
21,381,609,5755,0.0,0.5849372894951341,0.651533574780637,0.13605944399299905,0.21320071635561044,0.49313937014005793,1.0,0.19674192915300706
22,369,601,5767,0.0,0.5835553337675715,0.651533574780637,0.13866968741568153,0.24253562503633297,0.505101251483731,1.0,0.19300820168387736
23,339,517,5778,0.0,0.5817821307193923,0.651533574780637,0.1410581659104375,0.23570226039551584,0.5196758945111624,1.0,0.18904539535888376
24,376,559,5785,0.0,0.5746731270379976,0.6516813758848714,0.15045673116020242,0.23570226039551584,0.5261635772797668,1.0,0.20447355817533314
25,350,513,5797,0.0,0.5788663091119167,0.6516813758848714,0.15966537744739226,0.2581988897471611,0.5093880092878617,1.0,0.19802611768207934
26,370,523,5807,0.0,0.5933091772080232,0.6519562136278034,0.12858015711063983,0.2672612419124244,0.5118617782420951,1.0,0.17651029384487504
27,380,508,5816,0.0,0.5984076644749323,0.6519562136278034,0.11982389736151158,0.25,0.5110401786899567,1.0,0.1662598475848523
28,365,535,5822,0.0,0.589451192137515,0.6519562136278034,0.14423828837236138,0.2773500981126146,0.5126050163574565,1.0,0.17592878650184707
29,368,502,5829,0.0,0.6044734686381074,0.6525857049845297,0.1178320195889621,0.2581988897471611,0.4927029279800937,1.0,0.1636161446381763
30,337,503,5833,0.0,0.609422230416717,0.6525857049845297,0.09696104791389716,0.2581988897471611,0.5052868263174307,1.0,0.15053013410661933
31,367,505,5836,0.0,0.6110971510363479,0.6525857049845297,0.09741729307937337,0.25,0.48758647114019743,1.0,0.16509363678690098
32,381,532,5843,0.0,0.6115318972858638,0.6525857049845297,0.09747459928351924,0.25,0.49228381428370455,1.0,0.16065986197315174
33,381,546,5848,0.0,0.6096853649457179,0.6525857049845297,0.1009385680263032,0.25,0.5075353532305887,1.0,0.15021077350347664
34,342,486,5853,0.0,0.6055775085232008,0.6525857049845297,0.11102424443296591,0.25,0.5140188386607178,1.0,0.15542916899822914
35,355,463,5855,0.0,0.5986967158158089,0.6525857049845297,0.1205066267424526,0.2773500981126146,0.5286168963647677,1.0,0.1631510394749763
36,348,470,5857,0.0,0.5911409013655456,0.6525857049845297,0.13712711687877907,0.2773500981126146,0.5409290996055269,1.0,0.1678890551554201
37,330,451,5861,0.0,0.590682115843141,0.6535961438209403,0.13711003411897352,0.31622776601683794,0.5509227863171393,1.0,0.1628758053272624
38,333,480,5863,0.0,0.590618832819503,0.6535961438209403,0.14255155363440405,0.30151134457776363,0.5450153937638613,1.0,0.16898494535938557
39,356,496,5864,0.0,0.5908501180347507,0.6535961438209403,0.15019467784252796,0.30151134457776363,0.5346144467980624,1.0,0.17518517739025466
40,357,497,5865,0.0,0.5801943912011911,0.6535961438209403,0.16448528779547442,0.30151134457776363,0.560717381014362,1.0,0.17451909147508632
41,346,481,5867,0.0,0.5799176698650255,0.6535961438209403,0.16894403047368745,0.31622776601683794,0.5571970778139902,1.0,0.1771166433863264
