gen,0_age_at_initial_pathologic_diagnosis,1_..90288,1_AARS.16,1_AASS.10157,1_AATK.9625,1_ABAT.18,1_ABCA7.10347,1_ABCC6P2.730013,1_ABHD12.26090,1_ACADL.33,1_ACADM.34,1_ACCN4.55515,1_ACSL6.23305,1_ACTR1A.10121,1_ADAM10.102,1_ADAM15.8751,1_ADAM19.8728,1_ADAM20.8748,1_ADAMTS19.171019,1_ADAMTS20.80070,1_ADH5.128,1_ADHFE1.137872,1_ADM2.79924,1_ADPRH.141,1_AFF1.4299,1_AGAP4.119016,1_AGAP8.728404,1_AHRR.57491,1_AHSA1.10598,1_AKAP1.8165,1_AKIRIN1.79647,1_ALDH9A1.223,1_ALOX12B.242,1_ALOX12P2.245,1_ALOX15B.247,1_ALPK3.57538,1_ANKRD24.170961,1_ANKRD39.51239,1_ANKRD40.91369,1_ANKRD6.22881,1_ANO4.121601,1_ANP32E.81611,1_APBA2.321,1_APOB.338,1_ARHGAP28.79822,1_ARHGEF7.8874,1_ARMCX2.9823,1_ARPC5.10092,1_ARPP21.10777,1_ATE1.11101,1_ATP11B.23200,1_ATP1A1.476,1_ATP1B3.483,1_ATP5SL.55101,1_ATP6V0D1.9114,1_ATP6V0E2.155066,1_ATP6V1G2.534,1_ATP8B2.57198,1_ATPIF1.93974,1_ATXN3L.92552,1_B3GALT2.8707,1_B9D2.80776,1_BAALC.79870,1_BAK1.578,1_BAT2L2.23215,1_BBS5.129880,1_BCAP29.55973,1_BCL7B.9275,1_BCO2.83875,1_BEST4.266675,1_BMF.90427,1_BMP2.650,1_BTLA.151888,1_BTN2A3.54718,1_C10orf57.80195,1_C10orf76.79591,1_C11orf63.79864,1_C11orf71.54494,1_C12orf24.29902,1_C12orf34.84915,1_C12orf40.283461,1_C12orf41.54934,1_C14orf139.79686,1_C14orf2.9556,1_C14orf4.64207,1_C15orf34.80072,1_C17orf61.254863,1_C17orf77.146723,1_C17orf96.100170841,1_C19orf52.90580,1_C19orf66.55337,1_C1QA.712,1_C20orf24.55969,1_C22orf27.150291,1_C22orf28.51493,1_C2orf64.493753,1_C2orf67.151050,1_C2orf70.339778,1_C2orf85.285093,1_C3orf16.389161,1_C3orf30.152405,1_C3orf52.79669,1_C4orf42.92070,1_C5orf28.64417,1_C6orf125.84300,1_C6orf141.135398,1_C6orf15.29113,1_C6orf170.221322,1_C6orf47.57827,1_C7orf40.285958,1_C7orf64.84060,1_C8orf39.55472,1_C9orf24.84688,1_C9orf95.54981,1_CA5BP.340591,1_CABLES1.91768,1_CACNG4.27092,1_CADPS.8618,1_CAMSAP1.157922,1_CAPRIN2.65981,1_CAPZA3.93661,1_CARD8.22900,1_CASC2.255082,1_CASP1.834,1_CATSPER2.117155,1_CBFA2T2.9139,1_CBR4.84869,1_CBS.875,1_CCBL1.883,1_CCDC21.64793,1_CCDC67.159989,1_CCDC90A.63933,1_CCHCR1.54535,1_CCL17.6361,1_CCNB2.9133,1_CCR7.1236,1_CCT4.10575,1_CCT6P1.643253,1_CD163.9332,1_CD68.968,1_CD97.976,1_CDC34.997,1_CDK11A.728642,1_CDK7.1022,1_CDKN2A.1029,1_CDKN2BAS.100048912,1_CDKN3.1033,1_CELF3.11189,1_CHKB.1120,1_CHMP5.51510,1_CHMP7.91782,1_CHPF2.54480,1_CHRNA1.1134,1_CHRND.1144,1_CIB3.117286,1_CKS2.1164,1_CLASP2.23122,1_CLCN5.1184,1_CLEC11A.6320,1_CLEC18A.348174,1_CMTM6.54918,1_CN5H6.4.150384,1_CNIH3.149111,1_CNNM1.26507,1_COBLL1.22837,1_COL11A2.1302,1_COL1A1.1277,1_COL8A1.1295,1_COMT.1312,1_COPB1.1315,1_COPZ2.51226,1_CRMP1.1400,1_CRNKL1.51340,1_CROT.54677,1_CRYGA.1418,1_CSPG5.10675,1_CTNND1.1500,1_CWH43.80157,1_CXCL5.6374,1_CXorf57.55086,1_CXorf64.100130613,1_CYR61.3491,1_CYTH1.9267,1_DAB2IP.153090,1_DACH2.117154,1_DAND5.199699,1_DARS.1615,1_DBF4.10926,1_DBF4B.80174,1_DBNDD2.55861,1_DCAKD.79877,1_DCDC2B.149069,1_DCLK2.166614,1_DDR2.4921,1_DDX39.10212,1_DERL2.51009,1_DGCR6L.85359,1_DHDDS.79947,1_DHX15.1665,1_DHX58.79132,1_DIO1.1733,1_DIRAS3.9077,1_DIRC3.729582,1_DNAH11.8701,1_DNAJB6.10049,1_DNAL4.10126,1_DNMT3A.1788,1_DOK7.285489,1_DPEP2.64174,1_DPY19L1.23333,1_DPYSL3.1809,1_DYNC1I1.1780,1_DYNLT3.6990,1_EBPL.84650,1_ECEL1.9427,1_ECT2.1894,1_EDA.1896,1_EDEM1.9695,1_EFCAB3.146779,1_EFHB.151651,1_EGFL7.51162,1_EIF2A.83939,1_EIF2AK4.440275,1_EIF4B.1975,1_EIF5B.9669,1_ELF3.1999,1_ELN.2006,1_EN2.2020,1_ENDOU.8909,1_ENO2.2026,1_ENOX2.10495,1_EPHA2.1969,1_ERBB2.2064,1_ERGIC3.51614,1_ESR2.2100,1_ETHE1.23474,1_ETV2.2116,1_ETV6.2120,1_EVX2.344191,1_EXOC5.10640,1_EXOSC7.23016,1_EXT2.2132,1_FADS1.3992,1_FAHD1.81889,1_FAM131C.348487,1_FAM169A.26049,1_FAM183A.440585,1_FAM19A3.284467,1_FAM21B.55747,1_FAM23A.653567,1_FAM35B2.439965,1_FAM45A.404636,1_FAM46B.115572,1_FAM66C.440078,1_FAM66D.100132923,1_FAM82A2.55177,1_FAT2.2196,1_FBXO25.26260,1_FBXO4.26272,1_FER.2241,1_FEZF1.389549,1_FIP1L1.81608,1_FKBP1AP1.2282,1_FKBP5.2289,1_FLII.2314,1_FLJ33630.644873,1_FLJ35220.284131,1_FLJ36000.284124,1_FLJ37201.283011,1_FLOT2.2319,1_FLVCR2.55640,1_FMO9P.116123,1_FOLR1.2348,1_FOLR4.390243,1_FOXD4L2.100036519,1_FOXP3.50943,1_FRG1.2483,1_FRMD8.83786,1_FSTL1.11167,1_FUCA2.2519,1_FXN.2395,1_FYTTD1.84248,1_FZD5.7855,1_FZD6.8323,1_G6PD.2539,1_GABARAP.11337,1_GALNT13.114805,1_GALNTL1.57452,1_GALR3.8484,1_GATAD2A.54815,1_GBP1.2633,1_GDF5.8200,1_GEMIN7.79760,1_GJC1.10052,1_GLB1L.79411,1_GLP1R.2740,1_GLUD2.2747,1_GMFB.2764,1_GOLGA2P3.401634,1_GPR1.2825,1_GPR17.2840,1_GPR81.27198,1_GPR85.54329,1_GPX8.493869,1_GRAP.10750,1_GRIK1.2897,1_GRIN3B.116444,1_GRN.2896,1_GSTA1.2938,1_GTPBP2.54676,1_GTSF1L.149699,1_GZMA.3001,1_H2AFZ.3015,1_HARS.3035,1_HBP1.26959,1_HDAC7.51564,1_HERC6.55008,1_HILS1.373861,1_HIP1R.9026,1_HIST1H1C.3006,1_HIST1H1D.3007,1_HIST1H1E.3008,1_HIST1H2BM.8342,1_HIST1H3D.8351,1_HIST1H4E.8367,1_HIST2H2BF.440689,1_HKR1.284459,1_HLA.DQB2.3120,1_HNF4G.3174,1_HOXA10.3206,1_HOXA2.3199,1_HOXA4.3201,1_HOXB8.3218,1_HOXC5.3222,1_HOXD12.3238,1_HP.3240,1_HPX.3263,1_HSD11B1L.374875,1_HSFX2.100130086,1_HSPB11.51668,1_HSPB7.27129,1_IDH3G.3421,1_IFT122.55764,1_IGDCC4.57722,1_IGFALS.3483,1_IGFBP5.3488,1_IGSF10.285313,1_IL10RA.3587,1_ISL1.3670,1_ITGB8.3696,1_ITIH4.3700,1_JMJD1C.221037,1_KCNAB1.7881,1_KCNH1.3756,1_KCNIP3.30818,1_KCNJ12.3768,1_KCNQ2.3785,1_KDM4A.9682,1_KDM6A.7403,1_KHDC1.80759,1_KIAA0907.22889,1_KIAA1310.55683,1_KIAA1324L.222223,1_KIAA1486.57624,1_KIAA1644.85352,1_KIAA1755.85449,1_KIF1C.10749,1_KILLIN.100144748,1_KLC3.147700,1_KLF12.11278,1_KPNA3.3839,1_KRT75.9119,1_KRT80.144501,1_LASS5.91012,1_LCE1E.353135,1_LDLRAD2.401944,1_LGALS12.85329,1_LGI4.163175,1_LILRP2.79166,1_LIMS3.96626,1_LIX1L.128077,1_LLGL2.3993,1_LMO4.8543,1_LOC100129034.100129034,1_LOC100130557.100130557,1_LOC100132215.100132215,1_LOC143666.143666,1_LOC144438.144438,1_LOC147727.147727,1_LOC147804.147804,1_LOC148413.148413,1_LOC25845.25845,1_LOC284900.284900,1_LOC285548.285548,1_LOC339240.339240,1_LOC392196.392196,1_LOC400027.400027,1_LOC402644.402644,1_LOC643955.643955,1_LOC645752.645752,1_LOC646762.646762,1_LOC650368.650368,1_LOC650623.650623,1_LOC653653.653653,1_LOC678655.678655,1_LOC80154.80154,1_LOC84931.84931,1_LOC93432.93432,1_LPHN3.23284,1_LRAT.9227,1_LRCH2.57631,1_LRRC10B.390205,1_LRRC24.441381,1_LRRTM2.26045,1_LSM14A.26065,1_LSM5.23658,1_LTB4R.1241,1_LYRM2.57226,1_MAD2L1BP.9587,1_MAGEH1.28986,1_MANEA.79694,1_MAPK10.5602,1_MAPK8IP2.23542,1_MARCH1.55016,1_MARVELD3.91862,1_MATN4.8785,1_MCFD2.90411,1_MCM4.4173,1_MED28.80306,1_MEIS3.56917,1_MEST.4232,1_METTL6.131965,1_METTL9.51108,1_MEX3D.399664,1_MFAP4.4239,1_MFN1.55669,1_MGAT4C.25834,1_MGC2752.65996,1_MGC87042.256227,1_MICAL3.57553,1_MLEC.9761,1_MLST8.64223,1_MOGS.7841,1_MOXD1.26002,1_MREG.55686,1_MRPL24.79590,1_MRPL32.64983,1_MRPL38.64978,1_MRPL47.57129,1_MRPS12.6183,1_MRPS7.51081,1_MSH2.4436,1_MSX1.4487,1_MT1A.4489,1_MTF1.4520,1_MTMR7.9108,1_MTRF1L.54516,1_MTVR2.246754,1_MUM1L1.139221,1_MXRA7.439921,1_MYADM.91663,1_MYD88.4615,1_MYH14.79784,1_MYO1B.4430,1_MYO5B.4645,1_MYSM1.114803,1_NAMPT.10135,1_NCAM1.4684,1_NCF1C.654817,1_NCF2.4688,1_NDST2.8509,1_NDUFB10.4716,1_NDUFB9.4715,1_NDUFC2.4718,1_NDUFS4.4724,1_NEIL2.252969,1_NETO2.81831,1_NFIB.4781,1_NHEG1.100294720,1_NOD1.10392,1_NOTCH3.4854,1_NOVA1.4857,1_NPNT.255743,1_NR1D2.9975,1_NRAS.4893,1_NRSN1.140767,1_NSUN7.79730,1_NT5C3.51251,1_NUDT11.55190,1_NUDT18.79873,1_NUDT7.283927,1_NUFIP1.26747,1_NUP188.23511,1_OAZ1.4946,1_OR11A1.26531,1_OR13A1.79290,1_OR52E6.390078,1_OSMR.9180,1_OSTC.58505,1_P2RY2.5029,1_PAAF1.80227,1_PABPC4.8761,1_PABPN1L.390748,1_PACS2.23241,1_PAFAH1B1.5048,1_PALM3.342979,1_PAN2.9924,1_PARP15.165631,1_PARP9.83666,1_PAX1.5075,1_PCDHB11.56125,1_PCDHB12.56124,1_PCDHB1.29930,1_PCDHB7.56129,1_PCDHGA9.56107,1_PCDHGC3.5098,1_PCGF2.7703,1_PCMTD1.115294,1_PDCD6.10016,1_PDE1A.5136,1_PDIA2.64714,1_PDIA4.9601,1_PDLIM3.27295,1_PDS5A.23244,1_PELI3.246330,1_PFDN1.5201,1_PGF.5228,1_PGM1.5236,1_PHB2.11331,1_PIAS4.51588,1_PITX2.5308,1_PKD1L3.342372,1_PLCB4.5332,1_PLCH2.9651,1_PLD3.23646,1_PLEKHA3.65977,1_PLK3.1263,1_PLK5P.126520,1_PLOD1.5351,1_PLSCR2.57047,1_PMFBP1.83449,1_PMM2.5373,1_PNO1.56902,1_POLD1.5424,1_POLDIP2.26073,1_POLM.27434,1_PPCS.79717,1_PPIP5K2.23262,1_PPM1L.151742,1_PPP1CB.5500,1_PPP1R3F.89801,1_PPP1R8.5511,1_PPP3R2.5535,1_PPPDE2.27351,1_PQLC2.54896,1_PRKCSH.5589,1_PRKDC.5591,1_PRPF19.27339,1_PRPF4.9128,1_PRR19.284338,1_PRRT1.80863,1_PRRX2.51450,1_PRSS12.8492,1_PRUNE.58497,1_PSMB5.5693,1_PSMB8.5696,1_PSMD11.5717,1_PTPN6.5777,1_PTPRM.5797,1_PURA.5813,1_PURG.29942,1_PYCR1.5831,1_QRICH2.84074,1_RAB11FIP2.22841,1_RAB33A.9363,1_RAB38.23682,1_RAB3C.115827,1_RAB3D.9545,1_RAB8A.4218,1_RAB8B.51762,1_RABEPK.10244,1_RAD21L1.642636,1_RAD9A.5883,1_RAET1L.154064,1_RALB.5899,1_RASA2.5922,1_RBBP5.5929,1_RBM20.282996,1_REL.5966,1_RG9MTD1.54931,1_RGR.5995,1_RHOB.388,1_RIBC2.26150,1_RINL.126432,1_RIT1.6016,1_RNF113A.7737,1_RNF139.11236,1_RNF5P1.286140,1_RNFT2.84900,1_RNLS.55328,1_RPL12.6136,1_RPL13.6137,1_RPL23P8.222901,1_RPL24.6152,1_RPL26.6154,1_RPL30.6156,1_RPL38.6169,1_RPL7.6129,1_RPLP1.6176,1_RPS2P32.256355,1_RRAGB.10325,1_RSPH9.221421,1_RYK.6259,1_S100A10.6281,1_S100A16.140576,1_SCAMP4.113178,1_SCARNA14.692149,1_SCARNA2.677766,1_SCARNA9.619383,1_SDF4.51150,1_SEC16B.89866,1_SEMA4G.57715,1_SEMA6C.10500,1_SEPSECS.51091,1_SF1.7536,1_SF3A1.10291,1_SGCD.6444,1_SGPL1.8879,1_SH2B3.10019,1_SHROOM3.57619,1_SIPA1L1.26037,1_SLBP.7884,1_SLC16A14.151473,1_SLC19A3.80704,1_SLC25A33.84275,1_SLC26A2.1836,1_SLC29A4.222962,1_SLC2A13.114134,1_SLC2A6.11182,1_SLC35A2.7355,1_SLC4A4.8671,1_SLC4A7.9497,1_SLC6A6.6533,1_SMAD7.4092,1_SMS.6611,1_SMU1.55234,1_SNAI2.6591,1_SNHG1.23642,1_SNORA15.677803,1_SNORA5A.654319,1_SNRPN.6638,1_SNX32.254122,1_SNX8.29886,1_SOLH.6650,1_SOX13.9580,1_SP7.121340,1_SP9.100131390,1_SPATA17.128153,1_SPATA8.145946,1_SPPL3.121665,1_SRCIN1.80725,1_SRRM1.10250,1_SRY.6736,1_SS18L1.26039,1_SSR4.6748,1_STAT2.6773,1_STRC.161497,1_STRN3.29966,1_SUGT1.10910,1_SULT1C2.6819,1_SUMO1P1.391257,1_SYN3.8224,1_TAS2R4.50832,1_TCEAL2.140597,1_TCP10L.140290,1_TEC.7006,1_TEKT1.83659,1_TESK1.7016,1_TIAF1.9220,1_TIFA.92610,1_TMCC1.23023,1_TMED2.10959,1_TMEM106C.79022,1_TMEM109.79073,1_TMEM131.23505,1_TMEM19.55266,1_TMEM200B.399474,1_TMEM49.81671,1_TMEM59L.25789,1_TMEM69.51249,1_TMEM8A.58986,1_TMEM9B.56674,1_TMPRSS5.80975,1_TMUB1.83590,1_TNFAIP2.7127,1_TNFAIP6.7130,1_TNKS1BP1.85456,1_TNKS2.80351,1_TNRC6B.23112,1_TOB1.10140,1_TRAF7.84231,1_TRAM2.9697,1_TRAPPC9.83696,1_TREX2.11219,1_TRIM8.81603,1_TRMT2B.79979,1_TSC1.7248,1_TSC22D4.81628,1_TSPYL1.7259,1_TTC22.55001,1_TTC39B.158219,1_TTYH3.80727,1_TUBB1.81027,1_TUBB2C.10383,1_TUBG2.27175,1_TYW1B.441250,1_UBAC2.337867,1_UBE2CBP.90025,1_UBE2E2.7325,1_UBN1.29855,1_ULK4.54986,1_UPF3A.65110,1_UROD.7389,1_USP20.10868,1_USP42.84132,1_USP46.64854,1_UTP18.51096,1_VASN.114990,1_VPREB3.29802,1_VSIG8.391123,1_VWA1.64856,1_VWA3B.200403,1_WDR35.57539,1_WDR37.22884,1_WDR78.79819,1_WEE1.7465,1_WIZ.58525,1_XAF1.54739,1_XRCC3.7517,1_YLPM1.56252,1_YPEL4.219539,1_YPEL5.51646,1_ZBTB38.253461,1_ZCCHC8.55596,1_ZCRB1.85437,1_ZFP28.140612,1_ZFP82.284406,1_ZFX.7543,1_ZIC5.85416,1_ZMYND8.23613,1_ZNF134.7693,1_ZNF20.7568,1_ZNF239.8187,1_ZNF275.10838,1_ZNF418.147686,1_ZNF423.23090,1_ZNF45.7596,1_ZNF528.84436,1_ZNF530.348327,1_ZNF548.147694,1_ZNF567.163081,1_ZNF587.84914,1_ZNF613.79898,1_ZNF615.284370,1_ZNF630.57232,1_ZNF648.127665,1_ZNF684.127396,1_ZNF711.7552,1_ZNF713.349075,1_ZNF716.441234,1_ZNF787.126208,1_ZNF790.388536,1_ZNF805.390980,1_ZNF845.91664,1_ZSCAN20.7579,1_ZSCAN5A.79149
0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,123,0,0,0,0,0,0,328,0,364,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,251,48,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,341,0,0,7,0,0,0,0,0,0,0,107,0,295,0,0,0,0,0,321,0,0,288,0,0,0,0,0,140,0,0,0,0,0,359,0,0,0,0,0,0,82,0,0,0,0,0,0,371,0,0,216,295,0,30,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,238,0,173,0,0,0,349,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,225,234,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,263,166,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,404,0,0,0,160,0,0,0,0,0,0
100,0,0,0,0,0,2,0,1,0,6,1,1,1,0,4,0,49,1,0,2,0,0,0,0,112,0,0,0,0,2,1,2,0,0,17,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,2,0,0,9,9,29,0,1,0,0,0,1,1,0,0,0,0,0,2,0,1,3,1,1,0,66,0,0,5,1,1,0,1,0,0,0,0,19,2,1,0,2,4,1,0,0,3,0,0,2,314,0,8,0,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,4,0,0,0,0,0,0,1,1,0,1,3,1,393,1,1,2,0,0,0,2,6,0,0,2,1,0,0,5,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,141,0,0,1,1,4,1,0,0,0,0,1,31,15,0,1,0,3,0,1,0,0,1,2,1,0,0,0,0,15,0,1,0,0,0,0,452,0,0,0,1,0,0,0,1,0,0,0,0,2,0,5,0,0,0,124,0,0,0,1,0,0,9,0,10,1,0,0,1,0,377,0,0,3,0,3,1,0,2,0,0,0,0,0,258,0,32,344,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,1,8,84,1,10,0,0,0,2,0,0,0,1,3,0,2,0,0,0,1,0,2,166,2,0,0,7,0,0,0,0,2,0,0,1,0,0,18,0,2,1,0,1,1,1,3,1,1,0,2,1,7,0,0,1,0,0,0,0,0,5,0,0,7,1,1,5,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,5,9,0,0,1,1,4,0,0,0,13,3,1,3,0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,1,2,1,0,2,0,1,0,2,0,0,1,1,2,0,3,1,1,0,0,1,1,0,1,0,0,6,299,0,0,0,0,2,0,2,0,2,0,0,0,57,1,0,0,0,4,1,1,4,1,0,2,1,0,1,0,0,0,3,0,0,0,3,1,1,0,0,2,0,0,0,0,0,1,0,5,4,5,1,1,128,0,0,0,0,1,4,0,0,0,0,1,0,0,1,0,8,0,1,2,0,0,0,1,1,0,1,0,1,1,0,2,2,0,0,59,0,0,0,26,0,1,0,0,20,0,0,2,1,0,7,0,0,1,2,0,1,0,0,3,1,1,0,1,1,102,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,2,0,0,0,130,17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,5,0,0,0,1,0,268,0,0,1,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,2,0,0,0,0,1,94,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,17,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,0,0,0,0,0,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,4,0,0,0,239,425,1,1,0,0,2,0,2,0,0,3
200,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,4,0,0,0,0,1,0,1,148,1,0,0,0,0,0,0,0,1,7,0,1,3,1,0,0,0,0,0,1,0,0,0,10,0,0,1,1,0,0,33,3,0,0,1,1,0,0,0,0,0,3,0,0,1,0,2,0,0,0,27,2,2,94,0,0,0,0,1,2,0,1,6,3,0,1,0,2,1,1,0,0,1,0,0,296,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44,0,0,0,0,2,0,1,2,5,1,1,1,1,0,0,0,0,0,1,409,0,0,0,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,1,1,0,1,2,1,1,1,0,1,0,231,0,0,0,0,115,1,0,0,0,0,0,43,3,0,25,1,0,4,0,0,3,1,0,0,1,1,3,0,0,1,0,0,14,4,1,459,0,1,0,0,0,0,0,0,0,13,0,0,1,0,7,1,4,1,163,1,0,0,0,1,4,0,0,3,0,0,1,0,42,373,1,2,0,0,5,0,0,0,0,2,0,3,1,308,0,3,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,11,0,2,1,1,1,0,0,1,0,0,2,2,0,0,0,1,0,45,0,156,0,1,0,0,0,3,0,0,3,1,0,0,0,0,2,0,0,0,7,0,0,0,23,0,1,0,1,179,0,0,0,0,1,1,0,0,0,10,1,1,11,0,1,0,2,0,0,3,1,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,38,0,0,24,0,0,0,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,3,0,0,1,2,0,0,1,0,2,1,0,0,3,1,0,0,0,0,2,0,0,270,0,0,2,0,0,2,1,2,0,0,0,0,64,0,3,2,0,0,0,0,0,0,1,1,0,0,0,6,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,179,0,3,0,5,0,1,1,8,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,161,0,2,0,1,0,0,2,0,4,0,1,0,0,0,0,0,2,1,0,2,0,13,1,0,0,0,0,0,0,161,2,0,0,2,0,1,0,0,1,2,1,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,186,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,10,1,3,4,5,0,0,1,1,1,315,1,0,0,1,0,0,0,0,1,1,0,0,0,2,1,0,11,0,1,0,1,1,1,2,46,1,1,1,0,1,4,1,0,0,191,2,0,1,2,4,0,4,1,0,0,0,1,1,0,7,0,0,10,48,2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,3,0,0,0,0,5,0,481,0,0,0,0,0,16,1,0,0,1,7,1,0,0,0,1,0,2,0,1,0,4,2,0,1,1,12,0,191,428,0,0,1,0,0,1,0,0,1,0
