gen,0_age_at_initial_pathologic_diagnosis,1_..653553,1_ABCD3.5825,1_ACBD6.84320,1_ACE2.59272,1_ACMSD.130013,1_ACN9.57001,1_ADAM9.8754,1_ADAMTSL4.54507,1_ADK.132,1_ADO.84890,1_ADSL.158,1_AFAP1L2.84632,1_AFP.174,1_AGAP4.119016,1_AHI1.54806,1_AKAP6.9472,1_AKIRIN1.79647,1_ALDH1B1.219,1_ALOX15B.247,1_ALX1.8092,1_AMHR2.269,1_ANKK1.255239,1_ANKRD39.51239,1_ANKRD52.283373,1_ANKRD54.129138,1_APTX.54840,1_ARHGAP23.57636,1_ARHGAP28.79822,1_ARHGEF1.9138,1_ARID5A.10865,1_ARRDC3.57561,1_ARV1.64801,1_ASB5.140458,1_ASB8.140461,1_ATAD2.29028,1_ATF3.467,1_ATF7IP2.80063,1_ATL3.25923,1_ATP11C.286410,1_ATP4B.496,1_ATXN7L1.222255,1_AURKB.9212,1_AZU1.566,1_B3GNT8.374907,1_B9D2.80776,1_BAT4.7918,1_BBS9.27241,1_BCL7A.605,1_BEND5.79656,1_BHMT2.23743,1_BICD1.636,1_BMF.90427,1_BOD1.91272,1_BRCA1.672,1_BRD7.29117,1_BRF2.55290,1_BRP44L.51660,1_BTRC.8945,1_C10orf105.414152,1_C10orf114.399726,1_C10orf140.387640,1_C10orf32.119032,1_C10orf4.118924,1_C10orf76.79591,1_C10orf91.170393,1_C11orf59.55004,1_C12orf48.55010,1_C12orf70.341346,1_C15orf37.283687,1_C17orf44.284029,1_C17orf50.146853,1_C17orf77.146723,1_C17orf96.100170841,1_C1orf100.200159,1_C1orf105.92346,1_C1orf163.65260,1_C1orf182.128229,1_C1orf74.148304,1_C20orf11.54994,1_C20orf24.55969,1_C21orf7.56911,1_C22orf15.150248,1_C22orf27.150291,1_C22orf46.79640,1_C2CD2.25966,1_C2orf27A.29798,1_C2orf50.130813,1_C3.718,1_C3orf66.677779,1_C4orf36.132989,1_C4orf49.84709,1_C5orf36.285600,1_C5orf38.153571,1_C6orf129.154467,1_C6orf47.57827,1_C6orf48.50854,1_C6orf58.352999,1_C7orf28A.51622,1_C9orf156.51531,1_C9orf40.55071,1_CA5BP.340591,1_CABLES2.81928,1_CADM2.253559,1_CAPRIN2.65981,1_CAPZA3.93661,1_CARD8.22900,1_CASKIN2.57513,1_CASP10.843,1_CASP4.837,1_CATSPER2.117155,1_CBLN1.869,1_CBR4.84869,1_CC2D1A.54862,1_CCDC12.151903,1_CCDC152.100129792,1_CCDC153.283152,1_CCDC18.343099,1_CCDC27.148870,1_CCDC69.26112,1_CCNJL.79616,1_CCNY.219771,1_CCR3.1232,1_CD109.135228,1_CD248.57124,1_CD27.939,1_CD58.965,1_CD97.976,1_CDC20B.166979,1_CDC25A.993,1_CDC45.8318,1_CDH22.64405,1_CDH4.1002,1_CDK4.1019,1_CDKN2B.1030,1_CDKN2BAS.100048912,1_CEACAM22P.388550,1_CEBPB.1051,1_CFB.629,1_CGB8.94115,1_CGREF1.10669,1_CHCHD6.84303,1_CHI3L1.1116,1_CHODL.140578,1_CHRND.1144,1_CHST2.9435,1_CLCN5.1184,1_CLINT1.9685,1_CLRN1.7401,1_CLU.1191,1_CMC1.152100,1_CMKLR1.1240,1_CMTM6.54918,1_CNR1.1268,1_COL11A1.1301,1_COL12A1.1303,1_COL17A1.1308,1_COL5A1.1289,1_COL8A1.1295,1_CORO6.84940,1_CP110.9738,1_CPEB2.132864,1_CR1.1378,1_CRB1.23418,1_CRMP1.1400,1_CRTAC1.55118,1_CSDA.8531,1_CTAGE9.643854,1_CTCFL.140690,1_CTSL1.1514,1_CXCR2.3579,1_CXCR4.7852,1_CYTIP.9595,1_DARS.1615,1_DCAKD.79877,1_DDX25.29118,1_DDX41.51428,1_DDX42.11325,1_DERL2.51009,1_DGCR6L.85359,1_DLX2.1746,1_DNAJB7.150353,1_DNAJC24.120526,1_DNAJC7.7266,1_DNAL4.10126,1_DNMT3B.1789,1_DNTTIP1.116092,1_DR1.1810,1_DSCC1.79075,1_DTL.51514,1_EBF2.64641,1_EBF4.57593,1_ECE1.1889,1_EDC3.80153,1_EEA1.8411,1_EEF1A1.1915,1_EEF1A1P9.441032,1_EEPD1.80820,1_EFHB.151651,1_EFHC2.80258,1_EID3.493861,1_EIF2C3.192669,1_EIF3H.8667,1_EIF3L.51386,1_EIF4E.1977,1_ELK1.2002,1_ELMOD2.255520,1_EMID2.136227,1_EML4.27436,1_ENOX1.55068,1_ERAS.3266,1_ERC2.26059,1_ERH.2079,1_ESPL1.9700,1_ESX1.80712,1_EVX2.344191,1_EXOSC9.5393,1_EYA1.2138,1_F7.2155,1_FAM176B.55194,1_FAM188A.80013,1_FAM35B.414241,1_FAM46B.115572,1_FAM63B.54629,1_FAM66C.440078,1_FAM70B.348013,1_FAM86C.55199,1_FAM91A1.157769,1_FAM99A.387742,1_FANCF.2188,1_FASLG.356,1_FBLN1.2192,1_FBXO7.25793,1_FBXW2.26190,1_FGF17.8822,1_FKBP4.2288,1_FKBP9L.360132,1_FLJ42627.645644,1_FMO4.2329,1_FMOD.2331,1_FOLR3.2352,1_FOLR4.390243,1_FRAT2.23401,1_FRRS1.391059,1_FSTL1.11167,1_FZD6.8323,1_FZD8.8325,1_GABRA1.2554,1_GALM.130589,1_GALR3.8484,1_GAP43.2596,1_GAS1.2619,1_GAS2L3.283431,1_GBAS.2631,1_GBP3.2635,1_GCAT.23464,1_GCLM.2730,1_GDAP1L1.78997,1_GLDN.342035,1_GLIS3.169792,1_GNAI1.2770,1_GPA33.10223,1_GPLD1.2822,1_GPM6A.2823,1_GPR112.139378,1_GPR120.338557,1_GPR158.57512,1_GPR39.2863,1_GPR65.8477,1_GRM5.2915,1_GRP.2922,1_GSS.2937,1_GSTA1.2938,1_GSTA4.2941,1_GTDC1.79712,1_GTF2A1L.11036,1_GTF2H1.2965,1_GTF2H3.2967,1_GTPBP10.85865,1_GTPBP4.23560,1_GUCY2D.3000,1_GUCY2E.390226,1_GYS1.2997,1_HAGH.3029,1_HAT1.8520,1_HEATR3.55027,1_HILS1.373861,1_HINT3.135114,1_HIST1H1C.3006,1_HIST1H2AB.8335,1_HIST1H2BD.3017,1_HIST1H2BL.8340,1_HLA.DOA.3111,1_HLA.DRB1.3123,1_HLF.3131,1_HMGA2.8091,1_HMGB1.3146,1_HMMR.3161,1_HNRNPA1L2.144983,1_HNRPDL.9987,1_HOXA11AS.221883,1_HOXA2.3199,1_HOXA7.3204,1_HOXC9.3225,1_HOXD12.3238,1_HS2ST1.9653,1_HSD11B1L.374875,1_HSF5.124535,1_HSFX2.100130086,1_HSPA5.3309,1_HTRA1.5654,1_HYOU1.10525,1_IFNAR2.3455,1_IFT74.80173,1_IGF2AS.51214,1_IL1R2.7850,1_IL27RA.9466,1_IL2RA.3559,1_IL31RA.133396,1_IL4I1.259307,1_IMP3.55272,1_IMP4.92856,1_INMT.11185,1_INPP5A.3632,1_INTU.27152,1_IRGM.345611,1_ISY1.57461,1_ITGAV.3685,1_ITGB7.3695,1_ITIH3.3699,1_ITM2B.9445,1_JAK3.3718,1_JMJD1C.221037,1_JUNB.3726,1_KCNA6.3742,1_KCNAB1.7881,1_KCNE1L.23630,1_KCNK6.9424,1_KDELR2.11014,1_KDM4A.9682,1_KIAA0319L.79932,1_KIAA0467.23334,1_KIAA1644.85352,1_KIAA1755.85449,1_KIF11.3832,1_KIF21B.23046,1_KLF10.7071,1_KLHDC7A.127707,1_KLHL22.84861,1_KLHL23.151230,1_KLHL25.64410,1_KLHL26.55295,1_KLHL5.51088,1_KLRF1.51348,1_KRT38.8687,1_LACTB.114294,1_LAMC1.3915,1_LARP4B.23185,1_LARP7.51574,1_LEPROT.54741,1_LHB.3972,1_LILRA2.11027,1_LIMS3.LOC440895.100271835,1_LOC100128239.100128239,1_LOC100129055.100129055,1_LOC100129716.100129716,1_LOC100130776.100130776,1_LOC100132288.100132288,1_LOC100302640.100302640,1_LOC150622.150622,1_LOC157381.157381,1_LOC283314.283314,1_LOC283392.283392,1_LOC284276.284276,1_LOC285954.285954,1_LOC339674.339674,1_LOC375190.375190,1_LOC388387.388387,1_LOC643763.643763,1_LOC647121.647121,1_LONP2.83752,1_LRBA.987,1_LRIT2.340745,1_LRP1B.53353,1_LRRC14.9684,1_LRRC27.80313,1_LRRC42.115353,1_LRRIQ3.127255,1_LRRK2.120892,1_LSM11.134353,1_MAB21L1.4081,1_MACC1.346389,1_MAGEA6.4105,1_MAN2B1.4125,1_MAN2B2.23324,1_MAOB.4129,1_MAP3K1.4214,1_MAP4K1.11184,1_MARCH5.54708,1_MARVELD2.153562,1_MBIP.51562,1_MDGA2.161357,1_MFF.56947,1_MFSD1.64747,1_MFSD2A.84879,1_MGA.23269,1_MGC2752.65996,1_MIF4GD.57409,1_MLLT3.4300,1_MNS1.55329,1_MORN3.283385,1_MRO.83876,1_MRPL21.219927,1_MRPS16.51021,1_MRPS28.28957,1_MSR1.4481,1_MTAP.4507,1_MTERFD3.80298,1_MTHFD2.10797,1_MUSK.4593,1_MXRA7.439921,1_MXRA8.54587,1_MYH14.79784,1_MYH7B.57644,1_MYOT.9499,1_MYST1.84148,1_MYT1L.23040,1_NAA11.84779,1_NAP1L3.4675,1_NAPSB.256236,1_NAT1.9,1_NBEAL1.65065,1_NCAPG.64151,1_NCF1.653361,1_NCRNA00092.100188953,1_NCRNA00093.100188954,1_NDUFAB1.4706,1_NEAT1.283131,1_NEK10.152110,1_NEK5.341676,1_NEUROG1.4762,1_NFATC1.4772,1_NFIX.4784,1_NFKBIB.4793,1_NFS1.9054,1_NGLY1.55768,1_NIPAL2.79815,1_NLE1.54475,1_NOL3.8996,1_NPEPPS.9520,1_NR2E3.10002,1_NUP62.23636,1_NXNL1.115861,1_NXPH1.30010,1_OLFML1.283298,1_OPCML.4978,1_OR10AD1.121275,1_OR13A1.79290,1_OR2AE1.81392,1_OR56B4.196335,1_OR5K2.402135,1_ORC1L.4998,1_OSBPL6.114880,1_OTOS.150677,1_P2RY11.5032,1_P2RY8.286530,1_PA2G4.5036,1_PABPC4L.132430,1_PABPN1L.390748,1_PAQR7.164091,1_PCBD1.5092,1_PCDHB11.56125,1_PCDHB9.56127,1_PCMTD1.115294,1_PCYT1B.9468,1_PDCD11.22984,1_PDE6A.5145,1_PDGFD.80310,1_PDIA5.10954,1_PGF.5228,1_PHEX.5251,1_PHF1.5252,1_PHF21B.112885,1_PHF8.23133,1_PIAS2.9063,1_PIAS3.10401,1_PICK1.9463,1_PIGB.9488,1_PIGW.284098,1_PITRM1.10531,1_PITX2.5308,1_PKN3.29941,1_PLAA.9373,1_PLDN.26258,1_PLEKHA2.59339,1_PLIN4.729359,1_PMEPA1.56937,1_PMFBP1.83449,1_POFUT1.23509,1_POLB.5423,1_POLDIP3.84271,1_POLQ.10721,1_POLR1E.64425,1_POU3F2.5454,1_PPFIA3.8541,1_PPIL1.51645,1_PPP3R2.5535,1_PPP4R1L.55370,1_PPT2.9374,1_PRDM6.93166,1_PRKACG.5568,1_PRKAR1A.5573,1_PRKCD.5580,1_PRLHR.2834,1_PROCR.10544,1_PROK2.60675,1_ProSAPiP1.9762,1_PRPF19.27339,1_PRRX2.51450,1_PRSS21.10942,1_PSTK.118672,1_PSTPIP2.9050,1_PTGIR.5739,1_PTPRM.5797,1_PTTG3P.26255,1_PTX3.5806,1_PWWP2A.114825,1_PYGL.5836,1_R3HCC1.203069,1_RAB11FIP1.80223,1_RAB18.22931,1_RAB35.11021,1_RAB5B.5869,1_RABEP2.79874,1_RABGGTA.5875,1_RABGGTB.5876,1_RAD18.56852,1_RASA1.5921,1_RASL10B.91608,1_RASSF10.644943,1_RBBP5.5929,1_RBBP8.5932,1_RBM34.23029,1_RBM43.375287,1_RCL1.10171,1_REC8.9985,1_RECQL.5965,1_RETSAT.54884,1_REXO4.57109,1_RFWD3.55159,1_RGN.9104,1_RGNEF.64283,1_RGR.5995,1_RGS12.6002,1_RGS13.6003,1_RGS1.5996,1_RHBDL2.54933,1_RHOB.388,1_RLF.6018,1_RNF133.168433,1_RNF215.200312,1_RNF5.6048,1_RPAP2.79871,1_RPL15.6138,1_RPL21.6144,1_RPL38.6169,1_RPL6.6128,1_RPLP1.6176,1_RPS24.6229,1_RRAGA.10670,1_RRBP1.6238,1_RRM2.6241,1_RTN2.6253,1_RUNDC3B.154661,1_RUSC1.23623,1_RWDD1.51389,1_RXRB.6257,1_S100A10.6281,1_S100A11.6282,1_SAA1.6288,1_SALL2.6297,1_SAT2.112483,1_SATL1.340562,1_SCRG1.11341,1_SCRN2.90507,1_SCRT1.83482,1_SDAD1.55153,1_SEC1.653677,1_SEC61A1.29927,1_SECTM1.6398,1_SEPT14.346288,1_SERPINF1.5176,1_SERTAD3.29946,1_SESTD1.91404,1_SETDB2.83852,1_SFRS11.9295,1_SH3D20.201175,1_SH3GLB1.51100,1_SHROOM4.57477,1_SKI.6497,1_SLC12A7.10723,1_SLC16A13.201232,1_SLC24A3.57419,1_SLC25A16.8034,1_SLC25A26.115286,1_SLC25A28.81894,1_SLC25A30.253512,1_SLC25A37.51312,1_SLC31A1.1317,1_SLC35A3.23443,1_SLC35B4.84912,1_SLC35D3.340146,1_SLC39A8.64116,1_SLC4A7.9497,1_SMAD7.4092,1_SMARCA1.6594,1_SMCR7L.54471,1_SMS.6611,1_SNAI2.6591,1_SNIP1.79753,1_SNORD1C.677850,1_SNX15.29907,1_SNX18.112574,1_SOLH.6650,1_SORBS1.10580,1_SPINK13.153218,1_SRRM1.10250,1_SSBP4.170463,1_SSR4.6748,1_STARD10.10809,1_STIL.6491,1_STMN3.50861,1_STRAP.11171,1_STRN4.29888,1_SULT1E1.6783,1_SUPT16H.11198,1_TAF12.6883,1_TCF23.150921,1_TCTN1.79600,1_TDH.157739,1_TEP1.7011,1_TES.26136,1_TFDP1.7027,1_TFEC.22797,1_TFPI.7035,1_THAP11.57215,1_THNSL2.55258,1_THTPA.79178,1_TLE4.7091,1_TMEM145.284339,1_TMEM149.79713,1_TMEM14B.81853,1_TMEM17.200728,1_TMEM173.340061,1_TMEM176A.55365,1_TMEM186.25880,1_TMEM207.131920,1_TMEM37.140738,1_TMF1.7110,1_TMPRSS5.80975,1_TMPRSS6.164656,1_TMSB10.9168,1_TOP3A.7156,1_TPX2.22974,1_TRAF3IP3.80342,1_TREX2.11219,1_TRIM61.391712,1_TRIM62.55223,1_TRMT11.60487,1_TRPV3.162514,1_TSEN34.79042,1_TSG101.7251,1_TSPAN10.83882,1_TTBK1.84630,1_TTC37.9652,1_TTF2.8458,1_TTLL12.23170,1_TWF1.5756,1_TXN2.25828,1_TYR.7299,1_UBA6.55236,1_UBE2C.11065,1_UBL7.84993,1_UBXN2A.165324,1_UGCG.7357,1_UNC45A.55898,1_UPK2.7379,1_UQCRB.7381,1_URB1.9875,1_USP15.9958,1_USP17L2.377630,1_USP30.84749,1_USP43.124739,1_VAMP8.8673,1_VCX3B.425054,1_VDAC2.7417,1_VGLL2.245806,1_VIPAR.63894,1_VPS33B.26276,1_WEE1.7465,1_WT1.7490,1_YARS2.51067,1_ZBED5.58486,1_ZC3H6.376940,1_ZDHHC1.29800,1_ZDHHC15.158866,1_ZDHHC16.84287,1_ZFP112.7771,1_ZFP37.7539,1_ZFP82.284406,1_ZHX2.22882,1_ZMYM1.79830,1_ZNF143.7702,1_ZNF160.90338,1_ZNF18.7566,1_ZNF195.7748,1_ZNF219.51222,1_ZNF22.7570,1_ZNF280B.140883,1_ZNF283.284349,1_ZNF292.23036,1_ZNF295.49854,1_ZNF324.25799,1_ZNF326.284695,1_ZNF449.203523,1_ZNF473.25888,1_ZNF550.162972,1_ZNF597.146434,1_ZNF613.79898,1_ZNF648.127665,1_ZNF701.55762,1_ZNF749.388567,1_ZNF761.388561,1_ZNF766.90321,1_ZNF808.388558,1_ZNF829.374899,1_ZNF845.91664,1_ZNF8.7554,1_ZSCAN22.342945,1_ZUFSP.221302
0,4,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,288,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,294,0,0,0,0,0,0,0,18,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,292,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,280,293,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,174,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,286,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0,209,0,0,0,297,0,0,0,0,0,0,0,94,0,0,0,0,258,0,328,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,248,0,133,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,2,0,295,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,180,0,0,0,0,0,93,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,0,0,0,231,0,0,0,0,0
100,0,7,0,0,0,0,0,0,2,0,1,1,0,0,0,0,8,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,1,2,0,0,0,0,0,2,0,0,5,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,13,0,0,0,1,1,251,0,5,0,1,0,0,347,0,0,18,0,0,0,0,0,1,0,0,4,1,0,0,7,1,1,3,2,0,0,0,0,0,1,0,0,1,1,0,6,0,0,0,1,0,1,4,0,1,0,2,0,0,0,0,7,0,2,0,1,0,0,2,1,1,0,7,1,5,1,37,2,1,0,1,0,2,2,0,56,0,1,0,1,1,34,0,1,0,0,1,0,1,0,0,1,0,0,0,3,0,0,1,3,0,0,0,1,1,0,0,1,1,2,1,0,0,0,0,0,6,0,1,1,0,0,0,0,3,2,0,1,4,301,0,1,0,0,0,0,412,0,0,0,0,0,0,1,0,49,15,2,0,0,0,0,0,0,0,3,0,0,0,1,1,0,2,0,1,0,0,0,0,1,1,0,26,0,0,0,0,0,0,0,0,0,0,5,1,1,23,0,1,0,0,0,1,0,3,1,0,6,0,0,0,0,0,117,0,1,0,0,0,0,0,0,0,0,0,2,2,7,0,0,2,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,111,0,0,0,0,0,0,1,0,0,0,0,106,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,70,0,1,0,2,1,1,0,0,0,0,0,0,303,1,308,0,2,1,132,1,3,0,0,1,1,0,0,0,3,0,0,0,1,0,0,1,7,1,0,0,1,0,0,0,0,0,1,1,1,3,0,0,0,0,1,0,1,1,4,0,3,0,1,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,27,0,0,3,3,3,2,226,0,162,0,3,6,1,2,1,1,0,0,0,1,119,0,0,0,1,0,0,1,0,0,4,2,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,1,10,0,40,0,0,0,112,1,0,1,0,0,0,0,6,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,5,1,0,0,8,0,0,0,0,1,1,0,0,2,0,0,2,0,1,0,0,1,1,0,0,0,1,0,0,0,3,0,56,0,0,0,7,0,1,15,0,1,1,0,1,1,3,1,2,0,4,0,0,4,0,1,0,1,1,0,0,0,0,1,0,0,6,53,0,0,0,0,1,2,1,0,0,0,3,0,1,0,0,10,5,0,0,1,0,0,0,51,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,364,0,1,1,0,1,1,1,1,0,0,5,0,0,0,0,0,0,0,35,447,0,8,0,2,1,1,0,22,1,0,1,1,0,1,2,1,2,0,0,0,0,2,0,1,0,0,0,0,2,345,0,3,1,6,284,1,0,0,0,0
200,114,2,1,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,4,0,0,0,17,0,0,2,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,0,0,0,0,0,1,2,0,1,0,268,0,0,0,0,0,1,385,0,21,4,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,3,1,1,0,6,2,0,0,5,1,0,0,7,0,1,1,1,0,1,0,0,1,0,1,7,1,2,2,3,2,1,0,0,0,1,0,0,0,0,2,0,0,0,0,29,0,0,0,0,1,0,2,0,7,1,0,2,0,1,0,1,8,0,3,0,1,0,0,4,6,0,1,2,0,1,0,0,0,1,1,0,0,0,1,3,0,0,0,0,1,1,1,2,0,0,0,0,0,5,2,0,3,0,0,9,0,4,306,0,0,0,0,1,1,434,0,0,12,2,0,0,0,0,19,9,1,0,0,2,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,28,0,0,2,0,1,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,1,0,1,1,0,1,150,0,0,2,7,1,0,1,0,4,4,0,0,106,0,2,1,0,0,0,1,1,0,0,0,0,1,3,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,1,2,0,0,0,0,2,2,0,1,3,0,29,0,0,3,0,113,0,0,3,1,0,0,1,1,1,1,1,169,1,0,1,2,1,0,0,0,0,0,0,1,0,0,1,2,0,1,0,1,1,0,0,0,0,2,26,0,0,0,0,1,0,0,0,2,0,0,1,316,1,315,0,0,0,173,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,35,0,0,0,0,3,1,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,2,0,1,1,1,10,0,0,1,1,0,20,0,0,2,0,1,0,0,0,0,1,2,1,0,0,3,1,0,0,1,1,0,1,2,2,1,0,0,0,2,0,0,1,1,0,1,5,0,0,6,0,0,0,283,0,161,1,0,0,0,0,0,0,1,1,1,0,166,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,114,3,20,3,0,0,148,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,2,0,2,22,7,0,4,1,1,0,2,0,1,0,0,11,0,1,1,6,1,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,5,24,16,0,0,0,2,0,11,2,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,1,0,0,0,1,0,5,1,1,1,1,143,0,0,0,1,0,0,7,0,0,0,0,6,0,2,0,0,0,4,1,0,0,0,1,18,1,0,0,1,0,3,0,0,0,2,1,5,2,0,0,1,1,0,63,0,380,1,0,0,1,0,0,0,0,11,2,20,1,1,0,0,0,0,1,8,461,1,0,2,0,0,0,1,63,0,3,0,0,1,0,0,0,0,1,3,0,0,0,4,0,0,8,0,2,2,331,0,0,0,0,361,0,1,1,38,1
299,202,0,0,1,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,1,5,0,0,10,0,0,0,5,0,1,0,16,0,0,0,0,5,0,1,0,1,2,0,0,0,1,0,0,0,1,1,1,2,0,1,4,1,0,1,0,0,0,4,1,0,306,1,0,2,0,2,0,379,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,6,0,0,1,0,1,0,2,0,3,0,0,0,0,0,1,0,1,1,0,0,2,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,8,7,0,0,0,0,1,268,1,0,1,1,1,0,442,2,2,22,0,3,1,0,3,0,0,1,1,4,0,0,2,0,17,0,1,22,1,0,0,1,0,1,0,2,0,3,27,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,2,2,0,0,2,0,0,1,2,87,1,0,0,27,0,1,0,0,0,0,1,0,180,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,17,0,0,7,0,2,0,0,1,0,0,0,0,151,0,0,0,2,65,1,1,1,0,1,1,0,0,0,0,0,190,1,5,0,0,0,1,1,3,2,2,1,0,1,29,9,0,0,0,0,0,0,1,0,0,3,0,11,1,0,3,0,1,0,1,0,0,1,1,0,271,0,269,2,0,0,179,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,9,1,28,2,0,1,0,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,11,0,1,2,0,87,0,3,2,1,0,1,6,2,0,0,0,0,2,0,0,0,1,0,3,0,0,1,1,0,0,0,1,1,0,0,6,0,0,1,0,0,2,1,2,0,0,0,340,9,124,0,0,0,0,0,0,0,0,0,0,0,182,2,0,1,0,1,1,0,0,0,0,0,5,0,1,0,0,7,0,0,1,1,0,0,0,0,0,0,147,0,1,0,0,3,177,0,1,0,0,0,1,14,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,1,0,0,11,0,0,5,4,3,1,0,0,0,1,0,11,0,0,1,0,0,0,0,2,0,0,0,0,13,4,0,1,0,2,0,0,0,0,1,1,0,0,0,14,0,0,0,1,0,0,0,1,0,0,2,0,1,0,3,0,0,0,0,2,0,1,0,1,0,0,1,172,1,1,1,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,5,0,1,0,0,0,3,1,2,0,0,1,0,0,1,1,80,1,393,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,9,3,0,1,481,0,0,1,0,0,0,0,17,0,3,0,0,0,0,0,0,0,0,0,5,1,0,4,0,1,3,1,0,0,277,3,0,0,0,383,1,0,1,151,0
