gen,0_age_at_initial_pathologic_diagnosis,1_..10431,1_ABCA12.26154,1_ABCA17P.650655,1_ABL2.27,1_ACADVL.37,1_ACMSD.130013,1_ACRV1.56,1_ADAM15.8751,1_ADAMTS3.9508,1_ADIPOR1.51094,1_AEBP1.165,1_AFAP1L2.84632,1_AGA.175,1_AGAP1.116987,1_AGPAT9.84803,1_AHSA2.130872,1_AKAP1.8165,1_AKAP2.11217,1_AKNA.80709,1_AKNAD1.254268,1_ALCAM.214,1_ALOX15B.247,1_ANAPC13.25847,1_ANKRD13B.124930,1_ANKRD16.54522,1_ANKRD35.148741,1_ANKRD45.339416,1_ANKRD46.157567,1_ANKRD9.122416,1_ANXA4.307,1_ANXA7.310,1_APC2.10297,1_APOBEC3D.140564,1_APOBEC3F.200316,1_APPL2.55198,1_AQP7.364,1_AQP9.366,1_ARHGEF10.9639,1_ARID1A.8289,1_ARL13A.392509,1_ARMC9.80210,1_ARNTL.406,1_ARSJ.79642,1_ASCC1.51008,1_ATF4.468,1_ATOX1.475,1_ATP4B.496,1_ATP8B1.5205,1_ATXN7L1.222255,1_AVP.551,1_BAX.581,1_BBS4.585,1_BCAP29.55973,1_BCORL1.63035,1_BIRC5.332,1_BNC1.646,1_BOLA3.388962,1_BRCC3.79184,1_BRD3.8019,1_BRF1.2972,1_BRS3.680,1_BST2.684,1_BUB1.699,1_BYSL.705,1_C10orf4.118924,1_C10orf88.80007,1_C11orf20.25858,1_C11orf46.120534,1_C11orf68.83638,1_C13orf16.121793,1_C13orf33.84935,1_C13orf34.79866,1_C14orf104.55172,1_C14orf106.55320,1_C14orf166.51637,1_C17orf100.388327,1_C17orf101.79701,1_C17orf77.146723,1_C17orf80.55028,1_C19orf12.83636,1_C19orf24.55009,1_C19orf28.126321,1_C19orf40.91442,1_C1GALT1C1.29071,1_C1orf111.284680,1_C1orf152.767846,1_C1orf161.126868,1_C1orf63.57035,1_C1orf84.149469,1_C21orf7.56911,1_C3orf17.25871,1_C3orf45.132228,1_C4orf12.404201,1_C4orf23.152992,1_C4orf42.92070,1_C6orf103.79747,1_C8orf84.157869,1_C9orf100.84904,1_C9orf122.158228,1_C9orf25.203259,1_C9orf85.138241,1_CADM2.253559,1_CAPG.822,1_CAPN8.388743,1_CASP10.843,1_CASP4.837,1_CASP5.838,1_CCDC101.112869,1_CCDC109B.55013,1_CCDC123.84902,1_CCDC125.202243,1_CCDC126.90693,1_CCDC150.284992,1_CCDC151.115948,1_CCDC46.201134,1_CCDC47.57003,1_CCDC62.84660,1_CCDC8.83987,1_CCDC90A.63933,1_CCL14.6358,1_CCNB3.85417,1_CCNYL1.151195,1_CD46.4179,1_CD48.962,1_CD72.971,1_CDC20.991,1_CDR1.1038,1_CDR2.1039,1_CENPK.64105,1_CEP152.22995,1_CETN4P.729338,1_CFDP1.10428,1_CFLAR.8837,1_CGNL1.84952,1_CH25H.9023,1_CHAD.1101,1_CHCHD10.400916,1_CHODL.140578,1_CHRAC1.54108,1_CHST15.51363,1_CKS1B.1163,1_CLCNKA.1187,1_CLDN4.1364,1_CLEC9A.283420,1_CLGN.1047,1_CLN5.1203,1_CMPK2.129607,1_CNBP.7555,1_COL3A1.1281,1_COPB1.1315,1_COQ2.27235,1_CREB1.1385,1_CTBP2.1488,1_CTRC.11330,1_CTSC.1075,1_CTSG.1511,1_CTSZ.1522,1_CWF19L1.55280,1_CXCL9.4283,1_CXorf56.63932,1_CYP17A1.1586,1_CYP27A1.1593,1_DCUN1D2.55208,1_DDX3X.1654,1_DEFB119.245932,1_DENR.8562,1_DGCR6L.85359,1_DHDH.27294,1_DHRS13.147015,1_DIABLO.56616,1_DIAPH2.1730,1_DIO1.1733,1_DIRC3.729582,1_DLEU2.8847,1_DLG5.9231,1_DLGAP3.58512,1_DLX1.1745,1_DMRTB1.63948,1_DNAH2.146754,1_DNAJC14.85406,1_DNMT3L.29947,1_DOK7.285489,1_DSCR9.257203,1_DUS2L.54920,1_DUSP27.92235,1_E2F7.144455,1_E2F8.79733,1_ECHDC2.55268,1_EFCAB5.374786,1_EFNB1.1947,1_EGFL8.80864,1_EIF2S1.1965,1_EIF3J.8669,1_EMID2.136227,1_EMP3.2014,1_EPHB1.2047,1_EPM2A.7957,1_EPPK1.83481,1_ERBB2.2064,1_ERH.2079,1_EVL.51466,1_EXD2.55218,1_EXOSC3.51010,1_FAHD1.81889,1_FAM101B.359845,1_FAM122B.159090,1_FAM149B1.317662,1_FAM186B.84070,1_FAM45A.404636,1_FAM84B.157638,1_FANCC.2176,1_FBLIM1.54751,1_FBXO39.162517,1_FCRL6.343413,1_FERMT1.55612,1_FGGY.55277,1_FIBCD1.84929,1_FILIP1L.11259,1_FKBP5.2289,1_FKRP.79147,1_FLNB.2317,1_FMO4.2329,1_FMO5.2330,1_FOXD1.2297,1_FPGT.8790,1_FRMD4B.23150,1_FRY.10129,1_FSCN2.25794,1_FSD2.123722,1_FXYD3.5349,1_FXYD5.53827,1_FYN.2534,1_G6PD.2539,1_GAL3ST4.79690,1_GAS5.60674,1_GATA6.2627,1_GDF11.10220,1_GDI1.2664,1_GFI1.2672,1_GGA1.26088,1_GIPC2.54810,1_GJC1.10052,1_GLA.2717,1_GLT25D1.79709,1_GMPPA.29926,1_GNAL.2774,1_GNB2L1.10399,1_GNE.10020,1_GOLGA2P3.401634,1_GOLGA4.2803,1_GPC5.2262,1_GPD2.2820,1_GPR1.2825,1_GPR133.283383,1_GPR152.390212,1_GPR156.165829,1_GPR158.57512,1_GPR17.2840,1_GPR18.2841,1_GPR3.2827,1_GPR63.81491,1_GRB10.2887,1_GRID2IP.392862,1_GRN.2896,1_GRPR.2925,1_GRSF1.2926,1_GTF2IRD2P1.401375,1_GUSB.2990,1_H2AFY2.55506,1_HDDC2.51020,1_HEG1.57493,1_HEY2.23493,1_HGSNAT.138050,1_HIST1H1E.3008,1_HIST1H2BM.8342,1_HIST1H3E.8353,1_HIST1H3H.8357,1_HIST1H3I.8354,1_HIST1H4D.8360,1_HIST2H2BE.8349,1_HLA.A.3105,1_HLA.DOA.3111,1_HLA.DPA1.3113,1_HLA.DRB5.3127,1_HLA.G.3135,1_HMGB1.3146,1_HMSD.284293,1_HNRNPA1L2.144983,1_HOPX.84525,1_HOXA3.3200,1_HOXB2.3212,1_HOXB3.3213,1_HOXC8.3224,1_HOXD12.3238,1_HPS1.3257,1_HPS4.89781,1_HSH2D.84941,1_HSN2.378465,1_HSPA4L.22824,1_HTR2A.3356,1_HTRA3.94031,1_HYAL2.8692,1_ICOS.29851,1_IFIT5.24138,1_IFITM4P.340198,1_IKZF4.64375,1_IL13RA2.3598,1_IL18.3606,1_IL23R.149233,1_IL27RA.9466,1_IMPDH2.3615,1_INPPL1.3636,1_INVS.27130,1_IQCH.64799,1_IQGAP2.10788,1_IRF2.3660,1_ISL2.64843,1_ISM2.145501,1_ISYNA1.51477,1_ITGA10.8515,1_ITGA11.22801,1_ITGA1.3672,1_ITGA2.3673,1_ITGA5.3678,1_KAZALD1.81621,1_KCNE1L.23630,1_KCNE2.9992,1_KCNJ11.3767,1_KCNK5.8645,1_KCNN1.3780,1_KDELC2.143888,1_KDELR2.11014,1_KDM2A.22992,1_KIAA0317.9870,1_KIAA2026.158358,1_KIF13B.23303,1_KIF2C.11004,1_KIF9.64147,1_KLC4.89953,1_KLF13.51621,1_KLHL9.55958,1_KLK13.26085,1_KLK1.3816,1_KRT7.3855,1_L1CAM.3897,1_LATS2.26524,1_LGI4.163175,1_LIMS2.55679,1_LIN28B.389421,1_LINGO1.84894,1_LOC100128675.100128675,1_LOC100129055.100129055,1_LOC100132288.100132288,1_LOC100190986.100190986,1_LOC145845.145845,1_LOC147727.147727,1_LOC149134.149134,1_LOC285796.285796,1_LOC285830.285830,1_LOC388242.388242,1_LOC388387.388387,1_LOC401387.401387,1_LOC401431.401431,1_LOC415056.415056,1_LOC441294.441294,1_LOC541473.541473,1_LOC645676.645676,1_LOC650368.650368,1_LOC728989.728989,1_LOC90110.90110,1_LOC93622.93622,1_LPHN1.22859,1_LRCH1.23143,1_LRCH2.57631,1_LRRC15.131578,1_LRRC18.474354,1_LRRC26.389816,1_LRRC27.80313,1_LRRC2.79442,1_LRRC4C.57689,1_LRRC52.440699,1_LRRK2.120892,1_LSM2.57819,1_LYPD6.130574,1_LYZL2.119180,1_MACC1.346389,1_MALT1.10892,1_MAN2A1.4124,1_MANF.7873,1_MAP3K1.4214,1_MARCH10.162333,1_MARCH11.441061,1_MARCH5.54708,1_MARK3.4140,1_MCF2.4168,1_MCM10.55388,1_MECP2.4204,1_METRNL.284207,1_METTL9.51108,1_MFSD6.54842,1_MICA.4276,1_MKRN3.7681,1_MMACHC.25974,1_MMP13.4322,1_MNS1.55329,1_MORN1.79906,1_MPDU1.9526,1_MPZL3.196264,1_MRFAP1.93621,1_MRFAP1L1.114932,1_MRGPRE.116534,1_MRPL21.219927,1_MRPL3.11222,1_MRPL43.84545,1_MRPS18B.28973,1_MSRB2.22921,1_MTAP.4507,1_MTF2.22823,1_MVD.4597,1_MX1.4599,1_MXD3.83463,1_MYCN.4613,1_MYOM3.127294,1_NAA20.51126,1_NAB2.4665,1_NAV1.89796,1_NCAPH.23397,1_NCBP1.4686,1_NCOR2.9612,1_NCRNA00092.100188953,1_NCRNA00181.503538,1_NCRNA00204B.286967,1_NDRG4.65009,1_NDUFA11.126328,1_NEK11.79858,1_NFE2L3.9603,1_NFX1.4799,1_NFYA.4800,1_NLGN1.22871,1_NMI.9111,1_NOG.9241,1_NOTCH2.4853,1_NPR2.4882,1_NRBF2.29982,1_NRTN.4902,1_NT5C3L.115024,1_NT5DC3.51559,1_NTF4.4909,1_NUMA1.4926,1_NUP155.9631,1_NUP85.79902,1_NUP98.4928,1_OLFML3.56944,1_ONECUT2.9480,1_OPHN1.4983,1_OR1E2.8388,1_OR2A4.79541,1_OR7A5.26659,1_OSBPL11.114885,1_OSBPL8.114882,1_OSR2.116039,1_OSTBETA.123264,1_PAICS.10606,1_PAQR7.164091,1_PARP15.165631,1_PARP2.10038,1_PARVB.29780,1_PBK.55872,1_PBXIP1.57326,1_PCDHB12.56124,1_PCGF6.84108,1_PCMT1.5110,1_PCSK5.5125,1_PDCD1.5133,1_PDIK1L.149420,1_PDZD8.118987,1_PER4.168741,1_PGBD2.267002,1_PGF.5228,1_PHACTR3.116154,1_PIGB.9488,1_PIGL.9487,1_PILRB.29990,1_PIM1.5292,1_PITX2.5308,1_PKD2.5311,1_PLEK2.26499,1_PLEKHA8.84725,1_PLEKHF1.79156,1_PLIN4.729359,1_PLP2.5355,1_PLS3.5358,1_PMVK.10654,1_PNRC2.55629,1_POFUT2.23275,1_POLD3.10714,1_POLK.51426,1_POLR2J4.84820,1_POU6F2.11281,1_PPARG.5468,1_PPIL5.122769,1_PPP1R7.5510,1_PPP2R5C.5527,1_PPPDE1.51029,1_PQLC2.54896,1_PQLC3.130814,1_PRDM6.93166,1_PRR7.80758,1_PSD4.23550,1_PSEN2.5664,1_PSG9.5678,1_PSMD2.5708,1_PSTK.118672,1_PTCD1.26024,1_PTCD3.55037,1_PTGFRN.5738,1_PTHLH.5744,1_PTPN7.5778,1_PTRF.284119,1_PUS10.150962,1_RAB14.51552,1_RAB33A.9363,1_RAB42.115273,1_RAB5C.5878,1_RAC2.5880,1_RAD18.56852,1_RAI14.26064,1_RALGAPB.57148,1_RALGPS1.9649,1_RAP1B.5908,1_RARG.5916,1_RB1.5925,1_RBL1.5933,1_RBM23.55147,1_RCC1.1104,1_RCOR2.283248,1_RDM1.201299,1_RECK.8434,1_RERGL.79785,1_RFT1.91869,1_RGAG1.57529,1_RGPD3.653489,1_RHCG.51458,1_RHOD.29984,1_RHPN2.85415,1_RIOK1.83732,1_RLBP1.6017,1_RLF.6018,1_RMND1.55005,1_RNASEK.440400,1_RNF180.285671,1_RNF41.10193,1_RNLS.55328,1_RPL12.6136,1_RPL13AP3.645683,1_RPL24.6152,1_RPL27.6155,1_RPL36AL.6166,1_RPL39.6170,1_RPL8.6132,1_RPP30.10556,1_RPS12.6206,1_RPS15A.6210,1_RPS19BP1.91582,1_RPS24.6229,1_RPS25.6230,1_RPS27A.6233,1_RPS3A.6189,1_RPS4X.6191,1_RPS9.6203,1_RTF1.23168,1_RUNX1T1.862,1_SACM1L.22908,1_SCN3A.6328,1_SCXB.642658,1_SCYL2.55681,1_SERINC1.57515,1_SERPINA12.145264,1_SETD5.55209,1_SFRS11.9295,1_SFRS15.57466,1_SGMS2.166929,1_SH2D3A.10045,1_SHOX2.6474,1_SIGLEC9.27180,1_SIX3.6496,1_SKI.6497,1_SLC13A3.64849,1_SLC13A4.26266,1_SLC24A1.9187,1_SLC25A10.1468,1_SLC25A1.6576,1_SLC25A43.203427,1_SLC26A6.65010,1_SLC27A1.376497,1_SLC27A3.11000,1_SLC29A1.2030,1_SLC2A2.6514,1_SLC2A4.6517,1_SLC2A4RG.56731,1_SLC35A2.7355,1_SLC35A3.23443,1_SLC35E1.79939,1_SLC38A6.145389,1_SLC39A1.27173,1_SLC7A1.6541,1_SLC9A8.23315,1_SLFN13.146857,1_SMC3.9126,1_SMPD4.55627,1_SNAI2.6591,1_SNAPC2.6618,1_SNORA3.619562,1_SNORA62.6044,1_SNX21.90203,1_SORBS1.10580,1_SOX9.6662,1_SP5.389058,1_SPCS3.60559,1_SPDYE3.441272,1_SPRN.503542,1_SREBF2.6721,1_SRRD.402055,1_SRRM3.222183,1_SSBP2.23635,1_ST3GAL1.6482,1_STAT1.6772,1_STRA8.346673,1_STX3.6809,1_SULF2.55959,1_SURF6.6838,1_SUV420H1.51111,1_SWAP70.23075,1_SYT14.255928,1_TADA2B.93624,1_TAF9B.51616,1_TAS1R3.83756,1_TBC1D10A.83874,1_TBC1D20.128637,1_TCF25.22980,1_TCP1.6950,1_TEAD3.7005,1_TESK1.7016,1_TFAM.7019,1_TFAP4.7023,1_TFF3.7033,1_TFPI2.7980,1_THAP10.56906,1_THBS3.7059,1_THNSL2.55258,1_THY1.7070,1_TIGD4.201798,1_TMEM107.84314,1_TMEM141.85014,1_TMEM146.257062,1_TMEM151B.441151,1_TMEM201.199953,1_TMEM41B.440026,1_TMEM53.79639,1_TMEM57.55219,1_TNFAIP6.7130,1_TOB2.10766,1_TOPORS.10210,1_TOX2.84969,1_TP53I13.90313,1_TP63.8626,1_TRAPPC6A.79090,1_TRAPPC6B.122553,1_TRERF1.55809,1_TRIM50.135892,1_TRIM61.391712,1_TRIO.7204,1_TRMT2B.79979,1_TRMT5.57570,1_TRNAU1AP.54952,1_TRPA1.8989,1_TSC1.7248,1_TSEN2.80746,1_TSEN34.79042,1_TSG101.7251,1_TSPAN4.7106,1_TTC12.54970,1_TTC15.51112,1_TTC30B.150737,1_TTLL12.23170,1_TUG1.55000,1_TWF2.11344,1_TWIST1.7291,1_TXK.7294,1_UBA1.7317,1_UBE2G1.7326,1_UBE2R2.54926,1_UBE2T.29089,1_UBE2V2.7336,1_UBL4A.8266,1_UPK1B.7348,1_UQCRB.7381,1_USHBP1.83878,1_USP40.55230,1_USP46.64854,1_USP49.25862,1_VANGL1.81839,1_VGLL2.245806,1_VGLL4.9686,1_VIL1.7429,1_VPREB3.29802,1_VPS37C.55048,1_VRK2.7444,1_VSIG10L.147645,1_WASF2.10163,1_WBP11.51729,1_WDR19.57728,1_WDR20.91833,1_WDR34.89891,1_WDR41.55255,1_WEE1.7465,1_WFIKKN2.124857,1_WHAMML2.440253,1_WIPF3.644150,1_WISP1.8840,1_XPNPEP1.7511,1_XPR1.9213,1_XRCC2.7516,1_XYLT2.64132,1_YKT6.10652,1_ZBTB7B.51043,1_ZCRB1.85437,1_ZDHHC13.54503,1_ZDHHC23.254887,1_ZFX.7543,1_ZFYVE27.118813,1_ZMIZ1.57178,1_ZMYND17.118490,1_ZNF211.10520,1_ZNF286B.729288,1_ZNF311.282890,1_ZNF474.133923,1_ZNF526.116115,1_ZNF527.84503,1_ZNF576.79177,1_ZNF600.162966,1_ZNF628.89887,1_ZNF648.127665,1_ZNF776.284309,1_ZSCAN22.342945,1_ZW10.9183
0,154,329,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,246,384,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,179,0,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,233,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0
100,445,273,388,1,0,1,0,1,9,0,2,1,0,0,6,0,0,1,8,0,0,0,1,0,0,1,0,2,0,0,0,1,3,0,1,0,5,0,1,0,0,413,4,1,0,1,0,1,1,0,5,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,9,2,0,0,2,0,0,0,1,7,0,0,0,0,0,1,0,0,10,2,0,0,0,0,2,0,0,0,0,0,0,4,0,3,0,0,2,0,0,3,1,6,8,0,0,0,32,0,0,9,5,0,1,0,0,1,0,1,64,0,1,0,0,0,0,1,0,0,1,0,24,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,2,0,0,1,0,21,1,3,4,1,0,0,13,0,4,0,1,1,0,1,7,0,2,1,0,0,0,3,1,1,4,29,10,1,0,0,5,1,0,1,0,6,1,3,0,3,0,1,2,3,4,0,0,0,0,1,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,3,9,1,1,1,0,14,0,27,0,0,32,0,0,1,5,0,4,0,1,0,0,0,1,1,2,1,1,45,6,2,3,1,1,0,13,2,0,1,1,0,0,0,0,0,0,5,0,0,31,0,1,0,2,32,1,1,1,0,0,0,0,6,0,2,0,0,0,0,1,2,3,5,0,0,0,1,1,2,2,1,0,2,0,0,0,0,378,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,2,267,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,43,0,0,0,5,0,1,0,0,0,2,0,0,1,1,0,0,4,1,223,0,1,0,1,1,3,0,0,1,0,0,0,3,0,2,7,2,0,289,0,0,1,2,1,1,3,303,0,0,0,23,20,3,0,1,0,0,1,0,0,2,0,0,4,8,0,0,0,0,0,0,0,1,0,417,0,0,0,43,1,0,0,2,1,0,0,0,1,0,2,43,0,0,1,0,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,38,1,0,2,2,3,0,43,1,0,9,1,1,0,0,0,0,1,0,0,399,15,1,20,0,0,6,0,0,0,2,1,0,0,1,1,0,11,2,2,1,2,0,0,2,20,2,0,70,2,1,0,0,0,2,62,0,0,0,0,0,17,0,1,0,0,0,1,5,0,2,0,0,0,1,0,1,0,0,0,3,4,6,0,1,1,0,0,1,0,1,1,0,0,2,1,1,8,1,0,0,1,0,0,0,150,0,0,0,0,0,7,0,3,5,3,0,0,0,2,0,2,1,1,36,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1,34,1,0,0,0,1,2,1,1,1,3,0,0,4,0,0,0,0,1,0,1,6,0,1,0,270,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,94,1,6,0,0,1,0,0,0,0,1,2,0,0,1,0,1,4,0,0,24,0,0,24,0,1,0,160,0,1,0
200,458,273,373,0,19,0,0,0,25,0,0,0,1,4,0,1,1,0,0,1,0,1,0,0,0,0,7,0,0,0,7,0,0,1,0,1,7,2,0,0,2,429,2,0,0,0,1,0,0,0,0,0,1,4,0,1,1,18,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,2,0,1,0,0,0,0,0,0,1,1,0,5,1,1,1,4,1,0,2,0,0,2,0,0,0,0,0,0,0,0,5,13,84,2,1,18,9,0,0,0,0,0,1,0,104,2,0,4,2,0,0,0,15,0,0,0,26,22,0,0,0,3,0,1,0,0,2,0,3,4,1,0,1,0,2,6,0,0,2,0,6,0,80,0,1,0,1,0,1,1,0,0,49,0,0,0,0,0,0,53,26,0,0,0,0,1,0,0,3,0,0,9,1,5,0,0,0,0,107,0,0,0,1,28,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,3,0,1,0,0,0,14,2,0,0,0,5,1,1,0,1,1,0,0,3,2,1,0,0,0,0,0,24,0,0,0,0,16,1,0,4,1,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,34,0,0,0,0,0,0,8,0,1,0,0,1,1,1,4,1,1,0,0,1,0,1,0,0,1,0,0,0,0,6,0,0,3,0,0,1,2,0,1,0,8,1,0,2,1,1,1,0,0,0,0,0,1,0,0,1,0,1,404,0,0,1,0,0,0,4,3,0,2,5,0,2,2,0,0,1,0,0,1,5,1,0,1,0,1,1,68,309,0,12,0,1,1,0,0,0,0,7,0,0,1,0,0,0,3,1,1,1,1,0,0,0,0,116,0,1,0,4,2,0,4,9,1,0,1,1,0,0,0,2,0,0,211,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3,1,2,218,3,1,0,1,0,0,0,362,1,1,30,7,0,14,2,1,0,1,1,2,1,0,0,5,0,0,0,1,3,0,0,3,17,0,0,419,0,1,0,37,0,32,0,0,0,5,1,0,0,1,0,1,1,1,0,1,0,0,2,0,0,6,1,0,4,2,0,1,2,0,4,0,0,1,1,0,0,0,0,6,148,0,1,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,1,375,2,0,0,2,1,5,1,1,1,0,0,0,0,0,0,5,6,0,0,4,0,6,0,0,0,0,2,0,0,0,0,0,1,0,86,0,0,0,2,1,0,3,0,1,0,0,0,0,0,0,0,5,1,0,0,0,3,0,2,1,3,44,42,0,0,0,1,0,1,0,0,1,4,0,0,0,0,0,0,1,0,1,2,1,219,0,5,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,2,0,1,1,0,0,22,1,0,0,29,6,0,0,1,1,0,1,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,57,5,0,0,0,1,0,0,23,327,8,0,0,3,0,0,15,0,0,0,0,1,0,0,0,2,2,0,1,8,0,1,0,1,2,0,96,0,0,0,0,0,0,1,0,0,0,0,4,1,0,1,1,0,0,0,0,0,0,0,2,9,1,202,1,0,2
