gen,0_age_at_initial_pathologic_diagnosis,1_ABHD4.63874,1_ABI1.10006,1_ABLIM1.3983,1_ACADL.33,1_ACD.65057,1_ACO2.50,1_ACSL5.51703,1_ACVR2B.93,1_ADAM19.8728,1_ADAM29.11086,1_ADAMTS3.9508,1_ADAMTS4.9507,1_ADAMTS7.11173,1_ADAMTSL2.9719,1_ADCY3.109,1_ADCY5.111,1_ADIPOR2.79602,1_AGAP1.116987,1_AK2.204,1_AKAP6.9472,1_AKAP7.9465,1_AKR1A1.10327,1_AKTIP.64400,1_ALG10.84920,1_ALG1.56052,1_ALG1L.200810,1_ALKBH1.8846,1_ALKBH2.121642,1_ALS2CR4.65062,1_AMZ1.155185,1_ANGPT4.51378,1_ANXA2P2.304,1_AOX1.316,1_AP1G1.164,1_APBA2.321,1_APCDD1.147495,1_APOB.338,1_APOBEC3A.200315,1_APOBEC3C.27350,1_APOL2.23780,1_AQP7.364,1_ARHGAP18.93663,1_ARHGEF3.50650,1_ARL3.403,1_ARL8A.127829,1_ARSK.153642,1_ASPHD2.57168,1_ATAD2.29028,1_ATF7IP2.80063,1_ATL2.64225,1_ATP11B.23200,1_ATP5A1.498,1_ATP5J.522,1_ATP6V0A1.535,1_BBS7.55212,1_BCAT1.586,1_BCORL1.63035,1_BEAN.146227,1_BICC1.80114,1_BICD1.636,1_BMS1.9790,1_BOLA3.388962,1_BRF1.2972,1_BSG.682,1_BSPRY.54836,1_BST1.683,1_BTG4.54766,1_C10orf114.399726,1_C10orf140.387640,1_C10orf2.56652,1_C10orf41.100131213,1_C10orf75.90271,1_C11orf48.79081,1_C11orf74.119710,1_C12orf24.29902,1_C12orf76.400073,1_C14orf109.26175,1_C14orf145.145508,1_C14orf86.283592,1_C14orf93.60686,1_C15orf37.283687,1_C15orf59.388135,1_C16orf92.146378,1_C16orf93.90835,1_C17orf77.146723,1_C18orf55.29090,1_C19orf26.255057,1_C19orf48.84798,1_C1GALT1.56913,1_C1orf53.388722,1_C1orf91.56063,1_C21orf88.114041,1_C22orf32.91689,1_C2orf18.54978,1_C3orf1.51300,1_C3orf18.51161,1_C3orf39.84892,1_C5orf25.375484,1_C6orf155.79940,1_C6orf58.352999,1_C7orf36.57002,1_C7orf57.136288,1_C9orf156.51531,1_C9orf46.55848,1_C9orf78.51759,1_CA10.56934,1_CABLES2.81928,1_CACNG4.27092,1_CARD8.22900,1_CBARA1.10367,1_CCDC122.160857,1_CCDC125.202243,1_CCDC129.223075,1_CCDC153.283152,1_CCDC85C.317762,1_CCDC8.83987,1_CCKAR.886,1_CCL14.CCL15.348249,1_CCNJL.79616,1_CCNT1.904,1_CD300LF.146722,1_CD300LG.146894,1_CD3EAP.10849,1_CD82.3732,1_CD96.10225,1_CDC20B.166979,1_CDC25C.995,1_CDC40.51362,1_CDH20.28316,1_CDH5.1003,1_CDHR1.92211,1_CDK2AP1.8099,1_CDK5R1.8851,1_CDKN2A.1029,1_CDR2.1039,1_CENPE.1062,1_CFDP1.10428,1_CGNL1.84952,1_CHEK2.11200,1_CHGA.1113,1_CHI3L1.1116,1_CHP.11261,1_CHST1.8534,1_CHST4.10164,1_CLCC1.23155,1_CLDN23.137075,1_CLEC2B.9976,1_CLEC5A.23601,1_CMTM5.116173,1_CNGA3.1261,1_CNIH3.149111,1_CNTFR.1271,1_COL23A1.91522,1_COMT.1312,1_COQ2.27235,1_CP.1356,1_CRB1.23418,1_CRTAM.56253,1_CS.1431,1_CSDC2.27254,1_CSNK1G1.53944,1_CSNK2B.1460,1_CYB5A.1528,1_CYP27C1.339761,1_DARC.2532,1_DBF4.10926,1_DCDC2B.149069,1_DCTN3.11258,1_DCTN6.10671,1_DDX42.11325,1_DDX60L.91351,1_DDX6.1656,1_DEGS2.123099,1_DHX37.57647,1_DLGAP4.22839,1_DLL1.28514,1_DMC1.11144,1_DMP1.1758,1_DMRTA2.63950,1_DNAH8.1769,1_DNTT.1791,1_DPY19L2P2.349152,1_DPYSL4.10570,1_DUSP4.1846,1_E2F8.79733,1_EDC3.80153,1_EDEM1.9695,1_EDF1.8721,1_EDNRB.1910,1_EEF1A1P9.441032,1_EEF2.1938,1_EFCAB5.374786,1_EFHB.151651,1_EFNB1.1947,1_EGOT.100126791,1_EHD3.30845,1_ELFN2.114794,1_ELK1.2002,1_ELL3.80237,1_ELP2P.100131454,1_EMILIN3.90187,1_EN2.2020,1_ENOX2.10495,1_ENTPD8.377841,1_ERGIC1.57222,1_ESM1.11082,1_ESR2.2100,1_ETNK2.55224,1_EVX1.2128,1_EVX2.344191,1_EXD3.54932,1_EXT2.2132,1_F13B.2165,1_F2RL2.2151,1_F8A1.8263,1_FAM126A.84668,1_FAM159A.348378,1_FAM164C.79696,1_FAM175B.23172,1_FAM182A.284800,1_FAM90A7.441317,1_FAM99A.387742,1_FANCI.55215,1_FBLN7.129804,1_FBN2.2201,1_FBXL15.79176,1_FBXW9.84261,1_FCGR2A.2212,1_FEN1.2237,1_FEZ1.9638,1_FGF11.2256,1_FGFBP3.143282,1_FHDC1.85462,1_FIBCD1.84929,1_FLJ25758.497049,1_FLJ36000.284124,1_FLJ40292.643210,1_FLYWCH2.114984,1_FOXC1.2296,1_FOXR1.283150,1_FRZB.2487,1_FUT4.2526,1_FUT5.2527,1_FZD1.8321,1_GALE.2582,1_GALM.130589,1_GARS.2617,1_GAS2L3.283431,1_GATC.283459,1_GBX2.2637,1_GCAT.23464,1_GCOM1.145781,1_GLB1.2720,1_GLRX5.51218,1_GLTSCR2.29997,1_GMPPB.29925,1_GNAI1.2770,1_GNAL.2774,1_GOLPH3L.55204,1_GPM6B.2824,1_GPR139.124274,1_GPR162.27239,1_GRHPR.9380,1_GTPBP1.9567,1_GTPBP2.54676,1_H2AFY2.55506,1_HEXB.3074,1_HHIPL1.84439,1_HILS1.373861,1_HIRA.7290,1_HIST1H1T.3010,1_HIST1H2AK.8330,1_HIST1H3H.8357,1_HIST3H2A.92815,1_HLA.DRA.3122,1_HLA.F.3134,1_HLA.L.3139,1_HMGA2.8091,1_HMGN2.3151,1_HMX1.3166,1_HNRNPH3.3189,1_HOMEZ.57594,1_HPS3.84343,1_HPSE2.60495,1_HS6ST1.9394,1_HSPB11.51668,1_IFI27L2.83982,1_IFI44.10561,1_IFNGR2.3460,1_IGSF10.285313,1_IL7.3574,1_IMPDH1.3614,1_IQGAP2.10788,1_IQGAP3.128239,1_IRAK2.3656,1_IRAK4.51135,1_ISY1.57461,1_ITCH.83737,1_ITGA7.3679,1_ITGB3BP.23421,1_JAKMIP2.9832,1_JUP.3728,1_KCND2.3751,1_KCNK5.8645,1_KCNK7.10089,1_KCNN2.3781,1_KIAA0406.9675,1_KIAA0495.57212,1_KIAA0753.9851,1_KIF21B.23046,1_KIF23.9493,1_KLHL32.114792,1_KLHL34.257240,1_KLHL9.55958,1_KLRK1.22914,1_KRT8.3856,1_KYNU.8942,1_LAP3.51056,1_LCLAT1.253558,1_LCN12.286256,1_LDLRAD2.401944,1_LHFP.10186,1_LHFPL2.10184,1_LHFPL4.375323,1_LIMS1.3987,1_LOC100128292.100128292,1_LOC100128542.100128542,1_LOC100133957.100133957,1_LOC100302640.100302640,1_LOC143188.143188,1_LOC151534.151534,1_LOC152217.152217,1_LOC153328.153328,1_LOC158696.158696,1_LOC284837.284837,1_LOC285419.285419,1_LOC389332.389332,1_LOC442308.442308,1_LOC644538.644538,1_LOC650368.650368,1_LOC729467.729467,1_LOC91450.91450,1_LOH12CR2.503693,1_LPAR3.23566,1_LPGAT1.9926,1_LRRC8A.56262,1_LRRIQ1.84125,1_LRRK2.120892,1_LRTM2.654429,1_LSM4.25804,1_LUZP1.7798,1_LY6H.4062,1_LY6K.54742,1_LYPD6.130574,1_MAFB.9935,1_MAK.4117,1_MAN2A1.4124,1_MAN2B2.23324,1_MAP3K2.10746,1_MAP4K4.9448,1_MAPK13.5603,1_MAPK8IP2.23542,1_MARCH5.54708,1_MB.4151,1_MCOLN2.255231,1_MED25.81857,1_MEIG1.644890,1_MELK.9833,1_MKX.283078,1_MLLT3.4300,1_MMP23A.8511,1_MND1.84057,1_MOBKL2A.126308,1_MORC2.22880,1_MORN4.118812,1_MPV17L.255027,1_MRGPRX1.259249,1_MRPL52.122704,1_MRPS22.56945,1_MRPS31.10240,1_MRPS7.51081,1_MS4A8B.83661,1_MSH5.4439,1_MSN.4478,1_MSX2P1.55545,1_MTCH2.23788,1_MYCL1.4610,1_MYL4.4635,1_MYO5C.55930,1_NADK.65220,1_NANOS1.340719,1_NANOS3.342977,1_NCAPH.23397,1_NCR1.9437,1_NCRNA00081.92482,1_NCRNA00093.100188954,1_NCRNA00152.112597,1_NCRNA00188.125144,1_NDEL1.81565,1_NDUFV1.4723,1_NEU4.129807,1_NF2.4771,1_NFIB.4781,1_NFKBIL1.4795,1_NFU1.27247,1_NIPAL2.79815,1_NOS2.4843,1_NOTUM.147111,1_NPHP1.4867,1_NPM3.10360,1_NR1D2.9975,1_NRXN1.9378,1_NT5C1A.84618,1_NTNG2.84628,1_NTSR2.23620,1_NUBPL.80224,1_NUDT7.283927,1_NXF3.56000,1_OIP5.11339,1_OLFM4.10562,1_ONECUT2.9480,1_OR4C13.283092,1_OSTC.58505,1_OTOR.56914,1_OVOL1.5017,1_PABPC5.140886,1_PARK2.5071,1_PASK.23178,1_PAX3.5077,1_PCDHA2.56146,1_PCDHB11.56125,1_PCNT.5116,1_PCSK1N.27344,1_PCYT1B.9468,1_PDCD6.10016,1_PDE6D.5147,1_PDF.64146,1_PDHB.5162,1_PDK1.5163,1_PDLIM3.27295,1_PDLIM7.9260,1_PDZK1IP1.10158,1_PEA15.8682,1_PELI3.246330,1_PER3.8863,1_PEX16.9409,1_PGAP1.80055,1_PHF14.9678,1_PHF16.9767,1_PHLPP1.23239,1_PHYHIPL.84457,1_PIK3CG.5294,1_PITX2.5308,1_PKMYT1.9088,1_PLA2G4D.283748,1_PLBD1.79887,1_PLCB1.23236,1_PLEKHA2.59339,1_PLEKHA3.65977,1_PLK5P.126520,1_PMP22.5376,1_PODNL1.79883,1_POLB.5423,1_POLE2.5427,1_POLR1E.64425,1_POU3F1.5453,1_PPFIBP1.8496,1_PPP1R9A.55607,1_PPRC1.23082,1_PRAME.23532,1_PRDX5.25824,1_PRPF18.8559,1_PRR12.57479,1_PRSS36.146547,1_PSMD11.5717,1_PTGER2.5732,1_PTGFRN.5738,1_PTK6.5753,1_PTPLAD1.51495,1_PURG.29942,1_PUS3.83480,1_PUS7.54517,1_RAB3GAP2.25782,1_RAD18.56852,1_RAE1.8480,1_RALGAPA1.253959,1_RANBP2.5903,1_RANBP6.26953,1_RAPGEF6.51735,1_RASA2.5922,1_RASL11B.65997,1_RB1.5925,1_RBBP4.5928,1_REEP6.92840,1_REN.5972,1_REST.5978,1_RFC3.5983,1_RFFL.117584,1_RFPL4B.442247,1_RHOF.54509,1_RND2.8153,1_RNF141.50862,1_RNF19B.127544,1_RNF5P1.286140,1_ROCK2.9475,1_RPA1.6117,1_RPGRIP1L.23322,1_RPL13.6137,1_RPL18.6141,1_RPL24.6152,1_RPL26.6154,1_RPL4.6124,1_RPL7.6129,1_RPS10.6204,1_RPS14.6208,1_RPS16.6217,1_RYR3.6263,1_S100A16.140576,1_SAMHD1.25939,1_SART1.9092,1_SBNO1.55206,1_SCN3A.6328,1_SCNN1B.6338,1_SDC1.6382,1_SDPR.8436,1_SEC14L3.266629,1_SEC1.653677,1_SEC31A.22872,1_SEMA6B.10501,1_SERAC1.84947,1_SERPINA5.5104,1_SERTAD2.9792,1_SETD3.84193,1_SF3B5.83443,1_SGOL1.151648,1_SH2B2.10603,1_SH3BP5.9467,1_SH3GLB2.56904,1_SIAH2.6478,1_SIGLEC1.6614,1_SIPA1L1.26037,1_SIRPG.55423,1_SIRT2.22933,1_SKI.6497,1_SLAMF9.89886,1_SLBP.7884,1_SLC16A6.9120,1_SLC19A3.80704,1_SLC1A4.6509,1_SLC22A23.63027,1_SLC24A3.57419,1_SLC25A28.81894,1_SLC28A2.9153,1_SLC2A14.144195,1_SLC38A6.145389,1_SLC46A2.57864,1_SLC47A1.55244,1_SMAGP.57228,1_SMC5.23137,1_SMC6.79677,1_SMPDL3B.27293,1_SNAI2.6591,1_SNAR.G1.100126780,1_SNORA5A.654319,1_SNTG2.54221,1_SNX4.8723,1_SOX13.9580,1_SOX18.54345,1_SOX5.6660,1_SP5.389058,1_SP8.221833,1_SPAG4.6676,1_SPARCL1.8404,1_SPATA9.83890,1_SPINK8.646424,1_ST8SIA4.7903,1_STAT6.6778,1_STK11IP.114790,1_SULF2.55959,1_SULT1C2.6819,1_SUPT3H.8464,1_SUSD5.26032,1_SYN3.8224,1_SYTL2.54843,1_TAF5.6877,1_TALDO1.6888,1_TAT.6898,1_TATDN3.128387,1_TBC1D8B.54885,1_TBKBP1.9755,1_TBL3.10607,1_TDH.157739,1_TET1.80312,1_TFAP2B.7021,1_TFB2M.64216,1_TFEC.22797,1_TGFBR1.7046,1_TGOLN2.10618,1_TIMELESS.8914,1_TIMM17B.10245,1_TJP2.9414,1_TMC5.79838,1_TMCO4.255104,1_TMED6.146456,1_TMEM102.284114,1_TMEM110.375346,1_TMEM136.219902,1_TMEM159.57146,1_TMEM194A.23306,1_TMEM30A.55754,1_TMEM45A.55076,1_TMEM71.137835,1_TMEM87A.25963,1_TMPO.7112,1_TNFAIP8.25816,1_TNFRSF10B.8795,1_TNFRSF14.8764,1_TNFRSF4.7293,1_TNK2.10188,1_TOM1L2.146691,1_TOR1AIP2.163590,1_TPST1.8460,1_TPX2.22974,1_TRAF5.7188,1_TRAP1.10131,1_TRAPPC2L.51693,1_TREX2.11219,1_TRIM16L.147166,1_TRIM38.10475,1_TRIM6.117854,1_TRIM78P.117852,1_TRIP13.9319,1_TRIP4.9325,1_TRMT11.60487,1_TRMT2B.79979,1_TROAP.10024,1_TSEN15.116461,1_TSG101.7251,1_TSG1.643432,1_TSHR.7253,1_TTC12.54970,1_TUG1.55000,1_TUT1.64852,1_UBE2CBP.90025,1_UBL3.5412,1_UBL4A.8266,1_UBN1.29855,1_UBXN1.51035,1_UGCG.7357,1_UGT2B15.7366,1_UNC5C.8633,1_USE1.55850,1_USP24.23358,1_USP30.84749,1_USP42.84132,1_VDAC2.7417,1_VGLL2.245806,1_VILL.50853,1_VKORC1L1.154807,1_VTA1.51534,1_WBSCR26.171022,1_WDR19.57728,1_WDR49.151790,1_WEE1.7465,1_WHSC1.7468,1_WISP1.8840,1_WIT1.51352,1_WIZ.58525,1_XCL1.6375,1_ZAR1.326340,1_ZC3H11A.9877,1_ZC3H12D.340152,1_ZC3H7B.23264,1_ZC3HAV1.56829,1_ZDHHC1.29800,1_ZFP30.22835,1_ZHX2.22882,1_ZNF107.51427,1_ZNF180.7733,1_ZNF219.51222,1_ZNF22.7570,1_ZNF273.10793,1_ZNF311.282890,1_ZNF32.7580,1_ZNF418.147686,1_ZNF432.9668,1_ZNF480.147657,1_ZNF534.147658,1_ZNF542.147947,1_ZNF548.147694,1_ZNF573.126231,1_ZNF622.90441,1_ZNF630.57232,1_ZNF648.127665,1_ZNF679.168417,1_ZNF705D.728957,1_ZNF711.7552,1_ZNF735.730291,1_ZNF76.7629,1_ZNF772.400720,1_ZNF84.7637,1_ZNF878.729747,1_ZSCAN12P1.221584,1_ZSCAN2.54993,1_ZWILCH.55055
0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,148,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,279,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,238,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,306,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,226,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,323,0,0,0,0,0,0,0,0,389,420,0,0,0,0,0,0,0,0,0,208,0
100,452,0,1,1,0,9,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,3,6,1,0,26,0,0,0,1,14,0,0,2,0,6,2,1,0,1,1,0,2,1,0,0,0,7,0,1,11,0,3,188,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,1,0,259,0,0,5,0,0,0,0,0,11,0,0,0,2,0,0,1,0,1,0,0,0,2,2,0,0,9,0,0,0,1,0,8,21,2,0,1,0,0,0,3,357,0,0,2,0,1,16,0,0,0,0,2,1,1,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,2,0,21,1,0,1,1,0,1,1,1,0,6,0,0,0,10,0,1,1,1,1,5,0,5,0,0,0,0,10,0,0,0,1,0,0,0,400,0,1,0,1,319,0,0,1,1,0,113,10,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,262,1,5,1,0,0,0,2,0,2,1,0,0,6,0,68,0,1,0,1,0,2,3,0,0,1,0,2,0,0,137,0,0,2,1,1,1,1,0,0,285,0,1,2,2,0,0,3,13,4,39,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,2,0,0,3,1,0,1,0,1,2,0,0,2,7,4,0,0,1,0,3,0,1,0,1,2,0,263,0,0,0,0,0,0,0,1,5,1,2,7,4,0,0,1,1,0,0,25,0,7,1,1,8,316,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,38,0,2,0,0,0,0,0,23,0,0,0,0,64,0,0,0,0,1,0,3,0,4,0,0,0,0,1,0,0,0,3,1,0,21,1,0,0,1,0,1,0,2,5,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,83,1,0,2,0,1,3,6,0,0,6,0,0,0,0,0,2,0,0,0,2,15,0,3,6,3,0,0,0,2,11,1,107,3,0,1,0,0,1,255,1,0,1,0,16,0,0,0,0,0,6,1,0,1,2,0,1,1,0,2,0,0,0,1,1,2,0,0,0,7,0,1,0,4,2,0,0,0,1,0,0,0,0,3,1,2,0,0,0,1,0,15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,2,0,0,1,2,0,1,1,0,2,1,0,0,1,0,0,1,0,1,0,0,3,1,1,0,0,0,0,2,0,0,0,0,2,0,1,217,1,0,0,1,0,0,1,1,0,0,0,25,0,0,0,0,1,0,0,1,0,0,3,0,1,0,5,1,2,0,0,0,0,68,0,1,0,0,0,0,0,2,0,1,1,0,1,0,0,1,0,0,1,0,0,0,2,0,1,3,2,1,0,0,0,1,3,2,0,138,0,0,0,0,0,0,0,1,1,0,17,0,6,1,1,0,0,1,357,188,0,0,0,2,1,0,0,1,141,47,1,19,6,0,1,0,0,0,0,2,1
200,461,0,1,0,0,0,1,0,2,0,25,0,1,0,0,1,0,0,0,0,0,1,1,7,0,0,0,0,3,0,1,1,2,0,3,1,1,2,0,50,0,0,1,1,1,2,0,0,5,0,0,0,0,0,0,0,5,24,0,2,1,1,5,0,0,2,0,0,1,1,0,1,1,58,1,0,1,0,0,0,0,1,0,0,1,180,0,2,35,0,47,0,1,7,0,1,1,0,0,0,2,0,0,0,12,1,2,0,0,1,0,0,2,0,4,0,1,0,0,0,0,0,2,4,0,0,318,1,0,0,2,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,1,0,1,100,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2,0,356,0,0,0,0,291,63,0,0,0,0,137,0,0,0,1,101,0,1,1,1,0,0,0,0,1,2,0,304,0,0,0,1,0,1,0,0,0,0,2,1,0,1,34,0,0,0,0,0,0,82,0,1,0,1,1,1,1,208,0,0,0,0,0,0,0,2,0,368,0,1,0,0,1,2,0,3,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,2,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,1,1,0,0,0,1,0,0,1,0,0,330,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,288,0,0,2,1,0,0,2,0,0,1,0,0,0,1,8,0,6,1,0,1,0,105,5,0,1,0,0,2,2,14,1,4,1,0,102,0,0,0,5,0,1,91,0,0,1,2,0,0,0,0,0,1,1,0,0,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,1,1,3,0,1,1,1,0,12,0,1,98,0,0,2,0,0,2,0,2,1,1,0,1,1,0,3,2,0,17,0,0,0,1,1,1,1,0,2,0,143,0,0,0,1,5,0,287,0,8,1,0,1,1,1,0,1,4,0,0,1,1,0,1,0,0,1,0,0,1,2,0,0,0,1,1,1,0,1,0,2,0,37,0,0,0,1,0,1,1,21,0,0,0,0,0,0,0,1,14,11,0,2,1,1,0,0,0,1,0,0,0,3,1,0,0,0,0,3,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,245,0,1,3,0,0,1,0,0,1,0,0,0,1,0,10,3,0,1,0,8,0,1,0,0,1,1,0,0,4,0,2,0,0,0,1,0,0,1,1,3,1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,4,0,0,0,0,0,2,1,0,0,0,1,134,49,1,1,0,3,0,0,0,1,1,0,17,3,0,0,6,1,0,426,127,5,4,4,0,0,0,1,0,24,4,0,227,0,0,0,0,0,3,6,1,0
299,467,34,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,57,0,0,0,2,1,0,0,0,0,1,2,0,2,0,0,2,5,23,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,28,3,1,0,3,1,5,1,0,0,0,0,221,1,0,27,2,40,12,0,0,0,0,0,1,1,4,0,0,1,0,10,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,332,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,32,0,256,1,1,4,0,0,2,0,0,0,0,0,1,0,0,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,21,0,0,2,0,8,370,1,0,2,0,366,118,7,0,0,1,208,0,2,0,0,209,0,0,0,0,34,0,1,1,0,0,2,322,0,0,0,0,1,1,0,2,0,0,0,0,0,0,22,5,0,2,0,3,0,202,1,0,0,0,1,0,0,245,1,4,0,0,0,0,0,0,1,385,1,1,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,2,0,1,0,0,0,0,1,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2,340,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,27,2,0,1,0,0,0,0,307,0,1,0,0,0,1,1,2,2,0,6,0,1,0,0,1,7,0,2,0,0,60,0,0,0,1,1,0,0,2,1,0,0,1,2,3,1,4,0,0,0,100,1,0,0,0,2,1,0,3,0,0,1,0,2,0,0,2,0,0,4,0,3,0,0,0,0,1,0,5,0,1,0,0,0,1,1,3,0,1,0,1,0,0,1,0,0,0,1,2,1,0,0,0,0,40,0,0,0,5,0,0,1,1,0,0,0,137,1,0,1,0,0,1,0,0,0,0,2,0,36,1,1,0,0,29,2,0,0,5,0,0,0,0,0,0,206,0,1,0,0,2,0,279,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,20,0,2,1,1,1,1,1,0,0,9,0,0,0,1,34,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,2,1,3,0,0,1,1,0,1,0,1,1,5,0,0,0,0,133,0,0,1,0,3,0,0,0,0,1,1,0,0,2,0,0,0,0,4,1,1,0,0,3,1,0,0,0,5,2,0,1,0,0,0,0,2,0,0,0,1,0,3,0,0,1,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,33,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,434,49,0,0,0,0,0,1,0,0,11,3,0,329,0,13,0,1,1,0,0,1,0
