gen,0_age_at_initial_pathologic_diagnosis,1_..10431,1_AATK.9625,1_ABCA12.26154,1_ABCA13.154664,1_ABCC11.85320,1_ABCC3.8714,1_ABI1.10006,1_ACAT2.39,1_ACD.65057,1_ACY1.95,1_ADAM10.102,1_ADAMTS14.140766,1_ADAMTS18.170692,1_ADAMTS5.11096,1_ADPGK.83440,1_AFF1.4299,1_AFP.174,1_AGK.55750,1_AKAP11.11215,1_AKT2.208,1_ALDH2.217,1_ALDOC.230,1_ALG1.56052,1_ALOX12B.242,1_ALPL.249,1_ALS2CL.259173,1_ALS2CR4.65062,1_AMDHD1.144193,1_AMMECR1.9949,1_AMZ1.155185,1_ANGPTL7.10218,1_ANKRD52.283373,1_ANO6.196527,1_AP1G1.164,1_AP4B1.10717,1_APOB48R.55911,1_APOBEC4.403314,1_APTX.54840,1_ARGFXP2.503640,1_ARHGAP12.94134,1_ARHGAP15.55843,1_ARHGEF10.9639,1_ARID5A.10865,1_ARL13A.392509,1_ARL4C.10123,1_ARNTL2.56938,1_ARNTL.406,1_ASB15.142685,1_ASCC1.51008,1_ASL.435,1_ASTE1.28990,1_ATCAY.85300,1_ATL2.64225,1_ATP5O.539,1_ATP6AP1L.92270,1_B3GALT1.8708,1_B3GALT5.10317,1_B4GALT4.8702,1_BBS9.27241,1_BCL2L11.10018,1_BCL3.602,1_BCL7B.9275,1_BEND4.389206,1_BICD1.636,1_BMP1.649,1_BOLA1.51027,1_BTAF1.9044,1_BTBD9.114781,1_BTN2A3.54718,1_C10orf18.54906,1_C10orf4.118924,1_C10orf84.63877,1_C12orf48.55010,1_C14orf132.56967,1_C14orf156.81892,1_C15orf17.57184,1_C16orf42.115939,1_C16orf92.146378,1_C17orf46.124783,1_C17orf66.256957,1_C17orf96.100170841,1_C18orf10.25941,1_C19orf23.148046,1_C19orf57.79173,1_C1orf126.200197,1_C1orf152.767846,1_C1orf163.65260,1_C1orf84.149469,1_C1QL1.10882,1_C1S.716,1_C20orf106.200232,1_C20orf111.51526,1_C20orf114.92747,1_C21orf59.56683,1_C21orf88.114041,1_C2orf48.348738,1_C2orf66.401027,1_C3.718,1_C3orf1.51300,1_C3orf23.285343,1_C5orf38.153571,1_C6orf118.168090,1_C6orf221.154288,1_C8orf55.51337,1_C9orf117.286207,1_C9orf85.138241,1_CA5B.11238,1_CALB1.793,1_CALR3.125972,1_CAMK2G.818,1_CAMLG.819,1_CAPN12.147968,1_CASKIN2.57513,1_CBR4.84869,1_CBX1.10951,1_CBX6.23466,1_CCDC109A.90550,1_CCDC109B.55013,1_CCDC123.84902,1_CCDC129.223075,1_CCDC40.55036,1_CCDC46.201134,1_CCDC53.51019,1_CCDC67.159989,1_CCDC81.60494,1_CCL23.6368,1_CCL4L2.388372,1_CCNF.899,1_CCT7.10574,1_CD101.9398,1_CD180.4064,1_CD274.29126,1_CD37.951,1_CD3E.916,1_CD3EAP.10849,1_CD63.967,1_CDC14A.8556,1_CDCA8.55143,1_CDH10.1008,1_CDH26.60437,1_CDK12.51755,1_CDK16.5127,1_CDKN2BAS.100048912,1_CDON.50937,1_CEACAM1.634,1_CECR6.27439,1_CENPI.2491,1_CENPN.55839,1_CEP135.9662,1_CEP55.55165,1_CHEK2.11200,1_CHRNA9.55584,1_CIB2.10518,1_CKLF.51192,1_CLCN5.1184,1_CLDN9.9080,1_CLEC4A.50856,1_CLINT1.9685,1_CLTA.1211,1_CNTN3.5067,1_COMMD6.170622,1_COMMD9.29099,1_CPA6.57094,1_CPNE5.57699,1_CREB3.10488,1_CREB3L2.64764,1_CRTAM.56253,1_CRY1.1407,1_CSNK1A1P.161635,1_CSPP1.79848,1_CTCFL.140690,1_CTSZ.1522,1_CUTC.51076,1_CWH43.80157,1_CXCL1.2919,1_CXorf1.9142,1_CYP39A1.51302,1_CYTL1.54360,1_DACT3.147906,1_DCAF11.80344,1_DCP1B.196513,1_DDX51.317781,1_DEPDC1B.55789,1_DEXI.28955,1_DGCR10.26222,1_DGKB.1607,1_DKFZp434J0226.93429,1_DLL3.10683,1_DMD.1756,1_DMRTC1B.728656,1_DNAH11.8701,1_DNAJB12.54788,1_DPY19L2P2.349152,1_DSE.29940,1_DUSP14.11072,1_DUSP9.1852,1_DYNC1I1.1780,1_EDN2.1907,1_EEF2.1938,1_EFCAB3.146779,1_EFNB1.1947,1_EGLN2.112398,1_EIF2AK2.5610,1_EIF2C1.26523,1_ELN.2006,1_EMP3.2014,1_EMR2.30817,1_ENOPH1.58478,1_EPCAM.4072,1_ERAP1.51752,1_ETNK2.55224,1_ETV6.2120,1_EXOSC7.23016,1_EYA4.2070,1_FADS3.3995,1_FAM104B.90736,1_FAM114A1.92689,1_FAM133A.286499,1_FAM161A.84140,1_FAM162A.26355,1_FAM3C.10447,1_FAM54A.113115,1_FAP.2191,1_FASN.2194,1_FBLIM1.54751,1_FBXO45.200933,1_FCAMR.83953,1_FES.2242,1_FEZF1.389549,1_FGF7.2252,1_FLJ25328.148231,1_FLJ42709.441094,1_FNDC3B.64778,1_FNDC7.163479,1_FOXD3.27022,1_FRAT1.10023,1_FRY.10129,1_FURIN.5045,1_G6PD.2539,1_GABRB1.2560,1_GABRG2.2566,1_GAD1.2571,1_GARS.2617,1_GATC.283459,1_GBF1.8729,1_GBP2.2634,1_GBX1.2636,1_GCNT1.2650,1_GCNT3.9245,1_GDF5.8200,1_GDI1.2664,1_GGH.8836,1_GGNBP1.449520,1_GGT8P.645367,1_GIN1.54826,1_GIT1.28964,1_GIT2.9815,1_GJA4.2701,1_GLG1.2734,1_GLIS1.148979,1_GLRA3.8001,1_GLRX.2745,1_GLUD1.2746,1_GNAO1.2775,1_GNAT2.2780,1_GNRHR2.114814,1_GPHA2.170589,1_GPR112.139378,1_GPR1.2825,1_GPR139.124274,1_GPR152.390212,1_GPR173.54328,1_GPR174.84636,1_GSTA4.2941,1_GTF2F2.2963,1_HABP2.3026,1_HABP4.22927,1_HAND2.9464,1_HAR1A.768096,1_HCCS.3052,1_HDAC11.79885,1_HGSNAT.138050,1_HIATL2.84278,1_HILS1.373861,1_HINT2.84681,1_HIST1H1E.3008,1_HIST1H2AC.8334,1_HIST1H2AK.8330,1_HIST1H2BC.8347,1_HIST1H2BE.8344,1_HIST1H2BI.8346,1_HIST1H2BL.8340,1_HIST1H3E.8353,1_HIST1H4B.8366,1_HIST1H4D.8360,1_HLA.DQB2.3120,1_HMX1.3166,1_HOXB1.3211,1_HOXB5.3215,1_HOXC10.3226,1_HOXD10.3236,1_HOXD3.3232,1_HOXD4.3233,1_HOXD8.3234,1_HPS4.89781,1_HSPC157.29092,1_HTR1D.3352,1_IAPP.3375,1_IFITM4P.340198,1_IGF2BP3.10643,1_IGSF9.57549,1_IHH.3549,1_IKBIP.121457,1_IL17RC.84818,1_IMPA2.3613,1_ISL2.64843,1_ITPRIP.85450,1_JAG1.182,1_JKAMP.51528,1_KANK2.25959,1_KBTBD2.25948,1_KCNK4.50801,1_KIAA0114.57291,1_KIAA0406.9675,1_KIAA0562.9731,1_KIAA1279.26128,1_KIF18A.81930,1_KIF2C.11004,1_KIF4B.285643,1_KLHL14.57565,1_KLHL23.151230,1_KLHL25.64410,1_KLHL9.55958,1_KLK14.43847,1_KLRD1.3824,1_KLRF1.51348,1_KLRG2.346689,1_KRTAP2.1.81872,1_KRTAP26.1.388818,1_KRTAP6.1.337966,1_LAMB2.3913,1_LCN6.158062,1_LGALS3.3958,1_LILRA5.353514,1_LIMCH1.22998,1_LIMD1.8994,1_LIX1L.128077,1_LOC100128842.100128842,1_LOC100133920.100133920,1_LOC100286844.100286844,1_LOC100289341.100289341,1_LOC143666.143666,1_LOC148145.148145,1_LOC26102.26102,1_LOC283174.283174,1_LOC284276.284276,1_LOC285954.285954,1_LOC340074.340074,1_LOC440040.440040,1_LOC646762.646762,1_LOC650623.650623,1_LOC84989.84989,1_LOC96610.96610,1_LRRC27.80313,1_LRRC2.79442,1_LRRC42.115353,1_LRRC8A.56262,1_LRRK2.120892,1_LTBP1.4052,1_LY96.23643,1_LYPD6.130574,1_LYPLA2P1.653639,1_MAB21L2.10586,1_MAGEL2.54551,1_MANF.7873,1_MAP4K4.9448,1_MAPK4.5596,1_MAPK9.5601,1_MARCKSL1.65108,1_MAST4.375449,1_MATN2.4147,1_MBOAT1.154141,1_MBOAT2.129642,1_MDGA2.161357,1_MEMO1.51072,1_MEX3D.399664,1_MFSD1.64747,1_MGC16275.85001,1_MIA.8190,1_MIOS.54468,1_MMEL1.79258,1_MMS19.64210,1_MNS1.55329,1_MOAP1.64112,1_MOBKL2B.79817,1_MOSC2.54996,1_MRFAP1.93621,1_MRPL30.51263,1_MRPS2.51116,1_MSL3L2.151507,1_MSX2.4488,1_MTAP.4507,1_MTMR1.8776,1_MUC1.4582,1_MUM1L1.139221,1_MXRA8.54587,1_MYCBPAP.84073,1_MYL3.4634,1_NAA15.80155,1_NAIF1.203245,1_NAT14.57106,1_NAT1.9,1_NBEAL2.23218,1_NDUFC2.4718,1_NEGR1.257194,1_NFATC1.4772,1_NIT2.56954,1_NKIRAS1.28512,1_NLGN3.54413,1_NMT2.9397,1_NNMT.4837,1_NOTUM.147111,1_NR0B1.190,1_NTAN1.123803,1_NXPH1.30010,1_OCRL.4952,1_OPRD1.4985,1_OR1J4.26219,1_OR2F1.26211,1_OSBPL10.114884,1_OSCAR.126014,1_OTX1.5013,1_OXTR.5021,1_PAPPA2.60676,1_PAQR7.164091,1_PARP16.54956,1_PARP9.83666,1_PARVB.29780,1_PCDH20.64881,1_PCDHGA8.9708,1_PCDHGB8P.56120,1_PCGF2.7703,1_PCMT1.5110,1_PCSK6.5046,1_PDE1A.5136,1_PDGFRB.5159,1_PDIA4.9601,1_PDSS1.23590,1_PFN2.5217,1_PGGT1B.5229,1_PGM5P2.595135,1_PHC2.1912,1_PIGT.51604,1_PINK1.65018,1_PKIB.5570,1_PLA2G2A.5320,1_PLA2G5.5322,1_PLAGL2.5326,1_PLCXD2.257068,1_PLCXD3.345557,1_PLEKHA6.22874,1_PMVK.10654,1_PNCK.139728,1_PNO1.56902,1_POLR2L.5441,1_POM121L4P.266697,1_PPAN.P2RY11.692312,1_PPARA.5465,1_PPARG.5468,1_PPP1R7.5510,1_PPP2R3C.55012,1_PPT2.9374,1_PRG2.5553,1_PRKCB.5579,1_PRKCI.5584,1_PRPF6.24148,1_PRPS2.5634,1_PRR11.55771,1_PRR19.284338,1_PRSS36.146547,1_PSD4.23550,1_PSG4.5672,1_PSMF1.9491,1_PSPH.5723,1_PTCD3.55037,1_PTGFRN.5738,1_PTPN13.5783,1_PTPN2.5771,1_PTPRF.5792,1_PTPRT.11122,1_PTTG3P.26255,1_PVALB.5816,1_PVRL4.81607,1_PVT1.5820,1_QRFP.347148,1_QRSL1.55278,1_QTRTD1.79691,1_RAB42.115273,1_RAB5C.5878,1_RAB6B.51560,1_RABGGTA.5875,1_RABL5.64792,1_RAD18.56852,1_RAD51.5888,1_RAI14.26064,1_RAN.5901,1_RANGAP1.5905,1_RARRES2.5919,1_RASA2.5922,1_RASGEF1C.255426,1_RASSF3.283349,1_RASSF5.83593,1_RBBP8.5932,1_RBM24.221662,1_RBM34.23029,1_RBM47.54502,1_RBMS1.5937,1_RCAN3.11123,1_RCSD1.92241,1_RECK.8434,1_RFC4.5984,1_RGS13.6003,1_RGS16.6004,1_RGS22.26166,1_RHBDL3.162494,1_RHOD.29984,1_RHOH.399,1_RIN2.54453,1_RINL.126432,1_RIPK1.8737,1_RIPK2.8767,1_RNASE12.493901,1_RNF122.79845,1_RP1.177G6.2.286411,1_RPL10.6134,1_RPL6.6128,1_RPLP0.6175,1_RPS24.6229,1_RRM1.6240,1_RSAD1.55316,1_RSC1A1.6248,1_RXFP1.59350,1_SARDH.1757,1_SASH3.54440,1_SBK2.646643,1_SCAI.286205,1_SCEL.8796,1_SCHIP1.29970,1_SCMH1.22955,1_SCRT1.83482,1_SDPR.8436,1_SDR39U1.56948,1_SEC62.7095,1_SEC63.11231,1_SEL1L3.23231,1_SEMA4G.57715,1_SEPHS1.22929,1_SEPT7.989,1_SEPT9.10801,1_SERPINE2.5270,1_SH2D4A.63898,1_SH3BP2.6452,1_SH3D20.201175,1_SHCBP1.79801,1_SHISA2.387914,1_SHPK.23729,1_SHQ1.55164,1_SIGLEC14.100049587,1_SIKE1.80143,1_SIM2.6493,1_SIRT2.22933,1_SKI.6497,1_SLC12A7.10723,1_SLC1A2.6506,1_SLC22A18.5002,1_SLC25A43.203427,1_SLC2A13.114134,1_SLC31A1.1317,1_SLC35A2.7355,1_SLC37A2.219855,1_SLC38A11.151258,1_SLC39A8.64116,1_SLC6A18.348932,1_SLC9A1.6548,1_SLC9A2.6549,1_SLC9A9.285195,1_SLITRK5.26050,1_SMARCC2.6601,1_SMPDL3B.27293,1_SMS.6611,1_SNCG.6623,1_SNN.8303,1_SNORA16A.692073,1_SNORA71A.26777,1_SNX10.29887,1_SNX24.28966,1_SP140L.93349,1_SP1.6667,1_SP8.221833,1_SP9.100131390,1_SPA17.53340,1_SPATA18.132671,1_SPATA3.130560,1_SPATA8.145946,1_SPDYE5.442590,1_SPDYE6.729597,1_SPIC.121599,1_SPINT1.6692,1_SPRED1.161742,1_SRRM1.10250,1_SSH1.54434,1_ST6GAL2.84620,1_ST8SIA2.8128,1_STAP1.26228,1_STAT1.6772,1_STK32B.55351,1_STK33.65975,1_STK35.140901,1_SUGT1.10910,1_SULF2.55959,1_SULT1E1.6783,1_SUPT16H.11198,1_SURF1.6834,1_SVOP.55530,1_SYCE2.256126,1_SYNPO2.171024,1_SYNRG.11276,1_SYT15.83849,1_TAF8.129685,1_TAGLN3.29114,1_TBCCD1.55171,1_TBX19.9095,1_TEAD3.7005,1_TERF1.7013,1_TERF2IP.54386,1_THSD1.55901,1_THSD4.79875,1_TIGD1.200765,1_TIMM44.10469,1_TIMP1.7076,1_TIMP3.7078,1_TLK1.9874,1_TMCO4.255104,1_TMEFF2.23671,1_TMEM14B.81853,1_TMEM150B.284417,1_TMEM167B.56900,1_TMEM185B.79134,1_TMEM206.55248,1_TMEM26.219623,1_TMEM35.59353,1_TMEM88.92162,1_TMX3.54495,1_TNFRSF10D.8793,1_TNFRSF11B.4982,1_TNFSF11.8600,1_TNFSF12.TNFSF13.407977,1_TNK2.10188,1_TOP3A.7156,1_TOX4.9878,1_TPM4.7171,1_TPP2.7174,1_TPST1.8460,1_TRAM1.23471,1_TRAM1L1.133022,1_TRAPPC2L.51693,1_TREM1.54210,1_TREML4.285852,1_TRIM2.23321,1_TRIM23.373,1_TRIM8.81603,1_TRIP13.9319,1_TSC1.7248,1_TSPAN9.10867,1_TTC22.55001,1_TTC27.55622,1_TTC3.7267,1_TUBA1C.84790,1_TUT1.64852,1_TWF2.11344,1_TXNDC16.57544,1_TYR.7299,1_TYROBP.7305,1_UACA.55075,1_UBAP2.55833,1_UBE2J2.118424,1_UBE2Q1.55585,1_UMODL1.89766,1_UPK1B.7348,1_USP34.9736,1_USP42.84132,1_USP54.159195,1_UTP18.51096,1_VANGL1.81839,1_VAV3.10451,1_VKORC1.79001,1_VPS4A.27183,1_VPS72.6944,1_VWC2.375567,1_WDR25.79446,1_WDR38.401551,1_WEE1.7465,1_WIPF3.644150,1_WISP1.8840,1_WIT1.51352,1_XRCC6BP1.91419,1_YAP1.10413,1_YKT6.10652,1_YLPM1.56252,1_ZBED2.79413,1_ZBTB24.9841,1_ZCCHC4.29063,1_ZCCHC5.203430,1_ZFP112.7771,1_ZFYVE21.79038,1_ZMYND10.51364,1_ZMYND12.84217,1_ZNF175.7728,1_ZNF195.7748,1_ZNF283.284349,1_ZNF383.163087,1_ZNF416.55659,1_ZNF418.147686,1_ZNF420.147923,1_ZNF423.23090,1_ZNF45.7596,1_ZNF517.340385,1_ZNF526.116115,1_ZNF544.27300,1_ZNF583.147949,1_ZNF597.146434,1_ZNF644.84146,1_ZNF648.127665,1_ZNF677.342926,1_ZNF790.388536,1_ZNF792.126375,1_ZNF826.664701,1_ZNF829.374899,1_ZNF860.344787,1_ZNHIT3.9326,1_ZPBP.11055,1_ZRANB3.84083,1_ZSCAN20.7579
0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,338,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0,0,0,0,0,344,0,0,0,210,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,413,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,441,0,0,1,0,0,1,1,1,39,0,0,0,0,4,0,1,3,0,0,0,0,3,0,3,5,4,1,1,30,1,0,1,0,4,0,0,0,1,13,0,1,1,0,0,0,0,166,7,0,0,0,13,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,1,129,0,0,1,0,0,0,0,0,1,0,9,0,0,1,1,0,0,1,0,0,0,2,0,1,0,0,1,1,11,0,0,0,0,0,1,1,0,2,2,2,0,21,10,0,2,1,0,2,1,0,1,0,0,0,3,1,1,0,0,1,341,0,281,0,0,0,1,0,0,0,2,3,18,0,0,2,0,1,1,1,0,139,1,0,0,1,1,0,0,0,1,0,0,8,0,0,0,0,1,0,0,3,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,20,6,1,2,1,1,0,1,0,0,13,0,1,0,1,0,0,1,0,0,10,1,1,24,1,3,0,0,0,0,0,2,0,4,0,0,7,0,0,0,5,0,0,0,0,0,2,1,1,1,1,0,0,0,0,1,0,3,0,12,0,0,1,27,0,1,0,1,0,2,0,0,50,1,0,0,1,120,1,0,1,1,1,0,1,0,0,1,231,0,0,0,0,0,1,0,210,0,0,1,1,1,1,0,2,32,1,1,0,4,0,0,0,0,4,2,0,1,1,0,0,0,9,7,2,0,20,0,1,3,0,0,0,3,1,1,0,1,0,0,0,1,0,6,0,0,0,1,0,4,1,0,0,0,0,1,1,2,0,2,2,388,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,27,1,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,1,1,1,0,5,0,1,12,0,0,0,3,7,0,0,0,0,0,5,1,2,0,0,0,8,94,0,0,3,0,23,1,1,1,0,0,0,0,0,6,0,0,3,0,1,0,1,0,0,0,0,6,0,0,0,0,1,0,0,5,1,0,2,1,1,3,1,6,0,1,0,0,3,1,0,4,0,6,0,0,1,1,0,0,0,1,0,1,0,2,0,12,4,1,1,4,2,0,0,0,1,0,0,0,1,0,0,0,1,1,6,1,1,0,0,0,11,0,0,1,0,1,2,1,1,0,1,1,0,1,1,0,0,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,0,215,1,1,0,0,0,0,3,2,0,2,0,0,18,0,0,0,0,0,1,2,4,1,0,0,1,1,0,2,1,2,0,0,2,0,0,6,2,152,0,1,1,1,0,0,21,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,4,0,1,0,1,1,2,0,0,0,10,0,0,3,3,1,1,3,1,0,0,0,0,2,1,1,0,0,1,0,0,21,0,0,0,0,0,0,0,0,467,0,0,0,38,0,2,0,0,0,0,0,1,0,0,0,3,1,0,2,1,0,0,2,0,0,1,1,0,0,0,1,8,1,0,0,0,0,0,0,0,0
200,459,1,0,0,0,2,0,0,1,3,0,1,1,0,0,4,0,1,2,1,4,1,0,1,0,0,2,0,0,0,0,1,0,4,0,0,20,2,1,0,1,0,0,1,0,42,0,234,0,0,3,0,0,2,3,0,0,1,2,5,1,0,1,0,1,0,0,0,0,24,2,1,2,6,2,0,0,0,1,2,30,0,33,0,0,0,0,1,6,0,78,0,1,0,2,1,12,0,1,0,0,0,1,4,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,1,0,34,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,1,1,347,1,302,1,3,24,1,0,1,0,0,0,26,1,0,0,1,0,0,0,2,289,1,0,0,0,0,1,1,1,1,0,2,5,0,1,0,2,0,1,1,1,0,11,0,0,0,0,0,1,0,1,1,34,1,1,0,0,0,0,13,0,3,1,0,0,0,0,0,1,0,0,0,12,0,11,2,0,0,0,0,0,0,5,0,0,0,4,0,0,3,0,0,7,1,0,0,0,0,1,0,2,0,0,0,11,0,0,2,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,2,1,1,4,0,0,3,0,0,0,2,1,0,0,0,1,1,134,0,2,0,0,0,3,0,3,0,0,355,0,0,1,48,0,0,2,268,2,0,0,1,0,1,1,5,0,0,0,12,2,13,0,0,1,0,0,0,0,0,1,3,2,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,1,0,0,0,3,2,2,1,0,0,2,0,0,424,0,0,0,0,0,0,0,1,0,0,8,1,33,1,0,0,0,1,0,0,3,0,1,0,3,2,0,20,0,1,1,0,1,0,0,1,0,1,0,0,0,2,48,2,0,0,0,0,0,1,1,0,0,4,1,0,0,0,2,0,1,0,2,0,0,0,0,0,2,1,30,4,1,1,8,11,0,0,0,1,1,2,6,0,17,0,2,0,1,0,2,0,18,0,0,1,0,2,0,0,1,0,2,0,294,0,0,0,0,1,0,0,0,2,0,2,1,3,0,0,2,0,10,1,0,0,0,0,0,0,0,5,0,1,1,13,91,0,0,0,0,2,0,1,1,1,3,1,0,0,1,4,1,0,0,0,0,0,0,8,0,91,6,10,0,0,0,0,1,0,2,0,1,2,0,0,1,0,369,1,0,0,0,1,1,1,19,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,1,1,0,3,2,0,0,0,0,0,1,0,0,325,0,0,1,0,1,6,0,0,45,0,15,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,35,0,0,1,24,0,0,2,1,0,0,349,1,0,0,0,1,1,0,9,0,0,1,1,0,1,0,0,0,1,2,0,2,0,1,1,0,2,1,1,1,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,14,2,0,0,0,0,0,0,1,1,0,0,0,1,22,0,1,3,18,14,1,1,0,0,0,1,1,477,2,4,1,1,1,0,1,7,2,1,0,0,0,0,0,0,0,0,0,0,2,4,0,2,1,0,0,1,8,1,1,1,5,0,1,3,0,1,1,0,0
