gen,evals,gen_feats,explored,survival SKSurv Cox model adjusted concordance index_min,survival SKSurv Cox model adjusted concordance index_avg,survival SKSurv Cox model adjusted concordance index_max,survival SKSurv Cox model adjusted concordance index_std,adjusted root leanness_min,adjusted root leanness_avg,adjusted root leanness_max,adjusted root leanness_std
0,500,161,161,0.34628881891934243,0.5344168289503596,0.6489332196315167,0.055165459895886594,0.14002800840280097,0.2532190505336268,1.0,0.17002786944578321
1,514,383,384,0.3460815792823003,0.5476885810141775,0.651848813026493,0.05983785773186041,0.13130643285972254,0.26106276836340464,1.0,0.1412194327672165
2,500,447,607,0.37129199543933733,0.5578329397341649,0.6537693196091048,0.05563145806786128,0.13130643285972254,0.26164202421494526,1.0,0.14480439928628325
3,500,520,864,0.39645710636355774,0.5647520745038679,0.6543084083991809,0.05331434253613144,0.13018891098082386,0.2597202093498908,1.0,0.14419467494551041
4,500,513,1074,0.3998011765467449,0.570016921385549,0.6634351244124694,0.05313078343434409,0.1336306209562122,0.2594233175521612,1.0,0.14465235503741666
5,500,543,1301,0.3998011765467449,0.5751999386374459,0.6650313950781194,0.05210389447486009,0.13130643285972254,0.2583111177454704,1.0,0.14393027042094114
6,500,566,1506,0.3998011765467449,0.5792749600039214,0.6709983461190356,0.05117165192499581,0.12803687993289598,0.2552800376955294,1.0,0.1422456690609589
7,500,531,1686,0.3998011765467449,0.5826911233463361,0.6709983461190356,0.05043937800910737,0.1270001270001905,0.2544582358544903,1.0,0.1431521419545242
8,500,569,1867,0.3998011765467449,0.5872198702273365,0.6711209529996319,0.050446796800347485,0.1270001270001905,0.25071809078084467,1.0,0.1415342184745146
9,500,566,2034,0.3998011765467449,0.5897310688264817,0.6736878248059353,0.05143830801908959,0.1270001270001905,0.2523297151546113,1.0,0.14413991578695126
10,500,596,2204,0.3998011765467449,0.5937560027770192,0.6736878248059353,0.05096915793418187,0.1270001270001905,0.24789365653188403,1.0,0.14168017588106824
11,500,586,2375,0.3998011765467449,0.5956051373350044,0.6736878248059353,0.05103503259887555,0.1270001270001905,0.24696558475934255,1.0,0.14182697062693544
12,500,603,2534,0.3998011765467449,0.5981063462954608,0.6747390649577278,0.05092050543884764,0.1270001270001905,0.24584035333936202,1.0,0.1426828962438109
13,500,592,2662,0.3998011765467449,0.6008690432677931,0.6747390649577278,0.05183532951406847,0.1270001270001905,0.24456859305957163,1.0,0.14334890164145256
14,500,611,2801,0.3998011765467449,0.6041922582313569,0.6835120865870086,0.05138192295157542,0.1270001270001905,0.23953114996514943,1.0,0.1403845449512517
15,500,633,2956,0.3998011765467449,0.6042430595730216,0.6835120865870086,0.05233697117903739,0.1270001270001905,0.2432443289526012,1.0,0.14333065715325227
16,500,654,3119,0.3998011765467449,0.6059806410877456,0.6835120865870086,0.05252227154098859,0.12598815766974242,0.24219828581416117,1.0,0.14290403401667773
17,500,616,3234,0.3998011765467449,0.6079059773443746,0.6835120865870086,0.052369876954128716,0.12403473458920845,0.24107819660934743,1.0,0.14237775073205158
18,500,647,3398,0.3998011765467449,0.6090956427530522,0.6835120865870086,0.05349285241332793,0.12309149097933274,0.2430347729846454,1.0,0.1442068746536338
19,500,632,3526,0.3998011765467449,0.6100017927908057,0.6871594623602388,0.052987194485510994,0.12598815766974242,0.24284162890507682,1.0,0.14340236934158082
20,500,648,3655,0.3998011765467449,0.611430991097908,0.694751577336178,0.05325185837072939,0.12909944487358055,0.24334576271020206,1.0,0.14433979602252137
21,500,680,3781,0.3998011765467449,0.6128229241918104,0.694751577336178,0.05364084591564793,0.12909944487358055,0.24218402518316884,1.0,0.14459083805931033
22,500,640,3891,0.3998011765467449,0.6141267289269465,0.694751577336178,0.05361145037561645,0.12803687993289598,0.24161683194022102,1.0,0.14465014039895902
23,500,680,4026,0.3998011765467449,0.6153967117266639,0.694751577336178,0.052590445989526585,0.12803687993289598,0.2401299414803717,1.0,0.14269905389527343
24,500,619,4118,0.3998011765467449,0.6165832527883731,0.694751577336178,0.05275273494285688,0.12803687993289598,0.2389915584077911,1.0,0.14197230132122543
25,500,665,4231,0.3998011765467449,0.6164005354752519,0.694751577336178,0.05362944535278061,0.1270001270001905,0.24124954820794264,1.0,0.14449920851805573
26,500,637,4336,0.3998011765467449,0.618911565064951,0.6967928899381657,0.05278992890808474,0.1270001270001905,0.2381977603423863,1.0,0.14266681306239953
27,500,656,4441,0.3998011765467449,0.6201026576030204,0.6967928899381657,0.05390973531228616,0.1270001270001905,0.2381753786654592,1.0,0.14460974053691453
28,500,611,4508,0.3998011765467449,0.6215866340242915,0.6967928899381657,0.05280289157303016,0.1270001270001905,0.23557377019307663,1.0,0.14202985628563594
29,500,677,4605,0.3998011765467449,0.6220031666412238,0.6967928899381657,0.05263927657949482,0.1270001270001905,0.23627828883145344,1.0,0.1419120903294189
30,500,648,4688,0.3998011765467449,0.6221300316352074,0.6967928899381657,0.05242758106956062,0.12803687993289598,0.23674967356306198,1.0,0.14162430436887702
31,500,640,4788,0.3998011765467449,0.6228451274414208,0.6967928899381657,0.05251953411097152,0.1270001270001905,0.2365548580683897,1.0,0.14171297869556637
32,500,614,4870,0.3998011765467449,0.6238265607023057,0.6967928899381657,0.052707091409389825,0.12909944487358055,0.2359220087915465,1.0,0.1418537610684306
33,500,645,4950,0.3998011765467449,0.6230883706968607,0.6967928899381657,0.054144148268927446,0.12909944487358055,0.23935631100129906,1.0,0.14465500822485053
34,500,617,5010,0.3998011765467449,0.625209689997454,0.6971244786827896,0.05280399518043325,0.12909944487358055,0.23598883565008902,1.0,0.14189634081176664
35,500,622,5077,0.3998011765467449,0.6255947080744315,0.6971244786827896,0.05288922949165025,0.12803687993289598,0.23598035428954073,1.0,0.14170601961952053
36,500,650,5134,0.3998011765467449,0.6260182658343958,0.6971244786827896,0.053043928323493986,0.12803687993289598,0.23600091434810513,1.0,0.14155507060424508
37,500,649,5196,0.3998011765467449,0.6263282397055354,0.6971244786827896,0.05316956907493667,0.12598815766974242,0.23657361209145308,1.0,0.14153750720982847
38,500,635,5255,0.3998011765467449,0.6269154672852503,0.6996555702294017,0.052471859010104864,0.12598815766974242,0.23577467419718112,1.0,0.13982363241611948
39,500,608,5307,0.37309508293034843,0.6275553481951085,0.6996555702294017,0.05405176718751937,0.12598815766974242,0.23591779044458508,1.0,0.14153584988890686
40,500,624,5360,0.3998011765467449,0.6278039064104646,0.6996555702294017,0.053740313781961646,0.12598815766974242,0.23592883430464492,1.0,0.14154389598441866
41,500,634,5413,0.3998011765467449,0.6282004789208814,0.6996555702294017,0.053385640347006325,0.12598815766974242,0.23590862341371083,1.0,0.14136018639544567
42,500,581,5462,0.3998011765467449,0.6282824699310147,0.6996555702294017,0.05331973216591759,0.125,0.23738671286791282,1.0,0.1412894192725623
43,500,637,5514,0.3998011765467449,0.6287342694962393,0.7028768830489466,0.05307965523417042,0.12598815766974242,0.2370487730478957,1.0,0.14116943388183822
44,500,634,5558,0.3998011765467449,0.6302128662176952,0.7028768830489466,0.053149331283006675,0.12403473458920845,0.23563110852121047,1.0,0.14107746459005466
45,500,638,5604,0.3998011765467449,0.630798357775408,0.7028768830489466,0.05356523696550727,0.12403473458920845,0.23639509822020396,1.0,0.14172372272140601
46,500,659,5668,0.3998011765467449,0.6320753535842869,0.7028768830489466,0.05372267901590192,0.12598815766974242,0.23529009936027337,1.0,0.14194672566302297
47,500,625,5714,0.3998011765467449,0.6334301206881844,0.7028768830489466,0.05356326053286511,0.12598815766974242,0.23221911448133128,1.0,0.14047981136304002
48,500,624,5768,0.3998011765467449,0.6342996422976696,0.7028768830489466,0.05295957793702319,0.12598815766974242,0.2309508427845256,1.0,0.13828830472819503
49,500,635,5804,0.3998011765467449,0.6342838783245849,0.7028768830489466,0.052951989347066304,0.125,0.23130885338922763,1.0,0.13820833519716916
50,500,652,5852,0.3998011765467449,0.6352749458168635,0.7028768830489466,0.05306576521645676,0.12403473458920845,0.23017281018626157,1.0,0.13844364597302486
51,500,636,5885,0.3998011765467449,0.6360009260156275,0.7032540140800727,0.05323984999757127,0.12403473458920845,0.229073321452012,1.0,0.13851494118877317
52,500,668,5922,0.3998011765467449,0.6356542082273053,0.7032540140800727,0.053116270707792734,0.125,0.23001392290885075,1.0,0.1383330727333736
53,500,662,5960,0.3998011765467449,0.6366402316368133,0.7043125825049481,0.052499998141147725,0.125,0.22881591114400066,1.0,0.13660878192358814
54,500,659,5991,0.3998011765467449,0.6371007652112177,0.7043125825049481,0.05332157390006651,0.125,0.2290341189720889,1.0,0.13845985674537092
55,500,680,6037,0.3998011765467449,0.6367648350935694,0.7056674970362606,0.052907965702478243,0.12598815766974242,0.2295371120686307,1.0,0.13784592506842938
56,500,665,6066,0.3998011765467449,0.6369909359180019,0.7056674970362606,0.053075092501408475,0.12598815766974242,0.22931521214291054,1.0,0.13802367206027225
57,500,630,6097,0.3998011765467449,0.6369623631884345,0.7066185850936303,0.05303068777636559,0.12598815766974242,0.2294840592403106,1.0,0.13779739261135596
58,500,664,6121,0.3998011765467449,0.6382614557674904,0.7066185850936303,0.05184460324603055,0.12598815766974242,0.22638085894396234,1.0,0.13423901011937028
59,500,659,6149,0.3815407533552789,0.6376021307392855,0.7078298818129813,0.0534830794601774,0.125,0.22845528752475225,1.0,0.13654857525115166
60,500,646,6175,0.3998011765467449,0.638516655160129,0.7078298818129813,0.05337736008324107,0.12403473458920845,0.22840855942002317,1.0,0.13697897753115856
61,500,668,6198,0.3998011765467449,0.6395374626964678,0.7090054216747992,0.05187451474718296,0.12598815766974242,0.2255130190290136,1.0,0.1335651435547542
