gen,evals,gen_feats,explored,type random forest balanced accuracy_min,type random forest balanced accuracy_avg,type random forest balanced accuracy_max,type random forest balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,409,409,0.24596774193548387,0.7637906696137787,0.9252210334112824,0.143289450137287,0.0196078431372549,0.08148307877626967,1.0,0.13086370021870616
1,352,719,734,0.24596774193548387,0.7620928206853105,0.9256201215149865,0.1421376778536779,0.016666666666666666,0.08606335379175979,1.0,0.10397105587402768
2,340,798,1053,0.24596774193548387,0.7683656100842491,0.9256201215149865,0.14017947981578713,0.01639344262295082,0.08992971485662123,1.0,0.10707487905290615
3,338,844,1391,0.24596774193548387,0.7796588263873317,0.930645428238887,0.1396331075726845,0.015873015873015872,0.0897863302654799,1.0,0.10909851754888264
4,317,842,1669,0.24596774193548387,0.7834740205657174,0.930645428238887,0.13683020894051418,0.015873015873015872,0.09150379402932508,1.0,0.10843065509718551
5,331,838,1939,0.24596774193548387,0.7908502204995141,0.930645428238887,0.13552299710679072,0.015873015873015872,0.09084463168272015,1.0,0.10874432623205993
6,336,925,2231,0.24596774193548387,0.7962234653127036,0.930645428238887,0.13407949102523334,0.014285714285714285,0.09074684254609484,1.0,0.10879961824947146
7,333,898,2497,0.24596774193548387,0.8061659058632583,0.930645428238887,0.12987016666381596,0.014285714285714285,0.08690976213702499,1.0,0.10664955529833224
8,338,898,2762,0.24596774193548387,0.8099449205027174,0.9320148743740057,0.12894100909753953,0.014285714285714285,0.08715819778246015,1.0,0.10648811528663683
9,327,923,3043,0.24596774193548387,0.8148188887465162,0.9320148743740057,0.1287515796678045,0.014084507042253521,0.08669473509919763,1.0,0.10673892956241818
10,322,895,3301,0.24596774193548387,0.8184379905179869,0.9377929760493748,0.12882244725430528,0.014084507042253521,0.08637123990479209,1.0,0.10682526312546464
11,340,921,3544,0.24596774193548387,0.820605335234007,0.9377929760493748,0.1287033258677997,0.014084507042253521,0.0869201804373079,1.0,0.10682577984965541
12,324,923,3800,0.24596774193548387,0.8199745010731333,0.9397483742832431,0.13256014211406927,0.014084507042253521,0.08917428683893747,1.0,0.1091998320815784
13,334,929,4048,0.24596774193548387,0.8219036235598126,0.9397483742832431,0.13180914050202422,0.014084507042253521,0.09044696256798863,1.0,0.10901932608534222
14,319,891,4264,0.24596774193548387,0.8258652310172876,0.9397483742832431,0.13128736794999876,0.014084507042253521,0.09007948326796723,1.0,0.10921772929009155
15,323,930,4499,0.24596774193548387,0.8301997656191605,0.9502434570906878,0.13114492524064694,0.014084507042253521,0.0895370009124276,1.0,0.10962231495740174
16,332,908,4724,0.24596774193548387,0.832875831544778,0.9504757023416728,0.12955945393904852,0.015384615384615385,0.08993869794506644,1.0,0.10932370834974398
17,307,870,4919,0.24596774193548387,0.8348078130505815,0.9504757023416728,0.12813741528614891,0.015384615384615385,0.09067227557614503,1.0,0.10897528974393536
18,328,894,5118,0.24596774193548387,0.8381219848159657,0.9504757023416728,0.1261597763485394,0.015384615384615385,0.09048719066000623,1.0,0.10906577965937682
19,309,886,5303,0.24596774193548387,0.8393623319558787,0.9504757023416728,0.12572670430983773,0.015384615384615385,0.09115215036650619,1.0,0.10886090259341126
20,337,895,5496,0.24596774193548387,0.8415138946727744,0.9504757023416728,0.12534792053020014,0.015384615384615385,0.09125330032189959,1.0,0.10887630489636019
21,344,893,5676,0.24596774193548387,0.8420717103928415,0.9504757023416728,0.12474497416822213,0.015384615384615385,0.09216528744538138,1.0,0.10842415514628914
22,333,869,5849,0.24596774193548387,0.8445296286211572,0.9504757023416728,0.12399635738700365,0.015384615384615385,0.09197313592158082,1.0,0.10849961443621486
23,334,880,6022,0.24596774193548387,0.8422326483433172,0.9504757023416728,0.12654600497476134,0.014492753623188406,0.0952524790021547,1.0,0.11060654671324556
24,322,851,6219,0.24596774193548387,0.8426116565760109,0.9532372852398799,0.12546195753454645,0.014492753623188406,0.09655658286042237,1.0,0.1100928962544009
25,339,820,6380,0.24596774193548387,0.8437694071606282,0.9532372852398799,0.12540185984083138,0.014492753623188406,0.0966302825058715,1.0,0.1100424925395066
26,337,834,6555,0.24596774193548387,0.8460848549401501,0.9532372852398799,0.12451134861527834,0.014492753623188406,0.09639806039403313,1.0,0.11009284887927667
27,330,865,6718,0.24596774193548387,0.8472135588514804,0.9532372852398799,0.12453176613824546,0.014492753623188406,0.09647576876537249,1.0,0.1100764402679032
28,334,862,6898,0.24596774193548387,0.8493850546176762,0.9532372852398799,0.12362157118394514,0.014492753623188406,0.09578879999647384,1.0,0.11003371898550465
29,309,801,7043,0.24596774193548387,0.852402788010806,0.9532372852398799,0.12112967026935981,0.014492753623188406,0.09430301236268109,1.0,0.1093780778479279
30,332,843,7190,0.24596774193548387,0.8501145449594771,0.9532372852398799,0.12293130068354173,0.015384615384615385,0.09676339779525849,1.0,0.10992294046579043
31,312,805,7337,0.24596774193548387,0.8527788704872344,0.9532372852398799,0.12264315804097534,0.015384615384615385,0.09541249937799667,1.0,0.11016103674987884
32,318,787,7467,0.24596774193548387,0.8538984581050924,0.9532372852398799,0.12208948310600785,0.015384615384615385,0.09545948073833743,1.0,0.1101094861658525
33,364,862,7621,0.24596774193548387,0.8572651146277135,0.9532372852398799,0.11841889380558353,0.015384615384615385,0.09370431723581575,1.0,0.10778280216720408
34,313,774,7745,0.24596774193548387,0.8543848784316238,0.9532372852398799,0.12176058153164807,0.015384615384615385,0.09680107993185384,1.0,0.10998185693537078
35,311,829,7875,0.24596774193548387,0.8548806526358501,0.9532372852398799,0.12144900859311283,0.015384615384615385,0.0972691611175314,1.0,0.10967837141642597
36,332,815,8006,0.24596774193548387,0.85591029193495,0.9532372852398799,0.12084737831793545,0.015384615384615385,0.09754868720127956,1.0,0.10954212859374055
37,308,835,8126,0.24596774193548387,0.8578785410727062,0.9532372852398799,0.1206130206321512,0.015384615384615385,0.0964576871656741,1.0,0.1098389822065465
38,339,808,8243,0.24596774193548387,0.8585427438041238,0.9532372852398799,0.1207934881444932,0.015384615384615385,0.09642027333936469,1.0,0.10986769991943394
39,323,858,8373,0.24596774193548387,0.8624555236996936,0.9532372852398799,0.11692344933393993,0.015384615384615385,0.09373488941566603,1.0,0.10771316951626005
40,342,889,8518,0.24596774193548387,0.8637560917662384,0.9576005595241909,0.11579026109780073,0.015384615384615385,0.09369270563746275,1.0,0.10774192378537883
41,329,853,8629,0.24596774193548387,0.8636373263499588,0.9576005595241909,0.11705939763901674,0.015384615384615385,0.09418965530321308,1.0,0.10845671498772883
42,345,872,8753,0.24596774193548387,0.8650564649603314,0.9576005595241909,0.11587454071658602,0.015384615384615385,0.09368037470651906,1.0,0.10793699265996921
43,349,855,8882,0.24596774193548387,0.8661107302644926,0.9576005595241909,0.11473753609990295,0.015384615384615385,0.09370045392063968,1.0,0.10780269395091177
44,330,849,8999,0.24596774193548387,0.8659314796425024,0.9576005595241909,0.1177761444662097,0.015384615384615385,0.09448516602956351,1.0,0.10933680691388789
45,341,837,9095,0.24596774193548387,0.8634947544607106,0.9576005595241909,0.11895008462716028,0.015384615384615385,0.09685839185058344,1.0,0.10995604127582574
46,318,820,9196,0.24596774193548387,0.8640372980534111,0.961632817588707,0.11729283433853598,0.015384615384615385,0.09767799366630887,1.0,0.10971214290208443
47,326,817,9304,0.24596774193548387,0.8655879995942383,0.961632817588707,0.11726189611927895,0.015384615384615385,0.09722519668125225,1.0,0.10983002559803591
48,328,862,9423,0.24596774193548387,0.8665142897566498,0.961632817588707,0.11759343903646599,0.015384615384615385,0.0966760442857381,1.0,0.11008369516785933
49,323,860,9521,0.24596774193548387,0.8667727360092258,0.961632817588707,0.11748969405654279,0.015384615384615385,0.09696790921675322,1.0,0.10990578430682184
50,326,839,9637,0.24596774193548387,0.8672710996145262,0.961632817588707,0.11753762101675741,0.015384615384615385,0.09721858482576093,1.0,0.10989927807879807
51,329,782,9729,0.24596774193548387,0.8683271401266404,0.961632817588707,0.11749229744449699,0.015384615384615385,0.09677613241166705,1.0,0.11000792607402397
52,330,835,9817,0.24596774193548387,0.872678727402804,0.961632817588707,0.11401257701061353,0.015384615384615385,0.09348482536276413,1.0,0.10793697625707878
53,351,830,9900,0.24596774193548387,0.8703806446273932,0.961632817588707,0.11518532292208311,0.015384615384615385,0.09619192462168084,1.0,0.10842672032008077
