1_ADAM6.8755,1_ADIPOR1.51094,1_ALPK1.80216,1_AMMECR1.9949,1_ANKRD28.23243,1_ARHGEF35.445328,1_ATP2A3.489,1_B3GALT4.8705,1_B3GNT8.374907,1_BMX.660,1_BNIP3.664,1_C12orf61.283416,1_C14orf159.80017,1_C17orf103.256302,1_C1S.716,1_C21orf63.59271,1_C9orf140.89958,1_CCDC138.165055,1_CCDC69.26112,1_CD2.914,1_CD8B.926,1_CD96.10225,1_CDC25B.994,1_CFP.5199,1_CMA1.1215,1_CNN3.1266,1_CREG1.8804,1_CTAGE9.643854,1_DBNDD2.55861,1_DEPDC1.55635,1_DHH.50846,1_DHRS12.79758,1_DPEP3.64180,1_DR1.1810,1_DUSP19.142679,1_DUSP3.1845,1_FUBP1.8880,1_GINS1.9837,1_GJA5.2702,1_GLO1.2739,1_GPR114.221188,1_GSTCD.79807,1_GZMK.3003,1_HMGCR.3156,1_HSD17B14.51171,1_IGFBP7.3490,1_JAKMIP1.152789,1_LAX1.54900,1_LOC285548.285548,1_LOC441294.441294,1_LRFN5.145581,1_LRRC1.55227,1_LY9.4063,1_MAD2L1.4085,1_MANSC1.54682,1_MAP3K8.1326,1_MARCH10.162333,1_MCM10.55388,1_MCM4.4173,1_MCOLN1.57192,1_MGST2.4258,1_MSH6.2956,1_MTFR1.9650,1_NAALADL1.10004,1_NONO.4841,1_NUDT13.25961,1_NUDT18.79873,1_PATL2.197135,1_PGRMC1.10857,1_PIK3C2B.5287,1_PLAG1.5324,1_PLCG1.5335,1_PLK1.5347,1_PRKDC.5591,1_PRPS1.5631,1_PRPS1L1.221823,1_PUS7.54517,1_PYHIN1.149628,1_QSOX2.169714,1_RAB11B.9230,1_RAB7L1.8934,1_RAD54L.8438,1_RARRES3.5920,1_RELB.5971,1_RELL1.768211,1_RNF135.84282,1_RTP4.64108,1_SFPQ.6421,1_SLC25A20.788,1_SYNCRIP.10492,1_TADA2B.93624,1_TARDBP.23435,1_TMEM176A.55365,1_TRIM29.23650,1_TRIM47.91107,1_TSPAN6.7105,1_TTLL12.23170,1_XYLB.9942,1_ZNF697.90874
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
