1_ABTB1.80325,1_ALDH1A1.216,1_AMMECR1.9949,1_APCDD1L.164284,1_AQP1.358,1_ASB2.51676,1_ATP1A4.480,1_AVPR2.554,1_BTG2.7832,1_C10orf116.10974,1_C11orf46.120534,1_C14orf159.80017,1_C15orf42.90381,1_C1orf163.65260,1_C20orf152.140894,1_C20orf160.140706,1_C9orf78.51759,1_CA2.760,1_CASQ2.845,1_CCDC138.165055,1_CCDC69.26112,1_CCNF.899,1_CCT5.22948,1_CFB.629,1_COQ10B.80219,1_CREG2.200407,1_DARC.2532,1_DCAF8.50717,1_DHH.50846,1_DHRS12.79758,1_DNAJC24.120526,1_DNASE1L3.1776,1_DUSP22.56940,1_DUSP27.92235,1_DUSP3.1845,1_EPAS1.2034,1_ESPL1.9700,1_EYA4.2070,1_FAM120AOS.158293,1_FASN.2194,1_GALNT12.79695,1_GIMAP2.26157,1_GPC2.221914,1_HDC.3067,1_HNMT.3176,1_HSP90AB1.3326,1_HTR1D.3352,1_IDO2.169355,1_ITGA7.3679,1_KDM1A.23028,1_KIAA0090.23065,1_LACE1.246269,1_LIN7C.55327,1_LOC221710.221710,1_LRGUK.136332,1_LRRC1.55227,1_LTF.4057,1_LYPLA2P1.653639,1_MAP3K8.1326,1_MARCKSL1.65108,1_MAX.4149,1_MCM10.55388,1_MOB2.81532,1_MS4A2.2206,1_MSH2.4436,1_MYLK2.85366,1_NAALADL1.10004,1_NDUFAF1.51103,1_NETO2.81831,1_NMUR1.10316,1_OAZ2.4947,1_P2RX1.5023,1_PDE4C.5143,1_PDIK1L.149420,1_PLA2G16.11145,1_PLOD1.5351,1_PPP1R11.6992,1_PPP1R8.5511,1_PRKCDBP.112464,1_PRPF4B.8899,1_RAMP3.10268,1_RELB.5971,1_RLF.6018,1_SERPING1.710,1_SLC35B2.347734,1_SLC39A2.29986,1_SMOC2.64094,1_SOAT2.8435,1_SOX4.6659,1_ST6GALNAC1.55808,1_SYNPO2.171024,1_TAPBPL.55080,1_TARDBP.23435,1_TINAGL1.64129,1_TLR10.81793,1_TMEM57.55219,1_TNS1.7145,1_TSPAN6.7105,1_XPO5.57510
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
