1_ALAD.210,1_ALDH1A1.216,1_ALOX15.246,1_ALS2CL.259173,1_AOC3.8639,1_ARL8A.127829,1_AZIN1.51582,1_B3GALT4.8705,1_BTG2.7832,1_C12orf61.283416,1_C15orf42.90381,1_C16orf86.388284,1_C20orf160.140706,1_C22orf26.55267,1_C8G.733,1_C9orf140.89958,1_CA2.760,1_CCNC.892,1_CECR1.51816,1_CFP.5199,1_CLDN23.137075,1_CLEC14A.161198,1_CPA3.1359,1_CSE1L.1434,1_CX3CR1.1524,1_DERL1.79139,1_DHRS12.79758,1_DPY19L4.286148,1_F8.2157,1_FAM113B.91523,1_FASN.2194,1_FLJ36777.730971,1_FUBP1.8880,1_GALNT12.79695,1_GCN1L1.10985,1_GJA5.2702,1_GLO1.2739,1_GNL3.26354,1_GPR146.115330,1_HDAC2.3066,1_HES5.388585,1_ITGB7.3695,1_ITPRIPL1.150771,1_KDM1A.23028,1_KHDRBS1.10657,1_KIAA1586.57691,1_KRCC1.51315,1_LAPTM4B.55353,1_LOC221710.221710,1_LRRC40.55631,1_MAD2L1.4085,1_MCM3.4172,1_MFAP2.4237,1_MFNG.4242,1_MGAT1.4245,1_MGST2.4258,1_MORC4.79710,1_MRO.83876,1_MURC.347273,1_NASP.4678,1_NCF1C.654817,1_NUDCD1.84955,1_NUDT13.25961,1_ORC1L.4998,1_P2RY6.5031,1_P4HA1.5033,1_PFKFB4.5210,1_PHF11.51131,1_PLCG1.5335,1_PLCG2.5336,1_PPP1R11.6992,1_PRKCDBP.112464,1_PROS1.5627,1_PRPS1L1.221823,1_PTK2B.2185,1_PYCARD.29108,1_RAD54L.8438,1_RBMX.27316,1_RGS4.5999,1_RNF125.54941,1_SDR42E1.93517,1_SIX4.51804,1_SLC12A2.6558,1_SLC12A3.6559,1_SLC19A1.6573,1_SLC2A1.6513,1_SQLE.6713,1_SRPK1.6732,1_SUV39H2.79723,1_TATDN3.128387,1_THOC2.57187,1_TICAM1.148022,1_TINAGL1.64129,1_TMEM48.55706,1_TSPAN6.7105,1_TSPYL2.64061,1_TXNIP.10628,1_WISP1.8840
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
