0_ASS1,0_ATP6V1B1,0_CA9,0_CLDN8,0_DACT2,0_DYNC2LI1,0_ENPEP,0_INPPL1,0_MRPL3,0_NAPSA,0_NDUFA4L2,0_PIH1D1,0_TEK,0_TRIOBP,0_UPK1B
1,0,1,1,1,1,1,0,1,1,1,0,1,0,0
0,1,1,1,1,1,0,0,0,1,1,0,1,0,0
0,0,1,1,1,0,0,0,0,1,1,1,0,1,0
0,0,1,1,1,0,0,1,0,1,1,0,0,1,0
0,0,1,1,1,1,0,0,0,1,1,0,0,0,0
0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
