gen,evals,gen_feats,explored,Pam50 random forest balanced accuracy_min,Pam50 random forest balanced accuracy_avg,Pam50 random forest balanced accuracy_max,Pam50 random forest balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,856,856,0.1830949949436004,0.5912990637478658,0.7775384663004817,0.12458596450918798,0.0196078431372549,0.08973174471359732,1.0,0.16651479115203444
1,381,1227,1296,0.1830949949436004,0.5926778020332961,0.7775384663004817,0.12754238595250078,0.019230769230769232,0.09205207521809951,1.0,0.10425462264423818
2,359,1278,1729,0.1830949949436004,0.6098122439461736,0.7775384663004817,0.13093690803623068,0.018867924528301886,0.10037555226594026,1.0,0.1098245869966263
3,352,1214,2118,0.1830949949436004,0.62874462654073,0.7866735210896888,0.12982846537349946,0.017857142857142856,0.10290735483074126,1.0,0.11200572193757048
4,360,1219,2491,0.1830949949436004,0.6425593322608686,0.7885286980983089,0.13067086823148644,0.017857142857142856,0.10499853313695576,1.0,0.111983537236979
5,380,1205,2896,0.1830949949436004,0.6537086762839271,0.7885286980983089,0.13002626703321019,0.017241379310344827,0.10756405635156636,1.0,0.11427134976349652
6,365,1200,3307,0.1830949949436004,0.6584496420908906,0.807978602511576,0.134262899154057,0.01694915254237288,0.11322540074153355,1.0,0.11621118340148433
7,371,1114,3673,0.1830949949436004,0.6703606456087248,0.807978602511576,0.13408180816348922,0.01694915254237288,0.11441578490953622,1.0,0.11726839338142327
8,349,1115,4026,0.1830949949436004,0.6750665016164894,0.815029966094416,0.13782971768502691,0.017241379310344827,0.1189807994025318,1.0,0.11921115712861682
9,356,1115,4366,0.1830949949436004,0.6800194822342013,0.815029966094416,0.13701045301042886,0.016666666666666666,0.12319591257360782,1.0,0.11855184651641915
10,377,1076,4692,0.1830949949436004,0.6864564926162713,0.815029966094416,0.1388991307186127,0.016666666666666666,0.12656074283656782,1.0,0.11966037043517645
11,372,1060,5025,0.1830949949436004,0.6952943783399078,0.8255993760021887,0.1393263143384554,0.0196078431372549,0.1274573459128881,1.0,0.11913985085369247
12,386,1057,5354,0.19151749566223247,0.702237828098863,0.8255993760021887,0.1410321145010723,0.0196078431372549,0.12984419724149082,1.0,0.12101174111004104
13,362,990,5655,0.19151749566223247,0.7067368787425149,0.8255993760021887,0.1425598253452161,0.022222222222222223,0.13274329828126705,1.0,0.12204121731513765
14,371,963,5945,0.19151749566223247,0.7100041409055803,0.8255993760021887,0.14240440407871877,0.025,0.1369133625959938,1.0,0.12230331403523098
15,343,977,6248,0.19151749566223247,0.7164457033460551,0.8255993760021887,0.14300116771965024,0.025,0.13639445899278024,1.0,0.12248874663971553
16,362,1016,6558,0.19151749566223247,0.7153510618655692,0.8267065716744648,0.14581028013847033,0.025,0.14319160841766984,1.0,0.12377288532966513
17,362,940,6852,0.2,0.7208526037168002,0.8279998909064462,0.14547328333746262,0.021739130434782608,0.142322856479967,1.0,0.12427726439792719
18,370,897,7094,0.2,0.7232599446220341,0.8302968362003581,0.1475606950656586,0.021739130434782608,0.14458832892113482,1.0,0.12542008745828623
19,364,946,7391,0.2,0.7322511517248903,0.8302968362003581,0.14451818688283175,0.021739130434782608,0.14160672831918647,1.0,0.12415401303887112
20,383,966,7690,0.2,0.7388277654176898,0.8366419056046382,0.14176649342990064,0.021739130434782608,0.14008247893242212,1.0,0.12298760354845435
21,366,914,7969,0.2,0.7436477610972388,0.8440905948369309,0.1414055944718367,0.02127659574468085,0.13944481766451214,1.0,0.12324380521191511
22,361,924,8220,0.2,0.748005125024676,0.8440905948369309,0.13966000750945012,0.020833333333333332,0.1399725582221226,1.0,0.12295537319210824
23,376,921,8469,0.2,0.7503265575139484,0.8440905948369309,0.13995752917722196,0.020833333333333332,0.141541388367148,1.0,0.12315799923668287
24,363,942,8721,0.2,0.7517363216770623,0.8440905948369309,0.1409492188305547,0.020833333333333332,0.14308048787432728,1.0,0.12324766025784285
25,358,899,8968,0.2,0.7550280577191482,0.8440905948369309,0.14116340272539138,0.020833333333333332,0.14167853996986396,1.0,0.12353449423109508
26,368,946,9209,0.2,0.7573308694842819,0.8440905948369309,0.14095406908374897,0.020833333333333332,0.1420117139424342,1.0,0.12353975850976921
27,368,948,9457,0.2,0.759113755861614,0.8544295857388751,0.1403533142155474,0.02127659574468085,0.14406000878302883,1.0,0.1226118072033126
28,368,877,9669,0.2,0.7584956039540353,0.8544295857388751,0.14280465736316186,0.03333333333333333,0.14785714282327642,1.0,0.12288832687412689
29,361,842,9848,0.2,0.7578388690158722,0.8544295857388751,0.14690545016080964,0.034482758620689655,0.1495084960712409,1.0,0.12474250592638877
30,354,845,10057,0.2,0.7582032884779891,0.8544295857388751,0.147660218313421,0.034482758620689655,0.15138665630889928,1.0,0.1251102393413957
31,358,826,10259,0.2,0.763954878698358,0.8544295857388751,0.1436744120867725,0.034482758620689655,0.14830641342190984,1.0,0.12304556471950612
