
OPTIMIZING ON FOLD NUMBER 0
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5893
Features active in total: 5893
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 14
Generations completed = 29
Generations completed = 41
Generations completed = 51
Generations completed = 60
Generations completed = 67
Generations completed = 74
Generations completed = 81
Generations completed = 88
Generations completed = 95
Generations completed = 104
Generations completed = 112
Generations completed = 121
Generations completed = 129
Generations completed = 136
Generations completed = 143
Generations completed = 151
Generations completed = 158
Generations completed = 165
Generations completed = 172
Generations completed = 179
Generations completed = 186
Generations completed = 193
Generations completed = 202
Generations completed = 210
Generations completed = 217
Generations completed = 224
Generations completed = 230
Generations completed = 238
Generations completed = 246
Generations completed = 253
Generations completed = 261
Generations completed = 270
Generations completed = 280
Generations completed = 293
Generations completed = 310
Generations completed = 327
Generations completed = 345
Generations completed = 363
Generations completed = 380
Generations completed = 397
Generations completed = 415
Generations completed = 429
Generations completed = 447
Generations completed = 465
Generations completed = 483
   	     	         	        	       type naive Bayes balanced accuracy       	                 root separation                 	                 root leanness                  
   	     	         	        	------------------------------------------------	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std         	min	avg     	max     	std      	min     	avg     	max	std     
0  	500  	406      	406     	0.2	0.793583	0.915396	0.140633    	0  	0.561999	0.62405 	0.0748199	0.140028	0.269746	1  	0.14092 
1  	677  	642      	647     	0.2	0.78753 	0.918452	0.117559    	0  	0.572094	0.626312	0.0398012	0.140028	0.301975	1  	0.123368
2  	733  	669      	859     	0.2	0.792948	0.920808	0.102392    	0  	0.574669	0.625143	0.0359069	0.136083	0.316065	1  	0.114954
3  	721  	697      	1069    	0.2	0.793272	0.920808	0.105318    	0  	0.576203	0.631468	0.0365634	0.136083	0.326567	1  	0.120744
4  	729  	713      	1260    	0.2	0.783054	0.920808	0.111531    	0  	0.576698	0.631468	0.0374117	0.138675	0.349841	1  	0.133079
5  	732  	747      	1454    	0.2	0.793725	0.920808	0.107055    	0  	0.581002	0.631468	0.0366422	0.138675	0.349257	1  	0.129882
6  	743  	778      	1658    	0.2	0.802473	0.920808	0.104985    	0  	0.583868	0.632084	0.0362078	0.138675	0.342454	1  	0.138739
7  	729  	775      	1843    	0.2	0.805925	0.920808	0.10473     	0  	0.585199	0.632084	0.0364869	0.137361	0.345352	1  	0.136695
8  	711  	796      	2020    	0.2	0.803549	0.921898	0.114965    	0  	0.585413	0.632672	0.0372544	0.137361	0.351333	1  	0.147086
9  	729  	767      	2159    	0.2	0.798863	0.92405 	0.111002    	0  	0.584888	0.632672	0.0364791	0.137361	0.374642	1  	0.141332
10 	733  	799      	2329    	0.2	0.796301	0.924059	0.108125    	0  	0.587501	0.632672	0.0361554	0.137361	0.386087	1  	0.135026
11 	727  	788      	2473    	0.2	0.795279	0.924104	0.113076    	0  	0.586124	0.632914	0.0370817	0.137361	0.390633	1  	0.142403
12 	708  	761      	2610    	0.2	0.784139	0.924723	0.115035    	0  	0.582941	0.632914	0.0372472	0.137361	0.413564	1  	0.141321
13 	718  	777      	2747    	0.2	0.791781	0.925497	0.116379    	0  	0.587827	0.632914	0.0374086	0.138675	0.401071	1  	0.141455
14 	715  	761      	2868    	0.2	0.795034	0.924059	0.10815     	0  	0.590681	0.632914	0.0369813	0.142857	0.400572	1  	0.137247
15 	718  	774      	2994    	0.2	0.796674	0.927951	0.106906    	0  	0.591135	0.632914	0.0371582	0.141421	0.403022	1  	0.135308
16 	726  	805      	3122    	0.2	0.793834	0.927974	0.112917    	0  	0.590421	0.632914	0.0380688	0.142857	0.409552	1  	0.138517
17 	722  	778      	3230    	0.2	0.795488	0.930919	0.110863    	0  	0.592975	0.632914	0.0381641	0.141421	0.410944	1  	0.135782
18 	709  	758      	3335    	0.2	0.78484 	0.930919	0.120999    	0  	0.592198	0.636784	0.0403336	0.142857	0.419481	1  	0.141807
19 	718  	747      	3430    	0.2	0.789045	0.930919	0.120939    	0  	0.592217	0.636784	0.0409832	0.142857	0.413745	1  	0.145475
20 	694  	779      	3541    	0.2	0.78692 	0.930919	0.121623    	0  	0.592998	0.632914	0.0412606	0.142857	0.421213	1  	0.143388
21 	691  	787      	3624    	0.2	0.783798	0.930919	0.130953    	0  	0.590227	0.632914	0.0414682	0.140028	0.42463 	1  	0.153684
22 	701  	769      	3721    	0.2	0.778538	0.930919	0.134685    	0  	0.588684	0.632914	0.0418367	0.142857	0.439622	1  	0.148116
23 	729  	742      	3805    	0.2	0.789764	0.930919	0.136513    	0  	0.59145 	0.633293	0.0424459	0.142857	0.418832	1  	0.152374
