gen,evals,gen_feats,explored,type random forest (msl4) balanced accuracy_min,type random forest (msl4) balanced accuracy_avg,type random forest (msl4) balanced accuracy_max,type random forest (msl4) balanced accuracy_std,root separation_min,root separation_avg,root separation_max,root separation_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std
0,500,3926,3926,0.2,0.7404409947107442,0.8734856423217705,0.11943722701962747,0.0,0.5497764201611464,0.6274027865384012,0.06263572006946248,0.14002800840280097,0.2670978561020178,1.0,0.13993120351351263
1,382,3183,4082,0.2,0.7103703678973248,0.8734856423217705,0.12895832757396825,0.0,0.5449546849339033,0.6274027865384012,0.06771890418729636,0.14002800840280097,0.342498336810178,1.0,0.1498071902930603
2,350,1695,4215,0.2,0.7066471436441434,0.8774027816345512,0.15098082544563143,0.0,0.5464384288289554,0.6274027865384012,0.07433029104192114,0.14002800840280097,0.3665161150572983,1.0,0.1652084393566292
3,388,1427,4352,0.2,0.712044736240269,0.8774027816345512,0.1517944666778472,0.0,0.5482673039059068,0.6337478354417798,0.07738852827570412,0.1414213562373095,0.37825669902144576,1.0,0.1673096518192782
4,369,1150,4477,0.2,0.7340636778615551,0.888703021849711,0.14365791891092425,0.0,0.5588904936024011,0.6348976479047574,0.07635578485390272,0.125,0.36737587971500524,1.0,0.1664813363527879
5,371,1066,4584,0.2,0.7346591543314687,0.888703021849711,0.15418472058895988,0.0,0.5658545308696389,0.6375888190586376,0.07973326830755934,0.1386750490563073,0.37193611534538856,1.0,0.17946731383568115
6,377,967,4697,0.2,0.7545072368614744,0.888703021849711,0.1426912116623531,0.0,0.5711276119861377,0.6375888190586376,0.07661485560208703,0.12403473458920845,0.36557912638942164,1.0,0.18164294043627885
7,385,994,4797,0.2,0.7362083514042306,0.9072795273986364,0.16257138726366732,0.0,0.5698649632310627,0.6375888190586376,0.08083783555419485,0.125,0.39429581342351466,1.0,0.18962004101381147
8,372,933,4883,0.2,0.7537395135919762,0.9072795273986364,0.1498892211672115,0.0,0.5767042100692538,0.6375888190586376,0.08042971235580877,0.13608276348795434,0.39635621656220416,1.0,0.17741810817565187
9,383,941,4970,0.2,0.7613072322686755,0.9072795273986364,0.14520684988946297,0.0,0.5808347560855257,0.6375888190586376,0.08407839952885482,0.13608276348795434,0.40308348323232374,1.0,0.17385512758628888
10,387,855,5035,0.2,0.7762161534154997,0.9072795273986364,0.1264824292579427,0.0,0.5882979298683354,0.6383584921444261,0.08176624811714386,0.13608276348795434,0.3934399394004938,1.0,0.16769474076621313
11,359,820,5098,0.2,0.7640959073215574,0.9072795273986364,0.15293389360647264,0.0,0.5808846349389615,0.6408098111028142,0.08906225390277717,0.13736056394868904,0.4048249373813003,1.0,0.18372457666802994
12,384,756,5163,0.2,0.8048674250673081,0.9072795273986364,0.11112548036451492,0.0,0.5977549750427011,0.640155827884795,0.07614706638510343,0.1414213562373095,0.3710228034056445,1.0,0.153132792466627
13,370,783,5224,0.2,0.7766840867054489,0.9072795273986364,0.13906750452026206,0.0,0.5864161764283851,0.6430494144085348,0.08256025881483299,0.1414213562373095,0.42622038522872036,1.0,0.16818806000434997
14,369,766,5287,0.2,0.798569209781861,0.9072795273986364,0.11497375928096454,0.0,0.5929031207869538,0.6430494144085348,0.079768833467358,0.16222142113076254,0.42155930193759844,1.0,0.15238287318056037
