gen,0_age_at_initial_pathologic_diagnosis,1_hsa.let.7i.5p,1_hsa.miR.10a.3p,1_hsa.miR.10b.3p,1_hsa.miR.10b.5p,1_hsa.miR.1228.3p,1_hsa.miR.125a.3p,1_hsa.miR.1292.5p,1_hsa.miR.140.5p,1_hsa.miR.142.3p,1_hsa.miR.146a.3p,1_hsa.miR.146b.3p,1_hsa.miR.1537.5p,1_hsa.miR.15b.3p,1_hsa.miR.15b.5p,1_hsa.miR.187.3p,1_hsa.miR.188.5p,1_hsa.miR.18a.5p,1_hsa.miR.196b.5p,1_hsa.miR.200b.5p,1_hsa.miR.21.3p,1_hsa.miR.222.5p,1_hsa.miR.23a.5p,1_hsa.miR.3074.5p,1_hsa.miR.30d.3p,1_hsa.miR.3131,1_hsa.miR.320c,1_hsa.miR.32.3p,1_hsa.miR.346,1_hsa.miR.3923,1_hsa.miR.500b.3p,1_hsa.miR.615.3p,1_hsa.miR.6502.5p,1_hsa.miR.651.5p,1_hsa.miR.664a.3p,1_hsa.miR.671.5p,1_hsa.miR.6720.3p,2_ABCA6.23460,2_ABHD15.116236,2_ABHD6.57406,2_ACAP3.116983,2_ACD.65057,2_ACER2.340485,2_ACTN4.81,2_ACTR2.10097,2_ACVR1C.130399,2_ADAM33.80332,2_ADCY10.55811,2_ADO.84890,2_AEBP2.121536,2_AG2.387763,2_AIDA.64853,2_AKAP3.10566,2_ALDH1B1.219,2_ALS2CR11.151254,2_AMHR2.269,2_AMMECR1.9949,2_AMZ1.155185,2_ANKRD17.26057,2_ANO6.196527,2_ANXA7.310,2_APITD1.378708,2_APOB48R.55911,2_AQP11.282679,2_AQP9.366,2_ARFGAP1.55738,2_ARL3.403,2_ARMC2.84071,2_ARMC5.79798,2_ARNTL.406,2_ARRB1.408,2_ARTN.9048,2_ASB13.79754,2_ASB15.142685,2_ATCAY.85300,2_ATL1.51062,2_AZU1.566,2_B3GNT7.93010,2_B3GNT9.84752,2_BAAT.570,2_BAI3.577,2_BAX.581,2_BCAP29.55973,2_BIK.638,2_BRD3.8019,2_BRD4.23476,2_C10orf10.11067,2_C10orf26.54838,2_C10orf88.80007,2_C11orf2.738,2_C11orf71.54494,2_C12orf47.51275,2_C12orf66.144577,2_C13orf27.93081,2_C14orf128.84837,2_C14orf142.84520,2_C16orf86.388284,2_C17orf77.146723,2_C17orf89.284184,2_C17orf91.84981,2_C17orf93.360205,2_C18orf18.147525,2_C1orf110.339512,2_C1orf92.149499,2_C20orf134.170487,2_C20orf194.25943,2_C22orf40.150383,2_C2orf66.401027,2_C3orf74.100128378,2_C4orf34.201895,2_C6orf94.153918,2_C8orf45.157777,2_C8orf51.78998,2_C8orf83.286144,2_C9orf122.158228,2_CABLES1.91768,2_CABP1.9478,2_CACNA2D2.9254,2_CACNA2D3.55799,2_CALHM2.51063,2_CALR.811,2_CAMK2D.817,2_CAPRIN2.65981,2_CAST.831,2_CAV3.859,2_CBX2.84733,2_CCDC116.164592,2_CCDC125.202243,2_CCDC140.151278,2_CCDC19.25790,2_CCDC21.64793,2_CCDC61.729440,2_CCDC62.84660,2_CCKBR.887,2_CCNF.899,2_CCR4.1233,2_CCR5.1234,2_CD93.22918,2_CD96.10225,2_CDC73.79577,2_CDK4.1019,2_CDK5R2.8941,2_CDK9.1025,2_CDKN2C.1031,2_CDNF.441549,2_CDON.50937,2_CENPL.91687,2_CEP55.55165,2_CFH.3075,2_CGRRF1.10668,2_CHAD.1101,2_CHST14.113189,2_CLCF1.23529,2_CLCNKB.1188,2_CLDN23.137075,2_CLIC6.54102,2_CLN8.2055,2_CMKLR1.1240,2_CNGA3.1261,2_COG5.10466,2_COL11A2.1302,2_COL4A2.1284,2_COL8A1.1295,2_COPZ2.51226,2_CORO2A.7464,2_CPSF4L.642843,2_CR1L.1379,2_CRIPAK.285464,2_CSRP3.8048,2_CUX2.23316,2_CXCR2P1.3580,2_CXorf1.9142,2_CYLC1.1538,2_CYP39A1.51302,2_CYP4F22.126410,2_DBF4B.80174,2_DCDC2B.149069,2_DCN.1634,2_DDX41.51428,2_DENND2C.163259,2_DENR.8562,2_DHX40P1.653645,2_DHX58.79132,2_DKC1.1736,2_DLEU2L.79469,2_DLL3.10683,2_DNAJB12.54788,2_DNAJC1.64215,2_DNAJC3.5611,2_DNMT1.1786,2_DNMT3L.29947,2_DOK2.9046,2_DONSON.29980,2_DSCAM.1826,2_DTD1.92675,2_DTWD1.56986,2_DUT.1854,2_DYRK3.8444,2_ECHDC3.79746,2_EEF1A1P9.441032,2_EEF1D.1936,2_EFNA1.1942,2_EFNB1.1947,2_EGFR.1956,2_EIF3L.51386,2_EIF4E3.317649,2_EIF4ENIF1.56478,2_ELK1.2002,2_EMR4P.326342,2_ENDOD1.23052,2_ENOX2.10495,2_EPHA2.1969,2_EPPK1.83481,2_ERBB2.2064,2_ERC2.26059,2_ERH.2079,2_EXOC3L.283849,2_FADS3.3995,2_FAM10A4.145165,2_FAM124B.79843,2_FAM136A.84908,2_FAM149B1.317662,2_FAM160A1.729830,2_FAM23A.653567,2_FAM71F1.84691,2_FAM82A2.55177,2_FANCB.2187,2_FANCC.2176,2_FBLIM1.54751,2_FBXL16.146330,2_FBXL4.26235,2_FBXO44.93611,2_FBXO45.200933,2_FBXW11.23291,2_FCF1.51077,2_FCN3.8547,2_FDX1.2230,2_FEZF1.389549,2_FHDC1.85462,2_FIBCD1.84929,2_FILIP1L.11259,2_FLJ39653.202020,2_FMO1.2326,2_FOSL2.2355,2_FOXR1.283150,2_FOXRED1.55572,2_FPGT.8790,2_FRMD4A.55691,2_FRS3.10817,2_FSTL3.10272,2_GALNT12.79695,2_GAS2L1.10634,2_GBF1.8729,2_GCAT.23464,2_GCM1.8521,2_GCOM1.145781,2_GDF9.2661,2_GIMAP6.474344,2_GINS2.51659,2_GJA5.2702,2_GLI3.2737,2_GLIS3.169792,2_GNA14.9630,2_GNG12.55970,2_GNG4.2786,2_GNG5.2787,2_GNLY.10578,2_GOLGA2.2801,2_GP5.2814,2_GPC2.221914,2_GPM6A.2823,2_GPR4.2828,2_GPR55.9290,2_GPSM1.26086,2_GRAP.10750,2_GRID1.2894,2_GRINA.2907,2_GSDMD.79792,2_GSTA1.2938,2_GTSE1.51512,2_H1FOO.132243,2_HAUS5.23354,2_HAUS6.54801,2_HCP5.10866,2_HDAC3.8841,2_HELLS.3070,2_HILS1.373861,2_HIST1H2BD.3017,2_HIST1H2BK.85236,2_HLA.DQB2.3120,2_HMG20A.10363,2_HNRNPR.10236,2_HOXA1.3198,2_HOXA6.3203,2_HOXC5.3222,2_HOXC8.3224,2_HOXD10.3236,2_HOXD12.3238,2_HSH2D.84941,2_HSPA14.51182,2_HSPB7.27129,2_HSPG2.3339,2_HTATSF1.27336,2_IFI27.3429,2_IFT74.80173,2_IFT81.28981,2_IGF2BP3.10643,2_IGFBP2.3485,2_IGSF10.285313,2_IL22RA2.116379,2_IMPDH2.3615,2_INCA1.388324,2_IP6K1.9807,2_IQGAP1.8826,2_IQGAP2.10788,2_IRAK4.51135,2_IRX5.10265,2_ISG20.3669,2_ISY1.57461,2_ITGB3.3690,2_ITPKB.3707,2_JARID2.3720,2_KCNJ13.3769,2_KCNN4.3783,2_KDELR1.10945,2_KDM6A.7403,2_KIAA1522.57648,2_KIAA1543.57662,2_KIAA1958.158405,2_KIF2A.3796,2_KLHL25.64410,2_KLRK1.22914,2_KNTC1.9735,2_LCE1C.353133,2_LIG1.3978,2_LILRA6.79168,2_LIMS2.55679,2_LIX1L.128077,2_LOC100129716.100129716,2_LOC100131496.100131496,2_LOC100268168.100268168,2_LOC100302640.100302640,2_LOC150197.150197,2_LOC284276.284276,2_LOC339674.339674,2_LOC374491.374491,2_LOC388387.388387,2_LOC400804.400804,2_LOC401052.401052,2_LOC401397.401397,2_LOC440905.440905,2_LOC442421.442421,2_LOC643955.643955,2_LOC644165.644165,2_LOC729678.729678,2_LOC93622.93622,2_LPAL2.80350,2_LPIN2.9663,2_LRIT2.340745,2_LRRC18.474354,2_LRRC8C.84230,2_LSM4.25804,2_LSM5.23658,2_LYSMD3.116068,2_LYZL1.84569,2_MANEA.79694,2_MAP1LC3C.440738,2_MARVELD2.153562,2_MBD3L1.85509,2_MCFD2.90411,2_MDFIC.29969,2_MEFV.4210,2_MELK.9833,2_MIA.8190,2_MIF4GD.57409,2_MKX.283078,2_MLLT10.8028,2_MMP11.4320,2_MOBKL1B.55233,2_MOBKL2B.79817,2_MOCS1.4337,2_MOCS2.4338,2_MORC2.22880,2_MOSPD2.158747,2_MPDU1.9526,2_MSI1.4440,2_MSX2.4488,2_MTAP.4507,2_MTRF1L.54516,2_MUC12.10071,2_MUC6.4588,2_MUM1L1.139221,2_MXD3.83463,2_MYL2.4633,2_MYL6B.140465,2_MYLIP.29116,2_MYOD1.4654,2_MYOT.9499,2_MYST1.84148,2_MYST2.11143,2_MYST4.23522,2_MYT1.4661,2_NAIF1.203245,2_NAT6.24142,2_NCBP1.4686,2_NCEH1.57552,2_NCF2.4688,2_NDST3.9348,2_NF1.4763,2_NFATC3.4775,2_NFE2L2.4780,2_NFIB.4781,2_NFU1.27247,2_NKG7.4818,2_NLE1.54475,2_NOG.9241,2_NOL7.51406,2_NPLOC4.55666,2_NPM3.10360,2_NPR2.4882,2_NRD1.4898,2_NRXN2.9379,2_NT5C3L.115024,2_NTNG2.84628,2_NUDT10.170685,2_NUDT15.55270,2_OCRL.4952,2_ODF3B.440836,2_OR2A4.79541,2_OR2H2.7932,2_OR4N2.390429,2_OR52N4.390072,2_OTUB1.55611,2_OXSR1.9943,2_PABPC1L2A.340529,2_PAGE4.9506,2_PANK1.53354,2_PAPPA2.60676,2_PAQR7.164091,2_PARD6A.50855,2_PARP10.84875,2_PARP14.54625,2_PARVG.64098,2_PATZ1.23598,2_PAWR.5074,2_PCNA.5111,2_PCNP.57092,2_PCOLCE.5118,2_PCTP.58488,2_PDCD5.9141,2_PDRG1.81572,2_PEG10.23089,2_PER3.8863,2_PGAM4.441531,2_PGF.5228,2_PGM2.55276,2_PHF8.23133,2_PIF1.80119,2_PIK3R3.8503,2_PKN1.5585,2_PLA2R1.22925,2_PLXNB2.23654,2_PMFBP1.83449,2_PNMA1.9240,2_POLDIP2.26073,2_POLE.5426,2_POLQ.10721,2_POLR3GL.84265,2_POLR3H.171568,2_PPIG.9360,2_PPP4R1L.55370,2_PPPDE1.51029,2_PPY.5539,2_PQLC3.130814,2_PRAME.23532,2_PRIM2.5558,2_PRND.23627,2_PRPF6.24148,2_PRSS42.339906,2_PSIP1.11168,2_PSMA1.5682,2_PTGFRN.5738,2_PTK7.5754,2_PTPN12.5782,2_PTPRN2.5799,2_PTTG3P.26255,2_PYHIN1.149628,2_RAC3.5881,2_RAD18.56852,2_RAI2.10742,2_RAPGEF4.11069,2_RASGEF1C.255426,2_RASL10A.10633,2_RASSF4.83937,2_RBAK.57786,2_RDH11.51109,2_RDM1.201299,2_REG3G.130120,2_RFWD3.55159,2_RGPD5.84220,2_RGS3.5998,2_RHOJ.57381,2_RIBC2.26150,2_RNASEH2C.84153,2_RNF208.727800,2_RNFT1.51136,2_RNLS.55328,2_RPL22.6146,2_RPL4.6124,2_RPP30.10556,2_RPRM.56475,2_RPS13.6207,2_RPS23.6228,2_RPS6KA3.6197,2_RPS6KA5.9252,2_RPS8.6202,2_RSC1A1.6248,2_RWDD1.51389,2_RXFP1.59350,2_SALL1.6299,2_SALL2.6297,2_SAR1A.56681,2_SARDH.1757,2_SCARF1.8578,2_SCGB3A1.92304,2_SCN9A.6335,2_SCRG1.11341,2_SEC61A2.55176,2_SERPINA5.5104,2_SESN1.27244,2_SETDB2.83852,2_SFRP2.6423,2_SFRP4.6424,2_SGCD.6444,2_SGCZ.137868,2_SGOL2.151246,2_SH3GL2.6456,2_SH3GLB2.56904,2_SHC1.6464,2_SHD.56961,2_SHOX2.6474,2_SIK3.23387,2_SIRPG.55423,2_SKAP2.8935,2_SKI.6497,2_SLC16A11.162515,2_SLC16A9.220963,2_SLC22A6.9356,2_SLC24A3.57419,2_SLC25A10.1468,2_SLC25A13.10165,2_SLC25A37.51312,2_SLC27A3.11000,2_SLC35D3.340146,2_SLC39A9.55334,2_SLC5A3.6526,2_SLITRK5.26050,2_SLITRK6.84189,2_SMARCB1.6598,2_SMCR5.140771,2_SMG5.23381,2_SMOC1.64093,2_SMYD5.10322,2_SNAPC2.6618,2_SNAR.G1.100126780,2_SNHG7.84973,2_SNN.8303,2_SOD2.6648,2_SORCS1.114815,2_SOX13.9580,2_SPACA1.81833,2_SPAG4.6676,2_SPAG5.10615,2_SPATA12.353324,2_SPATS1.221409,2_SPCS3.60559,2_SSFA2.6744,2_SSPO.23145,2_SSR3.6747,2_SSR4.6748,2_SSTR2.6752,2_ST8SIA2.8128,2_STK36.27148,2_STRN.6801,2_SUGT1P1.441394,2_SULF2.55959,2_SUMO1P1.391257,2_SURF6.6838,2_SYDE1.85360,2_SYN3.8224,2_TAF12.6883,2_TAS2R4.50832,2_TASP1.55617,2_TBX2.6909,2_TCL6.27004,2_TDH.157739,2_TEAD3.7005,2_TEKT3.64518,2_TFAP2E.339488,2_TFAP4.7023,2_TFCP2L1.29842,2_TFEC.22797,2_TGIF1.7050,2_TH1L.51497,2_THBS1.7057,2_THSD1.55901,2_TIAL1.7073,2_TIGD4.201798,2_TMED9.54732,2_TMEM108.66000,2_TMEM141.85014,2_TMEM175.84286,2_TMEM184A.202915,2_TMEM213.155006,2_TMEM30A.55754,2_TMEM41B.440026,2_TMEM79.84283,2_TMTC2.160335,2_TMX3.54495,2_TNC.3371,2_TNFRSF10A.8797,2_TNFRSF11B.4982,2_TNFSF14.8740,2_TNNT1.7138,2_TOMM22.56993,2_TP53.7157,2_TPD52L2.7165,2_TPT1.7178,2_TRAM1.23471,2_TRAPPC10.7109,2_TREML2.79865,2_TREML3.340206,2_TRIB2.28951,2_TRIM16L.147166,2_TRMT6.51605,2_TSHZ1.10194,2_TSPAN17.26262,2_TSPAN3.10099,2_TTLL12.23170,2_TTLL13.440307,2_TUBG1.7283,2_TULP3.7289,2_TYMS.7298,2_UBAC2.337867,2_UBE2A.7319,2_UBE2V1.7335,2_UBQLN2.29978,2_UBXN1.51035,2_UHMK1.127933,2_ULK4.54986,2_UNC45A.55898,2_UPRT.139596,2_URB2.9816,2_VAT1L.57687,2_VKORC1.79001,2_VKORC1L1.154807,2_VPS28.51160,2_VRK1.7443,2_VSX2.338917,2_WDR62.284403,2_WEE1.7465,2_WFDC13.164237,2_WISP1.8840,2_WNT10A.80326,2_WNT6.7475,2_ZADH2.284273,2_ZBTB5.9925,2_ZC3HAV1.56829,2_ZCCHC18.644353,2_ZCCHC4.29063,2_ZFP2.80108,2_ZFX.7543,2_ZMYM6.9204,2_ZNF180.7733,2_ZNF181.339318,2_ZNF25.219749,2_ZNF283.284349,2_ZNF284.342909,2_ZNF326.284695,2_ZNF507.22847,2_ZNF527.84503,2_ZNF551.90233,2_ZNF558.148156,2_ZNF583.147949,2_ZNF586.54807,2_ZNF648.127665,2_ZNF655.79027,2_ZNF691.51058,2_ZNF700.90592,2_ZNF701.55762,2_ZNF782.158431,2_ZSWIM7.125150
0,71,0,171,239,166,195,0,0,0,0,0,0,119,95,271,39,108,0,186,142,0,270,0,0,40,0,0,0,162,228,0,69,178,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,407,0,0,0,0,0,0,0,0,295,399,0,0,0,0,0,0,0,0,406,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,20,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,0,0,0,0,0,0
100,441,3,0,0,0,4,0,0,1,7,3,0,0,2,1,0,0,0,0,0,5,41,0,0,0,0,0,5,1,0,0,0,80,0,0,0,0,147,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,371,0,0,1,1,1,0,0,0,1,0,1,3,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,1,6,1,1,2,6,0,8,0,0,0,1,25,0,0,0,1,0,1,0,1,1,4,1,1,1,0,0,0,1,2,0,0,0,1,5,2,1,0,0,0,0,0,4,0,1,3,0,0,1,0,2,1,1,0,4,0,0,0,6,10,1,0,1,0,0,0,0,0,0,4,0,1,0,0,8,16,2,1,3,0,15,3,0,0,0,2,1,1,1,0,0,1,0,0,1,5,1,2,0,0,1,1,0,0,0,0,0,1,1,0,0,2,0,8,3,0,1,1,1,39,0,2,0,1,0,0,2,0,0,0,1,0,0,0,1,8,2,1,0,0,1,0,0,1,1,0,1,0,0,1,0,3,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,1,0,1,16,0,0,0,1,1,1,6,0,1,0,1,0,0,0,6,1,0,0,1,0,1,1,0,0,0,5,0,0,185,345,0,0,0,1,2,1,1,4,50,190,1,2,0,3,2,0,0,1,36,37,0,0,0,2,0,1,1,0,0,3,0,20,1,0,0,0,5,0,1,0,0,0,228,1,0,1,12,0,0,3,88,3,2,7,0,1,0,14,0,3,2,1,1,0,32,1,1,1,0,0,0,0,1,2,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,1,0,388,3,0,1,16,2,6,11,0,1,0,0,0,0,0,284,0,0,2,0,0,1,1,1,1,0,2,0,0,0,0,7,1,1,0,0,2,5,0,76,1,0,1,1,2,1,1,0,0,3,0,69,2,1,1,1,25,0,1,0,0,2,8,0,7,1,1,9,1,2,5,0,12,0,1,0,0,2,0,1,0,1,1,3,0,0,1,0,0,18,0,2,0,0,1,0,0,5,0,0,0,47,0,0,0,1,0,1,0,0,0,0,6,1,0,1,0,0,1,1,1,0,1,1,0,1,8,0,6,5,0,1,0,5,0,0,0,51,2,0,1,19,1,0,7,0,1,0,1,167,0,1,3,0,0,3,2,7,1,1,2,2,0,0,1,1,2,0,2,0,0,55,1,2,1,0,0,10,1,1,1,0,0,0,1,0,1,0,2,0,3,0,1,0,13,0,1,1,31,1,0,1,5,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2,1,1,1,0,0,0,0,14,0,0,1,0,0,0,2,0,0,1,0,0,0,1,1,0,0,1,23,0,6,7,4,0,1,0,0,1,19,4,1,0,0,0,1,1,3,0,0,2,0,17,0,1,3,472,6,2,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,12,0,1
200,447,1,0,0,0,3,2,2,0,1,0,1,0,2,1,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,1,0,1,1,7,0,0,196,0,0,1,0,1,1,3,1,0,0,0,0,1,1,0,0,0,401,1,0,0,0,6,0,1,9,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,212,1,0,0,0,1,0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,32,1,1,0,0,1,0,0,17,2,0,5,0,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,1,49,0,0,0,0,0,0,1,0,2,1,0,1,0,0,2,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,18,0,1,4,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,11,297,0,2,2,0,3,0,0,0,0,242,0,0,0,0,0,0,1,0,3,255,3,2,4,0,7,0,1,2,0,0,0,0,0,33,5,1,0,0,0,0,0,0,166,0,0,0,0,0,1,1,192,0,0,0,0,1,4,0,0,0,0,0,0,1,103,0,0,0,0,0,0,0,0,0,2,0,1,0,3,1,0,0,4,0,0,2,0,1,3,0,0,0,0,1,1,0,1,0,1,362,11,0,0,0,0,13,0,1,0,0,15,0,1,1,373,1,0,0,0,0,0,0,0,0,1,0,2,1,1,4,1,0,1,1,3,1,0,0,60,0,5,0,0,0,0,0,1,2,0,34,0,0,0,0,0,0,1,0,0,0,0,0,0,198,0,0,0,0,0,0,1,0,0,2,2,1,1,0,0,0,1,0,3,4,0,0,1,9,33,3,0,1,2,1,0,2,0,1,0,1,31,0,0,1,1,1,0,1,0,2,6,154,0,1,0,0,4,1,0,1,3,0,1,1,1,0,0,0,9,0,0,0,0,0,0,1,162,0,1,0,1,0,1,1,29,0,0,0,180,0,1,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,1,2,0,1,0,2,0,0,0,1,0,1,3,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,8,23,1,0,0,1,0,0,0,0,0,0,1,2,1,1,0,1,0,4,2,1,2,1,0,0,3,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,2,0,0,1,1,0,1,0,0,0,0,475,4,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,1,1,0,0,1,0
299,450,0,0,0,0,5,0,1,0,0,0,1,0,2,1,0,0,1,0,0,0,1,1,3,0,2,0,0,0,0,0,0,0,0,5,0,1,187,0,1,0,2,0,1,0,0,2,8,0,4,2,0,0,1,1,402,0,12,0,0,1,2,0,0,0,2,0,0,1,0,1,0,1,0,2,0,1,0,2,7,0,0,3,0,0,0,0,0,0,0,0,1,0,2,1,2,0,236,0,3,1,0,0,0,0,0,0,0,39,0,0,1,7,1,0,0,1,1,0,0,0,0,0,1,6,8,0,5,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,2,0,64,1,0,0,6,0,1,1,1,0,0,4,0,3,2,0,0,2,0,3,2,0,0,0,2,1,1,0,0,0,1,0,0,0,4,0,0,0,0,8,1,1,0,0,1,1,0,2,0,0,1,1,0,1,2,2,0,0,0,3,0,0,0,1,0,5,0,0,1,1,2,0,9,5,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,23,1,1,3,0,1,0,2,1,3,1,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,1,4,1,0,0,0,0,0,1,0,0,0,1,6,0,1,1,1,259,4,0,0,0,0,0,0,0,0,252,0,0,1,0,0,2,2,0,1,278,3,0,2,0,1,0,1,1,7,0,1,0,0,3,5,0,0,1,0,3,1,10,177,1,7,0,0,1,0,1,234,0,0,0,2,1,2,1,0,0,1,0,0,0,86,0,0,0,2,1,1,1,0,0,1,0,0,0,3,0,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,1,2,0,0,325,2,1,0,0,0,2,0,0,0,1,5,1,0,0,384,0,20,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,12,1,0,1,24,0,0,0,10,0,0,0,0,0,0,98,0,0,0,0,0,0,1,0,1,4,0,0,1,234,0,0,0,0,0,0,0,0,2,0,4,0,0,1,0,1,1,0,2,1,2,0,2,8,56,0,0,0,2,1,1,0,0,0,2,0,3,0,2,0,1,0,0,10,1,15,1,185,0,2,0,2,4,0,0,1,0,0,1,1,0,0,1,0,1,3,0,1,0,1,2,0,160,0,0,0,1,0,0,1,59,0,2,0,184,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,3,0,2,0,0,1,0,1,0,0,0,2,1,0,0,27,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,4,0,0,1,0,2,0,1,0,1,1,0,0,0,0,6,0,0,1,0,0,0,1,0,1,0,0,3,0,0,0,1,2,1,0,0,0,0,0,1,0,2,0,0,476,4,2,0,2,0,0,1,1,1,0,1,1,1,0,1,25,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
