gen,evals,gen_feats,explored,root leanness_min,root leanness_avg,root leanness_max,root leanness_std,survival SKSurv Cox model concordance index_min,survival SKSurv Cox model concordance index_avg,survival SKSurv Cox model concordance index_max,survival SKSurv Cox model concordance index_std,root separation_min,root separation_avg,root separation_max,root separation_std
0,500,5133,5133,0.14002800840280097,0.24848331129981313,1.0,0.1410901350842901,0.4502950288947683,0.6629913331103762,0.7386848040537655,0.04511569414709067,0.0,0.5525895957940493,0.6162414339131256,0.07186225554468223
1,384,4054,5187,0.13736056394868904,0.2922362416136912,1.0,0.14828417164883914,0.4502950288947683,0.6627480316801191,0.7386848040537655,0.051084112256875085,0.0,0.5469421111491,0.6162414339131256,0.07883057395599953
2,372,2956,5248,0.13736056394868904,0.33104380806436495,1.0,0.16486315789559639,0.4502950288947683,0.6618116009868592,0.7503090320888589,0.05667361242248635,0.0,0.5386096914056206,0.6208181871050069,0.09285975634604256
3,362,2219,5302,0.1336306209562122,0.35460286727157164,1.0,0.1753515304537565,0.4801838178146825,0.660801055894889,0.7503090320888589,0.0591604525523439,0.0,0.5365409358859206,0.6208181871050069,0.10318023526648523
4,378,1813,5343,0.13245323570650439,0.38521327034297465,1.0,0.18780614042580634,0.4801838178146825,0.6580278377537925,0.7503090320888589,0.06215071152723781,0.0,0.5287167104589903,0.6208181871050069,0.11719346186911057
5,349,1620,5391,0.13483997249264842,0.40732694119704116,1.0,0.1970363028894668,0.4697656249836046,0.6552970646878914,0.7503090320888589,0.06755442057967788,0.0,0.5250775980570965,0.6210331110877247,0.12688254062289092
6,379,1341,5423,0.14002800840280097,0.4112147051969649,1.0,0.21170143173296097,0.4697656249836046,0.6647751755223035,0.7508136966248449,0.06854101042127744,0.0,0.5214555212108732,0.6210331110877247,0.14262904872496002
7,385,1284,5466,0.14002800840280097,0.40870742280670685,1.0,0.21556240408439575,0.47415186853492797,0.6682932335985283,0.7579798873547112,0.06973965505816326,0.0,0.5249874835601641,0.6265240841715047,0.14756439171522498
8,364,1184,5503,0.16222142113076254,0.4297836156304177,1.0,0.22425719988146733,0.47415186853492797,0.6656238257488016,0.7610212215627693,0.07205310734470347,0.0,0.5173129999664571,0.6265240841715047,0.1597842115931927
9,354,1076,5540,0.1643989873053573,0.428295357066596,1.0,0.22815861957288805,0.47415186853492797,0.6708208936049082,0.7610212215627693,0.073742545728031,0.0,0.5155420876958893,0.6265240841715047,0.1728300796654028
10,384,1065,5560,0.15617376188860607,0.4337242038633482,1.0,0.2463185420087837,0.4824601658960043,0.674326016459106,0.7613341849839093,0.07843763494136842,0.0,0.5038458081698328,0.6265240841715047,0.19186240519379297
