gen,evals,gen_feats,explored,root leanness_min,root leanness_avg,root leanness_max,root leanness_std,survival SKSurv Cox model concordance index_min,survival SKSurv Cox model concordance index_avg,survival SKSurv Cox model concordance index_max,survival SKSurv Cox model concordance index_std,root separation_min,root separation_avg,root separation_max,root separation_std
0,500,5171,5171,0.14002800840280097,0.2516666380428726,1.0,0.14763780449798983,0.49311432022614204,0.66257772650366,0.7425641514040574,0.04360213534017495,0.0,0.5442713618363623,0.6140309100612589,0.07961435886596105
1,367,4048,5235,0.14002800840280097,0.3000638673524097,1.0,0.1672235070785932,0.4680636719265803,0.6621026992963273,0.7425641514040574,0.053450312547198335,0.0,0.533723238229335,0.6140309100612589,0.0964018481912196
2,379,3007,5282,0.14002800840280097,0.3228060976010036,1.0,0.18228129207485805,0.4866987029238466,0.6662044700036726,0.7425641514040574,0.05550481361877936,0.0,0.5319222446844999,0.6140309100612589,0.10832707148720347
3,356,2329,5320,0.1386750490563073,0.3495606861165954,1.0,0.19422935943159128,0.4866987029238466,0.6644970921561375,0.7457618794789546,0.059108534967243685,0.0,0.5277477920994975,0.6140309100612589,0.11934794483652392
4,367,2003,5361,0.1386750490563073,0.37247083722662166,1.0,0.20946276055896504,0.4866987029238466,0.6667320158410046,0.7457618794789546,0.0618275675575315,0.0,0.5202570138300293,0.6140309100612589,0.13553481044013954
5,367,1663,5399,0.1386750490563073,0.4052106419392716,1.0,0.23055851263115706,0.46820892474918957,0.665018657124648,0.7592374547701041,0.068907444051977,0.0,0.5021252334725744,0.6218889522789021,0.1574224732531842
6,364,1492,5435,0.13736056394868904,0.44519175807327316,1.0,0.2518261239690343,0.46820892474918957,0.6550853455782176,0.7592374547701041,0.07560059810699697,0.0,0.4819081944861365,0.6223206305633473,0.18212445036748978
7,394,1330,5474,0.13736056394868904,0.45043967407991986,1.0,0.2675307976241384,0.4604904726174299,0.6568622210748958,0.7592374547701041,0.08020789547273816,0.0,0.47278728746568977,0.6223206305633473,0.20343218326992088
8,361,1237,5518,0.13736056394868904,0.4728839723229327,1.0,0.2989362657242643,0.497342774987576,0.6512209765653901,0.7592374547701041,0.08687860247986275,0.0,0.4501055777785691,0.6223206305633473,0.23259100115960815
9,362,1108,5541,0.13736056394868904,0.5114668510722881,1.0,0.3282497573653004,0.497342774987576,0.6399600411015207,0.7657885065284962,0.09588335699399374,0.0,0.41431965313388364,0.6223206305633473,0.26278789895174764
