gen,evals,gen_feats,explored,root leanness_min,root leanness_avg,root leanness_max,root leanness_std,survival SKSurv Cox model concordance index_min,survival SKSurv Cox model concordance index_avg,survival SKSurv Cox model concordance index_max,survival SKSurv Cox model concordance index_std,root separation_min,root separation_avg,root separation_max,root separation_std
0,500,5179,5179,0.14002800840280097,0.2536184908495716,1.0,0.15233212567032398,0.4321636177190306,0.6560268712304246,0.7333286069465333,0.05064525909618672,0.0,0.5463153884987403,0.6120986023485512,0.08256509757990059
1,373,4086,5244,0.13736056394868904,0.2966290770373738,1.0,0.16947713541012502,0.4321636177190306,0.6586249296765265,0.7333286069465333,0.059540435115669574,0.0,0.5394808835983989,0.6120986023485512,0.09512558660500527
2,379,3264,5292,0.13018891098082386,0.3323784474892976,1.0,0.18314641297346199,0.4321636177190306,0.6574912654390378,0.7553198382276141,0.06397869924779212,0.0,0.5345229190907272,0.6120986023485512,0.1075039570544362
3,372,2176,5343,0.1386750490563073,0.3517440196784306,1.0,0.19222624895356705,0.4690290243414208,0.6620676416466772,0.7553198382276141,0.0650651790791408,0.0,0.5302951936335424,0.6120986023485512,0.11602437386537973
4,386,1806,5388,0.14002800840280097,0.36178422970378005,1.0,0.20980139507564946,0.4690290243414208,0.664988182207004,0.7553198382276141,0.06757802756332147,0.0,0.5296845348474262,0.6120986023485512,0.12760916421983992
5,372,1586,5423,0.14907119849998599,0.4138945333470316,1.0,0.22477106882051784,0.4690290243414208,0.6551432499346088,0.7614500923354739,0.07576528376326087,0.0,0.5121069194817671,0.621719693624342,0.1482005516458663
6,375,1324,5457,0.14744195615489714,0.42894387650386573,1.0,0.23009029822603913,0.4690290243414208,0.6617961872318459,0.7614500923354739,0.07863079031368748,0.0,0.5045471321040205,0.6226000399936222,0.16207370011368336
7,378,1285,5490,0.14744195615489714,0.44554531590228713,1.0,0.2506010089360471,0.42754321074219215,0.6638384396733847,0.7614500923354739,0.084309172808575,0.0,0.49093914803164035,0.6226000399936222,0.1856552577187404
8,376,1248,5520,0.14586499149789456,0.4862460712901379,1.0,0.2602729975649826,0.42754321074219215,0.6587244566389682,0.7669804637176015,0.09030407502779818,0.0,0.46840944013201874,0.6246567116810545,0.20278557793241547
9,368,1139,5547,0.14586499149789456,0.5202893080937359,1.0,0.27750691815766554,0.4492225526106392,0.6556167110718771,0.7669804637176015,0.09302014047752093,0.0,0.445584020349366,0.6246567116810545,0.22246830244996105
10,356,992,5568,0.14586499149789456,0.5542047472986583,1.0,0.29808399693132215,0.4492225526106392,0.646700474139443,0.7669804637176015,0.1013560095060475,0.0,0.4132631412719894,0.6246567116810545,0.24945881579115972
11,382,1062,5601,0.14285714285714285,0.581471143581099,1.0,0.3188047140182668,0.46058026327403695,0.6380552022269121,0.7682622377198234,0.1065963914931568,0.0,0.38118368001334024,0.6246567116810545,0.272244480468513
