Algorithm,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Clinic,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clinic mrna,0.9666666666666667,0.8666666666666667,0.8666666666666667,0.8333333333333334,0.7333333333333333,0.7,0.7,0.7,0.5666666666666667,0.5666666666666667,0.5333333333333333,0.5,0.5,0.5,0.5,0.4666666666666667,0.4,0.4,0.3333333333333333,0.3
Clinic mirna,0.9130434782608695,0.782608695652174,0.7391304347826086,0.6956521739130435,0.6956521739130435,0.6521739130434783,0.6086956521739131,0.6086956521739131,0.6086956521739131,0.6086956521739131,0.4782608695652174,0.4782608695652174,0.4782608695652174,0.43478260869565216,0.391304347826087,0.34782608695652173,0.30434782608695654,0.13043478260869565,0.13043478260869565,0.13043478260869565
Clinic mirna mrna,0.9655172413793104,0.8620689655172413,0.7931034482758621,0.7931034482758621,0.7931034482758621,0.7586206896551724,0.7241379310344828,0.6551724137931034,0.6551724137931034,0.5172413793103449,0.5172413793103449,0.4482758620689655,0.41379310344827586,0.41379310344827586,0.3793103448275862,0.3448275862068966,0.3448275862068966,0.3103448275862069,0.27586206896551724,0.2413793103448276
Clinic mrna Sw,0.9473684210526315,0.7368421052631579,0.7368421052631579,0.6842105263157895,0.631578947368421,0.5263157894736842,0.5263157894736842,0.42105263157894735,0.42105263157894735,0.3684210526315789,0.3684210526315789,0.3157894736842105,0.3157894736842105,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.15789473684210525
Clinic mirna Sw,0.9411764705882353,0.8823529411764706,0.8235294117647058,0.6470588235294118,0.6470588235294118,0.5294117647058824,0.47058823529411764,0.4117647058823529,0.4117647058823529,0.29411764705882354,0.29411764705882354,0.23529411764705882,0.23529411764705882,0.17647058823529413,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
Clinic mirna mrna Sw,0.9545454545454546,0.8181818181818182,0.7727272727272727,0.7727272727272727,0.7272727272727273,0.6818181818181818,0.6818181818181818,0.6818181818181818,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.3181818181818182,0.3181818181818182,0.2727272727272727,0.2727272727272727,0.22727272727272727,0.18181818181818182,0.18181818181818182,0.18181818181818182
Clinic mrna SwT,0.9130434782608695,0.8260869565217391,0.7391304347826086,0.6521739130434783,0.6521739130434783,0.5217391304347826,0.4782608695652174,0.4782608695652174,0.43478260869565216,0.43478260869565216,0.391304347826087,0.391304347826087,0.34782608695652173,0.34782608695652173,0.34782608695652173,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.2608695652173913
Clinic mirna SwT,0.9130434782608695,0.782608695652174,0.7391304347826086,0.6521739130434783,0.6521739130434783,0.6086956521739131,0.6086956521739131,0.6086956521739131,0.6086956521739131,0.5652173913043478,0.5217391304347826,0.5217391304347826,0.4782608695652174,0.391304347826087,0.30434782608695654,0.21739130434782608,0.21739130434782608,0.17391304347826086,0.17391304347826086,0.17391304347826086
Clinic mirna mrna SwT,0.9583333333333334,0.875,0.7916666666666666,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.6666666666666666,0.6666666666666666,0.625,0.5833333333333334,0.5833333333333334,0.4583333333333333,0.4166666666666667,0.375,0.2916666666666667,0.25,0.25,0.20833333333333334,0.16666666666666666,0.16666666666666666
Clinic mrna CSw,0.96,0.92,0.76,0.64,0.64,0.64,0.6,0.56,0.56,0.52,0.48,0.48,0.44,0.36,0.32,0.32,0.32,0.28,0.24,0.2
Clinic mirna CSw,0.9090909090909091,0.8181818181818182,0.7727272727272727,0.7727272727272727,0.7272727272727273,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.5,0.5,0.45454545454545453,0.4090909090909091,0.4090909090909091,0.36363636363636365,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.18181818181818182,0.18181818181818182,0.18181818181818182
Clinic mirna mrna CSw,0.9583333333333334,0.7916666666666666,0.7083333333333334,0.6666666666666666,0.6666666666666666,0.625,0.625,0.625,0.625,0.625,0.5833333333333334,0.5,0.4166666666666667,0.375,0.375,0.3333333333333333,0.2916666666666667,0.2916666666666667,0.25,0.25
Clinic mrna LCSw,0.9615384615384616,0.9230769230769231,0.8846153846153846,0.7307692307692307,0.7307692307692307,0.6923076923076923,0.6538461538461539,0.5769230769230769,0.5,0.46153846153846156,0.46153846153846156,0.4230769230769231,0.34615384615384615,0.3076923076923077,0.2692307692307692,0.2692307692307692,0.23076923076923078,0.19230769230769232,0.15384615384615385,0.15384615384615385
Clinic mirna LCSw,0.96,0.92,0.8,0.76,0.72,0.68,0.64,0.6,0.6,0.52,0.44,0.44,0.4,0.36,0.32,0.28,0.28,0.28,0.28,0.24
Clinic mirna mrna LCSw,0.9545454545454546,0.9090909090909091,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.6818181818181818,0.6818181818181818,0.6363636363636364,0.5909090909090909,0.5454545454545454,0.4090909090909091,0.4090909090909091,0.36363636363636365,0.3181818181818182,0.3181818181818182,0.2727272727272727,0.22727272727272727,0.22727272727272727,0.09090909090909091,0.09090909090909091
