gen,evals,gen_feats,explored,PanKidney logistic classifier (max_iter=100) balanced accuracy_min,PanKidney logistic classifier (max_iter=100) balanced accuracy_avg,PanKidney logistic classifier (max_iter=100) balanced accuracy_max,PanKidney logistic classifier (max_iter=100) balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,200,4332,4332,0.25,0.7127967369293079,0.8106274162371134,0.11685448034588185,0.0196078431372549,0.09313377473684353,1.0,0.16508701502512774
1,147,2339,4479,0.25,0.6932575190997791,0.8112717461340206,0.1470362920432413,0.018867924528301886,0.14251761344486297,1.0,0.2009311295849755
2,147,1202,4620,0.25,0.6690599255568851,0.818181033689249,0.16872786269272344,0.018518518518518517,0.1916590783637023,1.0,0.23096775412779916
3,137,716,4765,0.25,0.6738641096741531,0.8290828654270987,0.17545403978712507,0.018518518518518517,0.2242850626277908,1.0,0.27225637620040605
4,147,611,4900,0.25,0.6654622779363034,0.8314818437039764,0.19553345997241814,0.01818181818181818,0.2715738809937178,1.0,0.32016610376863686
5,158,493,5046,0.25,0.6380866134710971,0.8314818437039764,0.21896268314295625,0.019230769230769232,0.33348512726540686,1.0,0.3603634484218404
6,155,433,5212,0.25,0.5883172490565169,0.8524139359351989,0.2380399284487288,0.023255813953488372,0.4283658607888979,1.0,0.3918197550402526
7,136,341,5333,0.25,0.5072317976804124,0.8524139359351989,0.25324170569440513,0.023255813953488372,0.5738216765374768,1.0,0.41536798453034407
8,131,256,5457,0.25,0.38097930953148007,0.8524139359351989,0.2216088764273981,0.05555555555555555,0.7873914112847936,1.0,0.35732100274017004
9,120,209,5576,0.25,0.29054608396999265,0.8524139359351989,0.13979347976785111,0.06666666666666667,0.9357632783882783,1.0,0.22119957737791227
10,132,201,5696,0.25,0.2749753486284978,0.8588313466494846,0.11123848063317827,0.07142857142857142,0.9612513736263736,1.0,0.1724907184389034
11,115,197,5825,0.25,0.28540007421299707,0.8588313466494846,0.1313325098331214,0.07142857142857142,0.9453585164835165,1.0,0.202699238298446
12,134,235,5967,0.25,0.28834431666513255,0.8588313466494846,0.1369847418372865,0.07142857142857142,0.9409835164835165,1.0,0.21075543314705072
13,125,216,6095,0.25,0.28356951571704714,0.8588313466494846,0.12972254881203962,0.07142857142857142,0.9489835164835165,1.0,0.197226053900758
14,129,211,6213,0.25,0.28438334177098673,0.8588313466494846,0.13185501038256783,0.07142857142857142,0.947845238095238,1.0,0.2002119550770691
15,143,244,6360,0.25,0.2926668354197349,0.8588313466494846,0.14601782148468775,0.07142857142857142,0.9352261904761905,1.0,0.22202850722720716
