0_ajcc_pathologic_tumor_stage_Stage I,0_ajcc_pathologic_tumor_stage_Stage IV,1_ACTN2.88,1_ANAPC5.51433,1_ANKRD56.345079,1_ASPSCR1.79058,1_ATP13A1.57130,1_ATP5E.514,1_BARX1.56033,1_BCL2L12.83596,1_C11orf48.79081,1_C11orf54.28970,1_C15orf33.196951,1_C2orf28.51374,1_C5orf23.79614,1_C8orf47.203111,1_CASP9.842,1_CD63.967,1_CDADC1.81602,1_CDC123.8872,1_CHAC1.79094,1_CHEK2.11200,1_CHFR.55743,1_CLIP3.25999,1_COX5B.1329,1_CRELD2.79174,1_CTAGE5.4253,1_CYBA.1535,1_DBN1.1627,1_DDAH1.23576,1_DDX47.51202,1_DENND4C.55667,1_EN2.2020,1_FASN.2194,1_FAT4.79633,1_FOXA2.3170,1_GAL3ST2.64090,1_GDF5.8200,1_GFPT2.9945,1_GIPC1.10755,1_GLT25D1.79709,1_HM13.81502,1_IGFN1.91156,1_IRF6.3664,1_ITGA2.3673,1_ITGB1BP1.9270,1_JSRP1.126306,1_KIAA1109.84162,1_KIF20A.10112,1_LAGE3.8270,1_LOC678655.678655,1_LOC728743.728743,1_LSM1.27257,1_MEMO1.51072,1_MPV17L2.84769,1_NCOA4.8031,1_NME2.4831,1_NPR3.4883,1_ONECUT2.9480,1_PARD3B.117583,1_PFDN2.5202,1_PFDN4.5203,1_PIK3C2A.5286,1_PLAUR.5329,1_PLXNB3.5365,1_PPAP2B.8613,1_PRDM16.63976,1_PSMD13.5719,1_PSMD3.5709,1_PSMD4.5710,1_PTCD1.26024,1_PYCR2.29920,1_QRFPR.84109,1_RAC3.5881,1_RNF152.220441,1_SDHAF2.54949,1_SEC24B.10427,1_SEPT10.151011,1_SFRS9.8683,1_SGCB.6443,1_SLC1A1.6505,1_SLC4A3.6508,1_SMARCD1.6602,1_SNRPC.6631,1_SOS2.6655,1_SOX13.9580,1_SP5.389058,1_SPC25.57405,1_SRM.6723,1_SSTR1.6751,1_STON1.GTF2A1L.286749,1_SUCLA2.8803,1_SUSD4.55061,1_TPD52L2.7165,1_TSTA3.7264,1_TXNDC17.84817,1_UBE2V1.7335,1_WDR7.23335
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
