0_age_at_initial_pathologic_diagnosis,1_AASS.10157,1_ABHD15.116236,1_ABTB2.25841,1_ACAP1.9744,1_ACO1.48,1_ADAM17.6868,1_ADD2.119,1_ADHFE1.137872,1_ADO.84890,1_AIPL1.23746,1_ALDOB.229,1_ANKRD13C.81573,1_ANKRD16.54522,1_APOBEC3G.60489,1_APOH.350,1_ARMC9.80210,1_ARNTL.406,1_ARPC5.10092,1_ART3.419,1_ASGR1.432,1_ASPHD1.253982,1_ASTN2.23245,1_ATP1A1.476,1_ATP6V0E2.155066,1_B3GALNT2.148789,1_B3GAT1.27087,1_BCAN.63827,1_BCAT1.586,1_BRP44L.51660,1_BTN1A1.696,1_BTN3A1.11119,1_C14orf4.64207,1_C17orf72.92340,1_C18orf10.25941,1_C1orf91.56063,1_C1QC.714,1_C22orf32.91689,1_C5orf38.153571,1_C6orf132.647024,1_C6orf58.352999,1_CAPN6.827,1_CARKD.55739,1_CASP1.834,1_CBFB.865,1_CCDC126.90693,1_CCDC37.348807,1_CCDC83.220047,1_CCDC8.83987,1_CCDC9.26093,1_CCDC99.54908,1_CCNB1.891,1_CCR3.1232,1_CD101.9398,1_CDH12.1010,1_CDK13.8621,1_CDKN2BAS.100048912,1_CDR2.1039,1_CEACAM1.634,1_CENPL.91687,1_CHIC2.26511,1_CIB2.10518,1_CLEC6A.93978,1_CNTNAP2.26047,1_COX15.1355,1_CPB1.1360,1_CPLX2.10814,1_CRIP3.401262,1_CRLF1.9244,1_CRTAC1.55118,1_CSTA.1475,1_CTNND1.1500,1_CTNND2.1501,1_CUTC.51076,1_CXCL10.3627,1_DDC.1644,1_DEK.7913,1_DFNB59.494513,1_DGCR10.26222,1_DHRS2.10202,1_DHRS7B.25979,1_DIAPH3.81624,1_DNALI1.7802,1_ECE1.1889,1_EEF2.1938,1_EFHB.151651,1_EFNA4.1945,1_ELTD1.64123,1_ENDOU.8909,1_EPB41.2035,1_EPB41L2.2037,1_EPHA4.2043,1_EYA1.2138,1_FAM110B.90362,1_FAM115C.285966,1_FAM163B.642968,1_FAM91A1.157769,1_FBLL1.345630,1_FBXO22OS.692224,1_FBXO25.26260,1_FBXO45.200933,1_FBXO5.26271,1_FDFT1.2222,1_FIBCD1.84929,1_FRMD7.90167,1_FRY.10129,1_FYN.2534,1_G6PC.2538,1_G6PD.2539,1_GABRA3.2556,1_GAD1.2571,1_GADD45A.1647,1_GARNL3.84253,1_GGCX.2677,1_GGT5.2687,1_GJA9.81025,1_GJC1.10052,1_GLTPD1.80772,1_GPD2.2820,1_GPR139.124274,1_GPR152.390212,1_GPRC5A.9052,1_GRINA.2907,1_GXYLT1.283464,1_HAUS5.23354,1_HEATR3.55027,1_HILS1.373861,1_HIST1H3A.8350,1_HIST1H4F.8361,1_HLA.DMA.3108,1_HOXD3.3232,1_ICAM1.3383,1_IFT172.26160,1_IGSF3.3321,1_IL12B.3593,1_IL7.3574,1_ITPK1.3705,1_ITPRIPL2.162073,1_KCNN2.3781,1_KIAA0125.9834,1_KIAA0430.9665,1_KIAA0562.9731,1_KIAA1012.22878,1_KIAA1257.57501,1_KIF21B.23046,1_KLK11.11012,1_LARP1B.55132,1_LARP4.113251,1_LMO7.4008,1_LOC100128811.100128811,1_LOC100133612.100133612,1_LOC100289341.100289341,1_LOC153328.153328,1_LOC219347.219347,1_LOC284276.284276,1_LRCH2.57631,1_LRIG1.26018,1_LRRC15.131578,1_LRRC27.80313,1_LRRIQ1.84125,1_LRRK2.120892,1_LY6G6D.58530,1_LYPLA2.11313,1_LYRM4.57128,1_MACC1.346389,1_MAPKAPK2.9261,1_MBNL3.55796,1_MND1.84057,1_MPST.4357,1_MRPL4.51073,1_MRPS2.51116,1_MXI1.4601,1_MYOM1.8736,1_NAB2.4665,1_NCAPD3.23310,1_NIPAL2.79815,1_NKIRAS1.28512,1_NKRF.55922,1_NME7.29922,1_NPVF.64111,1_NR2F2.7026,1_OLIG1.116448,1_OR4N3P.390539,1_OR51E1.143503,1_PAICS.10606,1_PAR4.347745,1_PCDH11Y.83259,1_PCDHB11.56125,1_PDLIM4.8572,1_PECAM1.5175,1_PEX16.9409,1_PGAM1.5223,1_PHLDB3.653583,1_PKD1.5310,1_PKD2.5311,1_PKNOX2.63876,1_PLAC8.51316,1_PLAT.5327,1_PLAU.5328,1_POLR3E.55718,1_POU6F1.5463,1_PPP4R4.57718,1_PRIC285.85441,1_PRRX1.5396,1_PTCD3.55037,1_PTDSS2.81490,1_PTGFR.5737,1_PUF60.22827,1_R3HCC1.203069,1_RAB33A.9363,1_RAB35.11021,1_RAB3B.5865,1_RAB6A.5870,1_RABGAP1.23637,1_RAD18.56852,1_RALGAPB.57148,1_RAPGEF4.11069,1_RASGEF1C.255426,1_RBM15.64783,1_RDBP.7936,1_REEP1.65055,1_RFXAP.5994,1_RHBDL1.9028,1_RNF34.80196,1_RPA1.6117,1_RTEL1.51750,1_RUNDC2C.440352,1_RUNX1T1.862,1_S100A6.6277,1_SDHA.6389,1_SEC63.11231,1_SERP1.27230,1_SH2D1A.4068,1_SLC25A45.283130,1_SLC38A5.92745,1_SLC39A3.29985,1_SLC43A3.29015,1_SLC4A3.6508,1_SLC5A3.6526,1_SLC6A18.348932,1_SMARCE1.6605,1_SMS.6611,1_SNAPC2.6618,1_SNCG.6623,1_SNHG8.100093630,1_SNORA5A.654319,1_SNX8.29886,1_SOLH.6650,1_SPDYE8P.389517,1_SRP72.6731,1_ST14.6768,1_ST3GAL1.6482,1_STX3.6809,1_STX5.6811,1_SULF2.55959,1_TAF8.129685,1_TAGLN2.8407,1_TBC1D2B.23102,1_TBCC.6903,1_TCEB3.6924,1_TCF25.22980,1_TCP1.6950,1_TCTN1.79600,1_TDG.6996,1_TF.7018,1_TFAP2E.339488,1_TFDP1.7027,1_THSD1P1.374500,1_TIMP1.7076,1_TLL1.7092,1_TM6SF2.53345,1_TMC3.342125,1_TMEM14B.81853,1_TNRC6C.57690,1_TP53TG5.27296,1_TPP2.7174,1_TRIM33.51592,1_TRIM8.81603,1_TSGA10IP.254187,1_TSSC4.10078,1_TTTY19.252952,1_TUBGCP2.10844,1_TYR.7299,1_UBE2A.7319,1_UBXN11.91544,1_UPF3A.65110,1_UROS.7390,1_USP28.57646,1_VAV3.10451,1_VPS52.6293,1_WEE1.7465,1_XRCC3.7517,1_ZC3HAV1L.92092,1_ZDHHC18.84243,1_ZFYVE27.118813,1_ZMYM4.9202,1_ZNF417.147687,1_ZNF438.220929,1_ZNF611.81856,1_ZNF616.90317,1_ZNF644.84146,1_ZNF804A.91752,1_ZNF808.388558,1_ZNF829.374899,1_ZNHIT6.54680
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
