0_age_at_initial_pathologic_diagnosis,1_ABCA3.21,1_ABCC6P2.730013,1_ADAM9.8754,1_ADAMDEC1.27299,1_ADAMTS3.9508,1_ADAR.103,1_ADCY3.109,1_ADD1.118,1_ADPRH.141,1_AK1.203,1_AKAP13.11214,1_APAF1.317,1_APOBEC3C.27350,1_APOE.348,1_ASCC1.51008,1_AUH.549,1_BCORL1.63035,1_BLK.640,1_BLZF1.8548,1_BRCA1.672,1_C11orf73.51501,1_C17orf77.146723,1_C1orf173.127254,1_C20orf56.140828,1_C21orf125.284836,1_C21orf49.54067,1_C2orf56.55471,1_C2orf85.285093,1_C6orf203.51250,1_C7orf23.79161,1_C7orf36.57002,1_C7orf49.78996,1_C7orf57.136288,1_CALCRL.10203,1_CAND1.55832,1_CASP4.837,1_CCDC123.84902,1_CD96.10225,1_CDC20B.166979,1_CDC25A.993,1_CENPE.1062,1_CER1.9350,1_CFHR4.10877,1_CHMP5.51510,1_CHST3.9469,1_CLN8.2055,1_CNIH3.149111,1_COCH.1690,1_COX16.51241,1_CR1.1378,1_CTSZ.1522,1_DEPDC1.55635,1_DGCR2.9993,1_DHRS13.147015,1_DND1.373863,1_DPEP1.1800,1_EEA1.8411,1_EFHB.151651,1_EIF4EBP2.1979,1_ELK1.2002,1_EPHX1.2052,1_ETNK2.55224,1_EYA3.2140,1_FAM110B.90362,1_FAM171A2.284069,1_FAM22D.728130,1_FAM35B2.439965,1_FAM46A.55603,1_FBLN5.10516,1_FBP1.2203,1_FBXW4.6468,1_FIGN.55137,1_FLJ36000.284124,1_FLNA.2316,1_FNDC3B.64778,1_FOXJ3.22887,1_FXYD2.486,1_GABARAPL2.11345,1_GAPDHS.26330,1_GDNF.2668,1_GDPD2.54857,1_GK.2710,1_GNGT2.2793,1_GOT2.2806,1_GPNMB.10457,1_GPR139.124274,1_GPX7.2882,1_GRIA1.2890,1_GSDMD.79792,1_HAR1B.768097,1_HAS3.3038,1_HEBP2.23593,1_HILS1.373861,1_HIST1H3A.8350,1_HIST1H4D.8360,1_HIST2H3D.653604,1_HLA.DRB6.3128,1_HMG20A.10363,1_HMX1.3166,1_HORMAD1.84072,1_HOXB2.3212,1_HRH4.59340,1_HSPB1.3315,1_IARS.3376,1_IGFBP2.3485,1_IKZF5.64376,1_IL13RA1.3597,1_IL17B.27190,1_IL5RA.3568,1_IQGAP2.10788,1_ITFG1.81533,1_KIAA1370.56204,1_LARGE.9215,1_LILRA3.11026,1_LIN7A.8825,1_LOC100133920.100133920,1_LOC282997.282997,1_LOC284276.284276,1_LOC541471.541471,1_LOC646982.646982,1_LOC650368.650368,1_LOC92249.92249,1_LOH12CR2.503693,1_LPGAT1.9926,1_MAGEA6.4105,1_MAN1C1.57134,1_MARCKS.4082,1_MEIS3P1.4213,1_METTL5.29081,1_MGAT4A.11320,1_MLL2.8085,1_MLLT3.4300,1_MMP23A.8511,1_MRFAP1L1.114932,1_MRO.83876,1_MTHFD2.10797,1_MYCBPAP.84073,1_NANOS1.340719,1_NCRNA00092.100188953,1_NDC80.10403,1_NDEL1.81565,1_NDUFB6.4712,1_NEK10.152110,1_NET1.10276,1_NFE2L2.4780,1_NFIB.4781,1_NGRN.51335,1_NLGN2.57555,1_OAZ1.4946,1_ODF3L1.161753,1_ODZ3.55714,1_OR52E6.390078,1_PAWR.5074,1_PCDHGC3.5098,1_PDE6D.5147,1_PER3.8863,1_PHF11.51131,1_PHTF1.10745,1_PKNOX2.63876,1_PLEKHA2.59339,1_PLEKHA3.65977,1_PLXNB2.23654,1_POC1A.25886,1_POLK.51426,1_PPAPDC1A.196051,1_PPP2R5A.5525,1_PRKAB2.5565,1_PRR11.55771,1_PTGFRN.5738,1_PTK6.5753,1_RAB42.115273,1_RAD18.56852,1_RCAN3.11123,1_RDM1.201299,1_RFC4.5984,1_RGPD1.400966,1_RGPD6.729540,1_RHCG.51458,1_RIBC1.158787,1_RIBC2.26150,1_RICTOR.253260,1_RIN1.9610,1_RLBP1.6017,1_RPL4.6124,1_RPS16.6217,1_RPUSD4.84881,1_RRAGC.64121,1_RSPH4A.345895,1_RYR3.6263,1_SAMD10.140700,1_SAMHD1.25939,1_SCN7A.6332,1_SCNN1G.6340,1_SCXB.642658,1_SERPINF1.5176,1_SETD8.387893,1_SHKBP1.92799,1_SLAMF8.56833,1_SLC13A3.64849,1_SLC1A6.6511,1_SLC22A23.63027,1_SLC47A1.55244,1_SLC4A4.8671,1_SLC6A6.6533,1_SMAP1.60682,1_SMC4.10051,1_SNAP91.9892,1_SNCAIP.9627,1_SS18.6760,1_STIL.6491,1_SULF2.55959,1_TAF12.6883,1_TCEAL4.79921,1_TDH.157739,1_TMEM176A.55365,1_TMEM192.201931,1_TNFSF11.8600,1_TNIP2.79155,1_TNK2.10188,1_TP53I11.9537,1_TRIP4.9325,1_TRMT11.60487,1_TSPAN11.441631,1_TTC24.164118,1_TTL.150465,1_TTLL13.440307,1_UBE2J1.51465,1_UST.10090,1_UTP20.27340,1_VPS72.6944,1_VWA5B1.127731,1_WDR67.93594,1_WEE1.7465,1_XKR8.55113,1_ZAK.51776,1_ZC3HAV1L.92092,1_ZNF195.7748,1_ZNF230.7773,1_ZNF260.339324,1_ZNF277.11179,1_ZNF311.282890,1_ZNF32.7580,1_ZNF383.163087,1_ZNF418.147686,1_ZNF549.256051,1_ZNF630.57232,1_ZNF648.127665,1_ZNF735.730291
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
