0_age_at_initial_pathologic_diagnosis,1_ACP6.51205,1_ACSM3.6296,1_ACVR2B.93,1_ADAMTSL4.54507,1_ADAMTSL5.339366,1_ADD3.120,1_ADK.132,1_ADPGK.83440,1_ADPRHL1.113622,1_AFF1.4299,1_AGPAT9.84803,1_AHSA1.10598,1_AK2.204,1_ALDH1A3.220,1_ALPK2.115701,1_ALPK3.57538,1_ANGPTL7.10218,1_ANKRD13C.81573,1_ANKRD28.23243,1_AP4S1.11154,1_ARHGDIB.397,1_ARMCX2.9823,1_ARRB1.408,1_ATP11B.23200,1_ATPIF1.93974,1_BANF2.140836,1_BCAT1.586,1_BICD1.636,1_BLZF1.8548,1_C10orf137.26098,1_C10orf95.79946,1_C11orf20.25858,1_C11orf49.79096,1_C12orf29.91298,1_C12orf41.54934,1_C14orf142.84520,1_C14orf167.55449,1_C15orf21.283651,1_C17orf96.100170841,1_C19orf28.126321,1_C1orf103.55791,1_C1QTNF4.114900,1_C22orf27.150291,1_C22orf28.51493,1_C2orf34.79823,1_C3orf30.152405,1_C6orf125.84300,1_C6orf134.79969,1_C6orf225.619208,1_C6orf64.55776,1_CABC1.56997,1_CCBL2.56267,1_CCDC129.223075,1_CCL27.10850,1_CCNA1.8900,1_CCR5.1234,1_CD3G.917,1_CD59.966,1_CD81.975,1_CDKN2BAS.100048912,1_CEP135.9662,1_CGRRF1.10668,1_CHEK1.1111,1_CHRND.1144,1_CIAO1.9391,1_CKMT2.1160,1_CLASP2.23122,1_CMTM6.54918,1_COL5A2.1290,1_CSDC2.27254,1_CTNNBIP1.56998,1_CTSK.1513,1_CUEDC2.79004,1_DAB2IP.153090,1_DEAF1.10522,1_DEPDC1B.55789,1_DERL2.51009,1_DGCR6.8214,1_E2F8.79733,1_EEF1G.1937,1_EFHB.151651,1_EIF2C1.26523,1_ELMOD2.255520,1_ERN1.2081,1_EXOC2.55770,1_FAM103A1.83640,1_FAM190B.54462,1_FAM22A.728118,1_FAM35B2.439965,1_FAM64A.54478,1_FAM66C.440078,1_FAM7A3.89837,1_FAM83D.81610,1_FAM86C.55199,1_FBLL1.345630,1_FBLN1.2192,1_FKBP15.23307,1_FLJ10038.55056,1_FLJ35220.284131,1_FLJ36000.284124,1_FLVCR2.55640,1_FOXI3.344167,1_GAS8.2622,1_GBP1.2633,1_GCKR.2646,1_GCSH.2653,1_GHRH.2691,1_GOLGA5.9950,1_GOLT1A.127845,1_GPR1.2825,1_GPRASP1.9737,1_GSG1.83445,1_GSTA1.2938,1_GSX2.170825,1_GTPBP4.23560,1_HHLA3.11147,1_HILS1.373861,1_HLA.DMB.3109,1_HNRPDL.9987,1_HSPA14.51182,1_HSPB8.26353,1_ICOSLG.23308,1_IDI2.91734,1_IFI35.3430,1_IGFBP2.3485,1_IL2RG.3561,1_IL9R.3581,1_IRGM.345611,1_ISL1.3670,1_ITIH3.3699,1_ITM2B.9445,1_ITPRIPL2.162073,1_KCNE2.9992,1_KCNE3.10008,1_KCNIP3.30818,1_KDM3B.51780,1_KIAA1147.57189,1_KIFC1.3833,1_KLF10.7071,1_KLF3.51274,1_LAMA2.3908,1_LAPTM5.7805,1_LAX1.54900,1_LBXCOR1.390598,1_LGALS3BP.3959,1_LOC100270710.100270710,1_LOC100287704.100287704,1_LOC100302640.100302640,1_LOC286467.286467,1_LOC389705.389705,1_LOC645752.645752,1_LOC647946.647946,1_LZTS2.84445,1_MALT1.10892,1_MAP1LC3C.440738,1_MAPK4.5596,1_MARCH5.54708,1_MARCKSL1.65108,1_MDFIC.29969,1_MFAP4.4239,1_MGC16703.113691,1_MGC3771.81854,1_MRPL38.64978,1_MRPS16.51021,1_MTMR1.8776,1_MX1.4599,1_MXD4.10608,1_MYD88.4615,1_NAT14.57106,1_NDUFS2.4720,1_NEURL3.93082,1_NLRP12.91662,1_NMNAT3.349565,1_NSUN7.79730,1_NUMBL.9253,1_OIP5.11339,1_OR1J4.26219,1_OR7E91P.79315,1_OSR2.116039,1_P2RX5.5026,1_P2RY8.286530,1_PARN.5073,1_PCDHB11.56125,1_PCIF1.63935,1_PCSK1N.27344,1_PDS5A.23244,1_PGGT1B.5229,1_PHACTR3.116154,1_PIM1.5292,1_PLB1.151056,1_POU5F1.5460,1_PPAPDC1A.196051,1_PPIG.9360,1_PPP1R3C.5507,1_PPP1R7.5510,1_PPP3R2.5535,1_PRDX6.9588,1_PRKAR1A.5573,1_PSMC2.5701,1_PSPC1.55269,1_PTDSS2.81490,1_PTPRN.5798,1_PXN.5829,1_PYCR1.5831,1_RAB3D.9545,1_RAET1L.154064,1_RANBP9.10048,1_RARG.5916,1_RASA1.5921,1_RBX1.9978,1_RDH12.145226,1_RGN.9104,1_RGS20.8601,1_RHOF.54509,1_RNASEH2A.10535,1_RNF5P1.286140,1_ROGDI.79641,1_RPL23.9349,1_RPL39L.116832,1_RPL7.6129,1_RPLP2.6181,1_RPS23.6228,1_S1PR2.9294,1_SALL3.27164,1_SCAI.286205,1_SCARB2.950,1_SCARNA9.619383,1_SEC1.653677,1_SEC61A1.29927,1_SEMA4B.10509,1_SFN.2810,1_SFTPD.6441,1_SH3GL2.6456,1_SHISA4.149345,1_SHQ1.55164,1_SIX6.4990,1_SLC16A1.6566,1_SLC22A18.5002,1_SLC24A3.57419,1_SLC26A4.5172,1_SLC38A6.145389,1_SLC48A1.55652,1_SLC4A3.6508,1_SLC4A5.57835,1_SLC5A12.159963,1_SLC9A11.284525,1_SLC9A6.10479,1_SMC4.10051,1_SNAI2.6591,1_SNHG6.641638,1_SORBS1.10580,1_SORCS1.114815,1_SPIN2B.474343,1_SPPL3.121665,1_SPTY2D1.144108,1_SRGAP1.57522,1_SUZ12P.440423,1_SYN3.8224,1_TCF7.6932,1_TEX101.83639,1_TFAP2B.7021,1_THUMPD3.25917,1_TJP2.9414,1_TLK1.9874,1_TLX1NB.100038246,1_TM9SF1.10548,1_TMEM102.284114,1_TMEM163.81615,1_TMEM194A.23306,1_TMEM20.159371,1_TMEM60.85025,1_TMLHE.55217,1_TNFRSF10C.8794,1_TPM3.7170,1_TRAF5.7188,1_TTC13.79573,1_TTC39A.22996,1_TTF2.8458,1_TXNDC5.81567,1_UACA.55075,1_UBAC2.337867,1_UGT2B15.7366,1_UPF2.26019,1_USP24.23358,1_USP47.55031,1_VAV3.10451,1_VILL.50853,1_VPS26A.9559,1_VSIG10L.147645,1_WDR24.84219,1_WDR52.55779,1_WDR64.128025,1_WDR72.256764,1_WDR8.49856,1_WEE1.7465,1_YWHAE.7531,1_ZBED2.79413,1_ZMYM1.79830,1_ZNF485.220992,1_ZNF530.348327,1_ZNF551.90233,1_ZNF648.127665,1_ZNF780A.284323
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
