gen,evals,gen_feats,explored,Pam50 random forest balanced accuracy_min,Pam50 random forest balanced accuracy_avg,Pam50 random forest balanced accuracy_max,Pam50 random forest balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,908,908,0.2,0.5712831004685774,0.7544311581894311,0.1177161799782356,0.0196078431372549,0.09320044665187292,1.0,0.16398659929732592
1,511,1142,1176,0.2,0.5830457959934541,0.776450678615428,0.11986026506373888,0.0196078431372549,0.10123565131503193,1.0,0.11577126871018836
2,500,1204,1441,0.2,0.6044059483903006,0.776450678615428,0.1150152789663109,0.01818181818181818,0.1041967865238431,1.0,0.11583383441613325
3,500,1193,1680,0.2,0.6220762861409784,0.776450678615428,0.11325736391612087,0.01818181818181818,0.10763314549369778,1.0,0.11735725525513158
4,500,1180,1896,0.2,0.6367613457040124,0.776450678615428,0.11289390564736569,0.01818181818181818,0.11115093502320902,1.0,0.11889839401553756
5,500,1200,2141,0.2,0.6512905500686939,0.7779979130938397,0.11076519673497842,0.018518518518518517,0.11267754230405058,1.0,0.11955929271785122
6,500,1202,2345,0.2,0.6504816501992597,0.7838064259382806,0.11626352767872591,0.018518518518518517,0.1236842425677507,1.0,0.12250160863959775
7,500,1225,2576,0.2,0.6639837126839964,0.7838064259382806,0.113037500208045,0.018518518518518517,0.1234056811694754,1.0,0.12137005517430631
8,500,1220,2801,0.2,0.6669607124950371,0.7838207598814674,0.11417672807083895,0.02,0.13219458339166779,1.0,0.12221971857940679
9,500,1237,3009,0.2,0.6796163342061604,0.7917403999246893,0.11343543681561939,0.02,0.13279789873899686,1.0,0.12194979616490442
10,500,1178,3192,0.2,0.6892272952727491,0.8032100827395107,0.11387531209818699,0.02,0.13649529145809736,1.0,0.12255237885033635
11,500,1182,3399,0.2,0.6980953167656485,0.8032100827395107,0.1148351078723234,0.02,0.13952736419039136,1.0,0.12341691529798182
12,500,1190,3604,0.2,0.7038260826177447,0.8041407615391225,0.11693903536771941,0.02040816326530612,0.1422777772186283,1.0,0.12432834941336035
13,500,1157,3796,0.2,0.7048116627476421,0.8073411746227299,0.12051299691117529,0.02040816326530612,0.14845515751480337,1.0,0.1256340087208701
14,500,1173,3998,0.2,0.7113035491047979,0.8073411746227299,0.12218562138402575,0.02857142857142857,0.14947422895174348,1.0,0.12677918420125106
15,500,1140,4174,0.2,0.7186829208210375,0.8073411746227299,0.12172723407018513,0.029411764705882353,0.14967420702705503,1.0,0.1268998048195351
16,500,1168,4376,0.2,0.7220831557237543,0.8088698542764096,0.12355114252040278,0.029411764705882353,0.14956268908322992,1.0,0.12873295880690164
17,500,1200,4576,0.2,0.7276761301985912,0.8176048194110754,0.12139770506317533,0.029411764705882353,0.14945731995496805,1.0,0.1269148893555337
18,500,1187,4759,0.2,0.7313056489038328,0.8193691478969608,0.12122900263938106,0.029411764705882353,0.1513729786817575,1.0,0.12583346730444128
19,500,1185,4938,0.2,0.7330737115908307,0.8193691478969608,0.12315426224939378,0.03225806451612903,0.15513856444188662,1.0,0.12602491450941547
20,500,1206,5129,0.2,0.7358355674075635,0.8286736677021895,0.12452017917189158,0.03225806451612903,0.15564153445604859,1.0,0.12708081746715377
21,500,1151,5313,0.2,0.7373785249391852,0.8286736677021895,0.12519330430624495,0.03225806451612903,0.1579388915743345,1.0,0.12664326346594112
22,500,1183,5475,0.2,0.7369946741769366,0.8286736677021895,0.1272001533859244,0.03225806451612903,0.16129134894795352,1.0,0.12694546502616613
23,500,1176,5645,0.2,0.7407099376008748,0.8286736677021895,0.12564210341696094,0.037037037037037035,0.15906502444599765,1.0,0.1260732608988462
24,500,1163,5812,0.2,0.7407526307859332,0.8286736677021895,0.1278127022932396,0.037037037037037035,0.16131506246292557,1.0,0.12683016331692704
25,500,1171,5988,0.2,0.741841643268487,0.8286736677021895,0.12771968249996962,0.037037037037037035,0.16215075546216345,1.0,0.12650068051703142
26,500,1207,6189,0.2,0.7409913701476064,0.8286736677021895,0.12966809212108069,0.037037037037037035,0.1643490819695154,1.0,0.1272684528194334
27,500,1215,6349,0.2,0.7430616678382812,0.8286736677021895,0.12936623476681644,0.037037037037037035,0.16288388234286066,1.0,0.12736192181830955
28,500,1216,6517,0.2,0.7409866262007767,0.8286736677021895,0.1317182091288419,0.037037037037037035,0.16673019638014927,1.0,0.12802947755380725
29,500,1210,6681,0.2,0.7421697294321131,0.8286736677021895,0.13156367152107643,0.037037037037037035,0.16656838634553603,1.0,0.1281866738332734
30,500,1214,6827,0.2,0.7453576028138529,0.8286736677021895,0.130277770209176,0.037037037037037035,0.16277757151283131,1.0,0.12804464852378
31,500,1197,6988,0.2,0.7485988728626138,0.8286736677021895,0.1281246571418065,0.037037037037037035,0.15930230253732947,1.0,0.12746797467187018
32,500,1234,7164,0.2,0.7463980688912674,0.828928600420485,0.13031363716545874,0.037037037037037035,0.16350710316522743,1.0,0.1279670213137173
33,500,1175,7306,0.2,0.7469598319168225,0.828928600420485,0.13027186544120598,0.037037037037037035,0.16380224784682718,1.0,0.12786808216210377
34,500,1190,7452,0.2,0.7474414244903904,0.828928600420485,0.13035945716956368,0.037037037037037035,0.16331302435732506,1.0,0.12813759410293382
35,500,1180,7599,0.2,0.7480136550634208,0.828928600420485,0.13051795288909326,0.037037037037037035,0.16349305533998762,1.0,0.12806398756558948
36,500,1200,7735,0.2,0.7463226207103906,0.828928600420485,0.13256213368542277,0.037037037037037035,0.16601109400067335,1.0,0.12869715802372544
37,500,1191,7869,0.2,0.7470413127436174,0.828928600420485,0.13203219498173083,0.037037037037037035,0.1657258938664323,1.0,0.12890586402205462
38,500,1187,8009,0.2,0.7496530285976237,0.828928600420485,0.13007694180841584,0.034482758620689655,0.1632566420454563,1.0,0.1282565983105777
39,500,1168,8155,0.2,0.7500000067107753,0.8298684415175119,0.13023182440312422,0.034482758620689655,0.16323220814602243,1.0,0.12823236499881482
40,500,1208,8296,0.2,0.7504598507956746,0.8298684415175119,0.13025886242885376,0.034482758620689655,0.1629815799899595,1.0,0.12843613276477905
41,500,1240,8448,0.2,0.7511147379028682,0.8345947032797018,0.1305264142014153,0.034482758620689655,0.16187104670086583,1.0,0.12893321074351183
42,500,1172,8607,0.2,0.7518268154139433,0.8345947032797018,0.13033791958606622,0.034482758620689655,0.16167675314602462,1.0,0.12881904716110415
43,500,1203,8731,0.2,0.7536614140396583,0.8345947032797018,0.12875931383838318,0.034482758620689655,0.16020296676372361,1.0,0.12788766547369743
44,500,1210,8862,0.2,0.7550978401024335,0.8345947032797018,0.1285318130329332,0.034482758620689655,0.1584984109110422,1.0,0.12800541302304722
45,500,1240,8995,0.2,0.7566067340285254,0.8345947032797018,0.12704051862697976,0.034482758620689655,0.1575736693415335,1.0,0.12707454950999564
46,500,1213,9122,0.2,0.7568129250044,0.8345947032797018,0.1271183241143223,0.03333333333333333,0.15741163876804778,1.0,0.12715859031556365
47,500,1193,9244,0.2,0.7571034765909057,0.8345947032797018,0.12719962787704395,0.034482758620689655,0.15733451586216263,1.0,0.12715201826902
48,500,1180,9353,0.2,0.7573945869283307,0.8345947032797018,0.12720644353767854,0.034482758620689655,0.15762859298387133,1.0,0.12692244306107983
49,500,1198,9463,0.2,0.758040024837543,0.8345947032797018,0.12722470100890057,0.034482758620689655,0.15717040321787834,1.0,0.12686899760715542
50,500,1172,9580,0.2,0.7588284730351327,0.8345947032797018,0.1270403291304549,0.034482758620689655,0.1566395598725827,1.0,0.12669794575465207
51,500,1199,9693,0.2,0.7600737677498728,0.8345947032797018,0.12556185368603373,0.034482758620689655,0.15544622265424546,1.0,0.12603246287970088
52,500,1185,9809,0.2,0.7607268399888535,0.8345947032797018,0.1256471689996774,0.034482758620689655,0.1541994212100756,1.0,0.12635397979491741
53,500,1178,9917,0.2,0.7627086930462385,0.8391515840499452,0.12401860595801009,0.03571428571428571,0.15285383751695975,1.0,0.12521588954274887
54,500,1189,10031,0.2,0.7633135921339139,0.8391515840499452,0.1237308450656222,0.037037037037037035,0.15225712416883705,1.0,0.12545858046541047
55,500,1155,10131,0.2,0.7635106698939783,0.8391515840499452,0.12366614870435151,0.037037037037037035,0.15285648924820214,1.0,0.12518283092644453
56,500,1202,10225,0.2,0.7638323122381349,0.8391515840499452,0.1237079007464352,0.037037037037037035,0.15318081413511284,1.0,0.12497130607751648
57,500,1181,10326,0.2,0.763957119893842,0.8391515840499452,0.12376149958522849,0.037037037037037035,0.1534356018026882,1.0,0.12480280633745496
58,500,1168,10423,0.2,0.7642265672346352,0.8391515840499452,0.12373151230795752,0.037037037037037035,0.15365603230957384,1.0,0.12472518651955455
59,500,1199,10528,0.2,0.7627946875046898,0.8391515840499452,0.12584436457007891,0.037037037037037035,0.15493102959172217,1.0,0.12589558986940164
60,500,1183,10620,0.2,0.7636646599487288,0.8391515840499452,0.12527279461279273,0.037037037037037035,0.15454538745607999,1.0,0.1256101099679232
61,500,1204,10725,0.2,0.7650783997708616,0.8391515840499452,0.12393688445024685,0.037037037037037035,0.1536538587233748,1.0,0.12472586310436617
62,500,1198,10833,0.2,0.7652219693303073,0.8391515840499452,0.12400102984970017,0.037037037037037035,0.15338420419489673,1.0,0.12489008345855117
63,500,1190,10932,0.2,0.7660285635837008,0.8402758776704964,0.12411509904331368,0.037037037037037035,0.15226495400064655,1.0,0.12510670094725607
64,500,1192,11028,0.2,0.7658052009105508,0.8402758776704964,0.12413476036625617,0.037037037037037035,0.15295330360254103,1.0,0.12511230631653145
65,500,1168,11116,0.2,0.7659437673098779,0.8402758776704964,0.12417464605434722,0.037037037037037035,0.15351340169711483,1.0,0.12475210567550678
66,500,1226,11216,0.2,0.765347725669645,0.8402758776704964,0.1257247387108381,0.037037037037037035,0.1544781462233145,1.0,0.12555679860038046
