0_A1BG,0_A1CF,0_A2BP1,0_A2LD1,0_A2ML1,0_A2M,0_A4GALT,0_A4GNT,0_AAA1,0_AAAS,0_AACSL,0_AACS,0_AADACL2,0_AADACL3,0_AADACL4,0_AADAC,0_AADAT,0_AAGAB,0_AAK1,0_AAMP,0_AANAT,0_AARS2,0_AARSD1,0_AARS,0_AASDHPPT,0_AASDH,0_AASS,0_AATF,0_AATK,0_ABAT,0_ABCA10,0_ABCA11P,0_ABCA12,0_ABCA13,0_ABCA17P,0_ABCA1,0_ABCA2,0_ABCA3,0_ABCA4,0_ABCA5,0_ABCA6,0_ABCA7,0_ABCA8,0_ABCA9,0_ABCB10,0_ABCB11,0_ABCB1,0_ABCB4,0_ABCB5,0_ABCB6,0_ABCB7,0_ABCB8,0_ABCB9,0_ABCC10,0_ABCC11,0_ABCC12,0_ABCC13,0_ABCC1,0_ABCC2,0_ABCC3,0_ABCC4,0_ABCC5,0_ABCC6P1,0_ABCC6P2,0_ABCC6,0_ABCC8,0_ABCC9,0_ABCD1,0_ABCD2,0_ABCD3,0_ABCD4,0_ABCE1,0_ABCF1,0_ABCF2,0_ABCF3,0_ABCG1,0_ABCG2,0_ABCG4,0_ABCG5,0_ABCG8,0_ABHD10,0_ABHD11,0_ABHD12B,0_ABHD12,0_ABHD13,0_ABHD14A,0_ABHD14B,0_ABHD15,0_ABHD1,0_ABHD2,0_ABHD3,0_ABHD4,0_ABHD5,0_ABHD6,0_ABHD8,0_ABI1,0_ABI2,0_ABI3BP,0_ABI3,0_ABL1,0_ABL2,0_ABLIM1,0_ABLIM2,0_ABLIM3,0_ABO,0_ABP1,0_ABRA,0_ABR,0_ABT1,0_ABTB1,0_ABTB2,0_ACAA1,0_ACAA2,0_ACACA,0_ACACB,0_ACAD10,0_ACAD11,0_ACAD8,0_ACAD9,0_ACADL,0_ACADM,0_ACADSB,0_ACADS,0_ACADVL,0_ACAN,0_ACAP1,0_ACAP2,0_ACAP3,0_ACAT1,0_ACAT2,0_ACBD3,0_ACBD4,0_ACBD5,0_ACBD6,0_ACBD7,0_ACCN1,0_ACCN2,0_ACCN3,0_ACCN4,0_ACCN5,0_ACCSL,0_ACCS,0_ACD,0_ACE2,0_ACER1,0_ACER2,0_ACER3,0_ACE,0_ACHE,0_ACIN1,0_ACLY,0_ACMSD,0_ACN9,0_ACO1,0_ACO2,0_ACOT11,0_ACOT12,0_ACOT13,0_ACOT1,0_ACOT2,0_ACOT4,0_ACOT6,0_ACOT7,0_ACOT8,0_ACOT9,0_ACOX1,0_ACOX2,0_ACOX3,0_ACOXL,0_ACP1,0_ACP2,0_ACP5,0_ACP6,0_ACPL2,0_ACPP,0_ACPT,0_ACRBP,0_ACRC,0_ACRV1,0_ACR,0_ACSBG1,0_ACSBG2,0_ACSF2,0_ACSF3,0_ACSL1,0_ACSL3,0_ACSL4,0_ACSL5,0_ACSL6,0_ACSM1,0_ACSM2A,0_ACSM2B,0_ACSM3,0_ACSM4,0_ACSM5,0_ACSS1,0_ACSS2,0_ACSS3,0_ACTA1,0_ACTA2,0_ACTBL2,0_ACTB,0_ACTC1,0_ACTG1,0_ACTG2,0_ACTL6A,0_ACTL6B,0_ACTL7A,0_ACTL7B,0_ACTL8,0_ACTL9,0_ACTN1,0_ACTN2,0_ACTN3,0_ACTN4,0_ACTR10,0_ACTR1A,0_ACTR1B,0_ACTR2,0_ACTR3B,0_ACTR3C,0_ACTR3,0_ACTR5,0_ACTR6,0_ACTR8,0_ACTRT1,0_ACTRT2,0_ACVR1B,0_ACVR1C,0_ACVR1,0_ACVR2A,0_ACVR2B,0_ACVRL1,0_ACY1,0_ACY3,0_ACYP1,0_ACYP2,0_ADAD1,0_ADAD2,0_ADAL,0_ADAM10,0_ADAM11,0_ADAM12,0_ADAM15,0_ADAM17,0_ADAM18,0_ADAM19,0_ADAM20,0_ADAM21P1,0_ADAM21,0_ADAM22,0_ADAM23,0_ADAM28,0_ADAM29,0_ADAM2,0_ADAM30,0_ADAM32,0_ADAM33,0_ADAM3A,0_ADAM5P,0_ADAM6,0_ADAM7,0_ADAM8,0_ADAM9,0_ADAMDEC1,0_ADAMTS10,0_ADAMTS12,0_ADRA1B,0_AHSA1,0_AK1,0_AK2,0_AK5,0_AKR1C3,0_AKR1E2,0_ALDOC,0_ALG9,0_ANKRD30A,0_ANKRD46,0_ANXA10,0_ANXA13,0_ANXA4,0_APLN,0_APOA2,0_AQP2,0_AQP5,0_ARID5B,0_ARL2,0_ARPC5,0_ASAP3,0_ASB10,0_ASB18,0_ASZ1,0_ATP1A1,0_ATP6V1G3,0_BAIAP2L2,0_BBC3,0_BBS5,0_BCMO1,0_BET1L,0_BIK,0_BNIP3,0_BRD3,0_BRPF1,0_C10orf78,0_C11orf53,0_C11orf64,0_C12orf63,0_C14orf165,0_C14orf4,0_C15orf23,0_C17orf50,0_C17orf51,0_C17orf73,0_C17orf74,0_C17orf93,0_C18orf54,0_C19orf26,0_C1orf135,0_C1orf141,0_C1orf14,0_C1orf177,0_C1orf187,0_C2orf72,0_C3orf15,0_C3orf31,0_C4A,0_C5orf15,0_C5orf22,0_C6orf52,0_C6,0_C7orf33,0_C7orf34,0_C7orf46,0_C7orf4,0_C8orf56,0_C8orf71,0_C9orf114,0_C9orf11,0_C9orf171,0_C9orf57,0_C9orf89,0_CA9,0_CABIN1,0_CADM2,0_CAND2,0_CASZ1,0_CC2D1A,0_CCDC105,0_CCDC109A,0_CCDC117,0_CCDC120,0_CCDC134,0_CCDC144B,0_CCDC21,0_CCDC33,0_CCDC54,0_CCL28,0_CCND1,0_CD226,0_CDH26,0_CDO1,0_CDRT1,0_CDY2B,0_CECR2,0_CELA1,0_CELA2A,0_CELP,0_CEP72,0_CES3,0_CFB,0_CHIC1,0_CHKA,0_CKMT1A,0_CKS2,0_CLCA4,0_CLCN1,0_CLC,0_CLEC6A,0_CLEC9A,0_CNTN2,0_CPLX3,0_CPNE5,0_CP,0_CRIM1,0_CSE1L,0_CST6,0_CTF1,0_CTGF,0_CTNNA2,0_CTRB2,0_CTRC,0_CTSF,0_CXCL11,0_CXCL14,0_CXCR4,0_CXorf57,0_CYP2A13,0_CYP2C19,0_CYP3A5,0_DAAM2,0_DARS,0_DCAF4,0_DCDC1,0_DDX11,0_DEFB124,0_DEFB132,0_DENND2A,0_DISP2,0_DLEU2,0_DPPA2,0_DPPA3,0_DPYSL5,0_ECT2L,0_EEF1A2,0_EFEMP2,0_EFHB,0_EHMT1,0_EIF3IP1,0_ELMOD1,0_ELOVL2,0_EML2,0_EMR1,0_ENPP3,0_EPB41L1,0_ERN2,0_ETV5,0_EVC2,0_F13A1,0_FABP2,0_FABP6,0_FABP7,0_FABP9,0_FAM153A,0_FAM153C,0_FAM18A,0_FAM20A,0_FAM27L,0_FAM43A,0_FAM55D,0_FAM86B1,0_FAM86D,0_FDXACB1,0_FEZ1,0_FGF11,0_FGFR4,0_FGL1,0_FLG2,0_FLJ44054,0_FOXD4L5,0_FOXJ3,0_FOXN1,0_FOXP4,0_FPGT,0_FRAT2,0_FRMD5,0_FSD2,0_FTHL3,0_G6PD,0_GABARAPL1,0_GABARAPL3,0_GAGE2A,0_GAL3ST3,0_GALNTL2,0_GCG,0_GHRHR,0_GIMAP2,0_GIMAP7,0_GIP,0_GKN2,0_GLB1L2,0_GLIPR1L2,0_GMNN,0_GNASAS,0_GNB5,0_GNPNAT1,0_GPM6A,0_GPR128,0_GPR151,0_GPR31,0_GPR3,0_GPR6,0_GPR83,0_GPX3,0_GSTA1,0_GSTT1,0_GTF3C1,0_GXYLT1,0_GZMB,0_HCCS,0_HCG4,0_HCN2,0_HEATR4,0_HEPACAM2,0_HEPN1,0_HFE2,0_HIGD1C,0_HIST1H4F,0_HLA-E,0_HMGA1,0_HNF4G,0_HOOK1,0_HOXC12,0_HOXD9,0_HPCAL1,0_HTN1,0_ID1,0_ID2B,0_ID2,0_IFNG,0_IGFBP5,0_IGSF5,0_IL1F6,0_IL23R,0_INSC,0_INSL6,0_IP6K3,0_IQCA1,0_IQCD,0_IRX1,0_ISPD,0_ITGB1BP3,0_IVNS1ABP,0_KBTBD11,0_KCNA10,0_KCNG2,0_KCNJ16,0_KCNK3,0_KCNMA1,0_KCNT1,0_KHDRBS2,0_KIAA0408,0_KIAA0649,0_KIAA1191,0_KIAA1324L,0_KIAA1486,0_KISS1R,0_KLHL1,0_KLHL25,0_KLK12,0_KLK15,0_KLK3,0_KLRC4,0_KRT14,0_KRT39,0_KRT3,0_KRT76,0_KRT86,0_KRTAP10-7,0_KRTAP17-1,0_KRTAP2-1,0_KRTAP3-2,0_LACRT,0_LAMB1,0_LBP,0_LCE1B,0_LCE1E,0_LCE2D,0_LDHAL6A,0_LDHA,0_LEPROTL1,0_LGR5,0_LIPK,0_LMO2,0_LOC100128573,0_LOC100130691,0_LOC100131551,0_LOC100133893,0_LOC100240735,0_LOC100271722,0_LOC151009,0_LOC222699,0_LOC283392,0_LOC283731,0_LOC284788,0_LOC284798,0_LOC285359,0_LOC285501,0_LOC349114,0_LOC399959,0_LOC441601,0_LOC646498,0_LOC678655,0_LOC728758,0_LOC728819,0_LOR,0_LPPR5,0_LRIT2,0_LRRC34,0_LRRTM1,0_LYZL1,0_MADCAM1,0_MAFG,0_MAOB,0_MARCKSL1,0_MARCO,0_MBOAT1,0_MBOAT4,0_MCM3,0_MDGA1,0_MEIS2,0_MESTIT1,0_METTL7B,0_MGAT4B,0_MGC26647,0_MGC72080,0_MID1IP1,0_MID1,0_MLLT1,0_MPI,0_MRGPRG,0_MUC7,0_MXI1,0_MYH2,0_NACA2,0_NACAP1,0_NBLA00301,0_NCR2,0_NDN,0_NDRG1,0_NDUFA4L2,0_NEDD9,0_NEFL,0_NFKBIZ,0_NGB,0_NHS,0_NINL,0_NLGN1,0_NLRP10,0_NOG,0_NPBWR1,0_NPFFR2,0_NPS,0_NR1H4,0_NR3C1,0_NR5A2,0_NR6A1,0_NXNL1,0_NXPH4,0_OMG,0_OR10AG1,0_OR10H3,0_OR13H1,0_OR14C36,0_OR1L8,0_OR2T33,0_OR2W1,0_OR2W3,0_OR51G2,0_OR5K2,0_OR6C1,0_OR6C6,0_OR6C70,0_OTP,0_P4HA1,0_PABPC4L,0_PADI1,0_PADI3,0_PAG1,0_PARG,0_PASK,0_PAX7,0_PCA3,0_PCDHA10,0_PCDHA13,0_PCDHA5,0_PCDHB14,0_PCDHB6,0_PCYOX1,0_PDC,0_PDE1B,0_PDE6B,0_PDE9A,0_PDIA5,0_PDK1,0_PDZK1IP1,0_PEX11A,0_PGD,0_PHYHD1,0_PIR,0_PLA2G3,0_PLA2G7,0_PLG,0_PLOD2,0_PM20D1,0_PNPLA2,0_POLD1,0_POLR2E,0_PON3,0_POU2AF1,0_POU2F1,0_POU2F2,0_PPAPDC1A,0_PPAPDC3,0_PPP1R3C,0_PPP2R2A,0_PRAMEF1,0_PRDM6,0_PRKCE,0_PRMT2,0_PROK2,0_PROS1,0_PRRG2,0_PRRT4,0_PRSS33,0_PRTFDC1,0_PSG5,0_PSG8,0_PSKH2,0_PSORS1C1,0_PTEN,0_PTGR1,0_PTK7,0_PTN,0_PWWP2A,0_QSOX2,0_RAB11FIP4,0_RANBP17,0_RASD1,0_RASGEF1A,0_RASSF10,0_RBM17,0_RBPJ,0_RCAN2,0_RCSD1,0_REC8,0_REEP6,0_REN,0_RHCG,0_RIMBP3C,0_RIPK4,0_RNASE11,0_RNASE4,0_RNASEL,0_RNF122,0_RNF128,0_RNF152,0_RNF222,0_RNLS,0_RP1L1,0_RPH3AL,0_RPL21,0_RPS10P7,0_RPSAP9,0_SAA4,0_SAFB,0_SCARB2,0_SCARNA18,0_SCARNA21,0_SCARNA27,0_SCGB1C1,0_SCGBL,0_SCN4A,0_SCNN1B,0_SCT,0_SEC31A,0_SEC62,0_SEL1L3,0_SELV,0_SEMA4A,0_SERP2,0_SERPINA1,0_SERPIND1,0_SFRP4,0_SFRP5,0_SFRS12IP1,0_SFTA3,0_SFTPA1,0_SFTPA2,0_SFTPD,0_SH2D4B,0_SH3GL2,0_SHISA6,0_SHROOM2,0_SIRT4,0_SLC16A1,0_SLC16A4,0_SLC26A11,0_SLC26A7,0_SLC27A4,0_SLC28A1,0_SLC2A12,0_SLC39A4,0_SLC48A1,0_SLC5A2,0_SLC5A3,0_SLC6A10P,0_SLC6A8,0_SLC7A3,0_SLC9A11,0_SLC9A4,0_SLCO1A2,0_SLURP1,0_SMAD5OS,0_SMAD6,0_SMARCA4,0_SNAP29,0_SNAR-D,0_SNORA36A,0_SNORA36B,0_SNORD15A,0_SNTG1,0_SNX24,0_SOSTDC1,0_SOX11,0_SPAG4,0_SPAG6,0_SPATA12,0_SPATA22,0_SPO11,0_SPRR2G,0_SQLE,0_SREBF2,0_SSTR2,0_STATH,0_STC2,0_STX12,0_STX18,0_STYXL1,0_SULT1E1,0_SV2A,0_SYK,0_TAF8,0_TAS2R40,0_TBC1D14,0_TBC1D4,0_TBX20,0_TCTN3,0_TEX12,0_TF,0_TGFBR3,0_TJP2,0_TKTL1,0_TLE4,0_TLR3,0_TLX3,0_TMEM106A,0_TMEM176A,0_TMEM176B,0_TMEM45A,0_TMEM55B,0_TMEM66,0_TMEM71,0_TMEM8C,0_TMEM90A,0_TNNI3K,0_TNNI3,0_TNRC18,0_TRIM16L,0_TRIM50,0_TRIM58,0_TRIM63,0_TSGA10,0_TSIX,0_TTC8,0_TTTY14,0_TTTY6,0_TWF1,0_TYRO3,0_UBC,0_UBE2NL,0_UBE2QL1,0_UGT3A2,0_ULBP2,0_UNC5CL,0_UROC1,0_USH1C,0_USP17L6P,0_VIPR2,0_WDR49,0_WDR55,0_WDR92,0_XIST,0_XPC,0_YIPF7,0_YTHDF3,0_ZER1,0_ZFP82,0_ZFYVE28,0_ZNF233,0_ZNF238,0_ZNF259,0_ZNF280A,0_ZNF385B,0_ZNF436,0_ZNF586,0_ZNF606,0_ZNF662,0_ZNF705D,0_ZNF781,0_ZPLD1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
