
OPTIMIZING ON FOLD NUMBER 4
Number of workers = 16

COMPUTING LOCAL ACTIVE FEATURES
Computing active features for target column 0_expression_subtype
Features before filter: 20202
Features after any na, zero variance, and anova filters: 17878
Features active in view: 17878

CREATING INNER FOLDS

RUNNING GENETIC ALGORITHM
   	     	         	        	expression_subtype logistic classifier (max_iter=100) balanced accuracy	                    leanness                    
   	     	         	        	--------------------------------------------------------               	------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max     	std                                         	min      	avg      	max	std     
0  	200  	3999     	3999    	0.142857	0.476745	0.638881	0.110722                                    	0.0196078	0.0990315	1  	0.175406
1  	136  	2232     	4138    	0.142857	0.469798	0.656661	0.142464                                    	0.0166667	0.151139 	1  	0.229347
2  	133  	1251     	4275    	0.142857	0.462077	0.683371	0.167417                                    	0.0151515	0.207241 	1  	0.286688
3  	152  	1021     	4418    	0.142857	0.457037	0.683371	0.177092                                    	0.0151515	0.260054 	1  	0.335875
4  	150  	704      	4552    	0.142857	0.431463	0.69569 	0.194955                                    	0.0151515	0.338216 	1  	0.379891
5  	136  	523      	4685    	0.142857	0.420159	0.69569 	0.216486                                    	0.0149254	0.412438 	1  	0.432062
6  	145  	469      	4844    	0.142857	0.354735	0.69569 	0.223137                                    	0.0149254	0.558945 	1  	0.446202
7  	140  	416      	4987    	0.142857	0.288517	0.69569 	0.21561                                     	0.0181818	0.707052 	1  	0.423115
8  	135  	371      	5092    	0.142857	0.212239	0.69569 	0.164357                                    	0.0188679	0.860025 	1  	0.324926
9  	124  	375      	5218    	0.142857	0.21286 	0.69569 	0.165842                                    	0.0188679	0.859845 	1  	0.325354
10 	137  	340      	5327    	0.142857	0.212097	0.702207	0.166589                                    	0.0178571	0.863336 	1  	0.32323 
11 	126  	305      	5458    	0.142857	0.198873	0.702207	0.152252                                    	0.0178571	0.890769 	1  	0.292804
12 	127  	293      	5583    	0.142857	0.195188	0.702207	0.146528                                    	0.0178571	0.897654 	1  	0.281457
13 	139  	294      	5717    	0.142857	0.194514	0.708713	0.147857                                    	0.0175439	0.900576 	1  	0.27993 
14 	120  	267      	5841    	0.142857	0.214326	0.709472	0.173098                                    	0.0169492	0.865548 	1  	0.32271 
15 	128  	288      	5956    	0.142857	0.199439	0.712361	0.156058                                    	0.0175439	0.893373 	1  	0.291438
16 	126  	267      	6060    	0.142857	0.197471	0.712361	0.151777                                    	0.0175439	0.896349 	1  	0.284585
17 	125  	272      	6180    	0.142857	0.206472	0.712361	0.162146                                    	0.0175439	0.879541 	1  	0.302844
18 	131  	289      	6304    	0.142857	0.214102	0.712361	0.170691                                    	0.0175439	0.865456 	1  	0.318359
19 	129  	287      	6417    	0.142857	0.189841	0.714656	0.141493                                    	0.0181818	0.911097 	1  	0.264008
20 	135  	281      	6546    	0.142857	0.188559	0.714656	0.141221                                    	0.0181818	0.914409 	1  	0.26129 
21 	128  	277      	6666    	0.142857	0.186108	0.714656	0.137949                                    	0.0181818	0.920174 	1  	0.250889
22 	125  	262      	6761    	0.142857	0.188937	0.714656	0.142679                                    	0.0181818	0.915347 	1  	0.258481
23 	123  	272      	6872    	0.142857	0.195814	0.714656	0.151313                                    	0.0181818	0.902769 	1  	0.274223
24 	126  	260      	6984    	0.142857	0.203225	0.714656	0.160343                                    	0.0181818	0.889469 	1  	0.290185
25 	129  	271      	7086    	0.142857	0.205878	0.714656	0.163678                                    	0.0181818	0.884678 	1  	0.296171
26 	131  	275      	7187    	0.142857	0.205535	0.715404	0.16268                                     	0.0322581	0.885014 	1  	0.29521 
27 	140  	238      	7300    	0.142857	0.212995	0.715404	0.170836                                    	0.0322581	0.871496 	1  	0.309915
28 	129  	227      	7400    	0.142857	0.2032  	0.715404	0.160288                                    	0.0322581	0.890297 	1  	0.287849
29 	136  	245      	7514    	0.142857	0.201479	0.715404	0.159385                                    	0.0322581	0.894071 	1  	0.284385
30 	126  	230      	7619    	0.142857	0.20725 	0.715404	0.166808                                    	0.0322581	0.884145 	1  	0.297049
31 	126  	224      	7716    	0.142857	0.20979 	0.715404	0.169654                                    	0.0322581	0.8797   	1  	0.301892
32 	131  	234      	7822    	0.142857	0.21744 	0.715404	0.178119                                    	0.0322581	0.866094 	1  	0.316586
33 	121  	215      	7918    	0.142857	0.211863	0.715404	0.171733                                    	0.0322581	0.875788 	1  	0.305763
34 	129  	244      	8022    	0.142857	0.211863	0.715404	0.171733                                    	0.0322581	0.875788 	1  	0.305763
35 	135  	241      	8129    	0.142857	0.214493	0.715404	0.174659                                    	0.0322581	0.871344 	1  	0.310351
36 	129  	217      	8230    	0.142857	0.214493	0.715404	0.174659                                    	0.0322581	0.871344 	1  	0.310351
37 	135  	229      	8314    	0.142857	0.212473	0.715404	0.173142                                    	0.0322581	0.875344 	1  	0.306808
38 	148  	258      	8424    	0.142857	0.206753	0.715404	0.165916                                    	0.0322581	0.885518 	1  	0.29388 
39 	132  	228      	8514    	0.142857	0.209418	0.715404	0.169116                                    	0.0322581	0.881018 	1  	0.29894 
40 	134  	218      	8598    	0.142857	0.19889 	0.715404	0.156044                                    	0.0322581	0.899277 	1  	0.276929
41 	131  	206      	8685    	0.142857	0.201569	0.715404	0.159617                                    	0.0322581	0.894833 	1  	0.282356
42 	123  	236      	8793    	0.142857	0.204268	0.715404	0.163129                                    	0.0322581	0.890333 	1  	0.287764
43 	131  	225      	8880    	0.142857	0.199547	0.715404	0.157888                                    	0.0322581	0.898708 	1  	0.278473
44 	139  	235      	8972    	0.142857	0.202113	0.715404	0.161078                                    	0.0322581	0.894499 	1  	0.283254
45 	131  	209      	9054    	0.142857	0.204813	0.715404	0.164549                                    	0.0322581	0.889999 	1  	0.28864 
46 	125  	199      	9123    	0.142857	0.187927	0.715404	0.139362                                    	0.0322581	0.919567 	1  	0.244737
