gen,evals,gen_feats,explored,PanKidney naive Bayes balanced accuracy_min,PanKidney naive Bayes balanced accuracy_avg,PanKidney naive Bayes balanced accuracy_max,PanKidney naive Bayes balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,9018,9018,0.25,0.7395588742362663,0.8748544625477614,0.12980725555064906,0.0196078431372549,0.08679867403591059,1.0,0.14591566738395909
1,374,5161,9247,0.25,0.7411233507632831,0.8866029226894241,0.15143751094846958,0.018867924528301886,0.11723485350057483,1.0,0.17082046906706536
2,358,3094,9506,0.25,0.7459694445696057,0.8866029226894241,0.15477581071938798,0.018518518518518517,0.14085833368690595,1.0,0.2039998378502626
3,395,2177,9733,0.25,0.7549136611455555,0.8995898310774276,0.1574835145874446,0.018518518518518517,0.15559035060366583,1.0,0.22768314491125452
4,365,1517,9934,0.25,0.7427578201598659,0.8995898310774276,0.18278255966970247,0.017857142857142856,0.19329347229621244,1.0,0.276684416061091
5,358,1415,10156,0.25,0.722869747134309,0.8995898310774276,0.20737686151090592,0.017543859649122806,0.23687625251807468,1.0,0.31595181687968893
6,366,1225,10392,0.25,0.6935992436445643,0.9067276151683368,0.2360938501397079,0.017543859649122806,0.2952197017695035,1.0,0.36120756372418583
7,361,1092,10601,0.25,0.6440218461628577,0.9067276151683368,0.26231933249925177,0.018518518518518517,0.3812659122224345,1.0,0.4031380147713627
8,327,928,10784,0.25,0.5673988118759462,0.9067276151683368,0.29357731293342226,0.02040816326530612,0.513236110874924,1.0,0.44763365050367165
9,341,861,10977,0.25,0.4479693645915939,0.9067276151683368,0.28028024945218516,0.02,0.7024360770226337,1.0,0.4219884714453999
10,321,621,11147,0.25,0.2871583224443083,0.9086807401683368,0.1456323793293045,0.024390243902439025,0.9449896459869945,1.0,0.21620653972113282
11,322,649,11346,0.25,0.2831487828135138,0.9086807401683368,0.13726228120231865,0.024390243902439025,0.9511102507080665,1.0,0.20304577678054328
12,323,594,11538,0.25,0.28683636222830006,0.9086807401683368,0.14439897525392,0.024390243902439025,0.9456935840413999,1.0,0.21345275932204777
13,315,566,11682,0.25,0.2869165543782892,0.9086807401683368,0.1446934568532255,0.024390243902439025,0.9456300919779079,1.0,0.2136961383287307
14,311,552,11850,0.25,0.2860108897948057,0.9086807401683368,0.14363557019451204,0.024390243902439025,0.9470980008805994,1.0,0.21164851985067348
15,334,615,12039,0.25,0.28604523742204957,0.9132261947137913,0.1437850995242051,0.023809523809523808,0.94719333446858,1.0,0.21126040646894503
16,312,594,12211,0.25,0.2857352670927655,0.9132261947137913,0.14266004636923182,0.023809523809523808,0.9478473027225484,1.0,0.2088951307434643
17,311,527,12349,0.25,0.29064207586871893,0.9132261947137913,0.15169708147057331,0.023809523809523808,0.9408041824217964,1.0,0.22157988274809948
18,319,532,12494,0.25,0.2922461793039435,0.9132261947137913,0.1551588960489612,0.023809523809523808,0.9384675157551298,1.0,0.22665071849792087
19,323,562,12650,0.25,0.292480287898313,0.9132261947137913,0.15598054077449033,0.023809523809523808,0.938150849088463,1.0,0.22778999736609706
20,330,544,12790,0.25,0.294096565113366,0.9132261947137913,0.1590481471887986,0.023809523809523808,0.9358730713106853,1.0,0.231962463124921
21,327,564,12925,0.25,0.2940505014396042,0.9132261947137913,0.15894509726541453,0.023809523809523808,0.9362064046440187,1.0,0.23121491211592127
22,326,540,13064,0.25,0.29226418094630885,0.9132261947137913,0.1549601386294331,0.023809523809523808,0.9390090893576789,1.0,0.22470799757280946
23,299,528,13188,0.25,0.2936126811332997,0.9132261947137913,0.15749040959705513,0.023809523809523808,0.9370406411392307,1.0,0.22843310559498908
24,328,565,13330,0.25,0.2937429805777341,0.9132261947137913,0.1579617481679687,0.023809523809523808,0.9369788085273981,1.0,0.22866824708456546
25,306,547,13462,0.25,0.29246194381488355,0.9151192235599451,0.1556546481592361,0.024390243902439025,0.9389057926543822,1.0,0.22502620104895601
26,309,565,13583,0.25,0.292341835427781,0.9151192235599451,0.15523523607060932,0.024390243902439025,0.9391889934320422,1.0,0.22400807569102846
27,336,590,13724,0.25,0.2876493091476822,0.9151192235599451,0.14727430880023074,0.024390243902439025,0.9460040006470495,1.0,0.2122955202992548
28,303,511,13823,0.25,0.2886300195213936,0.9151192235599451,0.14865538239723022,0.024390243902439025,0.9447199097379585,1.0,0.21383281280767066
29,319,535,13939,0.25,0.2911542734729832,0.9151192235599451,0.15326465645669904,0.024390243902439025,0.9411171319601808,1.0,0.2203596611346619
30,320,540,14050,0.25,0.29246755737014274,0.9157635534568525,0.1557103655043022,0.023809523809523808,0.9392064176744664,1.0,0.22397223004762265
31,338,561,14162,0.25,0.2913862392198652,0.9157635534568525,0.1541325130375906,0.023809523809523808,0.9407544696225184,1.0,0.2217368053987338
32,334,586,14265,0.25,0.29262510965999206,0.9157635534568525,0.15628874328525136,0.023809523809523808,0.9390574000254488,1.0,0.22452598406627775
