gen,evals,gen_feats,explored,PanKidney naive Bayes balanced accuracy_min,PanKidney naive Bayes balanced accuracy_avg,PanKidney naive Bayes balanced accuracy_max,PanKidney naive Bayes balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,8984,8984,0.25,0.7431130115776621,0.8754441314162641,0.12586065089676582,0.0196078431372549,0.08863711515943286,1.0,0.15258413268484347
1,372,5348,9230,0.25,0.739276609247711,0.8806339158586258,0.15036141167095335,0.01694915254237288,0.12520350073809633,1.0,0.17742212974425298
2,356,3309,9440,0.25,0.7504753261075264,0.8806339158586258,0.15185614914383933,0.018867924528301886,0.14222786973651808,1.0,0.19883694411743316
3,359,2129,9650,0.25,0.7599749881159434,0.8923222798464422,0.1563053580483907,0.015873015873015872,0.15594354046369746,1.0,0.21796595987009038
4,352,1570,9842,0.25,0.7528744416183044,0.8994798894726408,0.1707714523563947,0.017543859649122806,0.18563526782325235,1.0,0.24847172424462008
5,358,1224,10046,0.25,0.7323960399619709,0.9007538490826184,0.202618552984856,0.017241379310344827,0.23682213115713358,1.0,0.30578721029341915
6,363,1047,10283,0.25,0.6999065385403901,0.9020626441857111,0.23688797431047237,0.016666666666666666,0.3032338006333941,1.0,0.3629841899944371
7,355,929,10464,0.25,0.6456553960375965,0.9020626441857111,0.26453997826537345,0.017241379310344827,0.3954254689097573,1.0,0.4027776109669192
8,367,807,10675,0.25,0.5593885559350444,0.9026967233797132,0.281429135395954,0.017241379310344827,0.5326240119033272,1.0,0.42470531324741595
9,329,742,10882,0.25,0.42560666397069424,0.9026967233797132,0.26791930513132994,0.017543859649122806,0.7375718171293197,1.0,0.4005956665389106
10,318,639,11075,0.25,0.28569305233265446,0.9072872641211882,0.14205569966264936,0.03571428571428571,0.9476818857068856,1.0,0.20872204250315532
11,314,550,11273,0.25,0.28283866548239134,0.9072872641211882,0.13604507333216134,0.03571428571428571,0.9521544834794835,1.0,0.19888341149046532
12,320,564,11466,0.25,0.287969789939442,0.9079315940180954,0.1464215785589647,0.034482758620689655,0.9446040563121149,1.0,0.21426467229321855
13,319,534,11628,0.25,0.29108652804186796,0.9079315940180954,0.15288071541523657,0.034482758620689655,0.9400615138928482,1.0,0.22364444701690614
14,313,533,11792,0.25,0.2913874295404981,0.9079315940180954,0.1539618627434674,0.034482758620689655,0.9396297835459005,1.0,0.22519032803307046
15,319,526,11961,0.25,0.2921945992313099,0.9079315940180954,0.154817482501465,0.034482758620689655,0.9386297835459004,1.0,0.22602863404164902
16,307,530,12120,0.25,0.28841551173536517,0.9085707985635498,0.1479287662325839,0.034482758620689655,0.9443018131446542,1.0,0.2153604864652404
17,308,515,12297,0.25,0.2908540418746846,0.9085707985635498,0.15228251664280038,0.034482758620689655,0.9408632029043199,1.0,0.2213350513848916
18,304,527,12471,0.25,0.2874489881091846,0.9085707985635498,0.14671159798084338,0.034482758620689655,0.9457965362376531,1.0,0.2132851904860588
19,322,534,12607,0.25,0.28345855207131787,0.9085707985635498,0.13843445518021286,0.034482758620689655,0.9518703179140664,1.0,0.20007783307883892
20,319,556,12775,0.25,0.28346395661361834,0.9085707985635498,0.13845945206496876,0.034482758620689655,0.9519047382039215,1.0,0.1999233205151979
21,311,535,12914,0.25,0.2860310577711592,0.9085707985635498,0.14366707645814,0.034482758620689655,0.9481132943536541,1.0,0.2078080807316934
22,313,556,13081,0.25,0.2843898829504902,0.909215128460457,0.14190894775619864,0.03333333333333333,0.950374906717898,1.0,0.20555294881517217
23,293,494,13203,0.25,0.2914224953364934,0.9105239235635498,0.1542889950226083,0.03333333333333333,0.9404536648878327,1.0,0.22283564692266225
24,320,535,13323,0.25,0.2925609356413561,0.913121378460457,0.15604961646277113,0.03333333333333333,0.938871327225495,1.0,0.22515264325917628
25,312,518,13462,0.25,0.29125684048554534,0.913121378460457,0.15367377084503375,0.03333333333333333,0.9409464969680332,1.0,0.22097999939683607
26,300,509,13588,0.25,0.2836205827355634,0.913121378460457,0.13902517653346613,0.03333333333333333,0.9522389806281639,1.0,0.19852350629739451
27,330,571,13726,0.25,0.28744927079203014,0.913121378460457,0.14662595882291526,0.03333333333333333,0.9466204342622491,1.0,0.21001201240465692
28,302,488,13831,0.25,0.28647893243998274,0.913121378460457,0.1452596102408387,0.03333333333333333,0.9479537675955825,1.0,0.20822277540226267
29,325,564,13947,0.25,0.28779537608815153,0.913121378460457,0.14785470242565327,0.03333333333333333,0.9461632914051062,1.0,0.2116150518263217
30,306,522,14066,0.25,0.2888874630524115,0.913121378460457,0.1496105358144603,0.03333333333333333,0.9447029739447889,1.0,0.21387908077570927
31,304,527,14163,0.25,0.2825126130956672,0.913121378460457,0.13701827527842952,0.03333333333333333,0.9540638762004279,1.0,0.19474492531081294
32,331,560,14287,0.25,0.28269336250090116,0.913121378460457,0.13778673101293218,0.03333333333333333,0.9537210190575709,1.0,0.19622029635367402
33,304,509,14405,0.25,0.2814515951670752,0.913121378460457,0.13525497003556883,0.03333333333333333,0.9555210190575708,1.0,0.19247277478260763
34,329,544,14515,0.25,0.28291124597857037,0.9150543681511787,0.1386836802951116,0.03225806451612903,0.9534188685199364,1.0,0.1974621096932459
35,328,533,14626,0.25,0.28301922868529666,0.9150543681511787,0.13913608936488436,0.03225806451612903,0.9533983918639758,1.0,0.19755666497035088
36,331,531,14739,0.25,0.28432108609013407,0.9150543681511787,0.14184005156366664,0.03225806451612903,0.9515095029750869,1.0,0.20157620908885016
37,308,513,14846,0.25,0.2880300947683116,0.9195998226966333,0.14883237131794996,0.03125,0.9463896500339105,1.0,0.21098851118119816
38,326,535,14953,0.25,0.28671296342188735,0.9195998226966333,0.14622620724491397,0.03125,0.9483286420763509,1.0,0.2069794929375949
39,309,517,15049,0.25,0.29058675704932957,0.9195998226966333,0.15357995738587518,0.03125,0.9427945034208887,1.0,0.21761419545883254
40,287,473,15135,0.25,0.28932253217143683,0.9195998226966333,0.15129012026486505,0.03125,0.9446906073169925,1.0,0.21394670120205472
41,297,482,15206,0.25,0.28812725864663685,0.9228416074904477,0.14919743835839455,0.03125,0.9463312930201783,1.0,0.21109803678506875
42,306,535,15297,0.25,0.2932198731278387,0.9228416074904477,0.1584242299030942,0.03125,0.9391715707979561,1.0,0.2240738109240963
43,321,526,15368,0.25,0.2931785549662966,0.9228416074904477,0.15826483695545382,0.03125,0.9392737213355904,1.0,0.22367162598098045
44,328,544,15453,0.25,0.2880972486437532,0.9228416074904477,0.14910994557394017,0.03125,0.9465378627497318,1.0,0.21038938906819776
45,311,530,15535,0.25,0.2895694055944056,0.9228416074904477,0.15223092958300785,0.03125,0.9442628627497318,1.0,0.21552976403040203
46,321,515,15614,0.25,0.29257157147781343,0.9228416074904477,0.15840734863485298,0.03125,0.9397746011009863,1.0,0.22510206467845045
47,320,542,15702,0.25,0.2960363343486411,0.9228416074904477,0.16367384302981186,0.03125,0.9353314192828045,1.0,0.23111441041793876
48,318,537,15772,0.25,0.2973546662664011,0.9228416074904477,0.1659246362293307,0.03125,0.9333632374646227,1.0,0.2346477796093435
49,324,532,15836,0.25,0.29603123096298034,0.9228416074904477,0.16364132963127834,0.03125,0.9352987213355904,1.0,0.2311725204876081
50,318,506,15902,0.25,0.2972914505195191,0.9228416074904477,0.1657112259498903,0.03125,0.9335996011009863,1.0,0.2338487556068584
51,318,540,15962,0.25,0.2934997250896655,0.9228416074904477,0.1593760327443565,0.03125,0.939046162872548,1.0,0.22448039573743325
52,324,541,16031,0.25,0.2973022603363132,0.9228416074904477,0.16574090478982592,0.03125,0.9337049041312894,1.0,0.23343903611601033
53,313,523,16102,0.25,0.28979831865943334,0.9228416074904477,0.1530057461923184,0.03125,0.9443616824406993,1.0,0.21498023812009215
54,319,544,16177,0.25,0.2885769300045959,0.9228416074904477,0.1508729439677828,0.03125,0.9460447233763717,1.0,0.21212194658805136
55,315,547,16255,0.25,0.28984498267518566,0.9228416074904477,0.15318899385330104,0.03125,0.9443796728713212,1.0,0.21490073251407407
56,343,547,16323,0.25,0.2900831955496179,0.9228416074904477,0.1541050730259481,0.03125,0.9438963395379878,1.0,0.21677367861947008
57,332,563,16383,0.25,0.2912077399002415,0.9228416074904477,0.15583596744414616,0.03125,0.9426220971137454,1.0,0.21817206411255244
