gen,0_ABCF2,0_ABR,0_ACAA1,0_ACAD11,0_ACADL,0_ACAP1,0_ACAT1,0_ACE2,0_ACOT1,0_ACOT2,0_ACSL3,0_ACSL4,0_ACSL6,0_ACSM2A,0_ACTN3,0_ACVR2A,0_ACY3,0_ACYP1,0_ADAL,0_ADAM33,0_ADCY2,0_ADCY8,0_ADPRH,0_ADRM1,0_AHNAK2,0_AIMP1,0_AK3,0_AKAP7,0_AKR1C3,0_AKTIP,0_ALDH1A2,0_ALDH7A1,0_ALDOA,0_ALG13,0_ALG8,0_ALKBH1,0_ALOX15,0_ALOX15B,0_AMBP,0_AMN,0_AMZ2,0_ANAPC10,0_ANGPTL1,0_ANGPTL4,0_ANK3,0_ANKRD13D,0_ANKRD26,0_ANKRD39,0_ANKRD46,0_ANKRD49,0_ANKS6,0_ANLN,0_ANP32A,0_ANP32E,0_ANXA13,0_AP4B1,0_APBA3,0_APBB2,0_APCS,0_APOBEC3A,0_APOD,0_APOLD1,0_APPL2,0_AQP1,0_ARCN1,0_ARG2,0_ARHGAP1,0_ARHGAP33,0_ARHGEF35,0_ARHGEF7,0_ARL10,0_ARMC9,0_ARPC3,0_ASB13,0_ASMTL,0_ATG10,0_ATP1B3,0_ATP6V0A1,0_ATP6V0A2,0_ATP6V1B1,0_ATP6V1B2,0_ATP6V1C2,0_AUP1,0_AURKB,0_AUTS2,0_AXIN2,0_B4GALT1,0_B9D1,0_BAG1,0_BAG3,0_BAIAP2L2,0_BAK1,0_BAX,0_BBC3,0_BBOX1,0_BBS4,0_BCAP29,0_BCAR1,0_BCAS2,0_BCHE,0_BCL2L12,0_BCL2L14,0_BCL2L2,0_BCS1L,0_BDH1,0_BHMT,0_BHMT2,0_BIRC6,0_BLZF1,0_BNIP3,0_BRCA1,0_BRD3,0_BRWD1,0_BTN3A1,0_BUB3,0_BUD31,0_BYSL,0_C16orf70,0_C1orf194,0_C1orf43,0_C2orf49,0_C4BPA,0_C5orf34,0_C5orf46,0_C8B,0_CA9,0_CALHM2,0_CALM2,0_CALU,0_CAMK4,0_CAND1,0_CAP1,0_CAPN1,0_CAPN2,0_CAPNS1,0_CAPZA1,0_CARD11,0_CAV1,0_CAV2,0_CBLC,0_CBX4,0_CCDC102B,0_CCDC114,0_CCDC122,0_CCDC134,0_CCDC66,0_CCDC68,0_CCDC77,0_CCDC90B,0_CCDC91,0_CCM2,0_CCNG1,0_CCNG2,0_CCNJL,0_CCPG1,0_CCT6B,0_CD1B,0_CD2AP,0_CD81,0_CDC16,0_CDC23,0_CDC42EP4,0_CDHR5,0_CDIPT,0_CDK17,0_CDK18,0_CDK2AP1,0_CDKN2C,0_CDR2L,0_CECR2,0_CELSR3,0_CES3,0_CFI,0_CHAC1,0_CHAF1A,0_CHCHD5,0_CHCHD6,0_CHDH,0_CHI3L2,0_CHKA,0_CHMP1B,0_CHP2,0_CHRDL1,0_CHST11,0_CHST15,0_CHST6,0_CKS2,0_CLCC1,0_CLDN1,0_CLDN12,0_CLDN2,0_CLDN4,0_CLDN8,0_CLEC4C,0_CLIC3,0_CLN5,0_CLPB,0_CLTA,0_CLTB,0_CMC1,0_CMPK2,0_CNDP2,0_CNN3,0_CNTN2,0_CNTNAP1,0_COL13A1,0_COMMD3,0_COPS7A,0_COX19,0_CP,0_CPNE5,0_CPNE8,0_CRHBP,0_CRIM1,0_CRISPLD2,0_CRTC2,0_CSPG4,0_CSRNP2,0_CSTF2T,0_CTAGE9,0_CTNNA2,0_CTR9,0_CTTNBP2,0_CUL3,0_CWC15,0_CXCL12,0_CYB561D2,0_CYFIP2,0_CYSLTR2,0_DAGLA,0_DBI,0_DBNDD2,0_DCAF11,0_DCAF12L1,0_DCAF4,0_DCBLD2,0_DCP1B,0_DCTN2,0_DDO,0_DDX10,0_DDX11,0_DDX19B,0_DDX21,0_DDX41,0_DDX42,0_DDX43,0_DEAF1,0_DENND2D,0_DEPDC1,0_DERL3,0_DFFA,0_DGKD,0_DGUOK,0_DHTKD1,0_DHX30,0_DHX8,0_DLG1,0_DLGAP4,0_DMTF1,0_DNAJA3,0_DNAJB6,0_DNAJC1,0_DNAJC10,0_DNAJC14,0_DNAJC7,0_DPYS,0_DPYSL3,0_DPYSL4,0_DUOXA1,0_DUS4L,0_DUSP16,0_DUSP22,0_DVL1,0_DVL3,0_EBAG9,0_EBPL,0_ECHDC3,0_ECM2,0_EDEM2,0_EDF1,0_EDN1,0_EFCAB2,0_EFNB2,0_EGR1,0_EIF2AK3,0_EIF2B1,0_EIF2B4,0_EIF5A2,0_ELAC2,0_ELAVL1,0_EML2,0_ENHO,0_ENPP3,0_ENTPD2,0_EPHA3,0_EPHA7,0_EPS8,0_EPS8L2,0_ERAL1,0_ERCC6L,0_ERGIC2,0_ERLIN2,0_ESF1,0_ESRRA,0_ESYT1,0_ETNK2,0_EXOC7,0_EXOSC1,0_EXOSC9,0_EYA4,0_F11R,0_F8,0_FAAH,0_FABP7,0_FAM104A,0_FAM117A,0_FAM174A,0_FAM20A,0_FAM89A,0_FBL,0_FBLL1,0_FBXL2,0_FBXL5,0_FCHSD1,0_FCN3,0_FECH,0_FETUB,0_FGB,0_FGD1,0_FGF2,0_FGFR1,0_FGR,0_FHIT,0_FKBP5,0_FKBP8,0_FLOT2,0_FLRT3,0_FMN1,0_FNIP2,0_FOXK2,0_FOXO3,0_FOXS1,0_FPR2,0_FRAT1,0_FRK,0_FRRS1,0_FTO,0_G6PD,0_GAA,0_GABARAPL1,0_GADD45B,0_GALK1,0_GALNT12,0_GALNT7,0_GANAB,0_GAPDH,0_GAS2L1,0_GBE1,0_GCDH,0_GCSH,0_GEMIN6,0_GGCT,0_GGCX,0_GGTLC1,0_GIGYF1,0_GIMAP8,0_GLB1,0_GLE1,0_GLI2,0_GLIPR2,0_GLO1,0_GLOD5,0_GLRX5,0_GLS,0_GLT8D1,0_GLT8D2,0_GLYCTK,0_GLYR1,0_GNAI1,0_GOLGA3,0_GOLT1B,0_GPATCH1,0_GPC6,0_GPR107,0_GPR137B,0_GPR143,0_GPR160,0_GPR176,0_GPR183,0_GPRASP1,0_GPT,0_GPX3,0_GREM2,0_GRK6,0_GRPEL2,0_GRSF1,0_GSK3B,0_GSTA4,0_GSTZ1,0_GTPBP2,0_GTSF1,0_HADHB,0_HAL,0_HBA2,0_HBB,0_HCFC1,0_HCRTR1,0_HDAC5,0_HDAC6,0_HDHD2,0_HELQ,0_HIPK2,0_HIVEP3,0_HLA-DRB5,0_HM13,0_HMGA2,0_HNF1B,0_HNRNPU,0_HOXC13,0_HOXD4,0_HPCAL1,0_HPR,0_HPS4,0_HSD17B6,0_HSF1,0_HSPA12A,0_HSPA1B,0_HSPE1,0_HTN1,0_HTR2B,0_HUNK,0_HYLS1,0_ICA1,0_ICA1L,0_ICAM1,0_IDH3G,0_IDUA,0_IFI30,0_IFNG,0_IFNGR2,0_IFT57,0_IGF1R,0_IGF2BP2,0_IKZF2,0_IL18R1,0_IL23A,0_IMPA1,0_INTS3,0_IRF2BP2,0_ISCA2,0_ISCU,0_ISG15,0_ITGB8,0_ITIH3,0_IVNS1ABP,0_JAK2,0_JAKMIP2,0_JKAMP,0_JTB,0_JUND,0_KCNA5,0_KCNE3,0_KCNE4,0_KCNJ15,0_KCNS3,0_KCTD16,0_KDM3B,0_KHDRBS1,0_KHDRBS2,0_KIAA1841,0_KIF11,0_KIF13B,0_KIF18A,0_KIF1B,0_KISS1R,0_KLC2,0_KLC4,0_KLF3,0_KLHL20,0_KLK5,0_KRT19,0_KRT4,0_KRT7,0_LAPTM4A,0_LAS1L,0_LBP,0_LCOR,0_LEFTY2,0_LENG8,0_LGI4,0_LHX6,0_LIG4,0_LIMA1,0_LIPH,0_LMAN2,0_LMBRD2,0_LMNA,0_LPIN1,0_LRCH2,0_LRFN3,0_LRIT3,0_LRRC28,0_LRRC40,0_LRRFIP1,0_LRRN1,0_LRRN3,0_LRRN4CL,0_LSG1,0_LTBP2,0_MACROD2,0_MAEA,0_MAGEA4,0_MAGOH,0_MAN2A1,0_MANEA,0_MAOB,0_MAP2K1,0_MAP2K5,0_MAP3K14,0_MAP4K2,0_MAP7,0_MAPK8IP3,0_MBIP,0_MCM3,0_MCM6,0_MCM9,0_MDFIC,0_MDH1B,0_MDH2,0_MECP2,0_MED4,0_MED6,0_MEF2A,0_METAP2,0_METTL4,0_MFGE8,0_MFNG,0_MGAM,0_MGAT2,0_MGST1,0_MID1,0_MIF4GD,0_MIOS,0_MIPEP,0_MKI67,0_MKNK1,0_MKRN2,0_MLF2,0_MLPH,0_MMP2,0_MPHOSPH10,0_MPHOSPH8,0_MPI,0_MPV17L,0_MPZL2,0_MRPL39,0_MRPL41,0_MRPL42,0_MRPS9,0_MRRF,0_MS4A6A,0_MSH2,0_MST1R,0_MSTO1,0_MT1A,0_MTAP,0_MTHFR,0_MTMR11,0_MTSS1,0_MTUS2,0_MXI1,0_MYO1C,0_MYO5B,0_MYO6,0_MYOCD,0_MYOF,0_MYOM2,0_NAA10,0_NAA25,0_NAAA,0_NAGK,0_NANOS2,0_NAP1L4,0_NBEA,0_NBR1,0_NCAM2,0_NCAPH,0_NCKAP5L,0_NCSTN,0_NDOR1,0_NDRG1,0_NDUFA12,0_NDUFA4L2,0_NDUFA9,0_NDUFC1,0_NDUFV3,0_NEIL1,0_NEU1,0_NFIB,0_NFKBIA,0_NFYB,0_NGB,0_NGEF,0_NKAP,0_NKX2-2,0_NLE1,0_NLGN1,0_NME1,0_NMI,0_NMNAT3,0_NMT2,0_NMUR1,0_NNMT,0_NOB1,0_NOXO1,0_NPHP1,0_NPM3,0_NR1H3,0_NR3C1,0_NRBP1,0_NRF1,0_NRP1,0_NRP2,0_NRSN2,0_NSDHL,0_NSL1,0_NT5E,0_NTRK3,0_NUDT15,0_NUP35,0_NUP43,0_NUP50,0_NUP85,0_NUP88,0_OAS2,0_OGDHL,0_OGFOD1,0_OGG1,0_OMA1,0_ONECUT2,0_OSBPL1A,0_OTP,0_OXSM,0_OXSR1,0_P4HA1,0_P4HB,0_PABPC5,0_PADI1,0_PAFAH2,0_PAK1,0_PAM,0_PARD6A,0_PARL,0_PARP12,0_PAX5,0_PAX9,0_PBX2,0_PBXIP1,0_PCDH10,0_PCDHGA1,0_PCDHGA11,0_PCDHGA12,0_PCDHGA2,0_PCDHGA3,0_PCDHGA6,0_PCDHGB6,0_PCDHGB7,0_PCDHGC3,0_PCDHGC4,0_PCLO,0_PCYOX1,0_PDAP1,0_PDCL2,0_PDE9A,0_PDIA3,0_PDK1,0_PDLIM1,0_PDP2,0_PECR,0_PER2,0_PEX26,0_PFKM,0_PGLYRP2,0_PGRMC2,0_PHB2,0_PHKA2,0_PHLDB3,0_PHYH,0_PICK1,0_PID1,0_PIGS,0_PIK3C3,0_PIK3CG,0_PIK3R3,0_PIK3R6,0_PIR,0_PIWIL4,0_PJA1,0_PKP4,0_PLA2G15,0_PLCD3,0_PLEK2,0_PLEKHA2,0_PLEKHG3,0_PLK1,0_PLOD2,0_PLP2,0_PLRG1,0_PLXNB1,0_PNCK,0_POC1A,0_POF1B,0_POLR3D,0_POU2F2,0_POU5F1,0_PPA2,0_PPIB,0_PPIH,0_PPIP5K1,0_PPM1E,0_PPP1R3D,0_PPP2R2A,0_PPP2R2C,0_PRAM1,0_PRC1,0_PREP,0_PRKAR1B,0_PRKCB,0_PRODH,0_PRODH2,0_PROS1,0_PRPSAP2,0_PRTFDC1,0_PSMA4,0_PSMC5,0_PSMC6,0_PSMD4,0_PSME3,0_PSMF1,0_PTEN,0_PTGER4,0_PTGFRN,0_PTGR1,0_PTHLH,0_PYCR1,0_PYGL,0_QPRT,0_RAB14,0_RAB34,0_RAB3GAP2,0_RAB9B,0_RACGAP1,0_RAD50,0_RAD54L2,0_RADIL,0_RALGAPB,0_RANBP1,0_RANBP2,0_RANBP3,0_RANBP3L,0_RANGRF,0_RAP1GAP,0_RARG,0_RASGRF1,0_RASSF5,0_RBBP9,0_RBM17,0_RBM26,0_RBM38,0_RBM42,0_RBM8A,0_RBP4,0_RCC2,0_REC8,0_REEP5,0_REEP6,0_REN,0_REP15,0_REPS1,0_RFC4,0_RFT1,0_RGL2,0_RGMA,0_RGPD6,0_RHOT2,0_RHPN1,0_RILPL1,0_RIN3,0_RMND1,0_RNASEL,0_RNASET2,0_RNF213,0_RNF220,0_RNF31,0_RPA2,0_RPA4,0_RPL21,0_RPRD1B,0_RPS18,0_RPS20,0_RPS25,0_RPS4X,0_RPS6KA4,0_RPSA,0_RPUSD4,0_RRM2B,0_RSBN1,0_RSL24D1,0_RSPRY1,0_S100A1,0_SAA4,0_SAP30,0_SAP30BP,0_SAT2,0_SBK2,0_SCML4,0_SCO1,0_SDC3,0_SEC24C,0_SEC31A,0_SEC62,0_SEC63,0_SELL,0_SEMA3A,0_SENP2,0_SEPHS1,0_SERPINA3,0_SERPINA4,0_SERPINF2,0_SERPINH1,0_SEZ6L2,0_SF3A3,0_SFXN1,0_SGK1,0_SGMS1,0_SH2B1,0_SH2D4A,0_SHMT1,0_SHMT2,0_SHPK,0_SHPRH,0_SHROOM2,0_SHROOM3,0_SIK2,0_SIRPA,0_SIRT5,0_SIRT7,0_SLC13A3,0_SLC16A1,0_SLC16A4,0_SLC25A12,0_SLC26A11,0_SLC35B3,0_SLC38A10,0_SLC39A6,0_SLC3A1,0_SLC46A2,0_SLC47A1,0_SLC48A1,0_SLC4A1AP,0_SLC4A2,0_SLC7A1,0_SLC7A5,0_SLC9A2,0_SLFN5,0_SLK,0_SMAGP,0_SMARCC2,0_SMARCD1,0_SMARCE1,0_SMC1A,0_SNAI2,0_SNAP29,0_SNAP47,0_SNX10,0_SNX12,0_SNX14,0_SNX17,0_SNX21,0_SNX5,0_SOCS2,0_SPAG5,0_SPG21,0_SPNS1,0_SPTA1,0_SPTBN2,0_SPTBN4,0_SQLE,0_SQSTM1,0_SRD5A1,0_SREBF2,0_SRR,0_SRRT,0_SS18L2,0_SSB,0_SSR1,0_STARD4,0_STARD5,0_STC1,0_STRADA,0_STRADB,0_STRBP,0_STT3A,0_STX18,0_SUCLA2,0_SULT1C2,0_SUMO4,0_SUPT3H,0_SUPT6H,0_SUSD2,0_SYNE2,0_SYNGR1,0_SYNGR2,0_SYNGR3,0_SYNJ2BP,0_SYPL1,0_SYS1,0_SYT15,0_SYVN1,0_TACC2,0_TADA3,0_TAF8,0_TAPBP,0_TARBP2,0_TBC1D9B,0_TBCEL,0_TBL1XR1,0_TBL3,0_TBX2,0_TCEA3,0_TCERG1,0_TCTA,0_TCTN1,0_TEK,0_TERF2IP,0_TGFA,0_TGFBI,0_THBS1,0_THOC7,0_THUMPD2,0_TIAM2,0_TIGD1,0_TIMP2,0_TJP2,0_TM4SF18,0_TMCC3,0_TMED10,0_TMED9,0_TMEM104,0_TMEM116,0_TMEM132E,0_TMEM169,0_TMEM50B,0_TMEM59L,0_TMEM8B,0_TMEM9B,0_TMPRSS2,0_TNFRSF21,0_TNFSF4,0_TOE1,0_TOMM40,0_TPBG,0_TPK1,0_TPP1,0_TPPP,0_TRA2B,0_TRAF3IP1,0_TRAK1,0_TRDMT1,0_TREM1,0_TRIB3,0_TRIM11,0_TRIM41,0_TRIM65,0_TRIOBP,0_TRIP6,0_TRPT1,0_TSHR,0_TSHZ3,0_TSKU,0_TSPAN1,0_TSPAN6,0_TSPYL2,0_TTC1,0_TTC17,0_TTF1,0_TTR,0_TUBG2,0_TUBGCP3,0_TWF1,0_TXNRD1,0_U2AF1,0_UBA1,0_UBASH3B,0_UBC,0_UBE2C,0_UBE2D1,0_UBE2G1,0_UBE2G2,0_UBE2I,0_UBE2Z,0_UBR7,0_UBTF,0_UGT2B4,0_UNC50,0_UNC5B,0_UPK1B,0_UPK3B,0_UQCRC2,0_USP39,0_UXT,0_VAPB,0_VBP1,0_VCAN,0_VEGFA,0_VHL,0_VKORC1,0_VPS18,0_VPS37A,0_VPS53,0_VTI1B,0_VWF,0_WARS2,0_WASF2,0_WDFY1,0_WDR19,0_WDR48,0_WWP1,0_XAF1,0_XK,0_XKR9,0_XPA,0_XPC,0_XRCC5,0_YAF2,0_YIPF2,0_ZBTB42,0_ZBTB8OS,0_ZC3H18,0_ZCCHC17,0_ZCCHC24,0_ZDHHC14,0_ZDHHC3,0_ZFPM2,0_ZIC1,0_ZKSCAN4,0_ZMAT5,0_ZMYM3,0_ZMYND19,0_ZNF317,0_ZNF343,0_ZNF346,0_ZNF382,0_ZNF415,0_ZNF500,0_ZNF511,0_ZNF512,0_ZNF514,0_ZNF521,0_ZNF549,0_ZNF740,0_ZNF763,0_ZNF792,0_ZNF830,0_ZNF853,0_ZSCAN16,0_ZSCAN2,0_ZW10
0,0,0,0,0,32,0,0,52,1,4,0,27,0,12,39,14,0,0,3,92,92,3,32,0,3,0,0,0,23,0,4,44,8,0,0,15,0,0,0,38,0,0,21,0,0,0,0,0,0,0,6,0,0,10,42,0,0,0,71,21,4,0,50,0,0,0,0,0,31,0,0,25,0,0,6,0,13,0,0,49,0,0,0,0,57,27,38,0,0,6,10,0,39,0,176,0,2,0,0,35,0,13,0,0,4,7,0,0,0,20,0,3,0,0,0,0,0,0,33,0,0,1,10,0,7,1,0,2,0,14,0,0,0,0,0,0,66,0,14,7,0,0,17,0,20,0,0,4,0,0,0,52,0,14,0,0,0,0,0,0,4,0,0,0,0,0,0,21,13,137,0,0,2,12,0,0,18,4,66,5,0,35,27,24,0,16,0,4,0,0,112,16,2,8,70,0,0,0,0,0,15,0,12,74,60,0,0,5,0,8,79,0,73,0,2,0,0,0,0,9,27,14,0,6,0,0,0,0,65,0,0,7,0,60,48,102,23,36,0,5,2,0,0,0,0,13,0,0,56,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,31,58,9,0,0,3,0,0,0,0,69,1,0,0,7,48,3,0,0,0,0,0,0,0,23,6,32,29,20,33,21,0,0,0,0,0,0,0,0,0,1,0,0,24,0,0,0,9,0,0,0,165,0,0,0,0,4,7,0,13,11,27,0,84,10,0,0,20,0,19,27,0,0,0,0,0,3,0,0,24,0,21,0,1,0,0,0,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,32,0,0,46,0,0,0,0,32,0,0,0,81,13,2,0,15,0,6,38,16,23,0,0,29,3,0,0,0,0,51,1,0,0,37,0,0,0,0,0,24,0,19,0,0,68,30,17,17,0,94,0,25,23,0,5,0,17,0,46,0,0,0,0,0,0,0,1,0,5,9,34,0,9,0,29,0,0,80,0,0,0,0,19,0,0,0,6,0,6,5,19,71,0,19,45,0,0,0,132,0,15,7,0,0,0,18,58,14,77,4,0,29,0,4,0,64,5,0,7,0,0,0,0,8,125,0,0,41,5,19,9,33,52,0,19,6,4,187,0,0,0,0,0,11,0,0,0,0,7,4,0,0,0,0,0,0,0,5,0,0,6,15,4,26,0,60,35,0,0,0,0,11,0,3,0,102,0,0,63,90,0,0,0,0,0,6,0,0,7,0,67,3,0,1,0,5,13,0,0,0,55,0,18,0,0,3,0,0,0,0,1,1,0,29,0,0,69,1,0,0,0,0,0,0,0,0,0,45,88,0,31,0,64,0,0,0,0,55,8,0,9,0,10,0,0,0,0,0,16,31,0,0,0,87,16,0,0,31,0,3,0,0,39,0,7,0,0,82,0,0,0,0,1,0,0,0,0,0,52,0,54,114,0,10,37,87,8,12,41,0,35,0,66,0,64,0,46,73,1,5,0,11,0,0,17,0,0,0,46,6,0,1,0,0,7,0,0,0,115,0,16,47,27,0,0,0,0,1,47,8,0,0,0,11,0,3,1,33,4,11,20,0,0,0,10,9,0,0,1,3,0,0,0,11,4,0,52,0,31,0,0,0,0,0,22,55,0,0,21,43,149,0,0,0,0,0,11,0,0,0,23,38,35,0,0,21,0,0,0,134,0,15,59,0,16,0,0,26,0,24,0,18,43,0,0,0,0,0,0,0,0,0,0,0,0,38,89,0,0,3,0,44,36,0,0,0,0,0,0,0,0,0,4,0,0,53,45,0,0,0,90,0,0,0,0,35,11,0,5,0,0,39,0,19,18,0,2,3,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,31,2,0,1,97,54,0,0,0,0,61,0,0,0,21,0,15,0,0,30,0,0,2,0,0,48,13,3,0,12,0,14,2,41,195,0,0,0,48,110,4,49,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,43,59,0,0,0,0,88,0,87,0,0,5,0,0,0,0,81,0,0,43,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,22,0,37,0,0,0,3,0,19,0,0,61,0,0,104,16,0,24,0,0,0,19,6,0,22,0,34,0,5,0,0,0,3,5,0,6,0,9,0,0,0,0,0,14,48,0,0,34,14,0,0,0,23,0,0,0,0,0,7,0,14,0,0,0,39,124,0,0,0,0,0,0,0,13,0,4,0,0,9,0,31,0,0,1,0,0,0,41,8,0,4,27,18,0,0,0,0,1,0,3,0,33,92,0,0,39,0,0,17,0,37,37,0,0,1,0,0,0,0,0,0,2,53,2,0,0
100,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,1,2,2,0,1,2,0,0,1,0,0,0,0,0,45,0,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,2,0,4,0,0,1,0,0,40,0,1,71,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,0,0,1,0,0,2,1,0,0,0,0,1,1,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,1,14,0,0,0,17,0,0,119,0,0,8,0,1,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,30,6,0,0,13,0,1,37,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,1,0,34,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,4,0,1,0,0,10,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,5,11,30,0,0,0,0,3,0,1,0,0,0,40,0,0,0,0,1,0,0,0,0,7,1,0,0,1,27,0,0,0,1,0,0,0,0,0,2,25,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,6,0,0,0,0,0,51,0,0,38,1,0,0,0,1,0,0,0,0,0,7,0,2,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,114,1,0,0,5,1,1,385,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,1,0,0,0,121,5,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,3,0,0,2,0,4,0,0,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,3,1,0,11,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,15,2,0,1,3,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,20,0,0,0,1,0,0,0,0,0,0,9,0,0,4,1,0,0,0,1,2,8,0,0,0,0,0,0,1,0,1,9,0,0,57,0,0,1,1,0,1,0,1,0,61,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,15,0,17,4,0,0,1,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,15,0,0,0,0,0,2,2,0,43,0,1,2,0,95,33,0,0,1,0,35,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,83,0,1,1,1,4,14,0,264,0,1,0,1,0,0,0,0,0,4,0,0,2,0,0,0,38,0,1,0,0,1,25,0,157,8,0,0,0,0,0,4,0,6,1,0,5,1,0,1,0,0,0,18,7,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,198,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,14,1,7,0,0,0,0,0,0
