gen,0_A1CF,0_AARS2,0_AARSD1,0_ABCA3,0_ABCA4,0_ABCB6,0_ABCF1,0_ABHD14B,0_ACAD8,0_ACAD9,0_ACADL,0_ACAP2,0_ACAT1,0_ACBD3,0_ACE2,0_ACMSD,0_ACOT13,0_ACOX1,0_ACSL4,0_ACSM2B,0_ACSS1,0_ACTN1,0_ACVR2A,0_ACY3,0_ACYP1,0_ADA,0_ADAL,0_ADAMTS13,0_ADAR,0_ADRM1,0_AEBP1,0_AFAP1,0_AFF4,0_AFG3L2,0_AFP,0_AGA,0_AHNAK2,0_AHR,0_AKAP7,0_AKR1C3,0_AKR1E2,0_ALG10B,0_ALG3,0_ALG8,0_AMBP,0_AMPD2,0_ANAPC2,0_ANAPC7,0_ANGPTL4,0_ANLN,0_ANO6,0_ANXA3,0_ANXA4,0_AP2A1,0_AP2A2,0_AP4S1,0_APBA3,0_APBB1,0_APC,0_APCS,0_API5,0_APLP2,0_APOBEC3A,0_APOO,0_AQP1,0_ARFGEF2,0_ARHGAP18,0_ARL3,0_ARMC1,0_ARMCX1,0_ARPC5,0_ARSB,0_ASCC1,0_ASCC2,0_ASCC3,0_ASRGL1,0_ATAD2,0_ATAD3B,0_ATF2,0_ATG16L1,0_ATL1,0_ATN1,0_ATP11A,0_ATP1B3,0_ATP2A3,0_ATP2B2,0_ATP6V1A,0_ATP6V1B1,0_ATP7A,0_ATP8B1,0_ATRIP,0_ATRX,0_ATXN1,0_AUH,0_AURKB,0_AVPI1,0_AXIN2,0_AZI2,0_B2M,0_B4GALNT1,0_B4GALNT3,0_BAALC,0_BAIAP2L2,0_BAMBI,0_BANF1,0_BAP1,0_BARX2,0_BBC3,0_BBS4,0_BCAS3,0_BCL2L1,0_BCL2L14,0_BCL2L2,0_BDH1,0_BDH2,0_BECN1,0_BET1L,0_BHMT,0_BIK,0_BIRC3,0_BIRC5,0_BLOC1S1,0_BMI1,0_BMP2K,0_BMP6,0_BRMS1,0_BUD31,0_C11orf54,0_C17orf97,0_C19orf54,0_C1orf109,0_C1orf116,0_C1orf43,0_C2orf88,0_C3orf14,0_C5orf22,0_C6orf226,0_CA9,0_CAB39L,0_CABIN1,0_CACNA1C,0_CACNA1H,0_CAND2,0_CAPN1,0_CAPN10,0_CAPN2,0_CAPZA1,0_CARD8,0_CARHSP1,0_CARM1,0_CASP9,0_CC2D1A,0_CCDC12,0_CCDC124,0_CCDC134,0_CCDC152,0_CCDC50,0_CCDC51,0_CCDC86,0_CCDC93,0_CCDC96,0_CCS,0_CD47,0_CD55,0_CDC42BPA,0_CDC42BPB,0_CDCA5,0_CDH16,0_CDH2,0_CDH23,0_CDH6,0_CDK1,0_CDK14,0_CDK19,0_CDKN2A,0_CDKN2C,0_CECR2,0_CELSR3,0_CENPA,0_CEP350,0_CEP55,0_CEP72,0_CES3,0_CETN2,0_CFB,0_CFI,0_CHCHD5,0_CHCHD6,0_CHI3L2,0_CHKB,0_CHN2,0_CHPF,0_CHRD,0_CHRNA7,0_CHST10,0_CHST15,0_CHUK,0_CHURC1,0_CIR1,0_CKS1B,0_CLDN1,0_CLDN12,0_CLPB,0_CMIP,0_CMPK1,0_CMPK2,0_CNKSR3,0_CNN3,0_CNPY2,0_CNTN5,0_CNTNAP1,0_COBL,0_COIL,0_COL1A1,0_COMMD8,0_COMT,0_COPG2,0_COPS4,0_COQ2,0_CP,0_CPD,0_CPNE1,0_CPNE5,0_CREB3L1,0_CRISPLD2,0_CSGALNACT2,0_CSNK1E,0_CTAGE1,0_CTAGE6,0_CTCF,0_CTDP1,0_CTDSPL,0_CTNNA2,0_CTNNB1,0_CTNND1,0_CTSH,0_CTSS,0_CTSZ,0_CUBN,0_CUL7,0_CX3CL1,0_CX3CR1,0_CYB5A,0_CYB5D2,0_CYB5R1,0_CYP4X1,0_DAGLA,0_DBR1,0_DCAF12L1,0_DCBLD2,0_DCUN1D3,0_DDC,0_DDR1,0_DDX1,0_DDX11,0_DDX19B,0_DDX27,0_DDX3Y,0_DDX58,0_DEPDC1,0_DERL2,0_DERL3,0_DGKG,0_DHCR7,0_DHODH,0_DIAPH1,0_DLST,0_DNAJA1,0_DNAJB7,0_DNAJC9,0_DNASE1L3,0_DOK4,0_DPYS,0_DPYSL3,0_DSG2,0_DTNA,0_DUOXA1,0_DUSP8,0_DVL1,0_DYM,0_DYNC2LI1,0_E4F1,0_EDIL3,0_EDN1,0_EEA1,0_EFCAB2,0_EFHC1,0_EFNA5,0_EFNB2,0_EFS,0_EGR4,0_EHMT1,0_EID1,0_EIF2B1,0_EIF2B2,0_EIF2B5,0_EIF3C,0_EIF4A3,0_EIF4EBP1,0_EIF4ENIF1,0_ELF1,0_ELMO3,0_ELOVL1,0_EMD,0_EML4,0_ENGASE,0_ENHO,0_ENO1,0_ENOSF1,0_ENPP3,0_ENTPD1,0_ENTPD4,0_EPS8L2,0_EPSTI1,0_ERAP1,0_ERCC6L,0_ESRRA,0_ESYT2,0_EVPL,0_EXOC4,0_EXOC5,0_EZH1,0_F2RL1,0_FABP7,0_FADD,0_FADS1,0_FAF1,0_FAM104A,0_FAM107B,0_FAM167A,0_FAM20A,0_FAM47E,0_FAM83H,0_FAM89A,0_FANCI,0_FASTKD3,0_FBXL4,0_FBXO21,0_FBXO6,0_FCAR,0_FCHO2,0_FECH,0_FER,0_FETUB,0_FGB,0_FGD4,0_FGFR4,0_FIG4,0_FKBP3,0_FLRT3,0_FLT4,0_FNBP1L,0_FOXK2,0_FOXP2,0_FTSJ3,0_FUCA1,0_G6PC,0_G6PD,0_GAB2,0_GALNT3,0_GAPDH,0_GATAD2A,0_GATAD2B,0_GBP1,0_GBP4,0_GBP5,0_GCH1,0_GCK,0_GGA1,0_GGT6,0_GGTLC1,0_GGTLC2,0_GIGYF1,0_GIMAP2,0_GIMAP8,0_GIPC2,0_GLCCI1,0_GLI3,0_GLRX5,0_GLUD1,0_GLYAT,0_GMEB2,0_GNB1L,0_GNL3,0_GNPTAB,0_GNRH1,0_GOLGA3,0_GOLGB1,0_GORASP2,0_GPC4,0_GPHN,0_GPRC5D,0_GPX1,0_GRAMD1B,0_GRAMD1C,0_GRB10,0_GREM2,0_GRHL3,0_GRIK1,0_GRK6,0_GSS,0_GSTA1,0_GSTA4,0_GSTZ1,0_GTF2F2,0_GTPBP2,0_GTSF1,0_GUF1,0_GYS1,0_HAAO,0_HAL,0_HAND2,0_HAX1,0_HCFC1,0_HDAC1,0_HDAC10,0_HDDC3,0_HDHD2,0_HEBP2,0_HECTD2,0_HELQ,0_HERPUD2,0_HEXIM1,0_HK1,0_HMGCR,0_HMGN5,0_HNF1B,0_HNRNPA3,0_HNRNPH1,0_HPCA,0_HPCAL1,0_HSD17B7,0_HSPA12A,0_HSPA1A,0_HSPA6,0_HSPB7,0_HSPB8,0_HSPBAP1,0_HTATSF1,0_HTR1E,0_HTRA4,0_HUNK,0_ICA1L,0_ICAM1,0_ICOSLG,0_IDH2,0_IDH3A,0_IDO1,0_IER3IP1,0_IER5,0_IFIH1,0_IFIT1,0_IFNG,0_IFNGR2,0_IFT74,0_IKBKB,0_IKBKE,0_IL15RA,0_IL18,0_IL23A,0_IL4I1,0_ILDR1,0_IMPA2,0_INO80D,0_INTS12,0_INTU,0_IRF2BP2,0_ISCU,0_ITGA2,0_ITGB3,0_ITSN2,0_JUN,0_KANK1,0_KAT2B,0_KAT5,0_KATNAL2,0_KCMF1,0_KCNE4,0_KCNK10,0_KCTD16,0_KCTD18,0_KDELR2,0_KDM3B,0_KDM6B,0_KHDRBS2,0_KIAA1671,0_KIF13B,0_KIF18A,0_KIF22,0_KIF26B,0_KIF4A,0_KIF7,0_KIF9,0_KISS1R,0_KLC1,0_KLF3,0_KLHDC10,0_KLHDC2,0_KLHL8,0_KLK5,0_KMO,0_KPNA3,0_KRT18,0_KRT19,0_KTI12,0_L3MBTL3,0_LACTB2,0_LARS2,0_LATS2,0_LBH,0_LBP,0_LBR,0_LDHC,0_LGALS1,0_LGI4,0_LGR5,0_LILRB5,0_LIMA1,0_LIMK1,0_LIMS1,0_LIN54,0_LIN7C,0_LINGO2,0_LIPH,0_LMBR1,0_LMCD1,0_LMNB1,0_LRBA,0_LRFN3,0_LRIT3,0_LRRC24,0_LRRC25,0_LRRC28,0_LRRC40,0_LRRC45,0_LRRN1,0_LSM14B,0_LSS,0_LTBP2,0_LTBP4,0_LUC7L3,0_LY86,0_LYSMD3,0_LYSMD4,0_LZTS1,0_LZTS2,0_MACC1,0_MAEA,0_MAF,0_MAGEA4,0_MAGEA8,0_MAN1B1,0_MANBA,0_MAP3K1,0_MAP3K12,0_MAPK1,0_MAPK6,0_MAPKAPK2,0_MAZ,0_MBD1,0_MCC,0_MECP2,0_MED12L,0_MEGF8,0_MEP1A,0_MERTK,0_METAP1,0_METTL7B,0_MEX3D,0_MFN1,0_MFSD6,0_MGLL,0_MGRN1,0_MGST3,0_MICAL3,0_MID1,0_MIPOL1,0_MKKS,0_MKNK1,0_MLLT1,0_MMAB,0_MME,0_MMP11,0_MMP2,0_MORF4L1,0_MOSPD1,0_MPI,0_MPV17L,0_MRPL18,0_MRPL23,0_MRPL27,0_MRPL37,0_MRPL41,0_MRPL44,0_MRPS17,0_MRPS6,0_MRRF,0_MSH6,0_MST1R,0_MSTO1,0_MTA1,0_MTHFD1,0_MTM1,0_MTMR1,0_MTSS1,0_MUS81,0_MYNN,0_MYO1E,0_MYO5B,0_MYO6,0_MYOCD,0_MYOM2,0_NAA10,0_NAA25,0_NACC1,0_NAPSA,0_NARS2,0_NAT10,0_NAV2,0_NCAM2,0_NCKAP1L,0_NCKAP5L,0_NCLN,0_NCOA1,0_NCOA3,0_NCSTN,0_NDRG2,0_NDST2,0_NDUFA4,0_NDUFA4L2,0_NDUFA8,0_NDUFV3,0_NFAT5,0_NFIB,0_NFKB2,0_NFKBIE,0_NGB,0_NGEF,0_NHEJ1,0_NIT2,0_NKAP,0_NLGN1,0_NLK,0_NLRX1,0_NMB,0_NME5,0_NMNAT3,0_NMT1,0_NNT,0_NONO,0_NOP2,0_NOTCH1,0_NPEPL1,0_NPTN,0_NR1D2,0_NR5A2,0_NRBP1,0_NSUN5,0_NTN1,0_NTRK3,0_NUDT22,0_NUP153,0_NUP85,0_NXN,0_OCIAD2,0_OGDHL,0_OGFOD2,0_OGT,0_ONECUT2,0_OTP,0_OTUD5,0_OXNAD1,0_OXSM,0_P2RY11,0_P4HA1,0_P4HB,0_PABPC5,0_PADI1,0_PAFAH1B2,0_PAFAH2,0_PAG1,0_PALMD,0_PANK3,0_PAQR7,0_PARL,0_PAXIP1,0_PCBP1,0_PCBP3,0_PCDH10,0_PCDHB7,0_PCDHGA2,0_PCDHGB4,0_PCDHGB6,0_PCK1,0_PCNT,0_PCYOX1,0_PDCD1,0_PDCD10,0_PDCL2,0_PDE9A,0_PDK1,0_PDK4,0_PDPK1,0_PDS5A,0_PDS5B,0_PDZK1IP1,0_PEA15,0_PEBP1,0_PELI1,0_PEX6,0_PGLYRP2,0_PGRMC1,0_PGRMC2,0_PHF23,0_PHLPP1,0_PI4K2B,0_PIF1,0_PIK3C3,0_PIK3CA,0_PIK3R3,0_PIK3R4,0_PIN4,0_PINX1,0_PIWIL4,0_PLAA,0_PLAU,0_PLCB4,0_PLCG2,0_PLD1,0_PLD2,0_PLEKHA1,0_PLEKHB2,0_PLK1,0_PLOD2,0_PLS1,0_PLXDC2,0_PNCK,0_PNMA1,0_POF1B,0_POLD1,0_POLR2E,0_PON2,0_POU2F1,0_POU3F3,0_POU5F1,0_PPFIBP2,0_PPIB,0_PPIE,0_PPIL3,0_PPP1CB,0_PPP1R11,0_PPP1R13B,0_PPP1R14B,0_PPP2CB,0_PPP2R2A,0_PPP2R2B,0_PPP2R2C,0_PPP2R3C,0_PPP5C,0_PQBP1,0_PRC1,0_PRCC,0_PRDM11,0_PRDX2,0_PRDX4,0_PRELID1,0_PRKAB1,0_PROC,0_PRODH2,0_PROS1,0_PRPSAP2,0_PRR16,0_PRRT3,0_PRTFDC1,0_PSAPL1,0_PSMD12,0_PTDSS2,0_PTEN,0_PTGIS,0_PTGS1,0_PTHLH,0_PTMA,0_PTPN23,0_PTPRE,0_PTPRJ,0_PXN,0_PZP,0_QSER1,0_RAB23,0_RAB30,0_RAB31,0_RAB3D,0_RAB5B,0_RAB6B,0_RABEP2,0_RAD1,0_RAD23A,0_RAD54L,0_RAD9A,0_RANBP3,0_RANBP3L,0_RANGAP1,0_RAP1GDS1,0_RB1,0_RBL1,0_RBM15,0_RBM28,0_RBM39,0_RECQL4,0_REEP5,0_REN,0_RFC1,0_RFT1,0_RGL1,0_RIC8B,0_RILPL2,0_RIMS2,0_RNASEL,0_RNF10,0_RNF115,0_RNF13,0_RNF17,0_RNF180,0_RNF216,0_RNF31,0_RNF38,0_RNF4,0_RPA4,0_RPAP1,0_RPAP3,0_RPE,0_RPL13A,0_RPL41,0_RPL9,0_RPN1,0_RPRD1A,0_RPS6KA4,0_RPS6KB2,0_RPSA,0_RSAD2,0_RSC1A1,0_RUFY2,0_RUNX1,0_RUSC1,0_SAA4,0_SACM1L,0_SAE1,0_SAFB,0_SALL1,0_SAMD4A,0_SAP30BP,0_SAR1A,0_SCARB2,0_SCCPDH,0_SCFD1,0_SCOC,0_SDF2L1,0_SDF4,0_SDHD,0_SDR16C5,0_SEC24B,0_SEC31A,0_SEC62,0_SEMA3A,0_SEMA5A,0_SERPINA3,0_SERPINB5,0_SESTD1,0_SFXN3,0_SGK1,0_SGMS1,0_SGPP1,0_SGSM1,0_SGSM3,0_SH3BP5L,0_SHC1,0_SHISA5,0_SIRPA,0_SIRT7,0_SKA1,0_SKP2,0_SLBP,0_SLC12A7,0_SLC13A3,0_SLC15A4,0_SLC16A1,0_SLC17A4,0_SLC25A12,0_SLC25A24,0_SLC25A36,0_SLC26A11,0_SLC26A2,0_SLC29A2,0_SLC2A5,0_SLC2A9,0_SLC35E1,0_SLC37A4,0_SLC38A10,0_SLC39A9,0_SLC43A2,0_SLC46A3,0_SLC7A1,0_SLFN5,0_SMAP1,0_SMARCA2,0_SMC5,0_SMURF2,0_SNRPB,0_SNX21,0_SNX9,0_SOCS1,0_SOCS6,0_SORBS1,0_SOS2,0_SP1,0_SP100,0_SPAG5,0_SPARC,0_SPATA18,0_SPINT2,0_SPOCK2,0_SPRED2,0_SPSB2,0_SPTBN1,0_SPTBN4,0_SQSTM1,0_SREBF2,0_SRP72,0_SRPX2,0_SSBP2,0_SSH3,0_ST8SIA2,0_ST8SIA3,0_STAM,0_STBD1,0_STC2,0_STK38,0_STOM,0_STX10,0_STX11,0_STX12,0_STX17,0_STX18,0_SUCLA2,0_SUMO4,0_SUPT3H,0_SYCP3,0_SYF2,0_SYNGR3,0_SYNJ2BP,0_TACC1,0_TAF8,0_TAP1,0_TARBP2,0_TBC1D1,0_TBC1D25,0_TBC1D4,0_TBCE,0_TCEA3,0_TCIRG1,0_TCTN1,0_TDRD3,0_TEC,0_TEK,0_TELO2,0_TF,0_TFB1M,0_TFE3,0_TFG,0_TFPT,0_TGFA,0_THAP2,0_THBS1,0_THEM4,0_THOC2,0_TIAM2,0_TIMM8A,0_TJP2,0_TMED4,0_TMEM132E,0_TMEM175,0_TMEM208,0_TMEM39A,0_TMEM45B,0_TMEM51,0_TMEM59,0_TMEM59L,0_TMEM70,0_TMEM72,0_TMEM8B,0_TMPRSS2,0_TNFAIP3,0_TNFRSF11B,0_TNFRSF18,0_TNFRSF21,0_TNFSF13B,0_TOM1,0_TOP2B,0_TPCN2,0_TPD52,0_TPD52L1,0_TPK1,0_TPM4,0_TPST2,0_TRAFD1,0_TRAIP,0_TRAM1,0_TREM1,0_TRIM26,0_TRIM35,0_TRIM55,0_TRIM69,0_TRIOBP,0_TRIP4,0_TRIP6,0_TRMT1,0_TRMT61B,0_TRUB1,0_TSC2,0_TSHR,0_TSSC4,0_TTC27,0_TTC30A,0_TTC33,0_TTF2,0_TTLL1,0_TTLL7,0_TUBB,0_TUBB8,0_TWF1,0_TXNDC5,0_TXNRD1,0_TYW1,0_TYW3,0_UBA5,0_UBASH3B,0_UBE2I,0_UBE2L3,0_UBQLN4,0_UBTF,0_UBXN4,0_UFM1,0_UGDH,0_ULK3,0_UNC5CL,0_UPK3B,0_UROC1,0_USP13,0_USP4,0_UTY,0_VARS2,0_VEGFA,0_VHL,0_VIPR1,0_VPREB3,0_VPS37C,0_VSIG2,0_VWA5B2,0_WASL,0_WBP2,0_WDR17,0_WDR41,0_WDR48,0_WDR6,0_WFS1,0_WRAP53,0_WT1,0_XK,0_XKR9,0_XPC,0_XRN2,0_YWHAE,0_YWHAZ,0_ZBED4,0_ZBTB2,0_ZBTB3,0_ZBTB33,0_ZBTB34,0_ZBTB5,0_ZBTB8OS,0_ZC3H18,0_ZCCHC24,0_ZDHHC3,0_ZDHHC6,0_ZFC3H1,0_ZHX2,0_ZMYM2,0_ZNF267,0_ZNF282,0_ZNF317,0_ZNF343,0_ZNF420,0_ZNF436,0_ZNF439,0_ZNF514,0_ZNF518B,0_ZNF593,0_ZNF598,0_ZNF616,0_ZNF677,0_ZNFX1,0_ZSCAN16
0,0,6,0,0,61,0,0,3,0,0,88,0,0,0,0,11,0,9,0,0,15,0,0,0,0,0,5,0,0,0,2,0,0,0,5,37,18,0,53,58,40,0,0,0,25,0,0,0,2,0,2,22,4,0,16,9,10,0,0,0,0,0,14,0,31,2,0,31,0,92,34,0,0,0,0,0,0,0,0,0,0,0,0,28,0,53,20,57,0,12,3,0,0,0,0,29,4,0,4,157,0,0,22,0,0,7,51,41,0,0,0,2,0,24,0,0,48,0,36,0,0,0,6,0,0,0,0,0,0,0,31,112,0,0,0,47,0,16,0,6,0,114,8,0,0,0,0,3,0,0,0,22,0,0,27,0,0,1,0,0,8,0,2,10,13,0,0,71,81,14,7,0,0,0,0,250,5,0,0,0,0,6,64,0,1,39,0,19,12,19,3,0,0,0,0,1,0,5,24,21,0,0,9,0,0,1,0,14,0,11,0,0,0,0,0,0,0,0,0,26,10,0,23,0,0,0,25,22,10,0,4,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,179,4,0,0,0,0,33,6,0,25,0,0,0,20,0,32,0,0,0,0,66,2,287,0,0,0,0,17,34,20,0,0,0,0,21,15,0,49,0,0,105,0,12,71,0,0,0,0,0,0,0,58,0,38,0,0,0,0,5,0,0,0,0,0,0,8,15,0,30,6,0,0,0,0,9,22,0,0,0,0,2,7,35,0,0,6,0,0,0,0,0,59,0,3,0,2,128,0,0,0,0,0,0,0,0,0,0,10,254,35,0,0,16,0,1,47,23,13,26,2,0,0,0,0,0,0,0,0,0,2,18,19,0,0,18,0,0,0,0,0,0,0,24,14,0,14,0,0,56,0,0,4,0,10,14,8,24,0,0,0,15,21,16,24,5,3,24,0,0,0,0,0,0,0,31,15,67,0,3,0,0,1,8,0,0,24,18,0,5,6,34,5,29,24,0,0,18,0,0,143,9,2,0,4,19,0,0,0,0,0,0,34,0,0,4,0,0,0,2,0,0,45,0,12,0,0,0,10,0,0,28,183,0,0,0,0,2,0,0,0,0,0,0,61,8,13,0,0,0,0,0,21,33,0,0,21,0,0,0,7,0,0,129,0,15,0,2,15,0,1,0,0,0,13,1,0,0,0,0,0,0,78,1,0,36,6,0,2,0,0,18,10,0,0,0,0,0,0,131,9,17,16,0,0,0,17,7,6,0,0,0,2,0,0,0,0,29,0,0,24,0,0,0,0,0,0,28,52,5,0,0,16,0,0,0,0,0,0,24,20,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,4,2,0,0,0,0,0,0,3,0,4,1,26,0,0,0,0,0,0,34,1,0,0,0,71,0,0,0,0,13,0,0,0,0,39,0,0,16,5,0,11,30,177,4,0,0,0,0,0,0,0,43,39,0,0,0,0,3,0,6,108,0,0,1,20,0,0,0,0,0,0,0,13,0,10,0,34,0,11,0,0,0,11,8,0,0,0,0,28,0,0,42,0,266,72,0,0,9,0,175,0,0,0,0,0,0,19,0,12,0,0,0,0,7,0,0,17,0,0,5,18,233,4,19,0,54,0,1,0,0,0,0,0,0,1,0,30,95,24,72,3,0,0,0,0,34,0,0,0,1,0,0,0,0,6,0,20,0,0,0,21,104,0,0,0,0,2,0,20,6,0,0,8,37,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,155,0,0,0,4,0,0,15,0,0,0,51,6,0,0,0,5,6,32,0,0,0,0,20,0,0,0,0,0,21,0,22,0,0,14,0,0,1,11,0,0,64,85,5,0,0,0,0,0,74,0,3,0,218,0,210,40,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,3,19,0,0,0,6,0,0,36,54,189,0,0,7,0,18,0,53,0,0,0,0,0,0,0,1,0,0,25,0,4,0,0,5,333,2,174,0,6,0,0,0,0,41,0,0,0,0,0,54,53,0,40,0,0,2,0,0,45,0,4,0,13,0,0,0,217,0,0,50,5,0,7,26,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,70,71,0,28,14,22,0,153,0,0,0,13,0,11,60,15,0,0,0,0,0,14,0,6,2,8,0,5,0,0,0,0,0,0,0,0,0,33,25,82,37,0,0,0,2,0,6,39,0,0,0,0,0,0,24,0,7,40,2,3,18,12,3,3,0,2,0,29,0,0,0,0,0,6,11,1,0,9,0,0,13,0,0,0,10,0,0,8,0,0,0,0,4,0,55,0,1,46,0,0,0,5,0,0,0,10,0,0,12,0,0,34,0,0,0,0,0,0,0,0,29,0,0,4,0,0,0,18,8,0
100,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,4,1,0,0,0,1,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,74,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,1,89,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,6,0,0,4,24,0,3,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,4,0,3,0,0,0,1,0,2,44,0,51,0,0,0,0,30,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,1,0,0,0,3,26,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3,0,1,1,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2,19,3,6,10,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,2,2,22,2,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,7,6,0,1,0,2,0,143,0,1,0,0,0,0,0,0,0,0,0,0,1,2,7,0,0,0,1,0,0,0,0,34,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,5,0,1,0,3,0,0,0,0,0,0,4,0,0,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,5,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,1,1,0,95,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,66,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,2,2,3,0,0,0,0,1,0,1,1,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,1,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,133,3,0,0,1,1,0,0,4,0,0,27,0,0,1,1,0,0,0,3,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,1,6,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,5,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,12,5,4,0,0,0,0,2,0,0,1,0,22,0,13,0,22,5,0,0,0,0,70,0,0,0,0,0,0,8,1,68,0,0,1,0,0,0,1,0,11,0,2,0,0,0,2,0,0,0,1,0,0,100,0,5,1,0,1,0,2,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,3,20,25,0,0,0,0,0,0,0,4,4,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,2,11,0,0,0,0,0,1,0,2,15,0,1,0,3,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,9,0,0,0,0,3,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
