gen,0_AAMP,0_ABCB7,0_ABCE1,0_ABR,0_ACAP3,0_ACMSD,0_ACO2,0_ACSL1,0_ACSL4,0_ACTR3B,0_ACVR1,0_ADAM23,0_ADAM33,0_ADAM8,0_ADAMTS9,0_ADCY2,0_ADCY6,0_ADI1,0_ADSL,0_AEBP1,0_AFM,0_AGA,0_AGPAT4,0_AHNAK2,0_AHR,0_AK7,0_AKAP12,0_AKR1C3,0_AKR1E2,0_ALDH1A1,0_ALDH1A2,0_ALDH1L2,0_ALDH5A1,0_ALDH7A1,0_ALG3,0_ALG9,0_ALKBH1,0_ALOX15,0_ALOX15B,0_AMBP,0_AMBRA1,0_ANGPTL1,0_ANGPTL4,0_ANK3,0_ANKRD46,0_ANKRD50,0_ANXA13,0_ANXA3,0_ANXA4,0_AP1AR,0_AP1G2,0_AP2A2,0_AP2B1,0_AP3M2,0_APBB2,0_APEH,0_APOD,0_APRT,0_ARF6,0_ARFGEF2,0_ARGLU1,0_ARHGAP5,0_ARHGAP6,0_ARHGEF16,0_ARIH1,0_ARL3,0_ARMC9,0_ARPC2,0_ARPC5L,0_ASB8,0_ASPSCR1,0_ASRGL1,0_ASS1,0_ATP10D,0_ATP2B1,0_ATP2B3,0_ATP2B4,0_ATP6V1B1,0_ATP6V1C2,0_ATP6V1D,0_ATP6V1F,0_ATP7A,0_ATXN1,0_AXIN2,0_B3GALT4,0_B4GALNT2,0_B4GALT3,0_BAD,0_BAIAP2L2,0_BARX2,0_BATF2,0_BCAP29,0_BCHE,0_BCO2,0_BDH1,0_BDNF,0_BEX1,0_BEX2,0_BICD2,0_BIK,0_BIRC3,0_BNIP3L,0_BPNT1,0_BRD7,0_BRI3BP,0_BST2,0_BTF3,0_C11orf45,0_C11orf54,0_C15orf40,0_C1GALT1,0_C1orf194,0_C2CD2L,0_C2orf74,0_C4BPA,0_C5orf46,0_C6orf226,0_C7,0_C7orf50,0_C9orf85,0_CA12,0_CABIN1,0_CACNA1C,0_CACNA1H,0_CADM4,0_CALM2,0_CAPN1,0_CAPZA1,0_CASP10,0_CASP9,0_CAV2,0_CBWD1,0_CBWD6,0_CBX4,0_CCDC114,0_CCDC125,0_CCDC127,0_CCDC51,0_CCDC57,0_CCDC68,0_CCDC77,0_CCDC86,0_CCNJL,0_CCNT1,0_CCRL2,0_CCT6B,0_CD276,0_CD2AP,0_CD44,0_CD47,0_CD55,0_CD63,0_CD81,0_CDC123,0_CDC16,0_CDC27,0_CDC37,0_CDH1,0_CDH11,0_CDH2,0_CDH23,0_CDK18,0_CDK5,0_CDK5RAP3,0_CDKN2C,0_CECR2,0_CHCHD6,0_CHD1L,0_CHD3,0_CHDH,0_CHEK2,0_CHFR,0_CHI3L2,0_CHP2,0_CHPT1,0_CHRM3,0_CHST15,0_CHST6,0_CIB2,0_CIR1,0_CITED1,0_CITED4,0_CLDN1,0_CLDN8,0_CLEC3B,0_CLEC4C,0_CLEC4D,0_CLPB,0_CLPTM1L,0_CLTB,0_CLTCL1,0_CNDP2,0_CNN3,0_CNOT1,0_CNTN1,0_CNTN2,0_COG3,0_COG4,0_COL6A2,0_COMMD1,0_COMMD3,0_COPS7A,0_COQ2,0_COQ4,0_CORO1B,0_COX8C,0_CP,0_CPE,0_CPNE5,0_CPT2,0_CRAT,0_CREB1,0_CREB3L1,0_CRHBP,0_CRTC2,0_CRY2,0_CRYL1,0_CSNK1D,0_CSPG4,0_CSPG5,0_CTAGE6,0_CTNNA2,0_CTNND1,0_CTR9,0_CTSB,0_CTSF,0_CTTNBP2,0_CUEDC1,0_CUL5,0_CUL7,0_CXCR5,0_CXXC5,0_CYC1,0_CYP27A1,0_DAAM2,0_DACT2,0_DALRD3,0_DCAF12L1,0_DCTN2,0_DDR1,0_DDX1,0_DDX11,0_DDX27,0_DDX46,0_DEDD,0_DERL3,0_DIP2C,0_DIRAS3,0_DLST,0_DLX5,0_DNA2,0_DNAJB7,0_DNAJC16,0_DNAJC25,0_DNAJC28,0_DNAJC7,0_DNASE1L3,0_DNASE2,0_DNMT3A,0_DNMT3B,0_DOK4,0_DPM3,0_DPYS,0_DPYSL2,0_DPYSL3,0_DPYSL4,0_DSC2,0_DUOXA1,0_DVL3,0_DYNC2LI1,0_DYRK2,0_ECD,0_ECE1,0_EDIL3,0_EFCAB2,0_EFNB2,0_EHMT1,0_EID1,0_EIF2AK1,0_EIF4E,0_EIF4EBP1,0_EIF4EBP2,0_EIF4ENIF1,0_ELF4,0_ELMO3,0_ELMOD2,0_EML2,0_ENHO,0_ENPP3,0_ENTPD2,0_EPHA3,0_EPHA7,0_EPS15L1,0_EPS8,0_EPSTI1,0_ERLEC1,0_ESD,0_ESPL1,0_ESRP1,0_ESRRA,0_ETNK2,0_ETV4,0_ETV5,0_EVI5L,0_EVPL,0_EXOSC2,0_F2,0_FAAH,0_FABP3,0_FABP7,0_FAF1,0_FAHD2B,0_FAM120AOS,0_FAM13C,0_FAM156A,0_FAM160A1,0_FAM160B2,0_FAM171A1,0_FAM174B,0_FAM20A,0_FAM20B,0_FAM53A,0_FAM53C,0_FAM81A,0_FAM98C,0_FANCL,0_FAR2,0_FBXL14,0_FBXO16,0_FBXO21,0_FBXO33,0_FBXO38,0_FBXO5,0_FBXW7,0_FBXW9,0_FCN3,0_FECH,0_FGB,0_FKBP9,0_FLAD1,0_FLRT3,0_FLT4,0_FMO2,0_FPR2,0_FRG1,0_FRK,0_FTO,0_FTSJ1,0_FUS,0_FXYD2,0_FXYD3,0_FZD7,0_G3BP1,0_G6PD,0_GAB3,0_GABPB1,0_GABRG3,0_GADD45B,0_GADD45GIP1,0_GAR1,0_GBA,0_GBP3,0_GC,0_GCH1,0_GCHFR,0_GCNT2,0_GDF15,0_GFER,0_GGA1,0_GGPS1,0_GGT6,0_GGT7,0_GGTA1,0_GGTLC1,0_GLCCI1,0_GLOD4,0_GLRX5,0_GMEB1,0_GMIP,0_GNAI1,0_GNB1L,0_GNL3,0_GNRH1,0_GORAB,0_GPATCH1,0_GPHN,0_GPR143,0_GPR183,0_GPRASP1,0_GPRC5C,0_GPRIN2,0_GRB10,0_GRHPR,0_GRINA,0_GRK5,0_GRTP1,0_GSTA1,0_GSTA4,0_GSTCD,0_GSTM1,0_GTF2H1,0_HADHB,0_HAL,0_HAUS1,0_HAX1,0_HBB,0_HCFC1R1,0_HDAC1,0_HDAC10,0_HDAC3,0_HDHD3,0_HEYL,0_HIF1AN,0_HINT3,0_HIVEP1,0_HK1,0_HLA-DQB1,0_HLA-DRB5,0_HMGA2,0_HNF1B,0_HNRNPA2B1,0_HNRNPD,0_HNRNPUL2,0_HOXC13,0_HOXD4,0_HPS3,0_HSD17B10,0_HSD17B11,0_HSD17B14,0_HSF1,0_HSPD1,0_HTATSF1,0_HTR1E,0_HTR2B,0_HUNK,0_HYLS1,0_IARS2,0_ICA1,0_IDI1,0_IDUA,0_IER3,0_IFFO2,0_IFNB1,0_IFNG,0_IK,0_IL15,0_IL20RA,0_ILDR1,0_ILVBL,0_INTS8,0_IPP,0_IQGAP1,0_IRAK1,0_ISCU,0_ITGB3,0_ITM2B,0_IVNS1ABP,0_IWS1,0_JAG1,0_JARID2,0_JMJD6,0_KALRN,0_KAT2B,0_KCNE4,0_KCNG1,0_KCNJ1,0_KCNJ2,0_KCNQ5,0_KCTD16,0_KHDRBS2,0_KHDRBS3,0_KIAA0753,0_KIAA1328,0_KIAA1841,0_KIF13B,0_KIF18A,0_KIF22,0_KIF9,0_KISS1R,0_KLC4,0_KLF5,0_KLHL32,0_KLHL5,0_KRT19,0_KRT4,0_KRT8,0_KTN1,0_L2HGDH,0_LARS2,0_LAYN,0_LBP,0_LCMT2,0_LDHC,0_LDHD,0_LDLRAD2,0_LEFTY2,0_LEO1,0_LFNG,0_LGALS8,0_LGI4,0_LGR5,0_LHPP,0_LIME1,0_LIMS1,0_LIN7C,0_LINS1,0_LIPT2,0_LMAN2L,0_LMCD1,0_LMNA,0_LOXL2,0_LPCAT1,0_LPIN1,0_LRBA,0_LRCH2,0_LRIT3,0_LRP4,0_LRRC24,0_LRRC61,0_LRRFIP1,0_LRRN3,0_LRRN4CL,0_LRSAM1,0_LSM12,0_LTV1,0_LXN,0_MAD1L1,0_MAFG,0_MANSC1,0_MAOB,0_MAP3K12,0_MAP3K2,0_MAP7,0_MAPK1,0_MAPK11,0_MAPK12,0_MAPK8IP3,0_MAPKAPK2,0_MAPKAPK5,0_MBIP,0_MCC,0_MCCC1,0_MCCC2,0_MDM2,0_MDM4,0_MEP1A,0_METTL7B,0_MFSD8,0_MGAM,0_MGLL,0_MGST1,0_MID1,0_MIPEP,0_MLF2,0_MLH1,0_MLLT1,0_MLST8,0_MLX,0_MLXIP,0_MMP14,0_MMP2,0_MN1,0_MORF4L2,0_MPG,0_MPHOSPH10,0_MPI,0_MPND,0_MPST,0_MPV17L,0_MPZL1,0_MRPL24,0_MRPL45,0_MRPL52,0_MRPL55,0_MRPS16,0_MRPS2,0_MSH2,0_MST1R,0_MT1E,0_MTA2,0_MTAP,0_MTDH,0_MTHFS,0_MTPAP,0_MTX2,0_MXI1,0_MYO10,0_MYO19,0_MYOCD,0_MYOM2,0_N6AMT1,0_NAA15,0_NAA25,0_NAALAD2,0_NAP1L1,0_NAPSA,0_NAT10,0_NBR1,0_NDST2,0_NDUFA8,0_NDUFB3,0_NDUFV1,0_NDUFV3,0_NEDD1,0_NEK1,0_NEU1,0_NEXN,0_NFKBIE,0_NGB,0_NKX2-2,0_NKX3-2,0_NLGN1,0_NLRX1,0_NME1,0_NNT,0_NOL3,0_NOP2,0_NOP58,0_NOSIP,0_NOTCH1,0_NOXO1,0_NPAS3,0_NPLOC4,0_NPM1,0_NR1D2,0_NR5A2,0_NRF1,0_NRP2,0_NRSN2,0_NSA2,0_NSUN4,0_NSUN6,0_NT5E,0_NTRK3,0_NUDCD3,0_NUDT15,0_NUDT5,0_OCIAD2,0_OCLN,0_OGDHL,0_ONECUT2,0_OPA1,0_OSBPL1A,0_OTP,0_OTUD7B,0_OXA1L,0_OXR1,0_P2RY11,0_P4HA1,0_P4HA3,0_PACS1,0_PACSIN2,0_PADI1,0_PAG1,0_PARM1,0_PARN,0_PAX9,0_PBLD,0_PBXIP1,0_PCDHB4,0_PCDHGA1,0_PCDHGA11,0_PCDHGA12,0_PCDHGA7,0_PCDHGC4,0_PCK1,0_PCK2,0_PCYOX1,0_PDCD2L,0_PDCD7,0_PDE3A,0_PDIA3,0_PDIA6,0_PDK4,0_PDLIM2,0_PDLIM5,0_PDZK1IP1,0_PELI1,0_PER3,0_PEX16,0_PFDN6,0_PFKM,0_PGAM5,0_PGAP2,0_PGAP3,0_PGK1,0_PGLYRP2,0_PGPEP1,0_PHF5A,0_PHF8,0_PHKA2,0_PI4K2A,0_PI4KB,0_PIAS1,0_PIK3R3,0_PILRB,0_PIN4,0_PINK1,0_PIWIL4,0_PKIB,0_PKP4,0_PLA2G15,0_PLAA,0_PLAU,0_PLCD3,0_PLCG1,0_PLEC,0_PLEK2,0_PLEKHA6,0_PLEKHG1,0_PLEKHG3,0_PLS3,0_PLXDC1,0_PNCK,0_PNKP,0_PNPLA2,0_PNPT1,0_POC1A,0_POF1B,0_POGZ,0_POLA1,0_POP5,0_POTEE,0_POU2F1,0_POU2F2,0_PPIG,0_PPM1E,0_PPP1R7,0_PPP2R2A,0_PPP2R2C,0_PPP2R3C,0_PPT1,0_PRDM1,0_PREX2,0_PRKACB,0_PRKAR1B,0_PROC,0_PRODH,0_PROM1,0_PROS1,0_PRPF4,0_PRPF40B,0_PRR15L,0_PRR16,0_PRTFDC1,0_PSAPL1,0_PSMB8,0_PSMB9,0_PSMD12,0_PSMD3,0_PSMD9,0_PSMF1,0_PTEN,0_PTGIS,0_PTHLH,0_PTK2B,0_PTPMT1,0_PTPN21,0_PTPRE,0_PTTG2,0_PUF60,0_PUM1,0_PUS1,0_PXMP4,0_QPRT,0_RAB11FIP4,0_RAB30,0_RAB9B,0_RAC2,0_RAD1,0_RAD50,0_RAD9B,0_RADIL,0_RANBP1,0_RANBP3L,0_RAPGEF3,0_RAPGEF4,0_RASAL1,0_RASGRF1,0_RASL11A,0_RASSF5,0_RB1CC1,0_RBM12,0_RBM14,0_RBM17,0_RBM22,0_RBM38,0_RBM42,0_RBM5,0_RBM6,0_RBMX,0_RBP5,0_RDH14,0_REC8,0_REEP6,0_REM1,0_REN,0_RER1,0_RFC1,0_RFFL,0_RGP1,0_RILPL2,0_RNASE3,0_RNASEL,0_RNASET2,0_RNF111,0_RNF123,0_RNF139,0_RNF17,0_RNF19A,0_RNF31,0_RNF6,0_RNPEP,0_ROBO2,0_RORA,0_RPAP1,0_RPL27,0_RPL31,0_RPL7,0_RPLP0,0_RPS20,0_RPS6KB1,0_RPS7,0_RRP15,0_RRP8,0_RSPH3,0_RUFY2,0_S100A1,0_S100PBP,0_SAMHD1,0_SAP18,0_SARDH,0_SCAMP4,0_SCARB2,0_SCRN3,0_SCYL2,0_SDC1,0_SDCBP2,0_SDF2L1,0_SDHD,0_SDR16C5,0_SEC24C,0_SEC31A,0_SELL,0_SEMA3A,0_SEMA4F,0_SENP8,0_SERINC5,0_SERPINA3,0_SERPINA4,0_SERPINB5,0_SETD1A,0_SF3B2,0_SFRP1,0_SFT2D2,0_SFXN1,0_SFXN5,0_SGK3,0_SGSM2,0_SHC1,0_SHISA5,0_SHROOM2,0_SIKE1,0_SIM2,0_SIRT3,0_SIRT5,0_SLC10A1,0_SLC12A2,0_SLC13A3,0_SLC15A4,0_SLC16A10,0_SLC16A3,0_SLC17A4,0_SLC25A11,0_SLC25A36,0_SLC25A6,0_SLC26A11,0_SLC27A4,0_SLC2A9,0_SLC31A1,0_SLC35B3,0_SLC35E1,0_SLC43A2,0_SLC48A1,0_SLC9A2,0_SLC9A9,0_SMARCD1,0_SMOX,0_SMU1,0_SNAI2,0_SNAP29,0_SNAP47,0_SNX14,0_SNX21,0_SNX8,0_SORBS1,0_SORCS1,0_SP100,0_SPAG16,0_SPAG5,0_SPG21,0_SPPL2A,0_SPRY2,0_SPRY4,0_SPSB2,0_SPTBN2,0_SPTBN4,0_SQSTM1,0_SRCAP,0_SRD5A1,0_SRM,0_SRPX2,0_SRRM2,0_SSBP2,0_SSR1,0_SSR3,0_ST8SIA1,0_ST8SIA2,0_STARD13,0_STC2,0_STIM2,0_STK35,0_STOM,0_STRADA,0_STT3A,0_STX18,0_SUDS3,0_SUMO4,0_SV2C,0_SYNCRIP,0_SYNE1,0_SYNE2,0_SYNGR3,0_SYNJ2BP,0_SYPL1,0_SYTL2,0_TAF10,0_TAF5,0_TAF8,0_TARBP2,0_TARDBP,0_TARS2,0_TBC1D1,0_TBC1D14,0_TBC1D19,0_TBC1D25,0_TBCC,0_TBCE,0_TBP,0_TCEA1,0_TCF25,0_TCF3,0_TCP11L1,0_TCTN1,0_TDRKH,0_TEK,0_TEKT3,0_TERF2,0_TET2,0_TF,0_TFRC,0_TGFA,0_THRSP,0_TIGD1,0_TIMM9,0_TJP2,0_TM4SF18,0_TM9SF4,0_TMCC2,0_TMCO1,0_TMED7-TICAM2,0_TMEM104,0_TMEM109,0_TMEM132E,0_TMEM169,0_TMEM184B,0_TMEM184C,0_TMEM192,0_TMEM201,0_TMEM25,0_TMEM59L,0_TMEM8B,0_TMOD1,0_TMUB1,0_TNFAIP8L3,0_TNFRSF10B,0_TNFRSF11B,0_TNFRSF12A,0_TNFRSF6B,0_TNIP1,0_TNPO1,0_TOB1,0_TOE1,0_TOLLIP,0_TOMM40,0_TOP1MT,0_TOR1AIP1,0_TOR1B,0_TP53BP2,0_TP53I3,0_TPK1,0_TPP1,0_TPRN,0_TRADD,0_TRAP1,0_TRIM11,0_TRIM17,0_TRIM27,0_TRIM35,0_TRIM7,0_TRIOBP,0_TRIP12,0_TRMT12,0_TRMT61B,0_TRPT1,0_TSC1,0_TSHR,0_TSHZ1,0_TSKU,0_TSPYL2,0_TTC4,0_TTF1,0_TUBB1,0_TUBB8,0_TULP4,0_TWF1,0_TXN,0_TYW1B,0_TYW3,0_UBAP2L,0_UBE2G2,0_UBE2L3,0_UBE2Z,0_UBE3B,0_UBXN11,0_UBXN7,0_UBXN8,0_UNC5B,0_UNC5CL,0_UPK1B,0_UPK3B,0_UQCRH,0_UQCRHL,0_UROC1,0_USF1,0_USP2,0_USP47,0_UTP6,0_VDAC1,0_VEGFA,0_VPS16,0_VPS37C,0_VPS53,0_VRK1,0_VRK2,0_VRK3,0_VTI1B,0_WARS2,0_WBP4,0_WDR1,0_WDR19,0_WDR61,0_WDR7,0_WSCD2,0_WT1,0_XPNPEP3,0_XRCC4,0_XRCC5,0_YAF2,0_YIF1A,0_YIPF4,0_YIPF5,0_YTHDF2,0_YWHAZ,0_ZBED4,0_ZBTB33,0_ZBTB34,0_ZC3H4,0_ZDHHC14,0_ZFPM1,0_ZFPM2,0_ZFYVE1,0_ZIC1,0_ZMYM3,0_ZNF154,0_ZNF19,0_ZNF251,0_ZNF267,0_ZNF343,0_ZNF41,0_ZNF436,0_ZNF518B,0_ZNF540,0_ZNF559,0_ZNF672,0_ZNHIT3
0,0,0,0,0,0,4,0,0,0,0,5,85,89,3,5,141,0,0,0,25,0,9,0,5,0,0,0,44,104,0,19,48,0,0,0,30,34,10,0,11,7,14,0,31,9,0,0,32,2,0,0,3,0,0,0,12,48,0,0,21,0,0,0,0,0,11,6,0,0,0,0,0,0,0,34,71,0,80,10,0,0,0,0,51,4,1,15,0,1,16,0,14,0,0,4,63,10,25,1,36,0,0,0,0,0,0,0,0,0,0,37,5,3,10,12,7,0,0,0,0,5,0,0,61,47,0,0,0,0,4,21,0,6,0,2,0,0,0,0,2,5,0,18,0,0,163,0,17,1,7,40,0,1,0,0,0,0,14,0,86,10,0,0,0,130,126,63,0,12,19,0,0,0,6,0,15,0,4,4,20,38,0,0,42,0,25,16,5,0,0,30,0,12,0,0,15,0,0,0,0,16,10,0,0,0,26,0,16,37,0,0,2,19,60,1,0,0,0,0,0,21,55,0,0,0,24,0,19,0,0,5,0,0,17,0,0,0,135,28,0,0,37,0,0,8,0,0,21,11,0,0,74,2,13,0,0,124,0,0,116,0,0,44,0,0,81,6,2,0,0,0,1,1,15,21,12,81,0,0,0,0,0,8,0,55,0,31,5,79,94,0,12,0,0,0,0,0,0,21,3,0,0,5,0,0,2,0,0,17,63,0,16,9,28,0,0,0,0,0,38,0,0,18,5,0,0,0,1,0,0,0,0,0,0,0,0,0,87,24,0,91,0,25,24,0,0,0,0,0,15,17,7,0,0,7,1,2,0,0,7,0,0,0,24,0,0,4,0,0,12,0,0,1,0,0,0,2,5,0,39,4,0,0,0,44,9,112,0,11,0,0,0,41,0,0,0,8,10,0,4,0,0,8,0,3,10,0,0,0,26,0,0,0,0,0,15,9,4,154,6,0,18,0,134,44,0,0,12,0,0,0,26,0,15,0,16,0,0,0,0,0,0,35,57,0,0,0,0,0,0,0,0,24,0,10,0,0,0,0,2,0,0,0,2,0,60,44,15,159,32,0,0,0,0,0,65,0,8,28,0,0,0,0,42,0,6,0,0,0,32,0,0,0,0,0,25,0,0,0,68,25,0,0,0,3,0,4,0,32,0,0,0,1,0,2,11,0,6,0,21,0,70,0,0,0,2,0,8,0,0,28,0,0,0,0,10,0,0,3,16,0,0,0,0,0,25,6,13,0,0,99,37,0,0,0,3,0,0,0,0,22,0,0,0,0,41,0,0,96,0,0,0,0,0,0,0,0,114,4,0,6,3,0,14,20,11,13,9,43,44,1,1,0,0,0,33,23,0,0,0,4,0,0,0,0,0,0,0,37,144,19,57,5,0,0,6,0,6,0,3,27,0,0,0,0,0,0,5,7,0,0,0,2,107,0,6,0,0,0,0,125,0,0,41,0,0,0,0,0,0,11,0,165,4,0,0,32,0,24,10,128,0,25,27,22,6,0,13,0,0,43,0,0,0,0,0,1,6,0,0,0,21,0,0,17,0,277,0,0,0,19,0,0,0,0,0,0,0,45,16,3,0,0,0,0,0,0,21,0,0,22,0,0,9,2,12,0,6,77,0,0,0,1,1,1,1,0,1,57,8,0,8,0,31,0,0,0,3,59,39,0,0,7,0,61,0,0,0,0,0,3,17,38,106,17,5,0,35,0,15,0,0,0,0,0,0,7,23,0,3,0,0,54,19,18,0,0,59,23,22,0,3,0,4,71,27,10,0,0,0,3,56,0,5,6,0,75,0,1,0,0,50,22,29,0,0,2,0,34,6,9,0,0,3,19,22,0,0,0,0,0,1,0,19,0,0,5,75,0,0,0,0,0,8,0,0,25,67,0,0,75,0,14,2,97,0,0,0,58,45,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,46,0,0,0,0,0,0,0,35,0,0,0,9,0,66,1,42,0,0,21,0,0,25,13,0,6,0,0,0,0,0,203,7,0,49,22,0,141,2,32,6,25,0,22,0,13,0,0,0,44,22,0,0,0,6,0,0,6,0,72,0,0,10,0,7,4,0,0,0,1,25,6,0,0,0,2,0,82,0,0,8,0,0,0,0,6,0,0,23,0,0,33,0,0,0,18,0,6,27,0,26,0,52,2,0,6,0,36,0,0,0,58,67,0,0,0,0,0,0,0,4,23,0,14,26,0,0,0,0,20,0,10,0,0,0,17,0,0,40,0,15,6,4,0,6,0,0,0,9,0,17,7,2,7,14,9,0,43,0,0,14,0,0,22,8,0,0,0,0,0,0,7,165,0,0,107,0,120,0,0,0,0,0,0,0,7,1,0,7,6,0,0,8,0,0,22,40,0,34,11,23,0,0,0,7,17,1,0,9,0,0,0,33,4,92,86,0,0,0,0,12,0,39,81,0,0,0,9
100,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,4,0,1,1,49,0,0,6,0,0,1,0,6,58,0,0,55,0,0,4,0,0,0,0,0,0,0,7,2,0,2,1,8,0,3,1,0,2,1,2,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,1,5,0,1,0,0,0,1,2,0,0,0,0,1,1,0,1,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,146,0,0,0,0,1,2,2,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,1,0,0,44,0,0,0,0,0,3,0,0,0,26,1,0,0,0,0,1,0,0,6,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,73,1,0,88,0,8,0,1,0,0,0,0,0,1,0,0,0,0,0,12,0,1,0,0,4,22,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,231,1,1,0,0,0,2,1,1,1,0,0,0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,36,13,2,0,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,54,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,1,0,0,0,0,1,0,0,1,1,15,0,1,0,0,9,0,1,0,1,0,0,0,2,3,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,0,0,0,2,1,0,0,0,0,0,278,0,0,0,0,5,21,20,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,130,0,0,1,0,0,0,0,0,2,0,3,1,3,44,7,3,0,0,0,0,2,0,0,1,5,0,0,0,1,0,4,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,27,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,5,37,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,0,1,12,0,0,1,0,1,1,0,0,0,0,48,3,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,10,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,98,1,0,1,0,0,0,0,0,0,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,3,0,0,0,0,1,0,0,1,5,0,0,0,2,0,0,1,3,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,9,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,261,0,1,0,0,0,1,0,1,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,98,2,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,1,1,11,0,0,0,0,0,2,0,0,0,0,0,3,0,33,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,1,1,1,1,0,0,73,0,0,41,0,1,1,2,0,0,1,0,2,0,0,16,0,0,1,0,1,0,6,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
