gen,0_AARSD1,0_ABCB9,0_ABCC10,0_ABCC3,0_ABHD15,0_ABL1,0_ACACA,0_ACADL,0_ACAP1,0_ACAP3,0_ACAT1,0_ACBD4,0_ACE2,0_ACOT1,0_ACSL6,0_ACSM2A,0_ACTG1,0_ADAL,0_ADAM33,0_ADCY2,0_ADCY6,0_ADD3,0_ADK,0_AFAP1,0_AFTPH,0_AGA,0_AGRN,0_AHNAK2,0_AHR,0_AIP,0_AKAP8L,0_AKR1C1,0_AKR1C3,0_ALB,0_ALCAM,0_ALDH18A1,0_ALDH1A2,0_ALDH1L1,0_ALDH1L2,0_ALDH3B2,0_ALDH7A1,0_ALG1L2,0_ALG9,0_AMBRA1,0_AMZ2,0_ANAPC2,0_ANAPC7,0_ANGPTL1,0_ANGPTL4,0_ANK3,0_ANKRD12,0_ANKRD13D,0_ANKRD46,0_ANKS6,0_ANLN,0_ANO6,0_ANP32E,0_ANXA13,0_ANXA4,0_AP3M2,0_AP4S1,0_APBA3,0_APOLD1,0_APPL2,0_APTX,0_ARAP1,0_ARFGAP2,0_ARHGAP5,0_ARHGDIA,0_ARHGEF7,0_ARID1A,0_ARIH1,0_ARMCX1,0_ARMCX2,0_ARMCX6,0_ARPC2,0_ARPC5,0_ARRDC4,0_ARSD,0_ARV1,0_ASAP2,0_ASCC2,0_ASH1L,0_ASL,0_ASNSD1,0_ASPSCR1,0_ATF7IP,0_ATF7IP2,0_ATP11A,0_ATP13A1,0_ATP1A1,0_ATP1B3,0_ATP6AP2,0_ATP6V1B1,0_ATP6V1C2,0_ATP6V1D,0_ATP6V1F,0_ATP8B1,0_ATRN,0_ATXN2L,0_AUTS2,0_B4GALT1,0_B4GALT3,0_B9D2,0_BAG1,0_BAP1,0_BAX,0_BAZ1A,0_BBC3,0_BBOX1,0_BBX,0_BCAR3,0_BCL7A,0_BCL7B,0_BDKRB1,0_BICD1,0_BICD2,0_BIK,0_BIN1,0_BIRC3,0_BLOC1S1,0_BLVRB,0_BNIP1,0_BRCA1,0_BRD3,0_BRF1,0_BST2,0_BTBD1,0_BTG3,0_BTN3A1,0_C12orf57,0_C15orf40,0_C4BPA,0_C4orf19,0_C4orf3,0_C5orf22,0_C5orf34,0_C5orf46,0_C6orf118,0_C6orf132,0_C7,0_CA9,0_CABIN1,0_CADM4,0_CAMK4,0_CAND2,0_CANT1,0_CAPZA1,0_CARD10,0_CARHSP1,0_CASP2,0_CAV2,0_CBWD6,0_CBX5,0_CCDC102A,0_CCDC114,0_CCDC127,0_CCDC134,0_CCDC50,0_CCDC77,0_CCDC93,0_CCDC96,0_CCNA2,0_CCNB2,0_CCR6,0_CCS,0_CCT3,0_CCT5,0_CD200,0_CD276,0_CD55,0_CD86,0_CDC14A,0_CDC20,0_CDC34,0_CDC42EP4,0_CDC45,0_CDH16,0_CDH6,0_CDHR2,0_CDHR5,0_CDK11A,0_CDK12,0_CDK18,0_CDK5,0_CDK7,0_CDKN2A,0_CDR2L,0_CDT1,0_CDV3,0_CDYL2,0_CEBPB,0_CEP55,0_CEP72,0_CES3,0_CHAC1,0_CHCHD10,0_CHCHD6,0_CHD1L,0_CHEK2,0_CHI3L2,0_CHP2,0_CHPF2,0_CHRDL1,0_CHST11,0_CHST15,0_CHURC1,0_CISH,0_CITED2,0_CLCN7,0_CLDN2,0_CLDN4,0_CLDN8,0_CLIC3,0_CLPB,0_CLRN3,0_CMPK1,0_CMPK2,0_CMTM1,0_CMTM6,0_CNST,0_CNTN1,0_CNTN2,0_CNTN5,0_COBLL1,0_COL4A1,0_COL4A3,0_COL6A2,0_COMMD1,0_COQ4,0_CORO1C,0_COX5B,0_COX6C,0_COX8A,0_CPNE1,0_CPNE5,0_CRBN,0_CREB3L1,0_CRHBP,0_CRISPLD2,0_CRP,0_CRY1,0_CSNK1E,0_CSPG4,0_CSTF1,0_CTAGE1,0_CTAGE4,0_CTDP1,0_CTNNA2,0_CTR9,0_CTSC,0_CTSF,0_CUTC,0_CX3CR1,0_CXXC5,0_CYB561D2,0_CYP4X1,0_DAAM2,0_DCAF12L1,0_DCAF4,0_DCLK1,0_DCP1B,0_DCUN1D3,0_DCUN1D5,0_DDB1,0_DDX11,0_DDX3X,0_DDX43,0_DDX46,0_DDX55,0_DDX58,0_DDX59,0_DEF8,0_DERL2,0_DFFA,0_DGKD,0_DHCR7,0_DHRS7,0_DKC1,0_DLX5,0_DMGDH,0_DMXL1,0_DNAJB1,0_DNAJB5,0_DNAJC12,0_DNASE1L3,0_DNM1L,0_DNPEP,0_DOCK6,0_DOK4,0_DPEP2,0_DPF2,0_DPP4,0_DPPA4,0_DPYSL4,0_DRG2,0_DTNA,0_DTNBP1,0_DUSP6,0_DVL3,0_DYNLT3,0_ECD,0_ECM2,0_EDIL3,0_EFCAB2,0_EFHC1,0_EFNB2,0_EGFL7,0_EHBP1,0_EHMT1,0_EIF2B1,0_EIF4H,0_ELAC1,0_ELAVL1,0_ELF3,0_ELK1,0_ELMO3,0_ELOVL7,0_EME1,0_ENAH,0_ENDOD1,0_ENHO,0_ENO2,0_ENOSF1,0_ENPEP,0_ENPP2,0_ENPP3,0_ENTPD4,0_EPB41L3,0_EPHA3,0_EPHB2,0_EPHX2,0_EPPK1,0_EPS8,0_ERAP1,0_ERCC4,0_ERGIC3,0_ERN2,0_ESRP1,0_ESRRA,0_ETFA,0_ETV5,0_EXOC4,0_EXOC7,0_EXOG,0_EXOSC1,0_EXTL2,0_EYA4,0_EZH2,0_F2RL1,0_FABP7,0_FADD,0_FAF2,0_FAM104A,0_FAM107B,0_FAM114A2,0_FAM118B,0_FAM171A1,0_FAM20A,0_FAM20B,0_FAM47E,0_FAM98C,0_FAS,0_FBXL14,0_FBXL5,0_FBXO16,0_FBXO28,0_FBXO33,0_FCN3,0_FECH,0_FER,0_FGB,0_FGF2,0_FGF9,0_FGFR4,0_FHOD1,0_FKBP15,0_FLT4,0_FLVCR1,0_FLVCR2,0_FMO4,0_FMR1,0_FN3KRP,0_FNTA,0_FOS,0_FOXO1,0_FOXP4,0_FPR2,0_FRAS1,0_FRAT1,0_FXN,0_FZD1,0_FZD7,0_G6PC,0_G6PD,0_GALNT3,0_GAPDH,0_GAS2L1,0_GATAD2A,0_GBP1,0_GBP3,0_GBP4,0_GBP5,0_GCAT,0_GCK,0_GCLC,0_GEM,0_GFER,0_GGA3,0_GGT1,0_GIMAP8,0_GJA4,0_GK5,0_GLB1,0_GLB1L,0_GLI3,0_GLOD5,0_GLRX5,0_GLS,0_GLYCTK,0_GNAT1,0_GNB1L,0_GOLGA3,0_GORAB,0_GPHN,0_GPIHBP1,0_GPR107,0_GPR183,0_GPR27,0_GPRIN2,0_GPX3,0_GPX4,0_GRB2,0_GREM2,0_GRIK1,0_GRINA,0_GRPEL2,0_GRTP1,0_GSTA1,0_GSTA4,0_GTF2E2,0_GTF2H1,0_GTF2IRD1,0_GTF3C1,0_GTPBP1,0_GYG1,0_GYS1,0_HAAO,0_HARS2,0_HAUS4,0_HAX1,0_HBA1,0_HBP1,0_HCRTR1,0_HDAC1,0_HDAC5,0_HDAC8,0_HDHD2,0_HEATR5B,0_HEG1,0_HHAT,0_HIPK1,0_HIPK2,0_HK1,0_HLA-DRB5,0_HM13,0_HMGB1,0_HMGB2,0_HMGCR,0_HMGN1,0_HNF1B,0_HOXC13,0_HPCA,0_HPCAL1,0_HPR,0_HPS3,0_HSD17B14,0_HSD17B6,0_HSD3B7,0_HSP90B1,0_HSPA12A,0_HSPA13,0_HTN1,0_HUS1,0_ID3,0_IDH3G,0_IDO1,0_IER3IP1,0_IER5,0_IFIH1,0_IFIT1,0_IFIT3,0_IFNG,0_IFT20,0_IFT57,0_IGF1R,0_IGFBP7,0_IKZF4,0_IL11RA,0_IL15RA,0_ILF2,0_IMPA1,0_IMPACT,0_INTS6,0_INTS8,0_IP6K1,0_IQGAP1,0_IRS2,0_ISCA2,0_ISCU,0_ISG15,0_ITGB3,0_ITIH5,0_ITSN1,0_IVD,0_JAK1,0_JAK2,0_KANK1,0_KAT5,0_KATNAL2,0_KCNA5,0_KCNE3,0_KCNE4,0_KCNK10,0_KCNQ5,0_KCTD11,0_KCTD16,0_KDELR2,0_KHDRBS2,0_KIAA0319L,0_KIAA1522,0_KIAA1614,0_KIAA1671,0_KIAA1755,0_KIF11,0_KIF18A,0_KIF20A,0_KISS1R,0_KLC2,0_KLC4,0_KLHDC8B,0_KPNA3,0_LAGE3,0_LASP1,0_LATS2,0_LBP,0_LDHB,0_LGI4,0_LIMA1,0_LIME1,0_LIMK1,0_LIMS3,0_LIPT2,0_LMAN2L,0_LMBRD2,0_LMNA,0_LPAR5,0_LPCAT1,0_LRCH2,0_LRG1,0_LRP2,0_LRP5,0_LRPPRC,0_LRRC28,0_LRRC3B,0_LRRC57,0_LRRFIP1,0_LRRN1,0_LRRN3,0_LSM6,0_LSS,0_LTBP4,0_LUC7L2,0_LXN,0_LY86,0_LYPD5,0_LYSMD3,0_MACC1,0_MAF,0_MAGEA4,0_MAGEA8,0_MAN1B1,0_MAN2B1,0_MANBA,0_MAOA,0_MAP2K1,0_MAP2K5,0_MAP3K1,0_MAP3K11,0_MAP3K6,0_MAP3K8,0_MAP4K2,0_MAPT,0_MARK4,0_MBIP,0_MCM3AP,0_MCM5,0_MCM7,0_MDFIC,0_MDM2,0_MED4,0_MED6,0_MEF2D,0_METTL7B,0_MFNG,0_MGAM,0_MGST1,0_MICAL3,0_MIPOL1,0_MKI67,0_MKKS,0_MKNK1,0_MKS1,0_MLLT1,0_MLXIP,0_MN1,0_MOCS2,0_MPEG1,0_MPI,0_MPV17L,0_MRPL10,0_MRPL27,0_MRPL3,0_MRPL38,0_MRPL41,0_MRPL49,0_MRPL9,0_MRPS2,0_MRPS22,0_MRPS26,0_MSH2,0_MSN,0_MST1R,0_MSTO1,0_MTCH1,0_MTDH,0_MTMR1,0_MTMR11,0_MTSS1,0_MX1,0_MYEF2,0_MYO10,0_MYO18A,0_MYO19,0_MYO1B,0_MYO9B,0_MYOCD,0_MYOM2,0_N4BP1,0_NAA10,0_NAA25,0_NAAA,0_NAB2,0_NANOS1,0_NARS2,0_NASP,0_NAT10,0_NCKAP1L,0_NCOA3,0_NCSTN,0_NDRG1,0_NDST2,0_NDUFA13,0_NDUFA4L2,0_NDUFA8,0_NDUFAF2,0_NECAB3,0_NECAP2,0_NEDD4L,0_NELL1,0_NEU1,0_NFAT5,0_NFIX,0_NFKBIA,0_NFS1,0_NGB,0_NGDN,0_NHEJ1,0_NHLRC2,0_NID2,0_NKIRAS1,0_NKX2-2,0_NLGN1,0_NME1,0_NME2,0_NMT1,0_NNT,0_NOL3,0_NOMO1,0_NOS1AP,0_NOSIP,0_NOSTRIN,0_NOTCH1,0_NOTCH3,0_NPC2,0_NPM3,0_NR1D2,0_NR5A2,0_NRP1,0_NT5E,0_NTN1,0_NTRK3,0_NUB1,0_NUDT15,0_NUDT16L1,0_NUP88,0_OGDHL,0_OGFOD2,0_OGG1,0_OLA1,0_ONECUT2,0_OPA1,0_ORM1,0_ORM2,0_OSBP,0_OTP,0_OXER1,0_P4HA1,0_P4HB,0_P4HTM,0_PABPC5,0_PACS1,0_PADI1,0_PAK1IP1,0_PARL,0_PARP3,0_PAX9,0_PCCA,0_PCDH10,0_PCDH18,0_PCDHB4,0_PCDHB7,0_PCDHGA1,0_PCDHGA11,0_PCDHGA12,0_PCDHGA6,0_PCDHGB2,0_PCDHGC4,0_PCYOX1,0_PCYT1A,0_PDAP1,0_PDCD1,0_PDCD11,0_PDCD5,0_PDCD6IP,0_PDCD7,0_PDE10A,0_PDE9A,0_PDF,0_PDK1,0_PDS5B,0_PDZK1IP1,0_PECR,0_PELP1,0_PEX2,0_PEX26,0_PEX6,0_PFDN1,0_PFKM,0_PGK1,0_PGLYRP2,0_PGP,0_PHB,0_PHGDH,0_PHIP,0_PHLDB3,0_PIGH,0_PIGL,0_PIGN,0_PIGR,0_PIK3R1,0_PIN4,0_PITPNM2,0_PIWIL4,0_PKD2,0_PKNOX1,0_PLA2G5,0_PLCG2,0_PLCXD1,0_PLD1,0_PLEKHA6,0_PLEKHA7,0_PLS1,0_PNCK,0_POF1B,0_POFUT1,0_POLD1,0_POLG,0_POLR2E,0_POTEF,0_POU2F1,0_POU2F2,0_PPARA,0_PPIL3,0_PPIP5K1,0_PPP2CB,0_PPP2R1B,0_PPP2R2A,0_PPP2R2B,0_PPP2R2C,0_PPP2R3C,0_PPP3R1,0_PRAM1,0_PRDX5,0_PREX1,0_PREX2,0_PRKAB2,0_PRKACA,0_PROC,0_PRODH2,0_PRPF18,0_PRPF19,0_PRPF39,0_PRPSAP2,0_PRR12,0_PSAP,0_PSEN1,0_PSMA4,0_PSMB4,0_PSMC5,0_PSMD12,0_PTEN,0_PTGR1,0_PTMS,0_PTPN3,0_PTPN9,0_PVR,0_PWWP2B,0_PYCR1,0_PZP,0_QPRT,0_QRICH1,0_RAB13,0_RAB22A,0_RAB5B,0_RAB6A,0_RAB6B,0_RABGAP1,0_RADIL,0_RALA,0_RALY,0_RANBP3L,0_RANBP9,0_RAP1GAP2,0_RAPGEF1,0_RAPGEF3,0_RAVER1,0_RBM17,0_RBM22,0_RBM25,0_RBM28,0_RBM34,0_RBM38,0_RBM4,0_RBP7,0_RCE1,0_REEP5,0_REN,0_RGPD3,0_RHOT2,0_RIC3,0_RNASET2,0_RNF13,0_RNF17,0_RNF19A,0_RNF216,0_RNF38,0_RNF7,0_ROCK1,0_RPAP1,0_RPL10L,0_RPL13,0_RPL17,0_RPL19,0_RPL21,0_RPL31,0_RPL37A,0_RPL9,0_RPLP2,0_RPP25,0_RPS4Y2,0_RPS6,0_RPS6KL1,0_RPS7,0_RPUSD2,0_RRS1,0_RSAD2,0_RSRC2,0_RUFY2,0_RUNX1,0_RUVBL2,0_RXRB,0_S100A11,0_S1PR2,0_SAMD4B,0_SARS2,0_SBDS,0_SBNO2,0_SCARB2,0_SCCPDH,0_SCFD1,0_SCHIP1,0_SCOC,0_SCP2,0_SDCBP2,0_SDHA,0_SDR16C5,0_SDSL,0_SEC31A,0_SEC63,0_SEMA4D,0_SEMA5A,0_SERBP1,0_SERGEF,0_SERPINA3,0_SERPINA4,0_SERPINA5,0_SERPINB5,0_SERPINF2,0_SETD5,0_SF3A3,0_SF3B1,0_SF3B5,0_SFRP1,0_SFT2D2,0_SGK1,0_SGSM1,0_SH3BP2,0_SHARPIN,0_SHC1,0_SIKE1,0_SIRPA,0_SKA1,0_SLA,0_SLC13A3,0_SLC15A4,0_SLC16A1,0_SLC16A3,0_SLC1A4,0_SLC22A11,0_SLC26A11,0_SLC29A1,0_SLC2A13,0_SLC2A9,0_SLC35C2,0_SLC35D2,0_SLC35E1,0_SLC38A2,0_SLC39A9,0_SLC41A3,0_SLC43A2,0_SLC7A1,0_SMARCB1,0_SMC3,0_SMC4,0_SMG1,0_SMYD3,0_SNAI1,0_SNAI2,0_SNAP29,0_SNAP47,0_SNF8,0_SNRPB,0_SNX10,0_SNX11,0_SNX15,0_SNX16,0_SOCS1,0_SOCS2,0_SORBS1,0_SORCS1,0_SP100,0_SPAG5,0_SPINT2,0_SPTBN4,0_SQLE,0_SRD5A1,0_SRI,0_SRPX2,0_SS18,0_SSB,0_SSBP2,0_ST13,0_STAB1,0_STAM2,0_STARD3NL,0_STARD4,0_STARD5,0_STAT6,0_STC1,0_STC2,0_STIP1,0_STOM,0_STRADB,0_STRBP,0_STX12,0_STX4,0_SUDS3,0_SUFU,0_SULT1C2,0_SUMO3,0_SV2C,0_SYMPK,0_SYNGR2,0_SYNGR3,0_SYNJ2BP,0_SYNRG,0_SYTL1,0_TAB1,0_TAF12,0_TAF5,0_TAOK1,0_TAOK3,0_TARBP2,0_TARS2,0_TBC1D1,0_TBC1D14,0_TBC1D9B,0_TBCE,0_TBKBP1,0_TCEA3,0_TCF4,0_TF,0_TFB1M,0_TFRC,0_TGFBI,0_THAP8,0_THBS2,0_THEM4,0_THOC2,0_THOC3,0_THRSP,0_TIAM1,0_TIFA,0_TIMM44,0_TIMM8A,0_TIMM9,0_TIPRL,0_TM4SF18,0_TM9SF4,0_TMCC3,0_TMED7-TICAM2,0_TMEM132E,0_TMEM139,0_TMEM159,0_TMEM169,0_TMEM222,0_TMEM59L,0_TMEM62,0_TMEM88,0_TMX4,0_TNFAIP8L3,0_TNIK,0_TNRC6A,0_TOE1,0_TOLLIP,0_TOMM6,0_TOP1MT,0_TOP2A,0_TP53BP1,0_TP53BP2,0_TPCN2,0_TPMT,0_TPP2,0_TPX2,0_TRAM1,0_TRAPPC2,0_TRIB2,0_TRIM17,0_TRIM21,0_TRIM23,0_TRIM25,0_TRIM35,0_TRIM41,0_TRIM69,0_TRIOBP,0_TRMT2A,0_TRMT6,0_TRPC1,0_TSPAN1,0_TTC19,0_TTC32,0_TTC38,0_TTC39C,0_TTF1,0_TTLL7,0_TUBB,0_TUBG2,0_TULP4,0_TUSC3,0_TWF1,0_TXNRD1,0_TYMP,0_U2AF2,0_UAP1,0_UBA5,0_UBAP2L,0_UBE2D4,0_UBE2G1,0_UBE2Z,0_UBR4,0_UNC5CL,0_UPK1B,0_UPK3B,0_URB1,0_UROC1,0_USP1,0_USP13,0_USP48,0_USP6NL,0_USP7,0_UTP6,0_VAMP1,0_VANGL1,0_VARS2,0_VDAC2,0_VKORC1,0_VPS16,0_VPS4A,0_VTA1,0_VWA5B2,0_VWF,0_WARS2,0_WASL,0_WDR1,0_WDR31,0_WDR6,0_WDR61,0_WIPF1,0_WNK1,0_WSCD2,0_XPC,0_XPNPEP1,0_XPR1,0_XRCC1,0_XRCC6,0_YIPF5,0_YWHAE,0_ZBTB1,0_ZBTB49,0_ZBTB5,0_ZC3HAV1,0_ZCCHC24,0_ZDHHC20,0_ZDHHC3,0_ZDHHC5,0_ZDHHC6,0_ZFP36,0_ZFY,0_ZHX2,0_ZIC1,0_ZMAT3,0_ZMYM2,0_ZMYM3,0_ZMYND8,0_ZNF154,0_ZNF217,0_ZNF268,0_ZNF280C,0_ZNF37A,0_ZNF436,0_ZNF503,0_ZNF592,0_ZNF593,0_ZNF598,0_ZNF608,0_ZNF616,0_ZNF689,0_ZNF75D,0_ZNHIT3,0_ZRANB2
0,0,0,0,0,0,0,0,69,0,0,0,0,79,0,22,5,16,2,69,89,0,0,1,0,0,3,0,0,6,0,0,21,15,0,0,0,10,0,61,31,68,61,26,0,0,0,0,11,71,28,0,0,7,0,0,0,0,12,27,9,2,59,0,126,0,0,0,0,0,13,0,0,85,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,3,14,48,7,0,0,0,11,0,0,23,0,0,0,0,0,6,0,0,137,0,6,0,4,0,0,0,8,0,0,0,0,0,0,9,0,6,0,8,0,0,0,5,0,12,6,11,0,48,0,0,6,11,0,130,2,1,0,0,0,0,11,13,0,0,3,1,13,0,0,0,6,0,0,0,18,0,0,0,0,0,0,0,0,4,0,0,0,22,0,0,0,0,0,0,0,90,12,0,0,0,0,0,15,60,102,0,51,0,7,38,29,0,9,6,0,4,0,0,0,42,4,3,54,12,0,0,18,4,0,0,0,49,57,0,0,0,0,0,0,0,0,0,0,0,49,0,0,31,2,161,0,43,0,0,0,14,0,14,0,0,0,0,27,0,0,0,61,59,27,87,0,6,0,0,35,0,5,0,0,0,4,0,0,15,0,27,13,12,0,0,0,0,0,0,104,0,0,0,11,0,0,0,3,15,0,8,0,24,0,0,8,0,3,49,0,47,40,11,48,0,5,0,0,3,0,30,0,76,0,0,32,0,0,0,0,0,0,8,0,0,1,1,19,0,0,0,15,0,0,0,8,5,0,0,0,0,94,0,0,5,0,0,23,0,20,10,0,37,0,0,0,2,1,0,0,0,0,30,44,0,18,9,0,0,0,0,19,0,0,2,0,0,16,0,0,10,0,0,0,15,0,0,28,26,28,0,14,4,109,0,0,1,0,0,22,0,0,0,0,43,0,0,0,0,0,22,7,50,7,5,25,0,0,0,2,0,6,0,5,28,3,0,105,0,0,33,24,25,17,0,22,0,3,0,0,0,0,9,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,5,0,41,0,31,14,3,28,22,39,19,33,1,170,0,0,13,0,41,5,1,35,0,6,0,0,0,0,37,0,12,0,10,0,0,0,0,27,0,0,0,0,0,0,0,0,40,46,0,0,0,1,0,0,0,24,0,0,16,1,6,0,201,0,59,0,0,7,0,0,0,228,0,43,0,0,13,0,0,0,0,22,0,58,4,0,0,0,39,0,0,0,0,0,164,0,44,0,0,68,0,0,8,0,15,38,0,31,0,5,0,0,0,70,33,250,0,0,0,10,0,0,0,6,0,0,9,15,0,0,0,0,0,0,0,0,19,0,0,0,1,23,34,23,42,0,32,0,0,8,0,0,0,0,30,156,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,13,32,0,0,0,0,0,7,0,0,0,0,24,32,0,0,42,0,0,10,0,0,0,0,0,0,0,0,44,0,4,0,0,0,33,32,0,0,0,0,0,40,0,0,2,22,0,0,0,0,0,0,0,37,125,0,5,0,0,0,0,0,0,104,0,8,0,0,84,0,0,0,0,0,2,8,0,3,0,59,0,8,0,9,6,109,17,56,27,16,21,25,2,0,0,0,6,0,0,49,16,0,28,0,60,2,0,0,0,5,0,1,0,118,0,0,0,0,0,0,0,0,17,0,0,0,19,0,0,0,0,0,5,0,0,0,5,100,0,24,0,12,0,33,4,0,21,0,1,0,63,11,0,1,0,29,0,0,0,0,0,55,4,0,15,0,0,2,17,0,0,0,0,0,43,27,0,0,0,0,0,165,3,3,0,0,0,0,0,0,0,14,11,0,21,0,8,0,0,4,7,28,0,0,0,0,0,0,0,0,77,0,0,0,215,7,51,0,0,0,0,0,4,6,0,0,0,31,0,0,93,0,0,26,0,0,0,0,0,18,0,15,0,0,0,0,0,0,0,0,0,28,2,0,0,0,0,13,0,4,0,11,0,0,6,0,0,68,26,0,10,73,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,35,0,11,0,0,15,0,0,0,0,0,0,3,0,0,0,13,0,13,0,0,0,0,0,0,22,0,0,3,0,0,1,0,19,0,0,56,1,219,0,0,26,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,13,9,0,8,0,0,0,0,10,0,0,0,162,0,0,37,0,0,8,0,0,0,0,28,5,12,0,0,0,0,8,0,3,0,0,60,29,0,16,5,0,0,0,13,0,1,19,0,9,0,114,0,41,0,0,34,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,14,14,14,0,119,4,0,0,0,0,0,10,0,0,6,2,0,13,0,53,8,1,0,0,0,61,0,6,0,34,5,0,1,177,0,10,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,5,7,0,0,0,0,0,0,161,43,0,0,0,8,0,17,17,0,0,0,0,0,3,0,5,0,0,20,5,0,0,0,0,0,17,4,62,0,89,0,0,0,0,0,0,0,0,0,0
100,0,1,0,0,0,0,2,17,1,1,0,0,230,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,299,1,0,1,0,1,38,1,0,0,0,0,0,0,0,0,4,7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,2,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,2,0,0,1,0,0,0,1,0,4,0,0,17,0,0,0,0,0,1,0,42,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,6,0,0,0,7,0,0,2,0,2,0,10,0,49,0,1,1,6,0,0,0,0,7,0,0,0,0,0,0,0,5,1,0,0,0,0,1,4,0,0,0,10,17,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,10,0,0,1,1,18,37,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,149,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,123,0,0,0,0,28,0,1,0,0,0,0,0,1,5,0,0,0,24,0,25,0,8,1,1,0,1,29,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,276,26,0,0,0,0,0,0,1,1,0,0,264,0,0,0,0,0,1,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,32,0,34,0,1,0,0,0,0,0,2,0,1,0,11,0,0,6,0,1,0,341,32,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,10,1,0,0,0,0,0,1,0,0,0,0,0,9,0,0,1,0,0,0,35,2,0,84,0,6,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,2,1,0,0,1,0,0,0,0,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,38,0,3,46,1,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,3,0,6,8,2,0,1,1,7,50,0,0,1,0,1,0,3,1,0,0,1,18,0,0,1,6,0,0,0,0,0,0,313,0,2,4,1,26,1,19,1,2,0,0,0,0,25,0,0,5,0,2,0,80,0,1,22,0,0,1,1,0,0,0,0,0,1,0,1,1,0,33,2,0,0,0,25,1,0,0,0,0,20,4,2,1,0,0,0,0,2,0,62,43,0,0,0,0,0,1,3,1,0,0,0,1,0,0,1,2,3,0,2,0,0,1,0,0,9,0,0,3,0,2,0,2,0,0,0,0,0,0,0,192,0,0,7,50,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,39,2,0,0,2,5,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,20,0,0,0,2,0,10,0,0,0,2,0,1,0,0,1,1,0,0,22,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,1,3,0,2,1,9,300,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,6,0,19,2,0,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,1,25,0,0,1,1,0,0,0,0,5,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,14,0,10,0,6,0,0,0,1,0,0,0,0,0,0,0,0,7,0,35,0,0,12,0,90,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,5,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,1,0,6,0,92,0,0,0,1,0,0,0,1,0,0,0,21,0,1,0,0,0,8,10,1,1,0,0,0,0,342,2,1,0,3,4,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,1,0,1,0,0,0,35,0,0,0,0,0,0,0,2,0,0,2,1,1,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,4,0,8,42,6,6,0,4,0,0,0,1,1,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,0,1,1,0,0,0,0,2,0,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,8,1,185,0,0,1,0,1,3,5,0,0,2
