gen,0_A2BP1,0_ABCA12,0_ABCC3,0_ABCD1,0_ABCG8,0_ABHD14B,0_ABHD3,0_ABL1,0_ABO,0_ACMSD,0_ACOT12,0_ACOX1,0_ACSF3,0_ACSM2A,0_ADAM7,0_ADAMTS20,0_ADC,0_ADRA1B,0_ADRBK2,0_AGAP6,0_AGXT,0_AHCY,0_AHDC1,0_AHSA1,0_AK1,0_AK5,0_AKAP8,0_AKR1C3,0_AKR1E2,0_ALDH2,0_ALDOC,0_ALG9,0_AMICA1,0_AMIGO1,0_ANKFY1,0_ANKRD30B,0_ANKRD43,0_ANKRD46,0_ANXA10,0_ANXA13,0_ANXA4,0_ANXA7,0_APLN,0_APOA2,0_APOB,0_APOLD1,0_APOO,0_AQP2,0_AQP5,0_ARL2,0_ARMC2,0_ARMCX2,0_ARPC5,0_ARSE,0_ARSF,0_ART3,0_ASB15,0_ASB18,0_ASZ1,0_ATP12A,0_ATP1A1,0_ATP6V1G3,0_AURKAIP1,0_BAIAP2L2,0_BBC3,0_BBS5,0_BCMO1,0_BDNF,0_BEND5,0_BET1L,0_BIK,0_BMP15,0_BNIP3,0_BOLA2,0_BOLA3,0_BRCA1,0_BRD3,0_BRMS1L,0_BRPF1,0_BTBD1,0_BTN2A3,0_BUD13,0_BYSL,0_C10orf11,0_C10orf71,0_C10orf78,0_C11orf48,0_C11orf53,0_C12orf11,0_C12orf24,0_C12orf54,0_C12orf63,0_C13orf34,0_C14orf4,0_C15orf23,0_C15orf33,0_C16orf57,0_C17orf50,0_C17orf51,0_C17orf60,0_C17orf73,0_C17orf74,0_C18orf54,0_C19orf26,0_C19orf54,0_C1QTNF2,0_C1orf135,0_C1orf141,0_C1orf14,0_C1orf162,0_C1orf177,0_C1orf187,0_C20orf111,0_C21orf59,0_C22orf24,0_C22orf32,0_C2orf72,0_C3P1,0_C3orf15,0_C3orf55,0_C5orf15,0_C5orf22,0_C5orf45,0_C6orf124,0_C6orf176,0_C6orf52,0_C6orf59,0_C6,0_C7orf31,0_C7orf33,0_C7orf34,0_C7orf46,0_C7orf4,0_C7orf65,0_C8orf39,0_C8orf71,0_C9orf114,0_C9orf11,0_C9orf171,0_C9orf89,0_CA9,0_CABIN1,0_CABP7,0_CACNA1H,0_CACYBP,0_CADM2,0_CAND2,0_CASP8,0_CASZ1,0_CBX3,0_CBY1,0_CCDC109A,0_CCDC117,0_CCDC120,0_CCDC134,0_CCDC144B,0_CCDC157,0_CCDC21,0_CCDC36,0_CCDC54,0_CCDC56,0_CCL17,0_CCL28,0_CCND1,0_CCND3,0_CD160,0_CD1C,0_CD226,0_CDCA5,0_CDH26,0_CDK18,0_CDK20,0_CDO1,0_CDRT1,0_CECR2,0_CELA1,0_CELA2B,0_CELP,0_CEP72,0_CEP78,0_CES3,0_CFB,0_CGA,0_CHCHD4,0_CHFR,0_CHIC1,0_CHKA,0_CHP,0_CIDEA,0_CIT,0_CLCA4,0_CLCN1,0_CLC,0_CLEC12B,0_CLEC14A,0_CLEC4GP1,0_CLEC6A,0_CLEC9A,0_CLK2,0_CLLU1OS,0_CMTM8,0_CNOT6L,0_CNOT6,0_CNTN2,0_COL23A1,0_COL9A2,0_COMMD4,0_COPS3,0_COPS8,0_CORO1B,0_COX8C,0_CPB2,0_CPLX3,0_CPNE5,0_CP,0_CR1L,0_CREB3L2,0_CRISP3,0_CRLS1,0_CRYAB,0_CRYBB2,0_CSDC2,0_CST6,0_CTAGE9,0_CTF1,0_CTGF,0_CTNNA2,0_CTRB2,0_CTRC,0_CTRL,0_CTSF,0_CTSZ,0_CUL7,0_CWC15,0_CXCL14,0_CXCR4,0_CXorf57,0_CYP3A5,0_CYP4V2,0_CYP4Z1,0_DAZ1,0_DCAF4,0_DCLRE1B,0_DDO,0_DDX11,0_DEFB121,0_DEFB132,0_DENND1B,0_DENND2A,0_DENND2D,0_DET1,0_DGAT2,0_DHRS7,0_DISP2,0_DLEU2,0_DLGAP2,0_DLK1,0_DNAJC25,0_DNAJC3,0_DNAJC5G,0_DPH3,0_DPPA2,0_DPYSL5,0_DRD1,0_DUSP10,0_DUSP18,0_ECEL1,0_ECT2L,0_EDAR,0_EEF1A2,0_EEFSEC,0_EFEMP2,0_EFHB,0_EGLN1,0_EHMT1,0_EIF3IP1,0_EIF3K,0_EIF4EBP1,0_ELL,0_ELMOD1,0_ELOVL2,0_ELOVL7,0_EML2,0_EMR1,0_EMR2,0_ENGASE,0_ENKUR,0_ENPP3,0_EPCAM,0_ERN1,0_ERN2,0_ESRRG,0_ETS2,0_ETV5,0_EVC2,0_EYS,0_F13A1,0_FABP2,0_FABP6,0_FABP7,0_FAIM,0_FAM113A,0_FAM120A,0_FAM153A,0_FAM154B,0_FAM169B,0_FAM177B,0_FAM18A,0_FAM20A,0_FAM55D,0_FAM71C,0_FAM74A3,0_FAM74A4,0_FAM86B1,0_FAM86D,0_FARS2,0_FAT1,0_FCRL6,0_FDXACB1,0_FER1L5,0_FERMT2,0_FEZ1,0_FEZ2,0_FGF11,0_FGFRL1,0_FKBP1A,0_FLG2,0_FLJ11235,0_FLJ40292,0_FLJ42627,0_FLJ44054,0_FLNC,0_FLT3,0_FOXD4L5,0_FOXJ1,0_FOXJ3,0_FOXK1,0_FOXK2,0_FOXN1,0_FOXP4,0_FPGT,0_FRAT2,0_FRMD5,0_FRMPD1,0_FSD2,0_FTHL3,0_FZD10,0_FZD4,0_G6PD,0_GABARAPL1,0_GABARAPL2,0_GABARAPL3,0_GABRB3,0_GABRR2,0_GAGE2A,0_GAGE2B,0_GAGE2E,0_GAK,0_GAL3ST3,0_GALNTL2,0_GAP43,0_GARS,0_GATM,0_GBAP1,0_GBP5,0_GBX2,0_GCG,0_GCM2,0_GDF11,0_GFI1,0_GFRA1,0_GIMAP2,0_GIP,0_GJB1,0_GK3P,0_GLB1L2,0_GLB1L,0_GLIPR1L2,0_GMNN,0_GNAO1,0_GNASAS,0_GNB5,0_GNPNAT1,0_GNRH2,0_GOLGA6B,0_GPC3,0_GPM6A,0_GPR128,0_GPR22,0_GPR26,0_GPR31,0_GPR3,0_GPR6,0_GPR83,0_GPR89A,0_GPRC5D,0_GPSM1,0_GPSM2,0_GPX3,0_GPX8,0_GRLF1,0_GRSF1,0_GSTA1,0_GSTM3,0_GSTT1,0_GTF3C1,0_GXYLT1,0_GYPA,0_HBG1,0_HBG2,0_HCCS,0_HCG4,0_HCRTR1,0_HEATR4,0_HEATR5B,0_HEPACAM2,0_HEPN1,0_HERC4,0_HFE2,0_HFE,0_HIST2H3C,0_HIVEP3,0_HLA-E,0_HMMR,0_HOOK1,0_HOXC6,0_HOXC9,0_HOXD13,0_HOXD9,0_HPCAL1,0_HS3ST6,0_HSPBAP1,0_HTN1,0_HTR1E,0_HTR7P1,0_HTRA1,0_ID1,0_ID2B,0_ID2,0_IER5,0_IFNAR1,0_IGF2R,0_IGFBP5,0_IGFL1,0_IGSF5,0_IL11RA,0_IL23R,0_IL3,0_IMMP2L,0_IMPA1,0_INSC,0_INSR,0_IP6K3,0_IQCA1,0_IRX1,0_ISPD,0_ITGB8,0_ITPA,0_ITPKA,0_IVNS1ABP,0_JKAMP,0_JRK,0_KATNA1,0_KBTBD11,0_KCNG2,0_KCNK3,0_KCNMA1,0_KCNT1,0_KHDRBS2,0_KIAA0408,0_KIAA0649,0_KIAA0802,0_KIAA0922,0_KIAA1191,0_KIAA1324L,0_KIAA1486,0_KIAA1751,0_KIF24,0_KIF26B,0_KISS1R,0_KLF3,0_KLHL1,0_KLHL20,0_KLHL25,0_KLHL28,0_KLHL38,0_KLK12,0_KLK15,0_KLK3,0_KLRC4,0_KRT14,0_KRT39,0_KRT3,0_KRT72,0_KRT76,0_KRT86,0_KRTAP17-1,0_KRTAP2-1,0_KRTAP5-7,0_KRTDAP,0_LAIR2,0_LAMA3,0_LAMB1,0_LBP,0_LCE1B,0_LCE1E,0_LCE2D,0_LCLAT1,0_LDHA,0_LEPROTL1,0_LGR5,0_LHFPL5,0_LMO2,0_LNX2,0_LOC100128191,0_LOC100128573,0_LOC100130691,0_LOC100131551,0_LOC100133893,0_LOC100133957,0_LOC100240735,0_LOC100271722,0_LOC100271831,0_LOC100286844,0_LOC150197,0_LOC151009,0_LOC153684,0_LOC220429,0_LOC222699,0_LOC283731,0_LOC283867,0_LOC283922,0_LOC285033,0_LOC285501,0_LOC285548,0_LOC340017,0_LOC340357,0_LOC349114,0_LOC374491,0_LOC389332,0_LOC399959,0_LOC400927,0_LOC401093,0_LOC440896,0_LOC441601,0_LOC643923,0_LOC646498,0_LOC653544,0_LOC678655,0_LOC727677,0_LOC728819,0_LOC93432,0_LOC96610,0_LOR,0_LPHN3,0_LPPR5,0_LRCH3,0_LRIT2,0_LRRC34,0_LRRC69,0_LRRC70,0_LRRTM1,0_LSM7,0_LUC7L2,0_LYPLA2P1,0_LYZL1,0_MADCAM1,0_MAFG,0_MAMLD1,0_MAPK8IP3,0_MARCKSL1,0_MARCO,0_MAS1,0_MBOAT1,0_MBOAT4,0_MB,0_MCART3P,0_MCCC1,0_MCM3,0_MCM8,0_MDGA1,0_MDH1B,0_MEA1,0_MED9,0_METRN,0_METTL7B,0_MFAP3L,0_MFI2,0_MGAT4B,0_MGC72080,0_MICALL1,0_MID1IP1,0_MID1,0_MIMT1,0_MLLT1,0_MLXIP,0_MMGT1,0_MMP7,0_MORN5,0_MPI,0_MRP63,0_MRPL13,0_MRPL33,0_MRPL42P5,0_MRPL51,0_MRPS33,0_MTO1,0_MXI1,0_MYC,0_MYOM2,0_N4BP1,0_NACA2,0_NACAP1,0_NACC1,0_NBLA00301,0_NBPF4,0_NCR2,0_NCRNA00028,0_NCRNA00161,0_NCRNA00173,0_NDN,0_NDRG1,0_NDUFA4L2,0_NDUFAB1,0_NECAP1,0_NEDD9,0_NEFM,0_NEK11,0_NFKBIZ,0_NGB,0_NHLH1,0_NHS,0_NINL,0_NIN,0_NIPA2,0_NKAP,0_NLGN1,0_NME7,0_NOG,0_NONO,0_NOP14,0_NOP56,0_NPBWR1,0_NPFFR2,0_NPRL3,0_NPS,0_NPTN,0_NR1D2,0_NR1H4,0_NR3C1,0_NR5A2,0_NR6A1,0_NSUN5,0_NUDCD3,0_NXF5,0_NXNL1,0_NXPH4,0_OAS1,0_ODF2,0_OMG,0_OPRK1,0_OR1F1,0_OR1L8,0_OR2T33,0_OR2T5,0_OR2W3,0_OR3A3,0_OR51A7,0_OR51G2,0_OR52K1,0_OR5AK2,0_OR5K2,0_OR6W1P,0_ORC6L,0_OTP,0_P2RY11,0_P4HA1,0_PABPC4L,0_PADI1,0_PADI3,0_PAG1,0_PAN3,0_PARD6G,0_PARG,0_PARP4,0_PASK,0_PAX9,0_PCA3,0_PCDH11Y,0_PCDH20,0_PCDHA10,0_PCDHA13,0_PCDHA5,0_PCDHB14,0_PCDHB15,0_PCDHB6,0_PCNP,0_PCTP,0_PCYOX1,0_PDC,0_PDE1B,0_PDE6B,0_PDE9A,0_PDGFA,0_PDK1,0_PDS5A,0_PDZK1IP1,0_PEX11A,0_PGAM5,0_PGD,0_PGF,0_PHF13,0_PHF6,0_PHKG1,0_PHYHD1,0_PIK3AP1,0_PIP5KL1,0_PIR,0_PITPNM1,0_PITX3,0_PKLR,0_PLA2G3,0_PLA2G7,0_PLCG2,0_PLEKHG3,0_PLEKHG7,0_PLGLB2,0_PLG,0_PLOD2,0_PM20D1,0_PNMA1,0_PNPLA2,0_PNRC2,0_POLDIP3,0_POLQ,0_POLR2E,0_PON3,0_POU2AF1,0_POU2F1,0_POU2F2,0_PPAPDC1A,0_PPAPDC3,0_PPHLN1,0_PPIAL4G,0_PPIA,0_PPP1R10,0_PPP1R3C,0_PPP2R2A,0_PRAMEF1,0_PRB3,0_PRDXDD1P,0_PRHOXNB,0_PRICKLE1,0_PRICKLE3,0_PRKCE,0_PRKCG,0_PRMT1,0_PRMT2,0_PRMT6,0_PROK2,0_PROS1,0_PRPF39,0_PRRG2,0_PSD3,0_PSG5,0_PSG8,0_PSMA8,0_PSORS1C1,0_PTEN,0_PTGR1,0_PTN,0_PTPRVP,0_PTRH1,0_PURB,0_QSOX2,0_RAB38,0_RAB4A,0_RABAC1,0_RALB,0_RANBP17,0_RAP1B,0_RAP1GAP2,0_RASAL2,0_RASD1,0_RASGEF1A,0_RASL11A,0_RASSF10,0_RBM12B,0_RBM17,0_RBM39,0_RBM9,0_RBMS1,0_RBPJ,0_RCAN2,0_REEP1,0_REEP6,0_REN,0_REXO1,0_RFK,0_RFPL1S,0_RGS18,0_RHCG,0_RHOBTB1,0_RIC3,0_RIMBP3C,0_RIPK4,0_RLN3,0_RNASE11,0_RNASEL,0_RND1,0_RNF122,0_RNF128,0_RNF144B,0_RNF19B,0_RNF222,0_RNH1,0_RNLS,0_RP1L1,0_RPF1,0_RPH3AL,0_RPL21,0_RPL23AP32,0_RPRML,0_RPS6KB1,0_RPS6KB2,0_RPSAP9,0_RPTN,0_RRAD,0_RRP8,0_RSAD2,0_RTN2,0_RUSC2,0_RXRA,0_SAA4,0_SAFB2,0_SC5DL,0_SCARB2,0_SCARNA9L,0_SCGB1C1,0_SCGBL,0_SCN3A,0_SCNN1B,0_SCT,0_SDR42E1,0_SEC16A,0_SEC23B,0_SEC31A,0_SEC62,0_SELV,0_SEMA4A,0_SEPX1,0_SERP2,0_SERPINA10,0_SERPINA11,0_SERPIND1,0_SF3A1,0_SFRP4,0_SFRS2IP,0_SFTA3,0_SFTPA1,0_SFTPA2,0_SFTPD,0_SH3GL2,0_SHARPIN,0_SHISA6,0_SHKBP1,0_SIRT4,0_SLAMF1,0_SLC12A7,0_SLC15A2,0_SLC16A1,0_SLC16A4,0_SLC24A5,0_SLC25A14,0_SLC25A22,0_SLC25A42,0_SLC25A43,0_SLC25A44,0_SLC26A11,0_SLC26A7,0_SLC27A4,0_SLC28A1,0_SLC2A12,0_SLC35E2,0_SLC39A4,0_SLC39A7,0_SLC5A2,0_SLC5A3,0_SLC6A8,0_SLC7A10,0_SLC7A3,0_SLC9A11,0_SLC9A4,0_SLCO1A2,0_SLURP1,0_SMAD5OS,0_SMAD6,0_SMARCA4,0_SMG6,0_SMNDC1,0_SMPD1,0_SNAP29,0_SNAR-B2,0_SNAR-D,0_SNHG1,0_SNORA36A,0_SNORA8,0_SNORD15A,0_SNRPF,0_SNTG1,0_SNX24,0_SNX4,0_SOSTDC1,0_SOX11,0_SPAG4,0_SPAG6,0_SPATA12,0_SPATA22,0_SPATC1,0_SPINT3,0_SPOCK1,0_SPRR2B,0_SPRR2G,0_SPTAN1,0_SQLE,0_SREBF2,0_SSTR2,0_SSU72,0_STAP1,0_STARD4,0_STATH,0_STH,0_STMN1,0_STX11,0_STX12,0_STX18,0_STX6,0_STX7,0_STXBP1,0_STYXL1,0_STYX,0_SULT1C4,0_SULT1E1,0_SUV39H2,0_SV2A,0_SYCP1,0_SYK,0_SYNPR,0_TAB3,0_TACR3,0_TACSTD2,0_TAPBPL,0_TAS2R1,0_TAS2R40,0_TBC1D10C,0_TBC1D14,0_TBC1D15,0_TBC1D1,0_TBC1D4,0_TBX22,0_TCL1A,0_TCTN3,0_TEDDM1,0_TEX11,0_TEX12,0_TF,0_TGFB1I1,0_TGFBR3,0_TGIF2,0_TIMM10,0_TIPRL,0_TKTL1,0_TLE4,0_TLL2,0_TLN2,0_TLR3,0_TLR8,0_TLX3,0_TM2D3,0_TMEM106A,0_TMEM106C,0_TMEM133,0_TMEM151A,0_TMEM176A,0_TMEM176B,0_TMEM45A,0_TMEM50B,0_TMEM55B,0_TMEM56,0_TMEM66,0_TMEM70,0_TMEM71,0_TMEM8C,0_TMEM90A,0_TNFAIP8L3,0_TNFAIP8,0_TNFRSF10A,0_TNNI3K,0_TNNI3,0_TNR,0_TOMM5,0_TP53RK,0_TP63,0_TPCN2,0_TRAF6,0_TRIAP1,0_TRIM16L,0_TRIM25,0_TRIM31,0_TRIM36,0_TRIM4,0_TRIM50,0_TRIM58,0_TRIM63,0_TRIM71,0_TSC22D1,0_TSIX,0_TSPAN8,0_TSPO,0_TSPY1,0_TTC14,0_TTC8,0_TTPAL,0_TTTY14,0_TTTY1B,0_TTTY6,0_TTYH3,0_TUBA1A,0_TUBA3D,0_TWF1,0_TXNDC6,0_TXNRD2,0_TYRO3,0_UBC,0_UBE2NL,0_UBE2Q2,0_UBE2QL1,0_UBXN1,0_UGT3A2,0_UHRF1BP1L,0_ULBP2,0_UNC5CL,0_UQCRC1,0_UROC1,0_USH1C,0_USH1G,0_UTRN,0_VAV2,0_VDR,0_VEGFB,0_VIPR2,0_VPS28,0_VPS37D,0_VRK1,0_VWC2L,0_WASH5P,0_WBP11,0_WDR49,0_WDR55,0_WDR85,0_WDR91,0_WHSC1L1,0_WNT2,0_WNT8B,0_WSB1,0_WTAP,0_XCR1,0_XIST,0_XPC,0_XPNPEP2,0_YIPF7,0_YWHAZ,0_ZBTB45,0_ZBTB4,0_ZC3HAV1,0_ZER1,0_ZFP42,0_ZFP82,0_ZFYVE28,0_ZNF18,0_ZNF202,0_ZNF233,0_ZNF238,0_ZNF259,0_ZNF286B,0_ZNF2,0_ZNF33B,0_ZNF436,0_ZNF556,0_ZNF586,0_ZNF606,0_ZNF662,0_ZNF705D,0_ZNF706,0_ZNF780A,0_ZNF781,0_ZNF814,0_ZNF837,0_ZNRF1,0_ZPLD1,0_ZXDB,0_ZYG11A
0,21,0,1,0,5,0,6,0,24,7,7,5,0,2,53,0,0,1,0,0,0,0,0,5,5,8,0,10,4,0,17,11,0,0,0,0,0,1,5,12,11,0,19,17,0,0,0,6,16,6,0,0,3,0,0,0,0,29,2,0,3,1,0,6,5,6,19,0,0,6,21,0,6,0,0,0,1,0,4,0,0,0,0,0,0,9,0,22,0,0,0,16,0,19,8,0,0,1,16,0,3,3,8,1,0,0,3,38,30,0,8,4,0,0,0,0,1,0,1,0,2,3,0,0,0,18,0,35,0,25,2,28,13,0,0,31,5,11,1,4,2,0,0,0,0,66,4,0,3,0,0,3,16,0,4,25,0,1,0,8,0,0,4,21,0,0,0,14,0,34,0,0,2,6,5,9,0,17,7,0,1,18,0,0,0,4,6,0,0,0,2,1,11,0,0,0,8,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,6,28,0,0,0,0,0,0,0,1,0,6,1,5,3,14,0,10,0,0,0,1,2,17,3,0,0,0,8,0,0,8,0,3,0,3,0,0,0,0,2,2,0,0,0,0,0,0,1,3,0,0,0,0,9,0,5,0,32,13,0,30,12,0,0,0,1,4,0,2,2,0,0,0,0,0,0,10,0,0,12,23,0,13,2,4,21,0,0,0,18,0,0,0,4,2,10,0,0,0,10,1,0,0,0,3,0,0,3,0,12,0,0,25,0,0,0,5,0,0,7,0,2,0,0,2,3,7,21,4,0,9,43,0,0,3,1,0,9,0,0,31,0,0,0,5,6,0,0,0,0,0,0,14,0,0,0,0,2,1,0,0,2,0,15,28,0,7,25,14,0,0,0,13,26,0,0,3,13,12,17,0,0,0,0,1,0,0,0,1,0,6,2,5,0,0,0,4,13,0,5,0,7,15,0,4,0,0,0,1,0,5,0,0,0,13,11,0,0,17,0,0,0,13,3,10,0,0,0,9,0,28,0,4,0,0,0,4,0,10,13,5,32,0,0,0,1,0,0,0,1,8,1,5,7,22,10,2,0,0,5,4,27,0,0,0,1,0,4,0,3,0,0,9,16,7,19,10,9,5,0,42,6,1,23,0,0,0,0,11,2,35,26,5,0,1,12,4,0,3,0,0,2,2,30,1,0,4,1,0,0,0,2,0,0,4,19,0,0,0,7,0,0,0,4,0,0,5,0,0,0,12,0,3,0,2,0,20,0,0,22,0,5,0,6,6,0,0,6,0,0,0,3,1,9,0,0,18,5,0,13,28,0,0,0,6,0,5,0,0,0,0,4,0,0,59,3,0,11,2,0,3,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,5,6,0,12,0,12,0,0,0,8,8,9,0,0,9,0,0,5,6,0,0,2,0,0,0,22,0,3,0,0,0,41,16,0,35,0,0,6,4,1,4,0,0,0,9,9,0,0,3,0,0,2,5,0,7,0,0,2,0,0,2,0,0,15,0,6,28,1,14,4,0,0,15,0,13,0,4,0,0,17,49,1,6,0,1,0,0,11,5,22,19,9,0,4,0,24,12,0,9,0,0,0,0,4,0,0,11,0,0,0,22,14,0,0,0,0,3,2,13,0,5,0,0,0,2,33,3,14,5,2,1,0,0,0,0,20,10,2,0,0,0,0,0,9,0,0,2,0,18,4,0,5,0,1,1,0,10,2,8,5,0,0,0,9,0,0,0,0,8,0,0,0,3,49,0,8,0,5,0,0,0,10,17,0,18,26,0,0,0,0,2,0,0,8,3,0,4,9,0,10,33,0,0,15,0,22,24,0,2,10,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,2,0,23,35,0,16,4,0,0,0,35,12,30,6,0,5,0,0,12,0,1,0,60,2,21,8,6,0,37,0,11,0,0,0,4,9,0,0,0,0,0,0,3,1,8,7,4,0,4,0,18,10,9,0,5,6,4,6,23,5,44,2,0,0,0,7,0,7,0,36,0,18,0,6,4,0,34,2,17,3,36,8,0,0,0,0,5,0,1,1,16,0,0,0,13,0,0,0,7,5,0,0,0,4,0,0,5,0,16,0,28,0,0,0,0,0,0,4,0,0,0,0,41,0,0,3,0,0,4,6,0,1,0,0,0,2,6,0,0,10,0,13,0,4,0,0,0,8,20,3,0,2,0,26,0,27,3,20,0,0,0,43,6,0,0,0,0,0,0,0,24,0,0,0,0,5,3,7,0,0,2,0,0,0,0,4,0,5,0,2,0,0,0,12,0,0,1,1,2,0,11,0,31,0,3,4,0,19,2,0,0,0,0,0,32,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,7,15,0,7,0,0,0,0,7,0,1,6,0,0,1,3,12,0,0,0,8,0,7,17,33,5,0,0,10,0,0,0,15,0,0
100,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,64,0,0,0,0,2,1,0,0,0,0,0,3,0,0,1,0,0,0,0,44,41,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,13,57,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,115,0,1,0,0,9,0,78,0,0,0,0,0,0,0,0,0,0,0,0,57,0,43,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,0,0,1,0,3,0,0,64,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,34,0,48,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,1,48,65,1,113,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,56,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,12,0,1,25,34,0,1,0,2,0,0,0,0,12,59,0,0,0,4,0,0,0,0,0,0,49,0,1,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,2,19,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,65,0,0,0,0,0,0,6,0,0,0,69,2,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,61,0,0,1,81,0,0,106,0,0,56,2,0,13,0,0,0,0,0,2,5,0,0,0,1,0,1,0,0,0,9,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,47,1,0,0,0,0,0,2,4,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,1,4,7,6,65,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,0,0,81,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,0,0,0,0,48,0,0,0,0,0,11,0,0,0,0,0,0,78,49,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,0,1,0,0,0,64,65,0,0,0,0,1,0,0,0,0,29,45,0,0,1,0,0,3,0,2,0,0,1,3,0,1,0,0,0,0,44,48,0,1,0,0,0,0,0,0,0,6,1,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,43,8,0,0,0,0,1,0,0,43,1,0,0,0,0,0,10,0,0,0,1,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,48,106,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,65,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,65,0,0,0,67,0,0,0,0,0,69,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,53,0,0,0,0,0,0,0,65,0,142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,19,0,1,0,1,7,1,0,1,0,2,0,0,0,1,0,0,0,42,0,0,0,0,124,0,0,0,0,0,3,0,3,98,0,0,0,1,0,0,0,0,1,0,0,3,0,2,0,0,0,1,0,1,2,1,0,0,1,0,0,0,0,0,0,48,0,0,0,0,0,0,24,0,0,3,0,0,1,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,40,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,14,0,0,0,0,0,0,0,0,1,1
