gen,evals,gen_feats,explored,PanKidney logistic classifier (max_iter=100) balanced accuracy_min,PanKidney logistic classifier (max_iter=100) balanced accuracy_avg,PanKidney logistic classifier (max_iter=100) balanced accuracy_max,PanKidney logistic classifier (max_iter=100) balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,200,505,505,0.25,0.8050266212725742,0.9546652807566145,0.14111617169671822,0.0196078431372549,0.08652474612588534,1.0,0.17008618220966426
1,205,598,626,0.25,0.8085310718799564,0.9566132804051619,0.14413242285763153,0.018518518518518517,0.08451490113669986,1.0,0.10639114851862083
2,200,607,743,0.25,0.8150976956757805,0.9566132804051619,0.1533248954525222,0.0196078431372549,0.09603745058994512,1.0,0.1248178918419883
3,200,621,846,0.25,0.8329592478236969,0.9572576103020691,0.1447988418999357,0.02,0.09392682019375802,1.0,0.12810755293673717
4,200,604,947,0.25,0.8366078716105093,0.9572576103020691,0.1398251448572954,0.02,0.09819082881072692,1.0,0.128284386884225
5,200,606,1050,0.25,0.8489246453651053,0.9573125811044626,0.11834832153586888,0.0196078431372549,0.09704968940414617,1.0,0.12477071434057571
6,200,566,1154,0.25,0.8573051662416193,0.9573125811044626,0.11267888773252199,0.018867924528301886,0.09558264939431772,1.0,0.125273636609575
7,200,569,1242,0.25,0.8633839251518457,0.9573125811044626,0.10667503214108459,0.0196078431372549,0.0966839655061813,1.0,0.12560970752906242
8,200,577,1336,0.25,0.8704009297725471,0.9573125811044626,0.10382691701672322,0.0196078431372549,0.09274254111662629,1.0,0.1241857062162851
9,200,575,1412,0.25,0.8717539832710781,0.9592657061044626,0.10314998872583162,0.0196078431372549,0.09352757048688261,1.0,0.12415634907316922
10,200,582,1502,0.25,0.86957685436342,0.9644005197444309,0.10426987901270755,0.017241379310344827,0.09670033071927085,1.0,0.12560870187843248
11,200,609,1590,0.25,0.8746072864192831,0.9644005197444309,0.09644839963063533,0.017241379310344827,0.09212675838453402,1.0,0.12038174151804346
12,200,597,1699,0.25,0.8762727830320454,0.9644005197444309,0.09518015371090002,0.017241379310344827,0.09228510129359964,1.0,0.12030770197275001
13,200,585,1784,0.25,0.8789525224895917,0.9644005197444309,0.0954532722827109,0.017241379310344827,0.09174759499803324,1.0,0.12052221615313154
14,200,574,1874,0.25,0.8795943408234805,0.9644005197444309,0.09539281934988103,0.017241379310344827,0.09166890977483043,1.0,0.12051181949510957
